# _root_ irakaskuntza esparruan hezkuntza sistema propioa eduki beharra azpimarratzen da , eta kultura arloa naziotasuna , euskaltasuna eta herritasunaren_gainean oinarritzeko proposatzen da .
#goldHeads=2,8,4,6,4,8,6,11,8,9,0,13,19,17,14,17,0,17,20,11,20,21,
#predictedHeads=2,6,4,6,4,7,8,11,8,9,0,13,14,17,14,17,19,17,20,11,20,21,
(6,20),(20,4),-0.0769124 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),0.0766185 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.4371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),0.176431 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.144348 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.112202 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.0384079 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.153068 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.222304 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.227781 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.199109 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.175979 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.259096 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.00909838 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.484578 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.257326 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.312183 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.0604931 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.501518 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.255312 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.2841 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.224293 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.42877 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.10007 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0678476 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.448401 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.42877 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.364764 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0678476 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.448401 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.393635 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.42947 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.365464 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.211931 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.456233 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.237575 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.706951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.393635 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.251589 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.38819 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.154931 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.46437 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.214087 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.216475 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.392677 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.319032 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.255749 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.102216 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0634044 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.143633 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.673139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.249012 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.185477 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0319434 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.119805 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.485933 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.732666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.336451 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.410439 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.0913697 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.148376 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.180678 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.159941 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.245906 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.444389 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.145168 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.209098 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.764155 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.700873 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.547339 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.375598 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.900885 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.295304 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.385376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.231691 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.267265 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.149735 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.235233 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0988775 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.332137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.198694 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.0226976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0522051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.270593 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.12988 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.168619 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.0303498 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.352141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),0.283193 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.000974371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.161055 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.267437 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.22762 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0970794 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.047248 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.0773016 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0884376 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.22833 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0815084 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.151751 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.16005 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0735339 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.00459055 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.140191 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.155995 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.00436087 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0756384 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.142838 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.155995 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.088131 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0756384 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.142838 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.28064 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.13128 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0634158 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.00552763 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.139758 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.170235 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.493774 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.275259 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.32285 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.160913 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.223743 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.190262 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.0283051 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.489928 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.403312 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.13854 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0716101 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.00266668 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0815145 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0932572 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.485793 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.146342 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0789072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0099638 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0780046 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.120758 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.476974 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.631397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.413657 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.00428409 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.241863 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.392338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.226247 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.144559 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.497854 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.476027 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.376648 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.084508 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0155646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0536276 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.131572 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.118268 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.530349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.277246 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.143967 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.335785 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0983046 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.266393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.00428465 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.370677 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.191919 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.123996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0956179 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0434443 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.308836 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.58705 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.373149 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.259873 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.0463287 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.345153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.252948 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.189029 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0658663 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.100864 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0380333 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0179795 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.071514 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0729615 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.228152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.26527 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.251221 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.236266 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0361328 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0252626 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0375679 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0889995 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.287353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.217124 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.030101 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.119638 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0335849 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.102256 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.000104213 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.29977 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.471143 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.287353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,10),0.217124 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.030101 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.119638 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0440722 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.102256 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.000104213 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0920593 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.29977 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.228748 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.165688 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.0559988 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.203049 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0105517 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.119638 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0440722 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0187582 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.00483865 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.29977 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.165688 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.58705 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.522017 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.453074 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.373149 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.259873 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),0.0463287 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.345153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,11),-0.0144433 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.126002 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0266059 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0362246 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0329335 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.00274386 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.228152 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.26527 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.251221 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.230833 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.0147225 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.127405 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.228748 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.165688 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),0.0559988 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.447298 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.378355 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.298427 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.557108 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.171282 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),0.121041 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.47089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),-0.0598232 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.0610601 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.167355 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.0042611 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.0670915 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0336108 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.0362444 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.333276 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.292313 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.117447 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.512884 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.447851 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.378907 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.29898 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.557323 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.172634 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),0.120488 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.46979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),-0.0620163 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.239521 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.0618339 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.170136 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.007042 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.0698724 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.0175583 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.0363917 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.0354705 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.336057 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.336024 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.119676 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),0.229858 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.350963 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.331997 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.311863 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.074301 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.629739 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.251855 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.343773 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.209004 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.125675 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.201437 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.974739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.233111 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.467819 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.384665 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.195196 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.752596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.297642 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.562432 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.729774 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.853714 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.47583 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.553277 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.411747 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.562731 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.222278 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.342233 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.157555 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.386916 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.246508 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.175238 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.42355 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.643115 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.403552 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.440315 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.674558 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.750906 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.874846 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.496962 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.574407 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.510494 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.395266 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.58387 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.205798 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.581701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),-0.0102325 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.25841 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.123335 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.340766 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.200359 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.117334 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.377401 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.228971 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.512833 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.385207 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.636524 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.108181 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.188089 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.16646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.191013 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.122004 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.160866 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0156265 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.181544 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.338082 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.577787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.381923 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.588694 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.125248 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.480219 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.502693 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.477334 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),0.0577572 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.189829 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.1682 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.192753 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.123744 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.157648 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.140574 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0219759 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.335599 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.577787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.381922 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.638999 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.641428 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.588654 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.125248 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.647675 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.480218 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.699717 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.502693 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.477334 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),0.057822 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.076789 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.531178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,17),-0.431298 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.42961 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.498746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.427991 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.147459 # DEPENDENCYPART_GRANDPAR
