# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,0,2,6,6,10,6,6,10,0,10,11,16,13,13,17,18,10,18,19,24,24,24,10,24,
(8,10),(10,11),0.270379 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.168393 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0936058 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.12927 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.173065 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.236057 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.509265 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.389748 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.152187 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.709459 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.0429821 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.0647643 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.144235 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0656842 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0579276 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.069968 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0504431 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.23821 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.284732 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.362625 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.503909 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),0.254076 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.140516 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.288641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.103235 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.194213 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.212089 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.331632 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.274602 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.339896 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.548854 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.144979 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.72082 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.714365 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.54415 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.155977 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.186772 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),0.127276 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.329943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.00267203 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.166128 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.213665 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.259164 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.169287 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.297689 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.318896 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.247316 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.484237 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.390304 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.156946 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.451407 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.737217 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.379031 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.0548371 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.711158 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.178752 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.333126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.0306373 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.178625 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.223898 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.141322 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.285732 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.315061 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.127936 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.467788 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.144512 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.441806 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.713669 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.0461485 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),0.255992 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.287061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),0.269488 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.21752 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0602922 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.141666 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.141347 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0377969 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.100759 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.388054 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.236415 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.442277 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.927109 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.522057 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.155491 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.722056 # DEPENDENCYPART_GRANDPAR
(8,24),(24,2),-0.713881 # DEPENDENCYPART_GRANDPAR
(8,24),(24,6),-0.178752 # DEPENDENCYPART_GRANDPAR
(8,24),(24,8),-0.333079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,24),(24,9),0.0319294 # DEPENDENCYPART_GRANDPAR
(8,24),(24,10),0.177388 # DEPENDENCYPART_GRANDPAR
(8,24),(24,12),-0.244934 # DEPENDENCYPART_GRANDPAR
(8,24),(24,13),-0.14003 # DEPENDENCYPART_GRANDPAR
(8,24),(24,14),-0.288667 # DEPENDENCYPART_GRANDPAR
(8,24),(24,15),-0.311824 # DEPENDENCYPART_GRANDPAR
(8,24),(24,16),-0.129173 # DEPENDENCYPART_GRANDPAR
(8,24),(24,17),-0.192849 # DEPENDENCYPART_GRANDPAR
(8,24),(24,18),-0.54675 # DEPENDENCYPART_GRANDPAR
(8,24),(24,19),-0.466289 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.311466 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.42748 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),-0.719256 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.478957 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.728124 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.979119 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-2.68804 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.956465 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.543955 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.180732 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.38954 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.270463 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.703816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.148175 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.141372 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.147343 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0692733 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.124739 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0645172 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0884661 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0481543 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.154344 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.444995 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.0534408 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.0449571 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.146917 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.183222 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.153442 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.163334 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.21242 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.373558 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0906842 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0534806 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.00743659 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.114172 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.549762 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.534119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,2),-0.100197 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.00642885 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.0599825 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0814198 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0820066 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.259192 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0784651 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.157397 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.348564 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.631382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.579444 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.338682 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.00837878 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.107025 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.162436 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.302455 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.168152 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.00312992 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0323842 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.208315 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.0623515 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0549615 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.141541 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0407404 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.166298 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0643465 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.165835 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.362761 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.660098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.597415 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.150801 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.333828 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.135701 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.191098 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.297601 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.196828 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.481194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,5),-0.0629169 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.0237285 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.270101 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0328786 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.222405 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.238795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0930073 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.297931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0610107 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.150903 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.165384 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.146363 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.215299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.36826 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.116551 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.427645 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.00839967 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.229112 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.167981 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.147477 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),0.160768 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),0.402878 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.109931 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0264406 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.380718 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.205453 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.0862039 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.238085 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.25184 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.0689485 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.00775992 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.40679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.220619 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.137266 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0939448 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.299225 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.107158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0960315 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.186955 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.257084 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.0823545 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0371836 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.418378 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.04026 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),0.0876269 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.3813 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.23706 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.0695267 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.0083411 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.414723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.228508 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0880797 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.292759 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.122474 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.117956 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.173795 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.0650348 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.0559723 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),0.400848 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),0.0696034 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.165614 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),0.0403193 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.247028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.0717068 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0906314 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.407385 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0658643 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.280814 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.223799 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.232264 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.0272623 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.138185 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),0.310612 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.0796315 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),0.121878 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),0.371963 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.46386 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.404919 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0777433 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),0.0558499 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.154873 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.177827 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.0538845 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),0.138414 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.109449 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.0860582 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.181545 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.0772112 # DEPENDENCYPART_GRANDPAR
(10,24),(24,2),-0.386868 # DEPENDENCYPART_GRANDPAR
(10,24),(24,6),-0.237679 # DEPENDENCYPART_GRANDPAR
(10,24),(24,8),-0.0701462 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),-0.0118489 # DEPENDENCYPART_GRANDPAR
(10,24),(24,10),-0.41097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,24),(24,12),0.136072 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),0.0924647 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),0.294369 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),-0.114488 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),0.121708 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),0.0600681 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),0.129066 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),0.162508 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.0794278 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.0639764 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),0.455096 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.0252487 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),0.589857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.536917 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.57782 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.167813 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.810929 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.814761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.358985 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.593632 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0524709 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.607027 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.558494 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.466904 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.492559 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.825725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0545987 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.49592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.230754 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.446361 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0371161 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.672111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.601348 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.298815 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.0107095 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0783735 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.270725 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.086558 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.123462 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0685455 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.060113 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.110396 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.137727 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.358184 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.304876 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.28516 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.271822 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.419607 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-0.220214 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.132964 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0126663 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.387244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.30016 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.441696 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.44034 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.29854 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.130039 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.027303 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.227172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.117237 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0643995 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0746044 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0839739 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0185793 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),0.137243 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.0375837 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.00664132 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0559692 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.452741 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.203114 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.340899 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.456809 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.249399 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.0784374 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),-0.0187786 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.00358195 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0157524 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.0587116 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0764277 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.176939 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.140887 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.065216 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.0653343 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0738401 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.677967 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.461679 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0157875 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.172213 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.653566 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.929659 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.515827 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0744368 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.450283 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.356904 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.117318 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.326565 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.16658 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0685357 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.781824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.208882 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.603399 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.532977 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.446033 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.437142 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.222326 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.591834 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.646426 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.048056 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.429675 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0227704 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.736508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,6),-0.523263 # DEPENDENCYPART_GRANDPAR
