# _root_ adierazi zuenez , " oso erantzun ona " jaso du orain_arte egindako sinadura bilketak , eta hori oso itxaropentsua da .
#goldHeads=16,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
#predictedHeads=9,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
(19,14),(14,21),-0.2029 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.0455437 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.107957 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.299628 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.555935 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.301622 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0476272 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.117037 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0142523 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.00654837 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.19469 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.466271 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.199878 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.269287 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0925081 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.081995 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.25674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,1),-0.66453 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.201175 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.475196 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.612378 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.611997 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.432267 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.501676 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.255609 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.0979147 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.281618 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0500536 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.972362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0390479 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),1.33262 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.174461 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.0865602 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),0.0187817 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.291047 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.00945362 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.26461 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.12272 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),0.246604 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),0.0250193 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.312782 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),0.17219 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.387684 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.14883 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),0.0490141 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),0.0452435 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),-0.00752097 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.0154311 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),1.11641 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),0.0112359 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.288567 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.0931123 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.0723145 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.279906 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.326076 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0364263 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.027075 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.0205638 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.130549 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.0592851 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.265528 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.177819 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.822815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,1),0.0121673 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),1.11214 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),0.00980876 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.280634 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.0813372 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),0.0655252 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.0178113 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.398846 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.377037 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.022559 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.0160477 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.130965 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.0694813 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.25917 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.177115 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.822815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,5),-0.305452 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),0.167337 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),0.0701468 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.41622 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.00287429 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0513273 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0519723 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.312182 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.360247 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.8065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),0.0194899 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.305452 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.123125 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),0.167337 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),0.0722344 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.41622 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.000786657 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.0266577 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0519154 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0154515 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.293234 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.312182 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.360247 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.8065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),0.0194981 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.465684 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.1424 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.041995 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.067033 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.797101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,5),-0.235864 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.019438 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),0.07629 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.439494 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.00528844 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.0927393 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.088968 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0176854 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0731074 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.186431 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.17266 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.796183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,16),0.0834206 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.154954 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.158725 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.00730023 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.00381458 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.164804 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.0645274 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0682987 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0172502 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.332409 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.757521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
