# _root_ jose_antonio_alvarez_kaperotxipik , afera daraman epaileak , castejonek " ez duela zerikusirik eta gaizki aholkatua " zegoela argudiatu du .
#goldHeads=17,1,4,5,1,5,10,7,10,12,10,17,14,16,14,12,0,17,18,
#predictedHeads=12,3,4,5,10,5,10,7,10,12,10,16,14,16,14,17,0,17,18,
(13,12),(12,3),-0.216941 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.281851 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.177259 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.167978 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.23166 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.192631 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0885454 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.770408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.498808 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.397467 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.480203 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.604812 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.491791 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.586874 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.517202 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.546878 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.440923 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.537911 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.466958 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.444369 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.455697 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.349579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.483013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.120095 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.210182 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.269425 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.349861 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.223956 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.67666 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.946242 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.517683 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.934325 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.109649 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.36612 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.898479 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.173666 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.57971 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.158277 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.908983 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.153384 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.660024 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.993099 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.121587 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.674184 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.258255 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.495213 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.339247 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.0663981 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.538334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.483912 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.450153 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.928314 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.117703 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.679615 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.320636 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.162188 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.569118 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.439886 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.23582 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.161345 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.386197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,16),-0.365041 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.298016 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.946242 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.402721 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.909757 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0653435 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0868774 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.441533 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.243548 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.364987 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.990643 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.475917 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.280024 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.465232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,17),-0.377052 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.923067 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.170358 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.674108 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.428642 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.897117 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.11884 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.578945 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.242171 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.283544 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0773188 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.223697 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.542983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.486939 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.454802 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-1.12796 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.327607 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0691442 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.594279 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.263335 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.41691 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.159273 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.173217 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.386035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.364987 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.978472 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.324176 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.864176 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.615218 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.434664 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.838452 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.520054 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.239884 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.504447 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.190689 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.17603 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.563947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.479634 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.475766 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0876647 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.45207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.212943 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.1226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.685693 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.3403 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.400916 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.02279 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.513493 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.77015 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.687851 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.113155 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.076069 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.301849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.19734 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.878795 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.29469 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.445334 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.05038 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.629537 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.26808 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.393815 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.950567 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.476669 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.728835 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.615629 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.112463 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0345474 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.315452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.256551 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.811617 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0815554 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.455013 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.160013 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.608085 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.388529 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.627524 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.368231 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.58749 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.330142 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.569163 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.27229 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.35133 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.431649 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.262861 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.290385 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.234935 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.0980746 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0259239 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.220655 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.00395328 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.0591068 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.282741 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.0507988 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.0979522 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.263258 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.134359 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.0302457 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.000392147 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.17642 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.111947 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0944643 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.202203 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.00528614 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.174821 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.250997 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.0948191 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.713827 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.66631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.362584 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.00275483 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.0533415 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.143263 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.269599 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0937839 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.266948 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.231451 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.312864 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.134297 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.855068 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.644375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.293202 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0398724 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.187625 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0215023 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0766133 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0145506 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.231638 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.309927 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.644374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,5),-0.156758 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.179541 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.312868 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.724316 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-0.319299 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.00694508 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.00893999 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.15312 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.195711 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.0106915 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0113703 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.304683 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0221974 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.278955 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0921731 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.171365 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.708957 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.666355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.363608 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-1.30422 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.269203 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.0799328 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.292033 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0122657 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.209502 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.128612 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.183479 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.849522 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.644374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-1.26819 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.0459917 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.0862703 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.232445 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.218487 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.0684075 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.384008 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0361151 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.176121 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.423951 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.075439 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.779235 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.641867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.377011 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.130988 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.713791 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.0262611 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.00126771 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),0.12333 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.190108 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.0458095 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.021578 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.271477 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0421315 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.151979 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.314432 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.16177 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0976232 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.21844 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.664847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.370824 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.30765 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.389511 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.35193 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.243336 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.0297291 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.405736 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.331619 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.0917732 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.25107 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.0822064 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.0419854 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.138337 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.111719 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),0.422261 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.452086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-1.05868 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.227456 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.202695 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.302285 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.0229054 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.249598 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.208226 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.0850783 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.197848 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.13942 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.0138075 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.259173 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.00923601 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.128816 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),0.187886 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.154271 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.106789 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.204338 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.341357 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.0525196 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.210855 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),0.0678738 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.062866 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.0667113 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.105683 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.36776 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.396744 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.61518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,1),-0.191837 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.131367 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.242163 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.0369141 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.00224185 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.118224 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.0172181 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.0242796 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),0.190954 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.526934 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.450551 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.46296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,1),-0.208226 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.0443498 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.26006 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.101294 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.00253987 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0188653 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.0165517 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.448904 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.339626 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0478455 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0140847 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.392426 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.541995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,1),-0.168355 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),0.0898146 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.218422 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.0599902 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.229185 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.0589015 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.0994256 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.0806143 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0110089 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.116604 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.119579 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.375074 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.410851 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.619829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.575775 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.0299426 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0974934 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.132994 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0499777 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.0109946 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.188882 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0594231 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.525693 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.448406 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.426203 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),0.143846 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.126659 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.176725 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.0770002 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.187715 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.0577293 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.0737519 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0764291 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.0808421 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.0623268 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.466519 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.483554 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.64071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,12),0.125853 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.395194 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.194139 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),0.0997327 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.236036 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.0523454 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.256126 # DEPENDENCYPART_GRANDPAR
