# _root_ alderdiak kargu_hartu diola esan zuen atzo iturgaitzek , baina haren_kontrako neurririk ez dela hartuko , legebiltzarreko_mahaiak ere egin ez duelako .
#goldHeads=2,9,2,0,4,4,4,7,4,11,14,14,14,9,14,18,0,14,18,18,20,
#predictedHeads=2,4,2,9,4,4,4,7,0,11,14,14,14,9,14,18,0,14,18,18,20,
(13,11),(11,6),-0.193058 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.270153 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.110332 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.218108 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.161786 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0723918 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.6955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.89571 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.0478767 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.231179 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.903344 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.540036 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.519321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.460412 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.624375 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.459727 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.615691 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.364115 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.519083 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.39103 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0236413 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.361478 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.415432 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.307249 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.321907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.133348 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.70645 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.179966 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.294165 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.131075 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.222344 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.47676 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.282852 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.587666 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.292237 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0731847 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.173823 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.28861 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.149734 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.410671 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.128177 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.198878 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.298875 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.163024 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.305457 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0548445 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.259034 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.0751583 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.578552 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.636513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,16),-0.0787062 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.212757 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.328987 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),0.257234 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.311817 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.135031 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.393208 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.113449 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.202606 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.0871338 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.241444 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.271723 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0671536 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.0692423 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.125859 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.0619462 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.244979 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.611177 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.656676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.0989955 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.233962 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),0.241145 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.349545 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.126076 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.448547 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.313408 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.160811 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.145004 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.15273 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.079374 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.322848 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0755067 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.14769 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.309108 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),0.100476 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.185195 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.188195 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.3809 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0822543 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.223407 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.180941 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.126533 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.177336 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.16504 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.402928 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0543134 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.10839 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0559591 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0415579 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.193482 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.00261309 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.379516 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.68827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.0990689 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.0776356 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.269007 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0632337 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.267202 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.598918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,1),-0.194897 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.0733599 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.114625 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0950689 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0408592 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0746904 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0888172 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0449272 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.415216 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.0738167 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.16911 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.190097 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.0239443 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.201703 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.0328661 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0306741 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.210524 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0457506 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.62876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,20),0.26929 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.239113 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.117444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.260752 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0333089 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.189316 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.190357 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.132499 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.273132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.145239 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.269365 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.12677 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.109073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.507475 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0787545 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.471123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,18),-0.0407717 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.55808 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.0674869 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.34024 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.273698 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.269561 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.387436 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.180832 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.242893 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.0909033 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.206621 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.197305 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.548012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.117577 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.235787 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.187964 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0734727 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.538196 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.263578 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.27414 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.18339 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.244442 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0112563 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.162569 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.041461 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0410147 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0728083 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0550891 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0214473 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.117487 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.125682 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.184051 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.0251412 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.203784 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.150581 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.12943 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.116154 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.114125 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0665816 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.212043 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.256898 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0139573 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.19947 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0351856 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.413137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.366627 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.428427 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.271285 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.352869 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.110725 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.281552 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.410505 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.272381 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.108512 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.199432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.201253 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.111479 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0953453 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0281718 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0406233 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.549547 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.320418 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.396742 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.372977 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.478578 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.325045 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.381598 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.44929 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.382311 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.32706 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.226444 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.225494 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.290689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0277473 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.177043 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.203762 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0134198 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.909445 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.641875 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-1.13969 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.20159 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.324006 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.487012 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.410333 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.497922 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.038963 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.571335 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.58493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.575136 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.71488 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.59037 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-2.15889 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.671993 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-2.2842 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.307805 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-1.04483 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0362884 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.424822 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.138105 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.388056 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.20401 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-1.64795 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.152665 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.658967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0619545 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.644114 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.0734466 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.10135 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-1.72647 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.185678 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.576253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.617435 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.381973 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.379323 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.22973 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.890455 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.936801 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.565118 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.55908 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.372934 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.628223 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.390593 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.906224 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.4088 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.87427 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.405295 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.334835 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.303716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.367588 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.322085 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.900809 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.283372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,7),-1.49889 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.362396 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.280453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),-0.260049 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.254952 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0978209 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-1.20804 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.742211 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-1.03712 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.752241 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.711503 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.590615 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.823372 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.524894 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.632813 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.636742 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.813134 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.305397 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.785597 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.472624 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.294035 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.974745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.666242 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.524815 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.35034 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.60931 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.994069 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.959429 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.932511 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.22474 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.814154 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.911072 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.880022 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.21751 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.482413 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.03254 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.742803 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.685249 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.758418 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.768861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.345329 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-1.20503 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.287974 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.455621 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.800317 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.312348 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.398045 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.30659 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.631255 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.695486 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.256099 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.197451 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.176284 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.137945 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.16563 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),0.113971 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.768583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.350158 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),-0.215454 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.40381 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.559426 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.420457 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.66277 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.242013 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.352984 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.157602 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.250421 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.212473 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.10634 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.122302 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.0989494 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.789788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.231544 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.459828 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.639742 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.255559 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.212053 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.229606 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.112941 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.529671 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.20919 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.131725 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.493178 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.427313 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.674019 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.777548 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.313196 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0900788 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.31123 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.475767 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.432164 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.659512 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.796569 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.300808 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.263588 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.12508 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.371911 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.234754 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.251297 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.335111 # DEPENDENCYPART_GRANDPAR
