# _root_ gero pistorius organista zaharrak paperezko pezeta , hogerleko eta bosdurokoak eman zizkidan gordetzeko , baina mesede_baten_truke .
#goldHeads=11,3,11,3,6,9,6,9,11,9,15,11,11,13,0,15,16,
#predictedHeads=11,3,5,3,6,9,6,9,11,11,15,11,11,13,0,15,16,
(13,9),(9,16),-0.718154 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.169188 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.230762 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.0844246 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.351924 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.388221 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.163006 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.116386 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.00762378 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.00550738 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0631365 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.28588 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.907175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.257798 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.654472 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.629742 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0563438 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0555985 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.192576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.895414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.648997 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.658174 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.186926 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.330424 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0326417 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.392629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.447518 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.294715 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.382895 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.542809 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.396472 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.700268 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.464374 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.304423 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.204022 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.292639 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.364955 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.060876 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.70214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.131163 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.267083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.682363 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.220491 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.555987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0343566 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.397378 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0818724 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.171562 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.366038 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.355052 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.348286 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.290279 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.158089 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.281904 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0683808 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.253403 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.124105 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.196841 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.564125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.459044 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.586359 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.162692 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.378646 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.36766 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.408683 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.360894 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.319578 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.106088 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.294513 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.215892 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.138837 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0556714 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.035807 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.597152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.492413 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.616845 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.233884 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.156958 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.151021 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0600966 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.463432 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.560572 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.179932 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.389503 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.378517 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.431136 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.371751 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.330435 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.112289 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.305369 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.2512 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0389835 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.151935 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.596148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.491555 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.627101 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.377853 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.657958 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.646972 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.640206 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.590112 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.573825 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.418669 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.353047 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.218912 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.321378 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.272251 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.343856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.233841 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.587972 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.12368 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.179551 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.382443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.158578 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.150254 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.0909274 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.101423 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0455992 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.0386969 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.0678714 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.0478556 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.200651 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.0386969 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.159997 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0678714 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.00288094 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.0645755 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.457396 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),0.309223 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.348675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),0.0336655 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.0478556 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.200651 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.165224 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.107397 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0678714 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.02741 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.00288094 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0645755 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.542307 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),0.435344 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.0449248 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.186079 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.150653 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.103911 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.356248 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.0266333 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.0136092 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0684182 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.460667 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.544795 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.312495 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.349261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),0.0335208 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),0.435201 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.0478556 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.165224 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.107397 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.37082 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.137782 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0601511 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0645755 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.457396 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.542307 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.309223 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),0.0336655 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),0.435344 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0474985 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.252186 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.216759 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.422355 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.181618 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0886061 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.259477 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0207819 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.321014 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.418064 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.18701 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.112864 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.400087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.0835368 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.19239 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.111062 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.109999 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0745725 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),0.0265204 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.280168 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0568506 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0749041 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.117291 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.0726708 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0611174 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.710567 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.252449 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0262635 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.438124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.133615 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.158479 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0258504 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.275913 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.263338 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.351081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.0187484 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.0888095 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.0856504 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.0502238 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.00383744 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.25582 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.0325019 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.0640871 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0929421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.0431804 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.230993 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.59336 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0419906 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.429915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.136466 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0335906 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.26883 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.535455 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.141422 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.357092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0520367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.317622 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.00740099 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.13013 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.148457 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.139152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.661829 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.428081 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.895928 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.696441 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.863125 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.708357 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.117646 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.101473 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.408617 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.864472 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.664984 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.441459 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.775005 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.625583 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.0485401 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.46882 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.391858 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.129606 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.160873 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0755105 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.320256 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.139687 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.757516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,1),-0.413885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.845553 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.646065 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.449805 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.756086 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.606664 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0361632 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.449901 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.412879 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.372227 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.503266 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.306335 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.131952 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.781332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,9),-0.490273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.440376 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.550142 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.26823 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.112575 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.700147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),-0.40006 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.879789 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.680301 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.790322 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.625207 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.484137 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.410427 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.0897128 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.263063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.473691 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0967205 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.161117 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.742336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,15),-0.419496 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),0.149926 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.282989 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.207922 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.252244 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.212201 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.224875 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.103953 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.152454 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0438877 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.203404 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.04022 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0859058 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0391962 # DEPENDENCYPART_GRANDPAR
