# _root_ " sakabanaketa_bezalako legez kanpoko tresna presoen_kontra erabiltzeaz gain , orain espetxe_barruko errepresioa gogortzen ari_dira " , salatu dute aabek .
#goldHeads=0,5,5,3,7,7,13,7,8,13,12,13,0,0,14,15,0,17,17,19,
#predictedHeads=0,3,14,5,7,7,14,7,8,14,12,13,14,17,14,15,0,17,17,19,
(13,6),(6,8),0.144997 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.226555 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0870395 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.328124 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.525265 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.796718 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.210432 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.502243 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.340363 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.672843 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.107599 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.202272 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0527789 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.375912 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.22911 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.688834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.614105 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.220129 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.344879 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.676533 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.80055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.213631 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.487782 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.380059 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.676675 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0736878 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.240848 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0926193 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.331707 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.273541 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.601247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.526543 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.256475 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.0944575 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0275844 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.111415 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.169147 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.436289 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.709927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.635052 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.365642 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.00214399 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0142729 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0164895 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.251036 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.3544 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.178262 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.679263 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0731347 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.122467 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.11946 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.120483 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.277124 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.599969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,18),-0.554516 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.0938149 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0673747 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.116537 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.121297 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.122319 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.34888 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.599994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.52529 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.255222 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.554541 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.09384 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.16376 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.580869 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.870441 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.701306 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.03988 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.198345 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.235488 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.287557 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.703568 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0975585 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.518076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.299949 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.18932 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.374992 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.180129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.10463 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.177819 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.16673 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.583848 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.87342 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.704285 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-1.04286 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.202062 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.238467 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.449879 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.287234 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.706547 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.10063 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.546371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.476037 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0205773 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.342075 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.245658 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.487389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,19),-0.358063 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.00301982 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0177789 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0693867 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.380914 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0935465 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.17527 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.245368 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0944013 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.176125 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.291934 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.247306 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.361827 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.170455 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.297605 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.269286 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.383807 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.128608 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.244164 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0347188 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.253926 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.368447 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.113248 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.132195 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.118312 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.0311287 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.0839795 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0564199 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0729924 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.61945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,2),0.227013 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.340901 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0680422 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.141147 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.322231 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.00959054 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.065861 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0240702 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0218831 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.317358 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.0158561 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.677739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.0586412 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),0.00984911 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.679704 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),0.256513 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.371034 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.115835 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.134783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.292731 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.186545 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0982727 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0619997 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0694091 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.36511 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.199578 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.620728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),0.0676972 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.156884 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.272859 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0994235 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.11555 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.147428 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.443316 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.0337924 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.295318 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.187098 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0208966 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0222153 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0884807 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.368693 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.203329 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.576975 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.156242 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.192858 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0149673 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.020379 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0903171 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0645342 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.203329 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.619475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),0.0689496 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.577 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.156267 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),0.227013 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.340901 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.0680422 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.141147 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.322231 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.298598 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.00892242 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0308539 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0259707 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.043551 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.341661 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.677739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.0586412 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.00984911 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.679704 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.298484 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),0.0885579 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.332063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.493396 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.144589 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.0894593 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),0.0210285 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.249592 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.169231 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.638703 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.43161 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.319825 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.298444 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.238722 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.272921 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),0.0234477 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.109969 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.578626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.170386 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.377628 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0237686 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.134633 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0715286 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0378304 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.281074 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.116351 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.104213 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.185465 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.00217797 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.15117 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.546598 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.294933 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.494395 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.45534 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.423994 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.418552 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.395151 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.354345 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0994697 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.305524 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.037175 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.208025 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.150082 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.209886 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.830805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.639815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.316788 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.401471 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.251652 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.353081 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.768719 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.731435 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.729294 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.714846 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.667723 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.333401 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.617823 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.327927 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.267094 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.521403 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.46638 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.443817 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.294291 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.260222 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.129976 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.351314 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.270789 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.302824 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.27427 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.265346 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.265072 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.0247765 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.177399 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.112129 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0379056 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0963861 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0678263 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.10481 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.497923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.339615 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.257568 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.536371 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.261577 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.293612 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.265058 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.256134 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.25586 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.0185392 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.168187 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0342965 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.087174 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0586142 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.151226 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.042128 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.341647 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.258912 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.623468 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.649565 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.624313 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.624342 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.617751 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.274163 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.529535 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.144295 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.21108 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.449065 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.423424 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.141477 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.239325 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.357886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0732193 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.185495 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.253225 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.400952 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.0670299 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.13077 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.2581 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.0678776 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.131617 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.0634413 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.260038 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.353157 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.125954 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.057778 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.282017 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.375137 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.0768449 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.111219 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.047612 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.266657 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.359777 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.0614844 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.0624478 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.454503 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.447404 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.0449385 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.0693131 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.0352094 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.620243 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.275176 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.367614 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.0517104 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.106831 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.043337 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.399118 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0916211 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0188668 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.0234665 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.164127 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.278396 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.451747 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.0685926 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.51527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.665996 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.269244 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.362364 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.0640719 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.0650353 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.0374052 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.371722 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.0306453 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0748929 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.031626 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.219444 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.437893 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.616491 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.42514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,20),0.353696 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.275006 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.407134 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.197726 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.385734 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.622037 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.800553 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.533326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,7),0.297226 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.30581 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.295753 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.131772 # DEPENDENCYPART_GRANDPAR
