# _root_ kasu honetan gutuna posta arruntaren_bidez etorri da , eta etako presoek bizi duten egoeraren erantzule egiten gaituzte " , azaldu zuen .
#goldHeads=6,1,6,6,4,9,6,7,20,11,12,14,12,15,16,9,16,17,18,0,0,21,
#predictedHeads=6,1,6,6,4,9,6,7,0,11,12,14,12,15,16,9,16,17,18,0,20,21,
(11,6),(6,20),-0.56732 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.580644 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.439527 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-1.14066 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.106801 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.253117 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.930653 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.234341 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.168125 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.156166 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.285814 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-1.14105 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0502325 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),1.04767 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.902633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.405621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.88228 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.756421 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.541904 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.658201 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.564849 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.872673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.377118 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.726709 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.28896 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.639738 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.61272 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.216426 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.238309 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.610373 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.439502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.742665 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.37173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.16987 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.347563 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.617323 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.25214 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.400316 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.639714 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.514653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0182738 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.315644 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.101649 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.532349 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.384626 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.613648 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.217351 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.239235 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.609557 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.448249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0452575 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.552157 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.161248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.612457 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.458599 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.612515 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.21622 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.238104 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),0.611624 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.447447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0461117 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.552199 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.303429 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.353268 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.6245 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.257845 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.470642 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.398666 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),-0.0139703 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.365847 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.150224 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.163508 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.248805 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.392286 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.301969 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.366415 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.0080848 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.199116 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-1.40594 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.414586 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.0601221 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.368903 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.329955 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.241578 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.456472 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.450239 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.194565 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-1.40347 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.235485 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.106431 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0880863 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.436867 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.305187 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0492775 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.2557 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-1.17149 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0598936 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.237345 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.128675 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.00176632 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.854698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.715988 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.588648 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.604631 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.456033 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.591198 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.427633 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.43973 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.39742 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-1.54975 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.243157 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.0689247 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.340113 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.282012 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.0724524 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.1792 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.225786 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-1.53283 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0102121 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.277545 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.156944 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.863936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.71182 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.597264 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.613833 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.461722 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.424746 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.105366 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.838057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,2),-0.456472 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.300165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0995914 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0916734 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.162421 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.838057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.692929 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.569753 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.586496 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.573838 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.173512 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.306643 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.469376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.145825 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.162793 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.385491 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.243748 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.572453 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.180473 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.105068 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.20633 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.338144 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.400699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.3723 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.20954 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.455623 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.307745 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.570397 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.178419 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.103014 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.202417 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.334231 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.399845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.372342 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.133019 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.147374 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.467656 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.108326 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.319778 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.220721 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.593406 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.706237 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.817156 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.462691 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.619879 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.69503 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.252575 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.134852 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.217986 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.350982 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.502764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.127002 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.245771 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.260513 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.434832 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.125198 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.149989 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.304101 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.465073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.20003 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.214936 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0133934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.108802 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.250959 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.605941 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.82337 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.468905 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.624702 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.252674 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.138451 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.224201 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.357196 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.502395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.111319 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.245411 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.26015 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.0195933 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.0508659 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0346641 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.249291 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.183883 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.147532 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0136641 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.163365 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0706303 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.119804 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.17603 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.065996 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0143664 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.658075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.47847 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.367143 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.208588 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.600889 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.165909 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.525132 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0669714 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.130782 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.165749 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0471838 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0323781 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.658075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.479311 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.367985 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.30522 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.208588 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.35803 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),0.155582 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.26621 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.372765 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.408273 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.282656 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.187479 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.318055 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.441748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.159027 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0437154 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.25662 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.266197 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.372754 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.408262 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.28171 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.186533 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.317099 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.441636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.144417 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.116952 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0436598 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.161088 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.256564 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.313385 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.345227 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.189635 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0779747 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.309365 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.175705 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.223531 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.0970111 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.396076 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.250443 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.497498 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.424186 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.112974 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.087577 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-1.4229 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.045796 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.320429 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0956391 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0421573 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.13123 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),1.9736 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.07712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.596224 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.616716 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.606776 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.530257 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.401016 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.209935 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-1.80133 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.325812 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.272939 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.418175 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.442669 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.131457 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0318008 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0574477 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-1.803 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0101868 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.2071 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0791451 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0209988 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),1.67969 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.08655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.606239 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.622822 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.527786 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0614137 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0394751 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.524317 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.11673 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.110752 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.174393 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.140223 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0384101 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),1.69576 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.05752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.57739 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.589407 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.376701 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.520537 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.230793 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.106898 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.106096 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.190999 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.17007 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0141409 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),1.71107 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.05878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.578641 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.571669 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.589612 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.479994 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.390603 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.196212 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0542066 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0336537 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.02964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.549502 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.579277 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.378009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.383301 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.155035 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.0199612 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.226889 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.366058 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.464929 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),1.37932 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.631804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.311715 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.486224 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.214607 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.284053 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.296595 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.434061 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.696518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.215103 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0944298 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.212147 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.212658 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.246394 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.21007 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.167392 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.594824 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.569577 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.149697 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.42801 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-1.25045 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.322573 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0742612 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.181046 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.528701 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0694594 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.892126 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.265437 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.734728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
