# _root_ ( ... ) paulinok azken asaltoa bota zuela uste_zuen , baina heriotzaren aurre-salara ailegatzea besterik ez zuen egin , azken asaltoek beti heriotzaren kaudrilateroan jotzen bait dute amaierako kanpanilla .
#goldHeads=0,1,0,9,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,18,27,25,29,25,29,
#predictedHeads=0,1,0,7,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,0,25,26,29,25,29,
(21,14),(21,20),0.0772483 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0055394 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.000666955 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.000666955 # DEPENDENCYPART_SIBL
(21,14),(21,30),-0.0371781 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.00100536 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.099209 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.010341 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0144952 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0144952 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.0994893 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0329081 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0464053 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0562268 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0562268 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0822575 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0549256 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0624892 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0624892 # DEPENDENCYPART_SIBL
(21,20),(21,30),-4.51953e-05 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0169059 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0169059 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.0903249 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0073091 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.0887528 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.0887528 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0252945 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0252945 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00965468 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0329081 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.115615 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.048763 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0562268 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0180327 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0562268 # DEPENDENCYPART_SIBL
(23,19),(23,30),-0.0822575 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0239144 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.00663063 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0624892 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0353436 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0624892 # DEPENDENCYPART_SIBL
(23,20),(23,30),-4.51953e-05 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0311586 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00621019 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.00930073 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.00621019 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0274133 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0298422 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0555243 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.0298422 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0107052 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.00350377 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.00730974 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.0887528 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0389534 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0534237 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.0887528 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0329081 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.115615 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.048763 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.115615 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.037562 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0180327 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0562268 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.0562268 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.0822575 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0239144 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.00663063 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0239144 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0356399 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0353436 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0624892 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0624892 # DEPENDENCYPART_SIBL
(24,20),(24,30),-4.51953e-05 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0311586 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.00783131 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0192765 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.00930073 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.00621019 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.00621019 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.0274133 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0575035 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0220288 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0555243 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0298422 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0298422 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0107052 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0192765 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00930073 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.00621019 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.00621019 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0274133 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0231978 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.00638449 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.00638449 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0696993 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0389534 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.0389534 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.0534237 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.00730919 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0887528 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0887528 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.029507 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.00181809 # DEPENDENCYPART_SIBL
(25,4),(25,9),0.00168372 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.0700991 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.0250535 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.029507 # DEPENDENCYPART_SIBL
(25,4),(25,13),-0.029507 # DEPENDENCYPART_SIBL
(25,4),(25,14),0.00168376 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.0235484 # DEPENDENCYPART_SIBL
(25,4),(25,16),0.0382104 # DEPENDENCYPART_SIBL
(25,4),(25,17),0.0195351 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.0010672 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0700991 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.00500175 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.029507 # DEPENDENCYPART_SIBL
(25,4),(25,22),0.031088 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.029507 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.029507 # DEPENDENCYPART_SIBL
(25,4),(25,26),0.024247 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0145045 # DEPENDENCYPART_SIBL
(25,4),(25,28),0.0149543 # DEPENDENCYPART_SIBL
(25,4),(25,29),0.0149543 # DEPENDENCYPART_SIBL
(25,6),(25,7),-0.00181809 # DEPENDENCYPART_SIBL
(25,6),(25,9),0.00168372 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.0700991 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.0250535 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.029507 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.029507 # DEPENDENCYPART_SIBL
(25,6),(25,14),0.00168376 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.0235484 # DEPENDENCYPART_SIBL
(25,6),(25,16),0.0382104 # DEPENDENCYPART_SIBL
(25,6),(25,17),0.0195351 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.0010672 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.0700991 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.00500175 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.029507 # DEPENDENCYPART_SIBL
(25,6),(25,22),0.031088 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.029507 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.029507 # DEPENDENCYPART_SIBL
(25,6),(25,26),0.024247 # DEPENDENCYPART_SIBL
(25,6),(25,27),-0.0145045 # DEPENDENCYPART_SIBL
(25,6),(25,28),0.0149543 # DEPENDENCYPART_SIBL
(25,6),(25,29),0.0149543 # DEPENDENCYPART_SIBL
(25,7),(25,9),-0.0193115 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.0824493 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.0116692 # DEPENDENCYPART_SIBL
(25,7),(25,12),-0.011216 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.011216 # DEPENDENCYPART_SIBL
(25,7),(25,14),-0.0193115 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.0041273 # DEPENDENCYPART_SIBL
(25,7),(25,16),0.0179543 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.0189864 # DEPENDENCYPART_SIBL
(25,7),(25,18),0.0311252 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.0824493 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.0178157 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.011216 # DEPENDENCYPART_SIBL
(25,7),(25,22),0.0188686 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.011216 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.011216 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.0796403 # DEPENDENCYPART_SIBL
(25,7),(25,27),0.0904846 # DEPENDENCYPART_SIBL
(25,7),(25,28),0.0155283 # DEPENDENCYPART_SIBL
(25,7),(25,29),0.0155283 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.0868353 # DEPENDENCYPART_SIBL
(25,9),(25,11),-0.016116 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.0155303 # DEPENDENCYPART_SIBL
(25,9),(25,13),-0.0155303 # DEPENDENCYPART_SIBL
(25,9),(25,14),-0.0323497 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.00853295 # DEPENDENCYPART_SIBL
(25,9),(25,16),0.013417 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.023448 # DEPENDENCYPART_SIBL
(25,9),(25,18),0.018087 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0868353 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.0222214 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0155303 # DEPENDENCYPART_SIBL
(25,9),(25,22),0.0145379 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0155303 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.0155303 # DEPENDENCYPART_SIBL
(25,9),(25,26),0.0756786 # DEPENDENCYPART_SIBL
(25,9),(25,27),0.0788913 # DEPENDENCYPART_SIBL
(25,9),(25,28),0.0150897 # DEPENDENCYPART_SIBL
(25,9),(25,29),0.0150897 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.0958686 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.179024 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.179024 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.103021 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.108229 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.0770918 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0578312 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.0842842 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.13427 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.118615 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.179024 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0835374 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.179024 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.179024 # DEPENDENCYPART_SIBL
(25,10),(25,26),0.00917599 # DEPENDENCYPART_SIBL
(25,10),(25,27),0.00334724 # DEPENDENCYPART_SIBL
(25,10),(25,28),0.003965 # DEPENDENCYPART_SIBL
(25,10),(25,29),0.003965 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.0962863 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.0962863 # DEPENDENCYPART_SIBL
(25,11),(25,14),-0.0310383 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0697527 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.0428924 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.0408663 # DEPENDENCYPART_SIBL
(25,11),(25,18),0.0105569 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.0828172 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.0821037 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.0962863 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.00959365 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.0962863 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.0962863 # DEPENDENCYPART_SIBL
(25,11),(25,26),0.0504018 # DEPENDENCYPART_SIBL
(25,11),(25,27),0.055431 # DEPENDENCYPART_SIBL
(25,11),(25,28),0.0480863 # DEPENDENCYPART_SIBL
(25,11),(25,29),0.0480863 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.029507 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.00168376 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.0235484 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.0382104 # DEPENDENCYPART_SIBL
(25,12),(25,17),0.0195351 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0010672 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.0700991 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.00500175 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.029507 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.031088 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.029507 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.029507 # DEPENDENCYPART_SIBL
(25,12),(25,26),0.024247 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.0145045 # DEPENDENCYPART_SIBL
(25,12),(25,28),0.0149543 # DEPENDENCYPART_SIBL
(25,12),(25,29),0.0149543 # DEPENDENCYPART_SIBL
(25,13),(25,14),0.00168376 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.0235484 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.0382104 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.0195351 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.0010672 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0700991 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.00500175 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.029507 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.031088 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.029507 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.029507 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.024247 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.0145045 # DEPENDENCYPART_SIBL
(25,13),(25,28),0.0149543 # DEPENDENCYPART_SIBL
(25,13),(25,29),0.0149543 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.00838973 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.0136918 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0232489 # DEPENDENCYPART_SIBL
(25,14),(25,18),0.0182105 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.0867118 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.0220781 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.0154055 # DEPENDENCYPART_SIBL
(25,14),(25,22),0.0146614 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.0154055 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.0154055 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.075954 # DEPENDENCYPART_SIBL
(25,14),(25,27),0.0794426 # DEPENDENCYPART_SIBL
(25,14),(25,28),0.0154274 # DEPENDENCYPART_SIBL
(25,14),(25,29),0.0154274 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.0415431 # DEPENDENCYPART_SIBL
(25,15),(25,17),0.00378324 # DEPENDENCYPART_SIBL
(25,15),(25,18),0.000978617 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0862154 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.046208 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.0260636 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.00283271 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0260636 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.0260636 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.0676413 # DEPENDENCYPART_SIBL
(25,15),(25,27),-0.0179426 # DEPENDENCYPART_SIBL
(25,15),(25,28),-0.0161802 # DEPENDENCYPART_SIBL
(25,15),(25,29),-0.0161802 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.321445 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.0291376 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.00993271 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0423012 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0170862 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.068903 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.0170862 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0170862 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0358344 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.232881 # DEPENDENCYPART_SIBL
(25,16),(25,28),-0.015842 # DEPENDENCYPART_SIBL
(25,16),(25,29),-0.015842 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0126921 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0556486 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.0484311 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0299423 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.0262613 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0299423 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0299423 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.0091498 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.0704199 # DEPENDENCYPART_SIBL
(25,17),(25,28),-0.0194147 # DEPENDENCYPART_SIBL
(25,17),(25,29),-0.0194147 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.11491 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0464337 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0439037 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0242135 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0439037 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0439037 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.0528017 # DEPENDENCYPART_SIBL
(25,18),(25,27),0.0269139 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.0264574 # DEPENDENCYPART_SIBL
(25,18),(25,29),-0.0264574 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.118615 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.179024 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0835374 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.179024 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.179024 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.00917599 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.00334724 # DEPENDENCYPART_SIBL
(25,19),(25,28),0.003965 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.003965 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0275995 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0098654 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0275995 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0275995 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0703163 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.00812627 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0113962 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.0113962 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.031088 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.029507 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.029507 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.024247 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0145045 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.0149543 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.0149543 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0241768 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0241768 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0672524 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.117335 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.0111785 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.0111785 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.029507 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.024247 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0145045 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0149543 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.0149543 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.024247 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0145045 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0149543 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0149543 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0150927 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.00728953 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.00728953 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0788295 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0788295 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.0123885 # DEPENDENCYPART_SIBL
(26,8),(26,17),0.0095145 # DEPENDENCYPART_SIBL
(26,8),(26,18),-0.00183929 # DEPENDENCYPART_SIBL
(26,8),(26,25),0.000358876 # DEPENDENCYPART_SIBL
(26,8),(26,27),-0.00283888 # DEPENDENCYPART_SIBL
(26,8),(26,28),0.0525123 # DEPENDENCYPART_SIBL
(26,8),(26,29),0.0525123 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.00537508 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.00317692 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.00727034 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.0526507 # DEPENDENCYPART_SIBL
(26,17),(26,29),0.0526507 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.0101797 # DEPENDENCYPART_SIBL
(26,18),(26,27),0.00547766 # DEPENDENCYPART_SIBL
(26,18),(26,28),0.00175468 # DEPENDENCYPART_SIBL
(26,18),(26,29),0.00175468 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0201899 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.00538378 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.00538378 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.0132226 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0132226 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.000548509 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0271819 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0271819 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0668431 # DEPENDENCYPART_SIBL
(28,22),(28,23),0.057498 # DEPENDENCYPART_SIBL
(28,22),(28,24),0.057498 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.0426137 # DEPENDENCYPART_SIBL
(28,22),(28,27),0.00988359 # DEPENDENCYPART_SIBL
(28,22),(28,29),-0.0298422 # DEPENDENCYPART_SIBL
(28,22),(28,30),-0.0107052 # DEPENDENCYPART_SIBL
(28,23),(28,24),-0.0078478 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.0131911 # DEPENDENCYPART_SIBL
(28,23),(28,27),-0.0096002 # DEPENDENCYPART_SIBL
(28,23),(28,29),-0.00621061 # DEPENDENCYPART_SIBL
(28,23),(28,30),-0.0274137 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.0131911 # DEPENDENCYPART_SIBL
(28,24),(28,27),-0.0096002 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.00621061 # DEPENDENCYPART_SIBL
(28,24),(28,30),-0.0274137 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.0105003 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.00345738 # DEPENDENCYPART_SIBL
(28,25),(28,30),-0.0387597 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.0446784 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0243182 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.0887528 # DEPENDENCYPART_SIBL
(29,22),(29,23),0.0575035 # DEPENDENCYPART_SIBL
(29,22),(29,24),0.0575035 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.0426137 # DEPENDENCYPART_SIBL
(29,22),(29,27),0.00988359 # DEPENDENCYPART_SIBL
(29,22),(29,28),0.056027 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0107052 # DEPENDENCYPART_SIBL
(29,23),(29,24),-0.00783131 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.0131856 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.0095947 # DEPENDENCYPART_SIBL
(29,23),(29,28),-0.0122884 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.0274133 # DEPENDENCYPART_SIBL
