# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(12,14),(14,10),0.184529 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.18107 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.136897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.248316 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.208155 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.358174 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.237456 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.0385827 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.397964 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.477085 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.596336 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.313996 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.235084 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),0.182823 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),0.0441685 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.298093 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.315568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.100889 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.136517 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.287448 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.298269 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0753025 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.0769923 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.192351 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.259508 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.137841 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.17319 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.25966 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.158631 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.069436 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.181507 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.290641 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.293362 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.136735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.248722 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.284719 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.257739 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.421071 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.174496 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0955487 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.0291696 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.15284 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.384885 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.4074 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.536071 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.655674 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.290616 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.0148202 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.310905 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.184449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.156311 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.19166 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.210025 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.266221 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0422974 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.060037 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.430915 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.59924 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.295262 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.151675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,15),0.242798 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.407689 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.181587 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.0437738 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.261405 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.177063 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),0.367489 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.415428 # DEPENDENCYPART_GRANDPAR
(12,23),(23,1),-0.415808 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-0.555149 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-0.674752 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-0.267364 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-0.18946 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.0338979 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),-0.309688 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.177077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,13),0.216337 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),0.251685 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.217396 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),0.274738 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.206195 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),0.0177281 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.117331 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.0584063 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),0.574045 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.455296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.94518 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.30451 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.483416 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.405483 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.767942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0622126 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.161574 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.755623 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.113838 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.144376 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.342274 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.133143 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0788436 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.726228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,6),-0.220918 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.540729 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.217582 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.386521 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.25762 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0885847 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0635742 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0608145 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.506863 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.188775 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.00665889 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.425533 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.756189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.349555 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.288699 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.53594 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.562037 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.532369 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.55039 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.726228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,1),-0.611506 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.757009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.587472 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.443246 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.446752 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.683783 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.310612 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.231191 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.0900691 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0522256 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.278213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.138454 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0921311 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0365535 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.182365 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0428001 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.169232 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.017014 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.032708 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0814533 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0720683 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.0716284 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.196335 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.172145 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.172226 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.746804 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.577619 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.445074 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.30041 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.246345 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.159046 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.0420239 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.405309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.046239 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0504286 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.185039 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0249021 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.183591 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.341375 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.451184 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.617562 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.190848 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.648713 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.512628 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.100177 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.550603 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.190853 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.55918 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.545686 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.0979178 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.00684585 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.169263 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0486528 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.414547 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.185546 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.470842 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.511963 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.507317 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.107124 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.055743 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0456888 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.327845 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.183955 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.631247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.0689984 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.824728 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.670513 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.62082 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.395681 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.160873 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.419873 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.457389 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.229537 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0426812 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0186982 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.315148 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.175006 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.147027 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.634908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,19),-0.69847 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.925129 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.624147 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.224805 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0156615 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.259312 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.28312 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.213096 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.37257 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.244184 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.166045 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.564057 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.599873 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.637901 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.302403 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.204508 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.297376 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0712317 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.428335 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.184905 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0648936 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.597738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.0301275 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.631079 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.693893 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.857437 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.657126 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.208328 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.54119 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.00660338 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.233538 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.185825 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.095691 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.505992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0584081 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.625433 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.522101 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.518359 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.268772 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.301448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.15867 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.165233 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.389817 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.212882 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.464347 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.104863 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.696565 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.338864 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.482062 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.232475 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.303369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.344338 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.181987 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0293415 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.33792 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.36115 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.313127 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.614958 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-1.12066 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-1.15702 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.682818 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.595177 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.594182 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.464119 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.681456 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.431869 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.351083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,18),-0.273712 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.138095 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.268347 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.0726072 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.0987725 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.698465 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.340448 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.31831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.330956 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.189078 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0520235 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.105685 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.326459 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.330524 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.622986 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-0.819011 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-1.13974 # DEPENDENCYPART_GRANDPAR
(15,23),(23,5),-1.1761 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.659566 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.568733 # DEPENDENCYPART_GRANDPAR
(15,23),(23,10),-0.614255 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.592965 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.476215 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.700534 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.450947 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.343712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.198004 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.213686 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0780691 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.249759 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.266716 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.123967 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.662855 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.218122 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.319407 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.771533 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.290501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.279253 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.367423 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.145073 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.25012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-1.044 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.3126 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.227391 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.473039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.607911 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.422528 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.491798 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.723853 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.677393 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.322421 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.2903 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.283203 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.187573 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.22752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-1.08506 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.97044 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.357538 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.99617 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.643671 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.57064 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.843144 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.728525 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.463784 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.489215 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.604934 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.517841 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.395024 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.919122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.743677 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0215071 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.101851 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.734011 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.419937 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.145887 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.464964 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.490079 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.395889 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.921642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,18),-0.739869 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.624769 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.000569917 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.37269 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.422237 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.142646 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.469182 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.85473 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.989751 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-0.717196 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.793097 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-1.05908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.573165 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.511257 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.660302 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.573209 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.417067 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.967532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,18),-0.729231 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.614612 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.10427 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.618821 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.386366 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.1172 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0193607 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.255998 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.258892 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.151988 # DEPENDENCYPART_GRANDPAR
