# _root_ umeak ginen artean , eta gauzak betirako zirela uste_genuen , eta ziur nengoen gure konplizitatea ez zuela ezerk zirdinduko .
#goldHeads=2,5,2,3,0,8,8,9,5,9,0,13,5,15,19,19,19,19,13,19,
#predictedHeads=2,5,2,3,0,8,8,9,11,9,0,13,11,15,19,19,19,19,13,19,
(10,9),(9,1),-0.298147 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.127187 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.219059 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.18289 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.191155 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0956673 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.119818 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.523706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.396814 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.474188 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.302357 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.543734 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.365657 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.217338 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.48362 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.0418948 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0364251 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.152046 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.638056 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.405247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.461641 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.286493 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.352232 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.532217 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.334449 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.394562 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.271259 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.253097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.018501 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0637244 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.109731 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.104692 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.0794951 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0482921 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.183652 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.210631 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.398431 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0328357 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.177476 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.349011 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.209224 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0866028 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0482265 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.193215 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0356223 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.523851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.148968 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.493063 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.300046 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.295924 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.263256 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.548625 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.276199 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.183947 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.157075 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-0.475884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,1),-0.203449 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.358994 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.293347 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.543646 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.198695 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.250479 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.110573 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.126272 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.126083 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.525368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.116259 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.310571 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.356643 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.246159 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0773906 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.210444 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0967983 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),0.041471 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.261104 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.26522 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.129021 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.120146 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.0360928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.20484 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.150455 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.362934 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.256633 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.00708647 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.00631369 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0286056 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0865198 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.523671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.0716214 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.14893 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.493028 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.36812 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.300008 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0801946 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.191129 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.12464 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.152312 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0481802 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0105719 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.150278 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0146765 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.558877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0840403 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.123201 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.524481 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.208437 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.302802 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.287191 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.250894 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.123088 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.170097 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),0.0240079 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.0338135 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.229081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.213815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.144092 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.690937 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.594492 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.569498 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.703121 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.479111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.664093 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.433616 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.191241 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.49354 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.274641 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.240431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.246446 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.00138587 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.178346 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0817913 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.032554 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.181238 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.523022 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.433059 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.49544 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.331933 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.151179 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.230999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.32799 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.258824 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0769836 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0181598 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.176922 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0454014 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.228623 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.722416 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.568786 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.555874 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.709493 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.51435 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.695376 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.419989 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.165729 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.480345 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.281013 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.278713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.177855 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.180041 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.132086 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.0274913 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.00481522 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0525549 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0413415 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.227364 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.505281 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.315193 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.181721 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.18831 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.443096 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.187492 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.173468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.237695 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.207128 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.06818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.265836 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.481384 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),0.123285 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.889365 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.563096 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.439914 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.414362 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.380803 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.824638 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.447604 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.420552 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.567193 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.464143 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.273121 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.800648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.190897 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.164837 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.0660506 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.269556 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.358763 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.886792 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.545677 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.43596 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.427834 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.410525 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.822232 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.443648 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.403322 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.560706 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.477614 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.302843 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.816045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.0463485 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.181445 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.142163 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.000858315 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0871464 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0793753 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.132528 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.0642729 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.0972842 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.241518 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.0734761 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.0926911 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0291122 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.372915 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.13297 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.106833 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.0392713 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.0626029 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.412614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,15),0.0376746 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.252613 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.398506 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.153896 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.130557 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0374121 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.333734 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.0990707 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.054303 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.158158 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.183377 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.130443 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.0181006 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0123362 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.329698 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0243175 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.144105 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.101997 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.105724 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.00594596 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.388106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,19),-0.267044 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.081661 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.117258 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.13521 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.166117 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.174667 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.36268 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.00365729 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.442612 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.118064 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0388089 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.250915 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.153581 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.027479 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.0185975 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.00457449 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.294796 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0947617 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0390123 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.00196661 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.0624873 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.25215 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.412619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),0.0376662 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),0.0192416 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.252618 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.274353 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.146114 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.00356932 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0429249 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.316811 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.0646946 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0830363 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0491055 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.068607 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.2318 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.410797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),0.0179496 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.00661518 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),0.0141515 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.261371 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.158158 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0762794 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0606216 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.392254 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.380189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),-0.183377 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.130443 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.0181006 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0150034 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.230176 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0849446 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.103036 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0493874 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.103287 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.216613 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.388106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),0.0512719 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.267044 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0708505 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.355722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,19),-0.173543 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.385387 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.539519 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.170271 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.5834 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.169253 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.161408 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.1218 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.00526259 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.103041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.659054 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.228209 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.233149 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0473521 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.445661 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.379995 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.635729 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.416919 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.183194 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.00949303 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.632891 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.37721 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.225517 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.329861 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.261971 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.677313 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.160871 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.143015 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.247452 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.23891 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.170256 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.0428282 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.19029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.614087 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.403683 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.204345 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.393001 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0187431 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.443082 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.583641 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.357111 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.467262 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.39932 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.318637 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.214535 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.386892 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.192997 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.146872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.212521 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.295596 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.00241197 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0916334 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.473157 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.281601 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.736724 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.803115 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.267125 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.377642 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.584055 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.328045 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.198257 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.11781 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.491579 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.337858 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.755762 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.704111 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.304032 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.549911 # DEPENDENCYPART_GRANDPAR
