# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(8,19),(19,18),-0.159622 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.0226651 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.266047 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.50084 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.346373 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.43071 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.129528 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.1621 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.650402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.0959857 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.0954237 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.0685614 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.132317 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.217841 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.279251 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.541881 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.26386 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.298237 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.373787 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.239138 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.216382 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.459762 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.166898 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.104212 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.282262 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0992258 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.201712 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.483285 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.343719 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.167127 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.534684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.135537 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.148477 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.0697636 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.261678 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.163533 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.593027 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.210928 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.294072 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.318336 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.0950179 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.328876 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.462558 # DEPENDENCYPART_GRANDPAR
(8,23),(23,18),-0.10862 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.273582 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.195051 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.34235 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.579758 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0434539 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.135852 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.83787 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.289405 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0678392 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.632013 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.301559 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.836876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.411834 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.528984 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.144649 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.211173 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.43434 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.279767 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.831323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.139858 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.16801 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0440967 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.10283 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.78433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0151754 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.407489 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0721839 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.944853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.519814 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.19078 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.454601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.607828 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.299777 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.463932 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.591893 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.581645 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.71675 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.260068 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.627417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.295812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.668536 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.505839 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.686404 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.26783 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.102976 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.501878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.145028 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.24403 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.370163 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.155327 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.471779 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.0599377 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.0691715 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.1257 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.496925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.267265 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.399506 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.222215 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.106216 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.180983 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.105099 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.18586 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.0557161 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0991235 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.136451 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-2.19258 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.523168 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.047997 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.472059 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0613086 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.426924 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.703587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,13),-0.369048 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.209256 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0814608 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.672476 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0395175 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.436419 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.0911028 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.232617 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0939278 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0971603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-2.13277 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.114537 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.645625 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.052356 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.369441 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.811567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.142024 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.543344 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.447892 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.228579 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.349774 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.527142 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.510306 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.677018 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.258978 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.578142 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.337921 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.484386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0981025 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0588745 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.680353 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.155343 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0750914 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.791486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0675386 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.471731 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.506746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.365951 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.112527 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.356008 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.243817 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.281108 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.35698 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.872339 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.261753 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.371147 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.0703383 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.385272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0773938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.138895 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0228884 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.04777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.293483 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0439512 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.209691 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.0265517 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.12216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.0797023 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.0183605 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.216545 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.194958 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.066824 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.381084 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.406016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.242923 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.138302 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0438651 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.197452 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.361559 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.1073 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0339006 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.114419 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.054514 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.396334 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.890799 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.276478 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.374206 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),0.0309893 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.505082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.0595982 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.292618 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0342467 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.0289013 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.220135 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.204133 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.126905 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.365798 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.138834 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.111809 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.0362748 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-0.269752 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.391732 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),0.0211411 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.339066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,12),-0.238958 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.0356069 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),0.224196 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.226677 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.0377304 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.10637 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.181183 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.119537 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.12118 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.0067782 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.24841 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.05293 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.0666012 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0425426 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0753067 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.247066 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0243435 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.115039 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.077638 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.599664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.458344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.430999 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.493707 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.598772 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.230171 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.689093 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.641978 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.438731 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.626509 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.501402 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.590679 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.0315744 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.000792072 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.230797 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0411585 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.158137 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.22121 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.424854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.396037 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.184187 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.14804 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.331294 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.392889 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.224456 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.181165 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.372302 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.179299 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.347366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.197145 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.22203 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.181311 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0150382 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.295946 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.250199 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.15822 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.242054 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.186303 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.196503 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.135181 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.145079 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.272105 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.378575 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0121309 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.387256 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.161109 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.115283 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.626451 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.292492 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.062672 # DEPENDENCYPART_GRANDPAR
(12,5),(5,13),-0.292964 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.263921 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.252563 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.383299 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.247623 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.0492114 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.193183 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0625 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.219516 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.275717 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.159869 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.1046 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.162125 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.136949 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.795738 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.0265373 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.120215 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0513203 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.319261 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.449248 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.127296 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.524563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.322242 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.219509 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),0.133646 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),0.194703 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.423448 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.43687 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.31235 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.486853 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-0.193938 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.534385 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.162052 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.109496 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0159153 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0641879 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.092347 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.514071 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.110033 # DEPENDENCYPART_GRANDPAR
(12,9),(9,13),-0.292638 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),0.243255 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.107421 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0208489 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0592612 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0970584 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.168917 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.109644 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.442827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.292636 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.118181 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),0.243257 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.246229 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.0854347 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.174 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.214744 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.451244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.24606 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.0149565 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.226857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),0.47256 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.171319 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.0612906 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.257734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0298462 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.461609 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0833915 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0974475 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.0994098 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.235694 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.174724 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.0543931 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),0.493842 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.521934 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.197188 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.318116 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.213121 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.259351 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.129521 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.358929 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.228885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0296932 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.14367 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.446196 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.137191 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.283972 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.125713 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.064396 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.066617 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.140219 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.0258273 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.171012 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0699891 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0651917 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.242475 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.229193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),0.166526 # DEPENDENCYPART_GRANDPAR
