# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=6,3,4,5,6,14,6,7,11,9,14,13,14,0,14,19,16,19,14,19,20,23,25,23,0,27,25,27,28,
(19,11),(19,21),-0.00984378 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0365506 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0338428 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.00339997 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.0130524 # DEPENDENCYPART_SIBL
(19,11),(19,28),0.0130524 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0141503 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00245113 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.00614484 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0396801 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0468487 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.117159 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.114864 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0487298 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.117159 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0978638 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.0982283 # DEPENDENCYPART_SIBL
(19,12),(19,28),-0.0982283 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0301931 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00238491 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0600288 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0161643 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0233377 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00914823 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0132696 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0233377 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0250337 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.00460181 # DEPENDENCYPART_SIBL
(19,13),(19,28),0.00460181 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0106535 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0278045 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00960122 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0324985 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00990117 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0297513 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0324985 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.00154021 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0119951 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0119951 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0240105 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0137215 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.113377 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.070781 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0276203 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.113377 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0543316 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0567481 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.0567481 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0208591 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0105947 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0119165 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00788309 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0105947 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0495496 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.00877139 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.00877139 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0300829 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.011842 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0253889 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0300829 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0173632 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0149459 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.0149459 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0780568 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0643744 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.172845 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0576183 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0600678 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.0600678 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0474091 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0452323 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0468171 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0970364 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0970364 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0445427 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0446427 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0537998 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0537998 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0576183 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0600678 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.0600678 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.00258793 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.00258793 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.0147462 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.035437 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.017416 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0617116 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.076942 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0776189 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0451115 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0141371 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0140128 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.00372476 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.268185 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0208604 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0277157 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.381436 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0277157 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.384595 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.14951 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0162748 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.033048 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0854048 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.00484716 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.00792993 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0343424 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.116281 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0351409 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0348769 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.0141597 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0471294 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0168088 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.034267 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0414315 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0854048 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0349907 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.00360591 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.00869049 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.011714 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0115979 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.0115979 # DEPENDENCYPART_SIBL
(23,5),(23,6),0.0216042 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.0629255 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.00605434 # DEPENDENCYPART_SIBL
(23,5),(23,10),0.00512891 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.0160389 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.168955 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0120696 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.0144651 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.0142118 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0461251 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0066027 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0160618 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0164544 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0629255 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.0439062 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.00903583 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.00891582 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0333744 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.033178 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.033178 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.0869177 # DEPENDENCYPART_SIBL
(23,6),(23,9),0.000731397 # DEPENDENCYPART_SIBL
(23,6),(23,10),0.00641265 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0271927 # DEPENDENCYPART_SIBL
(23,6),(23,12),-0.112648 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0366538 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0277272 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.010044 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0491618 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0131757 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0271172 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0445394 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0869177 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.0370232 # DEPENDENCYPART_SIBL
(23,6),(23,24),0.0139207 # DEPENDENCYPART_SIBL
(23,6),(23,25),0.0103555 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.00957781 # DEPENDENCYPART_SIBL
(23,6),(23,27),-0.00946175 # DEPENDENCYPART_SIBL
(23,6),(23,28),-0.00946175 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.166641 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0866399 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.10694 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.196334 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.0867196 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.107534 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.154023 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.138561 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.122536 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.106939 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0784829 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.134276 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.131541 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0288555 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0353337 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.0117885 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.011785 # DEPENDENCYPART_SIBL
(23,8),(23,28),-0.011785 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0057737 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0135951 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.164261 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.0108909 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.0120214 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.0203764 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0495889 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.00190899 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.013618 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0152757 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0617468 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0473699 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0512459 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.00929252 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.00105856 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.000862189 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.000862189 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.01148 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.111824 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0261985 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0120873 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0128071 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0770391 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0378945 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0114791 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0139814 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0589271 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0599829 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.00954725 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0100614 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.0188317 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0188282 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0188282 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.116903 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.0373595 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0368005 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.00549864 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0494472 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0174311 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0361906 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0436463 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0876225 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0373086 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.000268368 # DEPENDENCYPART_SIBL
(23,11),(23,25),0.00695778 # DEPENDENCYPART_SIBL
(23,11),(23,26),-0.0133103 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0130817 # DEPENDENCYPART_SIBL
(23,11),(23,28),-0.0130817 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0302632 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0166561 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0146965 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0671254 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0655668 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0160615 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0120163 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.059122 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0564631 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.118125 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0521466 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.0808095 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0808007 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0808007 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0285231 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0019846 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0770746 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0227993 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0276799 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0198397 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0551673 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0697647 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00226559 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0216467 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.0126456 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0126421 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.0126421 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.00431591 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0497407 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.020015 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0346372 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0440318 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.088008 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0376021 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.00107593 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.00509802 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.014255 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.014139 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.014139 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0409972 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.00450581 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.0126895 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0178267 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0573134 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0387783 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.107551 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0740568 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.050014 # DEPENDENCYPART_SIBL
(23,16),(23,27),0.0502103 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.0502103 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0308228 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.00751583 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0220425 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0661324 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0426693 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0362357 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0562057 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0130367 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0130332 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.0130332 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00471399 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.00361875 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0509944 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0483461 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0297002 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0288168 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.00327109 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0032799 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.0032799 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0426747 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0866509 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0362369 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0032013 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.00793573 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0115921 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0114761 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0114761 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0582001 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0614012 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0728683 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0264077 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0314421 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0314365 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0314365 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.131541 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0288555 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0353337 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0117885 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.011785 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.011785 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00489063 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0408497 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.00909161 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.00908811 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00908811 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0584177 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0462814 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0462809 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0462809 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0171351 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0171324 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0171324 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0224955 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0224955 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0224954 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0167929 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.0257303 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.0084186 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.0875506 # DEPENDENCYPART_SIBL
(25,4),(25,13),-0.0296487 # DEPENDENCYPART_SIBL
(25,4),(25,14),-0.025864 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.221855 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.0657924 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0256322 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.0933291 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.124463 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.0275276 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.0933291 # DEPENDENCYPART_SIBL
(25,4),(25,26),-0.140271 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.139324 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.139324 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.0129115 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.0891452 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.0338078 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.0303569 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.224497 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.0702134 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.0301251 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.0983858 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.128622 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.0320205 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.0983858 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.134726 # DEPENDENCYPART_SIBL
(25,6),(25,27),-0.133778 # DEPENDENCYPART_SIBL
(25,6),(25,28),-0.133778 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.0867529 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.0296491 # DEPENDENCYPART_SIBL
(25,11),(25,14),-0.0255838 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.225216 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.0658926 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.025352 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.0933276 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.124463 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.0272474 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.0933276 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.139043 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.137871 # DEPENDENCYPART_SIBL
(25,11),(25,28),-0.137871 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.0251858 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.00816168 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.0774545 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.0083324 # DEPENDENCYPART_SIBL
(25,12),(25,19),0.00834743 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.0056934 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0532287 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.0110135 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.0056934 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0341608 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.0335421 # DEPENDENCYPART_SIBL
(25,12),(25,28),-0.0335421 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.0405917 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.0844803 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.0428994 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0402816 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.0431254 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0652762 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.0440298 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0431254 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.0510912 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.0504816 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.0504816 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.225861 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0657965 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.0243826 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.0933276 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.124463 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.026278 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.0933276 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.135917 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.13497 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.13497 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.0276039 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.00243489 # DEPENDENCYPART_SIBL
