# _root_ orduan , gai ezberdinei_buruzko elkarrizketa atsegin bati ekingo dio , nahiz_eta gizartean oso gaizki ikusiko liratekeen gaietaz hitzerdika hitzegingo duten .
#goldHeads=0,3,5,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
#predictedHeads=8,3,8,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
(14,11),(11,12),0.0203993 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.56338 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.609139 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.237705 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.158399 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.162677 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.170874 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.14618 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0524949 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0354618 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.839805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.692382 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.599464 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.264375 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0385688 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.111068 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.84352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.579848 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.603179 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.387913 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.365482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.468569 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.428858 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.41825 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.38156 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.37711 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.317496 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.260859 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.329822 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.250122 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.576125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.516472 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.393206 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.422443 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.416915 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.433928 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.363313 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.403121 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.339329 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.259535 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.266888 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.220843 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.57358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.180859 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.469562 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.473297 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.374425 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.450448 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.101362 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.254563 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),-0.293012 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.316651 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.195676 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.00892701 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),0.155188 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),0.351241 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.156071 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.233542 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.13375 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.0775359 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.502056 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.0420283 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0210152 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.399896 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.21428 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.474384 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.123815 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.14345 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0704365 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.0314727 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.488356 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0254137 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.390315 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.217481 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.475816 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.163515 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.519755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,17),0.0859145 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.124518 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.0875983 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.00347212 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0519898 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.245704 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.0553767 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.107826 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.00988383 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.504821 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.050946 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.021909 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.167151 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.33118 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.297149 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.00625078 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.108055 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.126689 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.35613 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.608975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.422184 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.0649369 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.180643 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.213738 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),0.0832783 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.19479 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.136548 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0146702 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.281661 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.102908 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.102839 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.30676 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.60721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.403978 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0250909 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.451398 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.322269 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.628779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,19),-0.233542 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.0657693 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.196468 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0857949 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.650274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,19),-0.255037 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.141861 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.0578807 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),0.00849745 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.241287 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.119751 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.213294 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.124424 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.339721 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.292076 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.0900959 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.164121 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0697063 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0231282 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.333398 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.0334985 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.146664 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0596519 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0384476 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.188635 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.584855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),0.0335352 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.146644 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.122463 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.184722 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0221384 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0829047 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.310628 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.234918 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.321835 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.0530244 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.388673 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.0617012 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),0.0233458 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.218431 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.252185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.217364 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.000668937 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0493766 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.365914 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.102808 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.241374 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.393209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),0.311023 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.376849 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.421046 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.0623918 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.142842 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.684727 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.26668 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.214058 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.0676718 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.128082 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.452189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0672846 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.260462 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0453574 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.42303 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.261738 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.00800592 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0257486 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.164648 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.431982 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.117196 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.105807 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.271173 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.322076 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.454328 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.544713 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.366808 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.341812 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.540196 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.331515 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.310211 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.325483 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.414961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.165271 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.324874 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.191206 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.021135 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.390492 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.354221 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.010584 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.671106 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.672371 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.502657 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.421697 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.331893 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.395779 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.604639 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.363369 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.341372 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.380305 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.25583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0293172 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0348225 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.207367 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),-0.00520778 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0892359 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0963469 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.0476035 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.331771 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),0.0136849 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.0306578 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.294081 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.290068 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.282552 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.690105 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.259599 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.117792 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.220106 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.358045 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.222906 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.223019 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.743449 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-1.07268 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0715771 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.155101 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.139092 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.00207958 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.0452981 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.163078 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),2.02627 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.810943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.249454 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.82462 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.774057 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.149295 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-1.46946 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.0299972 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.320539 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.797063 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.389352 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.378509 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.333769 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.777099 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0622413 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0752004 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.010485 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0257486 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),1.79635 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.207922 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.274563 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.287026 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.167023 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0215472 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.697742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.189694 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.284013 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.161392 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0154352 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.179892 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.697692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.189677 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.254478 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),0.117163 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.236537 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.238375 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.223651 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0741385 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.42899 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.0829145 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.290476 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.0132823 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0133726 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0393031 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),2.02168 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.811361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.249455 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.824573 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.77434 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0121034 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.762925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.208298 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.750042 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.740376 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.457231 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.171583 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.405547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,3),-0.735311 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.722956 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.993969 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.373348 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.61081 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.501059 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.477884 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.20243 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.20336 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.247317 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),1.48572 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.47016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.00441059 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.581633 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.433163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0483818 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.110405 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.195586 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.0105632 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.050119 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.019293 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.485712 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.192217 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.222276 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.209102 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.235513 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.159982 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.259524 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.211927 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0834282 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.171583 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.125605 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.242138 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.169295 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0949876 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.133512 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.789697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.486314 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.63706 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.257786 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.190474 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.216129 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0270272 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.132195 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.275071 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.217759 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.110452 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.114724 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.761111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.44415 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.619431 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.273164 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.273853 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.21309 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.299128 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.260854 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.223475 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),0.198498 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),0.0576903 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.694378 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-0.596785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,1),-0.283553 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.205991 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.250365 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),0.304064 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.219076 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.188917 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),0.0608915 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.695809 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.189821 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.312789 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),0.156415 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.597488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,1),-0.211828 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.268912 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.305952 # DEPENDENCYPART_GRANDPAR
