# _root_ وَ كانَ خَطُّ الإِنْتاجِ هٰذا قَد بَدَأَ بِناؤُ هُ فِي مايُو 2002 , وَ طاقَتُ هُ الإِنْتاجِيَّةُ التصميمية 150 أَلْفَ طُنِّ سَنَوِيّاً , وَ مُنْتَجاتُ هُ تُناسِبُ قِطاعَيْ العُمْرانِ وَ الأَجْهِزَةِ الكَهْرَبائِيَّةِ المَنْزِلِيَّةِ .
#goldHeads=0,14,2,3,3,7,2,7,8,7,10,11,12,0,19,15,15,15,14,19,20,19,22,14,27,25,14,27,30,28,30,31,31,0,
#predictedHeads=0,0,2,3,4,7,2,7,8,7,10,11,12,3,14,15,15,15,18,19,20,21,22,14,24,25,25,27,30,28,30,31,31,0,
(14,15),(14,16),-0.0207395 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00328654 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0150972 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.000787088 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00405409 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0110534 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0257317 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0854223 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0361869 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.0165509 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0207395 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0269655 # DEPENDENCYPART_SIBL
(14,15),(14,28),0.0165509 # DEPENDENCYPART_SIBL
(14,15),(14,29),0.0165509 # DEPENDENCYPART_SIBL
(14,15),(14,30),0.0361869 # DEPENDENCYPART_SIBL
(14,15),(14,31),0.0226097 # DEPENDENCYPART_SIBL
(14,15),(14,34),0.0255586 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0709118 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0498705 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0830322 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.062797 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0618303 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0637089 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.108897 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.045205 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0600554 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.133868 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.0667002 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.0600554 # DEPENDENCYPART_SIBL
(14,16),(14,29),-0.0600554 # DEPENDENCYPART_SIBL
(14,16),(14,30),0.045205 # DEPENDENCYPART_SIBL
(14,16),(14,31),-0.0600973 # DEPENDENCYPART_SIBL
(14,16),(14,34),-0.0745606 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0287499 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0240033 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0527709 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0510185 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0403332 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0607791 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0114236 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0492422 # DEPENDENCYPART_SIBL
(14,17),(14,26),-0.0319139 # DEPENDENCYPART_SIBL
(14,17),(14,27),-0.0563357 # DEPENDENCYPART_SIBL
(14,17),(14,28),-0.0492422 # DEPENDENCYPART_SIBL
(14,17),(14,29),-0.0492422 # DEPENDENCYPART_SIBL
(14,17),(14,30),-0.0114236 # DEPENDENCYPART_SIBL
(14,17),(14,31),-0.0492856 # DEPENDENCYPART_SIBL
(14,17),(14,34),-0.0309934 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00909457 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0241132 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0243897 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0689925 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.026698 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0453172 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0226149 # DEPENDENCYPART_SIBL
(14,18),(14,26),0.0109811 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.0413995 # DEPENDENCYPART_SIBL
(14,18),(14,28),-0.0226149 # DEPENDENCYPART_SIBL
(14,18),(14,29),-0.0226149 # DEPENDENCYPART_SIBL
(14,18),(14,30),0.0453172 # DEPENDENCYPART_SIBL
(14,18),(14,31),-0.0226561 # DEPENDENCYPART_SIBL
(14,18),(14,34),-0.0162482 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0374996 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0387357 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0156771 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0191533 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0212212 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0428634 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.0282828 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.0238782 # DEPENDENCYPART_SIBL
(14,19),(14,28),0.0428634 # DEPENDENCYPART_SIBL
(14,19),(14,29),0.0428634 # DEPENDENCYPART_SIBL
(14,19),(14,30),0.0212212 # DEPENDENCYPART_SIBL
(14,19),(14,31),0.0428222 # DEPENDENCYPART_SIBL
(14,19),(14,34),0.0253672 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.00177533 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0247579 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0941479 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.0333286 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.00687915 # DEPENDENCYPART_SIBL
(14,20),(14,26),-0.0218293 # DEPENDENCYPART_SIBL
(14,20),(14,27),-0.027697 # DEPENDENCYPART_SIBL
(14,20),(14,28),0.00687915 # DEPENDENCYPART_SIBL
(14,20),(14,29),0.00687915 # DEPENDENCYPART_SIBL
(14,20),(14,30),0.0333286 # DEPENDENCYPART_SIBL
(14,20),(14,31),0.012938 # DEPENDENCYPART_SIBL
(14,20),(14,34),0.0167306 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0231916 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0877897 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.0322903 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0125278 # DEPENDENCYPART_SIBL
(14,21),(14,26),-0.0231069 # DEPENDENCYPART_SIBL
(14,21),(14,27),-0.0293328 # DEPENDENCYPART_SIBL
(14,21),(14,28),0.0125278 # DEPENDENCYPART_SIBL
(14,21),(14,29),0.0125278 # DEPENDENCYPART_SIBL
(14,21),(14,30),0.0322903 # DEPENDENCYPART_SIBL
(14,21),(14,31),0.0185866 # DEPENDENCYPART_SIBL
(14,21),(14,34),0.0231912 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0609938 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0142669 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0477626 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.0330442 # DEPENDENCYPART_SIBL
(14,22),(14,27),-0.0571132 # DEPENDENCYPART_SIBL
(14,22),(14,28),-0.0477626 # DEPENDENCYPART_SIBL
(14,22),(14,29),-0.0477626 # DEPENDENCYPART_SIBL
(14,22),(14,30),-0.0142669 # DEPENDENCYPART_SIBL
(14,22),(14,31),-0.0478061 # DEPENDENCYPART_SIBL
(14,22),(14,34),-0.0312081 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0130845 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0514958 # DEPENDENCYPART_SIBL
(14,23),(14,26),-0.0763167 # DEPENDENCYPART_SIBL
(14,23),(14,27),-0.0224186 # DEPENDENCYPART_SIBL
(14,23),(14,28),-0.0514958 # DEPENDENCYPART_SIBL
(14,23),(14,29),-0.0514958 # DEPENDENCYPART_SIBL
(14,23),(14,30),-0.0130845 # DEPENDENCYPART_SIBL
(14,23),(14,31),-0.0515371 # DEPENDENCYPART_SIBL
(14,23),(14,34),0.0706773 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.293584 # DEPENDENCYPART_SIBL
(14,24),(14,26),0.119025 # DEPENDENCYPART_SIBL
(14,24),(14,27),0.230075 # DEPENDENCYPART_SIBL
(14,24),(14,28),0.293584 # DEPENDENCYPART_SIBL
(14,24),(14,29),0.293584 # DEPENDENCYPART_SIBL
(14,24),(14,30),0.0594623 # DEPENDENCYPART_SIBL
(14,24),(14,31),0.293537 # DEPENDENCYPART_SIBL
(14,24),(14,34),0.141638 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.0207395 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.0269655 # DEPENDENCYPART_SIBL
(14,25),(14,28),0.0165509 # DEPENDENCYPART_SIBL
(14,25),(14,29),0.0165509 # DEPENDENCYPART_SIBL
(14,25),(14,30),0.0361869 # DEPENDENCYPART_SIBL
(14,25),(14,31),0.0226097 # DEPENDENCYPART_SIBL
(14,25),(14,34),0.0255586 # DEPENDENCYPART_SIBL
(14,26),(14,27),0.0667002 # DEPENDENCYPART_SIBL
(14,26),(14,28),-0.0600554 # DEPENDENCYPART_SIBL
(14,26),(14,29),-0.0600554 # DEPENDENCYPART_SIBL
(14,26),(14,30),0.045205 # DEPENDENCYPART_SIBL
(14,26),(14,31),-0.0600973 # DEPENDENCYPART_SIBL
(14,26),(14,34),-0.0745606 # DEPENDENCYPART_SIBL
(14,27),(14,28),-0.00366949 # DEPENDENCYPART_SIBL
(14,27),(14,29),-0.00366949 # DEPENDENCYPART_SIBL
(14,27),(14,30),0.0231019 # DEPENDENCYPART_SIBL
(14,27),(14,31),-0.00371074 # DEPENDENCYPART_SIBL
(14,27),(14,34),0.0946924 # DEPENDENCYPART_SIBL
(14,28),(14,29),0.0165509 # DEPENDENCYPART_SIBL
(14,28),(14,30),0.0361869 # DEPENDENCYPART_SIBL
(14,28),(14,31),0.0226097 # DEPENDENCYPART_SIBL
(14,28),(14,34),0.0255586 # DEPENDENCYPART_SIBL
(14,29),(14,30),0.0361869 # DEPENDENCYPART_SIBL
(14,29),(14,31),0.0226097 # DEPENDENCYPART_SIBL
(14,29),(14,34),0.0255586 # DEPENDENCYPART_SIBL
(14,30),(14,31),0.293537 # DEPENDENCYPART_SIBL
(14,30),(14,34),0.141638 # DEPENDENCYPART_SIBL
(14,31),(14,34),0.0254146 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0299074 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00778653 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.149935 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0811258 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.079886 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0275962 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0725649 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0557923 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0798814 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.278372 # DEPENDENCYPART_SIBL
(15,16),(15,30),-0.0557923 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0296457 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0274836 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0217938 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0197698 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0396914 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0629654 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.035928 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0197621 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.0293172 # DEPENDENCYPART_SIBL
(15,17),(15,30),-0.035928 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0470533 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0182885 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0182919 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0732985 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.00982049 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0960959 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0182873 # DEPENDENCYPART_SIBL
(15,18),(15,27),0.0196987 # DEPENDENCYPART_SIBL
(15,18),(15,30),-0.0960959 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0194315 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0178137 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.00392039 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0612988 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.127723 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0170024 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.00773006 # DEPENDENCYPART_SIBL
(15,19),(15,30),-0.127723 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.117607 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.048712 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.143154 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.242565 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.110951 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.0225107 # DEPENDENCYPART_SIBL
(15,20),(15,30),-0.242565 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0490423 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.135023 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.240913 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.102775 # DEPENDENCYPART_SIBL
(15,21),(15,27),0.0226477 # DEPENDENCYPART_SIBL
(15,21),(15,30),-0.240913 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0670197 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0432543 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0221413 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.0239231 # DEPENDENCYPART_SIBL
(15,22),(15,30),-0.0432543 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0830895 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0118623 # DEPENDENCYPART_SIBL
(15,23),(15,27),0.0321251 # DEPENDENCYPART_SIBL
(15,23),(15,30),-0.0830895 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0728158 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.125723 # DEPENDENCYPART_SIBL
(15,24),(15,30),-0.0600376 # DEPENDENCYPART_SIBL
(15,25),(15,27),0.022692 # DEPENDENCYPART_SIBL
(15,25),(15,30),-0.240257 # DEPENDENCYPART_SIBL
(15,27),(15,30),-0.0912173 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.000678616 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.00812958 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.019765 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00959656 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.179433 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00438028 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.063474 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0228267 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0134004 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.020623 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00807837 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0220519 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0702303 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0118562 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0388151 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00121281 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0011411 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0182116 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00948462 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0218591 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.016381 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0245718 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0320251 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0267652 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.022614 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0224284 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00885145 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0280753 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0516744 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0224284 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0224284 # DEPENDENCYPART_SIBL
(18,14),(18,31),-0.0224289 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00470295 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00359531 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.000101539 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00411957 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00595298 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00152912 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.014005 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.00521572 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.00521572 # DEPENDENCYPART_SIBL
(18,15),(18,31),0.00517651 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00995599 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00822672 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00621047 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.180237 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00338062 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0112018 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.00621047 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.00621047 # DEPENDENCYPART_SIBL
(18,17),(18,31),-0.00621047 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0712366 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0728579 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0349455 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0392226 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.00111754 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0736646 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0736646 # DEPENDENCYPART_SIBL
(18,19),(18,31),0.0736646 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0411288 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0727674 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.013197 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0754277 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0344779 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0344779 # DEPENDENCYPART_SIBL
(18,20),(18,31),-0.028344 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0730099 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.00515376 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0738635 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.026382 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.026382 # DEPENDENCYPART_SIBL
(18,21),(18,31),-0.0202481 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0211721 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.00692087 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.00690555 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.00690555 # DEPENDENCYPART_SIBL
(18,22),(18,31),-0.00690631 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0153423 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.00257483 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.00257483 # DEPENDENCYPART_SIBL
(18,23),(18,31),-0.00257483 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.114723 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.114723 # DEPENDENCYPART_SIBL
(18,24),(18,31),0.114721 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.0258249 # DEPENDENCYPART_SIBL
(18,25),(18,31),-0.0196909 # DEPENDENCYPART_SIBL
(18,28),(18,31),-0.0196909 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00884417 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00695906 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0334956 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00345464 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0197802 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.00260288 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0352464 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.012583 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00600397 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00796276 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.00949956 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0186112 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.00160911 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.12338 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0278708 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.152431 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.134806 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.00588957 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0440153 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.121122 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.115698 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0215826 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0682945 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0308058 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.000589995 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0129868 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0558263 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0563883 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0342676 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0107693 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0352296 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.00716511 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.00196826 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0103097 # DEPENDENCYPART_SIBL
(20,2),(20,26),0.0157376 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.116371 # DEPENDENCYPART_SIBL
(20,2),(20,30),0.00196826 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.101905 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0339624 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0621923 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0339688 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.101905 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0768367 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0310082 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.0339688 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0422989 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.143294 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.247103 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.109918 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.112896 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0163623 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.247103 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0680717 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0432726 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0226487 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0138922 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0238573 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.0432726 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0832559 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0125154 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0684027 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0319226 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.0832559 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0721034 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0492987 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.125471 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.0602379 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.112844 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0164142 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.246439 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.278299 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.055813 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.0912328 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0339623 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0622019 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0339639 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.101721 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0768367 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.0310082 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0670197 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0432543 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0221422 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.013882 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0239231 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0830895 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0118632 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0682567 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0321251 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0726015 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0492852 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.125512 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.107637 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0217237 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.278372 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0476773 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0433687 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0392008 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0204261 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0107192 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.00928082 # DEPENDENCYPART_SIBL
(24,2),(24,3),-0.132716 # DEPENDENCYPART_SIBL
(24,2),(24,4),-0.135253 # DEPENDENCYPART_SIBL
