# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(18,7),(18,14),-0.053837 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0229304 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0115182 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0217182 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0179694 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.00931414 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0176773 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0122936 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.00359957 # DEPENDENCYPART_SIBL
(18,7),(18,26),0.00168467 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.00857662 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.018212 # DEPENDENCYPART_SIBL
(18,7),(18,29),-0.0504931 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0690372 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0460788 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.227261 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.080323 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.00500191 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0322931 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0164695 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0255184 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0200799 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0120787 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.0105009 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.0158065 # DEPENDENCYPART_SIBL
(18,8),(18,28),-0.0325502 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.028703 # DEPENDENCYPART_SIBL
(18,11),(18,14),-3.26977e-06 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0587352 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0174064 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0152802 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0528467 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.144057 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0531387 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0637671 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.033023 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0587508 # DEPENDENCYPART_SIBL
(18,11),(18,27),0.145934 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0528583 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.0470919 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0842081 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0609159 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0201295 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0400452 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00458202 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0403361 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.00809912 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.00629565 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0208885 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.00533158 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.0398277 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0519244 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.080323 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0050113 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.032307 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.01647 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0255322 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.021105 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0120787 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.010502 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0158071 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.032564 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.0287031 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.109681 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0441631 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0217483 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0433788 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.041246 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0202134 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0109836 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0211347 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0441607 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.0725577 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.033414 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0819315 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0787265 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0138409 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.170424 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0919849 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0802169 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.0331192 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.0446656 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.000213258 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0673839 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0253981 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.313103 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0370966 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.00126749 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0486576 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.0783657 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0302446 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0662478 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.153274 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0526679 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0845551 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0071665 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.0272312 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0305111 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.317742 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.041575 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00272463 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.057388 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.0805828 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.145614 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0171813 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.024641 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0218576 # DEPENDENCYPART_SIBL
(18,24),(18,29),0.00734352 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0252333 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.0289389 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.000922762 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.00880854 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0418429 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0407958 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.0404012 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0105847 # DEPENDENCYPART_SIBL
(18,27),(18,29),-0.0280708 # DEPENDENCYPART_SIBL
(18,28),(18,29),-0.0792673 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0433922 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0824498 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0575443 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0724265 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.376635 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00773681 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0220941 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0847086 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.236624 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0158739 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0288099 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.214241 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0699663 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.373405 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.402147 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0249087 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0183619 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0861685 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.129212 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0062565 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.112989 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0234976 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.00293416 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0404285 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.133028 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0578457 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0513043 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0249633 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0132164 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.234288 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.028357 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.053063 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.103944 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.159254 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.00891867 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0544768 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0304751 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.126774 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0741264 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.06867 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0238403 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.00615377 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0247869 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0054701 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0858615 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0468847 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.037078 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.00260324 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.0306166 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.0132402 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0368045 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.017234 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0260857 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0369798 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0014438 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.017051 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0468354 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0370421 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.00262791 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.030593 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0132156 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0919119 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0064308 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.104903 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.0905138 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.115546 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0209926 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0752906 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0574183 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.036987 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.0301355 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.000448251 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0261935 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0152012 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0119779 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.00146568 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0277139 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0194626 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0426487 # DEPENDENCYPART_SIBL
(23,20),(23,28),6.72019e-05 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0531555 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0471573 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0376976 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0370423 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.144309 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0092362 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0412874 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.166662 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.00122051 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0615355 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0279625 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.00491353 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.123776 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0727232 # DEPENDENCYPART_SIBL
(23,25),(23,28),0.0767755 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0429298 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0238469 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.00345551 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.147158 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0121928 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.00909041 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0279042 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0314558 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0111421 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0212619 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.00490627 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0235704 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0317001 # DEPENDENCYPART_SIBL
(25,1),(25,2),0.0136164 # DEPENDENCYPART_SIBL
(25,1),(25,3),-0.0331626 # DEPENDENCYPART_SIBL
(25,1),(25,4),-0.000261122 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.018468 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.0301103 # DEPENDENCYPART_SIBL
(25,1),(25,8),-0.0331626 # DEPENDENCYPART_SIBL
(25,1),(25,9),-0.0721697 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.0199238 # DEPENDENCYPART_SIBL
(25,1),(25,15),0.00372375 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.0331626 # DEPENDENCYPART_SIBL
(25,1),(25,17),0.00568499 # DEPENDENCYPART_SIBL
(25,1),(25,18),0.0136943 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0300844 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0331626 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0199253 # DEPENDENCYPART_SIBL
(25,1),(25,22),0.00352936 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.0337873 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.0786811 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0111171 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.0083914 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.00252818 # DEPENDENCYPART_SIBL
(25,1),(25,29),-0.036043 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.138908 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0883157 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.12421 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.0756133 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.138908 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.131602 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0999992 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.105973 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.138908 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.110431 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.231839 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0964015 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.138908 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.100001 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.075223 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.139532 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.147296 # DEPENDENCYPART_SIBL
(25,2),(25,26),0.357947 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.0129371 # DEPENDENCYPART_SIBL
(25,2),(25,28),-0.0203325 # DEPENDENCYPART_SIBL
(25,2),(25,29),-0.0104156 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.015017 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.179392 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.0216858 # DEPENDENCYPART_SIBL
(25,3),(25,8),-0.193982 # DEPENDENCYPART_SIBL
(25,3),(25,9),-0.0176067 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.0276228 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.0107261 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.193982 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0137264 # DEPENDENCYPART_SIBL
(25,3),(25,18),0.0156652 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.0361651 # DEPENDENCYPART_SIBL
(25,3),(25,20),-0.193982 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0276243 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.00750462 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.194606 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.0915416 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.00627506 # DEPENDENCYPART_SIBL
(25,3),(25,27),-0.0175159 # DEPENDENCYPART_SIBL
(25,3),(25,28),0.035224 # DEPENDENCYPART_SIBL
(25,3),(25,29),-0.0264191 # DEPENDENCYPART_SIBL
(25,4),(25,5),0.00583902 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.0615375 # DEPENDENCYPART_SIBL
(25,4),(25,8),-0.0305168 # DEPENDENCYPART_SIBL
(25,4),(25,9),-0.0544611 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.0131026 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.0256621 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.0305169 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.0244802 # DEPENDENCYPART_SIBL
(25,4),(25,18),0.00242211 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.0683708 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.0305198 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.0131041 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0016403 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.0313178 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.0684136 # DEPENDENCYPART_SIBL
(25,4),(25,26),-0.0217772 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.0158424 # DEPENDENCYPART_SIBL
(25,4),(25,28),-0.0321709 # DEPENDENCYPART_SIBL
(25,4),(25,29),-0.0637691 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.0222021 # DEPENDENCYPART_SIBL
(25,5),(25,8),-0.194553 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.0181209 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.028189 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.0113417 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.194553 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.0143014 # DEPENDENCYPART_SIBL
(25,5),(25,18),0.0147527 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0366813 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.194553 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.0281906 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.00801881 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.195177 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0920558 # DEPENDENCYPART_SIBL
(25,5),(25,26),0.0368575 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0260386 # DEPENDENCYPART_SIBL
(25,5),(25,28),0.128214 # DEPENDENCYPART_SIBL
(25,5),(25,29),0.0171141 # DEPENDENCYPART_SIBL
(25,7),(25,8),-0.0205994 # DEPENDENCYPART_SIBL
(25,7),(25,9),-0.0732122 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.0322032 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.0235513 # DEPENDENCYPART_SIBL
(25,7),(25,16),-0.0205994 # DEPENDENCYPART_SIBL
(25,7),(25,17),-0.0216454 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0290084 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.08924 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.0206023 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0322047 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0207775 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.0214003 # DEPENDENCYPART_SIBL
(25,7),(25,24),-0.083701 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.025551 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.0190695 # DEPENDENCYPART_SIBL
(25,7),(25,28),-0.063732 # DEPENDENCYPART_SIBL
(25,7),(25,29),-0.0468413 # DEPENDENCYPART_SIBL
(25,8),(25,9),-0.0176067 # DEPENDENCYPART_SIBL
(25,8),(25,11),-0.0276228 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.0107261 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.193982 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.0137264 # DEPENDENCYPART_SIBL
(25,8),(25,18),0.0156652 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0361651 # DEPENDENCYPART_SIBL
(25,8),(25,20),-0.193982 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.0276243 # DEPENDENCYPART_SIBL
(25,8),(25,22),-0.00750462 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.194606 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.0915416 # DEPENDENCYPART_SIBL
(25,8),(25,26),-0.00627506 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.0175159 # DEPENDENCYPART_SIBL
(25,8),(25,28),0.035224 # DEPENDENCYPART_SIBL
(25,8),(25,29),-0.0264191 # DEPENDENCYPART_SIBL
(25,9),(25,11),-0.0355622 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0393142 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.0644124 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.047606 # DEPENDENCYPART_SIBL
(25,9),(25,18),0.000382739 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0449578 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.0644124 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0355637 # DEPENDENCYPART_SIBL
(25,9),(25,22),0.0020008 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0650363 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.0758877 # DEPENDENCYPART_SIBL
(25,9),(25,26),-0.0138545 # DEPENDENCYPART_SIBL
(25,9),(25,27),-0.0160854 # DEPENDENCYPART_SIBL
(25,9),(25,28),-0.0383376 # DEPENDENCYPART_SIBL
(25,9),(25,29),-0.0361008 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0178033 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.0562567 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.0238394 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.0194095 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.0471105 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.0562567 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.0432272 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.00882276 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.0568804 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.0607766 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0412 # DEPENDENCYPART_SIBL
(25,11),(25,27),0.335565 # DEPENDENCYPART_SIBL
(25,11),(25,28),-0.00317405 # DEPENDENCYPART_SIBL
(25,11),(25,29),-0.0245392 # DEPENDENCYPART_SIBL
(25,15),(25,16),0.0287994 # DEPENDENCYPART_SIBL
(25,15),(25,17),0.00712971 # DEPENDENCYPART_SIBL
(25,15),(25,18),0.0355827 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.000594144 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.0287995 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.010006 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.0258053 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.0281757 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.0157421 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.00431008 # DEPENDENCYPART_SIBL
(25,15),(25,27),0.00925168 # DEPENDENCYPART_SIBL
(25,15),(25,28),0.0210158 # DEPENDENCYPART_SIBL
(25,15),(25,29),-0.000241495 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.0137394 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.0156522 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.0361781 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.193995 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.0276373 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.00751764 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.194619 # DEPENDENCYPART_SIBL
