# _root_ كَما أَعْلَنَت أَنَّ طائِراتِ مُكافَحَةِ المُخَدِّراتِ , وَ هِيَ جُزْءٌ مِن بَرْنامَجِ المُراقَبَةِ الجَوِّيَّةِ الَّذِي تُمَوِّلُ هُ الوِلاياتُ المُتَّحِدَةُ , سَ يَتِمُّ اِسْتِئْنافُ العَمَلِ بِ ها قَرِيباً جِدّاً .
#goldHeads=0,0,2,22,4,5,10,10,10,4,10,11,12,13,12,12,16,16,18,10,22,3,22,23,24,25,22,27,0,
#predictedHeads=0,0,2,10,4,5,6,10,10,3,10,11,12,13,12,12,16,16,18,19,22,3,22,23,24,25,22,27,0,
(22,7),(22,13),-0.0159632 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.030634 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0147303 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0495072 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.00447016 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.00951643 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0159719 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0824946 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0859976 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0881472 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.0534418 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.0438962 # DEPENDENCYPART_SIBL
(22,7),(22,28),-0.083427 # DEPENDENCYPART_SIBL
(22,7),(22,29),-0.0323192 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0114753 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.107797 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.012385 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.107795 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.107795 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0181606 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0293474 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0528238 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.104835 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0519192 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0444684 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.06221 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0201196 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.0201004 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.00653809 # DEPENDENCYPART_SIBL
(22,8),(22,27),0.0548364 # DEPENDENCYPART_SIBL
(22,8),(22,28),0.0126807 # DEPENDENCYPART_SIBL
(22,8),(22,29),-0.0311416 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.104438 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.00881345 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.104438 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.104437 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.039021 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0249252 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0617406 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.101851 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0258379 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0189337 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0150178 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0509152 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0524029 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0676704 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.026067 # DEPENDENCYPART_SIBL
(22,9),(22,28),-0.0532581 # DEPENDENCYPART_SIBL
(22,9),(22,29),-0.08646 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0525238 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.227064 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.227064 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.07924 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0344248 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0981743 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.226828 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0510673 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0298736 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0145691 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0430219 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0493579 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0295292 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.042125 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0521255 # DEPENDENCYPART_SIBL
(22,10),(22,29),-0.0250448 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0634146 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0633191 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0438342 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0190767 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0669996 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0603651 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0272573 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0222863 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0410708 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0409868 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.042595 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0769149 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0271019 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.0482366 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.0607127 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.227065 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0792451 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.034537 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0981784 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.22683 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0507522 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0301493 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0145489 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0427081 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0490442 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0276914 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0425234 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.0518117 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.025189 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0792333 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0344151 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0981675 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.226821 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0507247 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0298669 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0145489 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0412304 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0475665 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0276876 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.0425235 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.050334 # DEPENDENCYPART_SIBL
(22,13),(22,29),-0.0248476 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0251276 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0710011 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.107267 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0310833 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.017828 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.023244 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0785017 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0795413 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.089993 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0243598 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.0808446 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.0802501 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0481978 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0550685 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.00537055 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.00620248 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.00202929 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0374696 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0375058 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0665842 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.00958708 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0440591 # DEPENDENCYPART_SIBL
(22,16),(22,29),-0.0422141 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.137794 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0582001 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0542616 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0354132 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.105864 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.106904 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0506997 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0242587 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.104039 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.100592 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0545397 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.03374 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0224933 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0569829 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0633189 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.013477 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0440477 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0660865 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.0154364 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0144744 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0296228 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0272171 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0273066 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0530534 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.149815 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0337349 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.0419257 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0824946 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0859976 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0881472 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0534418 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0438962 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.083427 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.0323192 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0189043 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0188893 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0432501 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.113172 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.000800703 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.0252142 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0548271 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00806326 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0655096 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0809101 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0751702 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.00381974 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0754542 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0911967 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0835739 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0114753 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0899397 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0736267 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0429524 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0351294 # DEPENDENCYPART_SIBL
(22,28),(22,29),-0.0964335 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0104656 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0308509 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.00354674 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0253659 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0168194 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0449195 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0487106 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.124122 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0599118 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.120054 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0422472 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0727003 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0303398 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.00548081 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0546547 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0881783 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.115118 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.042179 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0412297 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0254322 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0337339 # DEPENDENCYPART_SIBL
(24,21),(24,23),-4.72852e-05 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0346973 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.00354674 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0253659 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0168218 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00238663 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0182598 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0159038 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.000221859 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0639333 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.036136 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.00319542 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0852076 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.115205 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0525093 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.10604 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.101006 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0315742 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.0554121 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.0214851 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.0244723 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0437223 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0659171 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.00449519 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0452062 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0227199 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0724929 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0110612 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0628388 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0326694 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.108752 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.167666 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.224806 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0450056 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0925034 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0684358 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0636536 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0189444 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.0147558 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.00544008 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0189321 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0083331 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.00733663 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0169649 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.0443036 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0167194 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.0278773 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.102884 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.104943 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.00690142 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0307186 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0453472 # DEPENDENCYPART_SIBL
(27,18),(27,29),0.0224244 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0634738 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0614763 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0281974 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0255961 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0336705 # DEPENDENCYPART_SIBL
(27,20),(27,29),0.0663594 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.104934 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.00689541 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0307186 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.0603716 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.0193601 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.00692529 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0307186 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0539365 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0174518 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0228429 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0123496 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.043251 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0232774 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.0104875 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0499211 # DEPENDENCYPART_SIBL
(28,21),(28,23),-5.14676e-05 # DEPENDENCYPART_SIBL
(28,21),(28,24),-5.14676e-05 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.00916587 # DEPENDENCYPART_SIBL
(28,21),(28,26),0.00398912 # DEPENDENCYPART_SIBL
(28,21),(28,27),0.00807515 # DEPENDENCYPART_SIBL
(28,21),(28,29),-0.0471635 # DEPENDENCYPART_SIBL
(28,23),(28,24),-0.101252 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.00541735 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.0406403 # DEPENDENCYPART_SIBL
(28,23),(28,27),-0.0066854 # DEPENDENCYPART_SIBL
(28,23),(28,29),-0.0564168 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.00544741 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.0406405 # DEPENDENCYPART_SIBL
(28,24),(28,27),-0.00668781 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.0583238 # DEPENDENCYPART_SIBL
(28,25),(28,26),-0.0126715 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.0215899 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.0726382 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.0267638 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.0321716 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.056295 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.0144402 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.38271 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.351826 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.24244 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.681469 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.149542 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0982733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.00360192 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.175579 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.181928 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0685825 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0796173 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.100642 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.186664 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.158031 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.22269 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.101288 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.21057 # DEPENDENCYPART_GRANDPAR
(0,2),(2,27),0.364843 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.54265 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.535914 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.638719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.542725 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.716551 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.140856 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.261109 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.37869 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.457752 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.155478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.72789 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.698481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.431374 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.351198 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.319455 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.901959 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-1.01291 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.312151 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.358454 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.528819 # DEPENDENCYPART_GRANDPAR
(0,3),(3,28),-0.936381 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.378425 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.461416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.299363 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.462962 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0298369 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.27932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.291882 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.21178 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.127286 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.475839 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.445223 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.445174 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.237247 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.482038 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.193529 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.642268 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.565408 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.719604 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.348225 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.382331 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.594418 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.515803 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.449157 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.612476 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.310228 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.468159 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.388254 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.214181 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.658479 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.628248 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.474542 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.27135 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-1.05393 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.35033 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.402727 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.308097 # DEPENDENCYPART_GRANDPAR
(0,8),(8,29),-0.648627 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.502932 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.378225 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.461422 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.403363 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.32464 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.474712 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.268893 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.345609 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.055744 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.108059 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.476732 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.446122 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.435142 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.23725 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.482421 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-1.02203 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.682269 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.24069 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.308766 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0955131 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.132008 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.237507 # DEPENDENCYPART_GRANDPAR
