# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,2,6,7,8,9,10,9,12,13,16,2,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(27,17),(27,37),0.0212245 # DEPENDENCYPART_SIBL
(27,17),(27,38),0.0211049 # DEPENDENCYPART_SIBL
(27,17),(27,39),0.0322488 # DEPENDENCYPART_SIBL
(27,17),(27,40),0.0215407 # DEPENDENCYPART_SIBL
(27,17),(27,41),-0.0300469 # DEPENDENCYPART_SIBL
(27,17),(27,42),0.0188562 # DEPENDENCYPART_SIBL
(27,17),(27,43),0.358842 # DEPENDENCYPART_SIBL
(27,17),(27,44),-0.00440193 # DEPENDENCYPART_SIBL
(27,17),(27,45),0.0473013 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.0238843 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.0929971 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.0206287 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0206087 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.0206014 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.08924 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0205994 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0205994 # DEPENDENCYPART_SIBL
(27,18),(27,28),-0.0271339 # DEPENDENCYPART_SIBL
(27,18),(27,29),-0.0190695 # DEPENDENCYPART_SIBL
(27,18),(27,30),-0.0658577 # DEPENDENCYPART_SIBL
(27,18),(27,31),-0.0468413 # DEPENDENCYPART_SIBL
(27,18),(27,32),-0.0284922 # DEPENDENCYPART_SIBL
(27,18),(27,33),0.0588114 # DEPENDENCYPART_SIBL
(27,18),(27,34),-0.0649596 # DEPENDENCYPART_SIBL
(27,18),(27,35),-0.0550614 # DEPENDENCYPART_SIBL
(27,18),(27,36),-0.025551 # DEPENDENCYPART_SIBL
(27,18),(27,37),-0.0638655 # DEPENDENCYPART_SIBL
(27,18),(27,38),-0.0635848 # DEPENDENCYPART_SIBL
(27,18),(27,39),-0.052446 # DEPENDENCYPART_SIBL
(27,18),(27,40),-0.0631491 # DEPENDENCYPART_SIBL
(27,18),(27,41),-0.0255521 # DEPENDENCYPART_SIBL
(27,18),(27,42),0.0588114 # DEPENDENCYPART_SIBL
(27,18),(27,43),-0.0190695 # DEPENDENCYPART_SIBL
(27,18),(27,44),-0.0780266 # DEPENDENCYPART_SIBL
(27,18),(27,45),-0.0391343 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.0338684 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.194011 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.193988 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.193982 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0361652 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.193982 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.193982 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.00209527 # DEPENDENCYPART_SIBL
(27,19),(27,29),-0.0182351 # DEPENDENCYPART_SIBL
(27,19),(27,30),0.0313161 # DEPENDENCYPART_SIBL
(27,19),(27,31),-0.0270414 # DEPENDENCYPART_SIBL
(27,19),(27,32),-0.00154196 # DEPENDENCYPART_SIBL
(27,19),(27,33),-0.0199645 # DEPENDENCYPART_SIBL
(27,19),(27,34),0.0308632 # DEPENDENCYPART_SIBL
(27,19),(27,35),-0.0115953 # DEPENDENCYPART_SIBL
(27,19),(27,36),-0.0068974 # DEPENDENCYPART_SIBL
(27,19),(27,37),0.0340228 # DEPENDENCYPART_SIBL
(27,19),(27,38),0.0332315 # DEPENDENCYPART_SIBL
(27,19),(27,39),0.061351 # DEPENDENCYPART_SIBL
(27,19),(27,40),0.0344192 # DEPENDENCYPART_SIBL
(27,19),(27,41),-0.0068974 # DEPENDENCYPART_SIBL
(27,19),(27,42),-0.0199645 # DEPENDENCYPART_SIBL
(27,19),(27,43),-0.0182351 # DEPENDENCYPART_SIBL
(27,19),(27,44),0.00962063 # DEPENDENCYPART_SIBL
(27,19),(27,45),0.0530011 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.0271249 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0271031 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0270975 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0553928 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0270955 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0270955 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.00196691 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.0112617 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.0693573 # DEPENDENCYPART_SIBL
(27,20),(27,31),-0.047896 # DEPENDENCYPART_SIBL
(27,20),(27,32),-0.000901219 # DEPENDENCYPART_SIBL
(27,20),(27,33),-0.00196986 # DEPENDENCYPART_SIBL
(27,20),(27,34),-0.0684636 # DEPENDENCYPART_SIBL
(27,20),(27,35),-0.0261814 # DEPENDENCYPART_SIBL
(27,20),(27,36),-0.00230174 # DEPENDENCYPART_SIBL
(27,20),(27,37),-0.0673652 # DEPENDENCYPART_SIBL
(27,20),(27,38),-0.0670845 # DEPENDENCYPART_SIBL
(27,20),(27,39),-0.0559457 # DEPENDENCYPART_SIBL
(27,20),(27,40),-0.0666487 # DEPENDENCYPART_SIBL
(27,20),(27,41),-0.00230286 # DEPENDENCYPART_SIBL
(27,20),(27,42),-0.00196986 # DEPENDENCYPART_SIBL
(27,20),(27,43),-0.0112617 # DEPENDENCYPART_SIBL
(27,20),(27,44),-0.0825699 # DEPENDENCYPART_SIBL
(27,20),(27,45),-0.0428457 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.193988 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.193982 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.0361653 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.193982 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.193982 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.00269519 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.0175722 # DEPENDENCYPART_SIBL
(27,21),(27,30),0.0326135 # DEPENDENCYPART_SIBL
(27,21),(27,31),-0.0264753 # DEPENDENCYPART_SIBL
(27,21),(27,32),-0.000217519 # DEPENDENCYPART_SIBL
(27,21),(27,33),-0.0193584 # DEPENDENCYPART_SIBL
(27,21),(27,34),0.0321606 # DEPENDENCYPART_SIBL
(27,21),(27,35),-0.0105399 # DEPENDENCYPART_SIBL
(27,21),(27,36),-0.00637778 # DEPENDENCYPART_SIBL
(27,21),(27,37),0.0353202 # DEPENDENCYPART_SIBL
(27,21),(27,38),0.0345289 # DEPENDENCYPART_SIBL
(27,21),(27,39),0.0626484 # DEPENDENCYPART_SIBL
(27,21),(27,40),0.0357166 # DEPENDENCYPART_SIBL
(27,21),(27,41),-0.00637778 # DEPENDENCYPART_SIBL
(27,21),(27,42),-0.0193584 # DEPENDENCYPART_SIBL
(27,21),(27,43),-0.0175722 # DEPENDENCYPART_SIBL
(27,21),(27,44),0.010918 # DEPENDENCYPART_SIBL
(27,21),(27,45),0.0542985 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.193992 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0361767 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.193992 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.193992 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.00442721 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.0240683 # DEPENDENCYPART_SIBL
(27,22),(27,30),0.016907 # DEPENDENCYPART_SIBL
(27,22),(27,31),-0.0329719 # DEPENDENCYPART_SIBL
(27,22),(27,32),-0.00671426 # DEPENDENCYPART_SIBL
(27,22),(27,33),-0.0263215 # DEPENDENCYPART_SIBL
(27,22),(27,34),0.0164541 # DEPENDENCYPART_SIBL
(27,22),(27,35),-0.0170364 # DEPENDENCYPART_SIBL
(27,22),(27,36),-0.0133701 # DEPENDENCYPART_SIBL
(27,22),(27,37),0.0196136 # DEPENDENCYPART_SIBL
(27,22),(27,38),0.0188223 # DEPENDENCYPART_SIBL
(27,22),(27,39),0.0469418 # DEPENDENCYPART_SIBL
(27,22),(27,40),0.02001 # DEPENDENCYPART_SIBL
(27,22),(27,41),-0.0133701 # DEPENDENCYPART_SIBL
(27,22),(27,42),-0.0263215 # DEPENDENCYPART_SIBL
(27,22),(27,43),-0.0240683 # DEPENDENCYPART_SIBL
(27,22),(27,44),-0.00513421 # DEPENDENCYPART_SIBL
(27,22),(27,45),0.0385919 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.036182 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.193989 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.193989 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.00229521 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0179726 # DEPENDENCYPART_SIBL
(27,23),(27,30),0.031625 # DEPENDENCYPART_SIBL
(27,23),(27,31),-0.0268758 # DEPENDENCYPART_SIBL
(27,23),(27,32),-0.0007084 # DEPENDENCYPART_SIBL
(27,23),(27,33),-0.0197584 # DEPENDENCYPART_SIBL
(27,23),(27,34),0.0311722 # DEPENDENCYPART_SIBL
(27,23),(27,35),-0.0110009 # DEPENDENCYPART_SIBL
(27,23),(27,36),-0.00677521 # DEPENDENCYPART_SIBL
(27,23),(27,37),0.0343317 # DEPENDENCYPART_SIBL
(27,23),(27,38),0.0335404 # DEPENDENCYPART_SIBL
(27,23),(27,39),0.0616599 # DEPENDENCYPART_SIBL
(27,23),(27,40),0.0347281 # DEPENDENCYPART_SIBL
(27,23),(27,41),-0.00677521 # DEPENDENCYPART_SIBL
(27,23),(27,42),-0.0197584 # DEPENDENCYPART_SIBL
(27,23),(27,43),-0.0179726 # DEPENDENCYPART_SIBL
(27,23),(27,44),0.00992954 # DEPENDENCYPART_SIBL
(27,23),(27,45),0.05331 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0261557 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0261557 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.00337009 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.00962358 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0298341 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.0427414 # DEPENDENCYPART_SIBL
(27,24),(27,32),-0.023532 # DEPENDENCYPART_SIBL
(27,24),(27,33),0.00516289 # DEPENDENCYPART_SIBL
(27,24),(27,34),-0.0289433 # DEPENDENCYPART_SIBL
(27,24),(27,35),-0.0436781 # DEPENDENCYPART_SIBL
(27,24),(27,36),-0.000823226 # DEPENDENCYPART_SIBL
(27,24),(27,37),-0.0278419 # DEPENDENCYPART_SIBL
(27,24),(27,38),-0.0275612 # DEPENDENCYPART_SIBL
(27,24),(27,39),-0.0164275 # DEPENDENCYPART_SIBL
(27,24),(27,40),-0.0271254 # DEPENDENCYPART_SIBL
(27,24),(27,41),-0.000824348 # DEPENDENCYPART_SIBL
(27,24),(27,42),0.00516289 # DEPENDENCYPART_SIBL
(27,24),(27,43),-0.00962358 # DEPENDENCYPART_SIBL
(27,24),(27,44),-0.0390329 # DEPENDENCYPART_SIBL
(27,24),(27,45),-0.00299644 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.193982 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.00275187 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0175159 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.0327057 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.0264193 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.000161083 # DEPENDENCYPART_SIBL
(27,25),(27,33),-0.0193012 # DEPENDENCYPART_SIBL
(27,25),(27,34),0.0322528 # DEPENDENCYPART_SIBL
(27,25),(27,35),-0.0104836 # DEPENDENCYPART_SIBL
(27,25),(27,36),-0.00627508 # DEPENDENCYPART_SIBL
(27,25),(27,37),0.0354124 # DEPENDENCYPART_SIBL
(27,25),(27,38),0.0346211 # DEPENDENCYPART_SIBL
(27,25),(27,39),0.0627406 # DEPENDENCYPART_SIBL
(27,25),(27,40),0.0358087 # DEPENDENCYPART_SIBL
(27,25),(27,41),-0.00627508 # DEPENDENCYPART_SIBL
(27,25),(27,42),-0.0193012 # DEPENDENCYPART_SIBL
(27,25),(27,43),-0.0175159 # DEPENDENCYPART_SIBL
(27,25),(27,44),0.0110102 # DEPENDENCYPART_SIBL
(27,25),(27,45),0.0543907 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.00275189 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.0175159 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.0327058 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.0264191 # DEPENDENCYPART_SIBL
(27,26),(27,32),-0.000161065 # DEPENDENCYPART_SIBL
(27,26),(27,33),-0.0193011 # DEPENDENCYPART_SIBL
(27,26),(27,34),0.0322529 # DEPENDENCYPART_SIBL
(27,26),(27,35),-0.0104836 # DEPENDENCYPART_SIBL
(27,26),(27,36),-0.00627506 # DEPENDENCYPART_SIBL
(27,26),(27,37),0.0354124 # DEPENDENCYPART_SIBL
(27,26),(27,38),0.0346211 # DEPENDENCYPART_SIBL
(27,26),(27,39),0.0627406 # DEPENDENCYPART_SIBL
(27,26),(27,40),0.0358088 # DEPENDENCYPART_SIBL
(27,26),(27,41),-0.00627506 # DEPENDENCYPART_SIBL
(27,26),(27,42),-0.0193011 # DEPENDENCYPART_SIBL
(27,26),(27,43),-0.0175159 # DEPENDENCYPART_SIBL
(27,26),(27,44),0.0110102 # DEPENDENCYPART_SIBL
(27,26),(27,45),0.0543907 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0290699 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.0632119 # DEPENDENCYPART_SIBL
(27,28),(27,31),-0.0309936 # DEPENDENCYPART_SIBL
(27,28),(27,32),-0.0114236 # DEPENDENCYPART_SIBL
(27,28),(27,33),-0.025785 # DEPENDENCYPART_SIBL
(27,28),(27,34),-0.0532836 # DEPENDENCYPART_SIBL
(27,28),(27,35),-0.0581564 # DEPENDENCYPART_SIBL
(27,28),(27,36),-0.0563357 # DEPENDENCYPART_SIBL
(27,28),(27,37),-0.0493014 # DEPENDENCYPART_SIBL
(27,28),(27,38),-0.0493808 # DEPENDENCYPART_SIBL
(27,28),(27,39),-0.0298542 # DEPENDENCYPART_SIBL
(27,28),(27,40),-0.0492423 # DEPENDENCYPART_SIBL
(27,28),(27,41),-0.0570677 # DEPENDENCYPART_SIBL
(27,28),(27,42),-0.025785 # DEPENDENCYPART_SIBL
(27,28),(27,43),-0.0290699 # DEPENDENCYPART_SIBL
(27,28),(27,44),-0.0696874 # DEPENDENCYPART_SIBL
(27,28),(27,45),-0.0255058 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.0237074 # DEPENDENCYPART_SIBL
(27,29),(27,31),0.0253775 # DEPENDENCYPART_SIBL
(27,29),(27,32),0.0214705 # DEPENDENCYPART_SIBL
(27,29),(27,33),0.00606049 # DEPENDENCYPART_SIBL
(27,29),(27,34),0.0381182 # DEPENDENCYPART_SIBL
(27,29),(27,35),-0.0595166 # DEPENDENCYPART_SIBL
(27,29),(27,36),-0.0238619 # DEPENDENCYPART_SIBL
(27,29),(27,37),0.0415255 # DEPENDENCYPART_SIBL
(27,29),(27,38),0.041446 # DEPENDENCYPART_SIBL
(27,29),(27,39),0.0609956 # DEPENDENCYPART_SIBL
(27,29),(27,40),0.0415845 # DEPENDENCYPART_SIBL
(27,29),(27,41),-0.0238619 # DEPENDENCYPART_SIBL
(27,29),(27,42),0.00606049 # DEPENDENCYPART_SIBL
(27,29),(27,43),0.00645269 # DEPENDENCYPART_SIBL
(27,29),(27,44),0.00722424 # DEPENDENCYPART_SIBL
(27,29),(27,45),0.10347 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.0223796 # DEPENDENCYPART_SIBL
(27,30),(27,32),0.029994 # DEPENDENCYPART_SIBL
(27,30),(27,33),0.0414276 # DEPENDENCYPART_SIBL
(27,30),(27,34),0.0031693 # DEPENDENCYPART_SIBL
(27,30),(27,35),-0.0789839 # DEPENDENCYPART_SIBL
(27,30),(27,36),-0.0303427 # DEPENDENCYPART_SIBL
(27,30),(27,37),0.0086025 # DEPENDENCYPART_SIBL
(27,30),(27,38),0.00759215 # DEPENDENCYPART_SIBL
(27,30),(27,39),0.0402983 # DEPENDENCYPART_SIBL
(27,30),(27,40),0.00866512 # DEPENDENCYPART_SIBL
(27,30),(27,41),-0.0303427 # DEPENDENCYPART_SIBL
(27,30),(27,42),0.0414276 # DEPENDENCYPART_SIBL
(27,30),(27,43),0.000808131 # DEPENDENCYPART_SIBL
(27,30),(27,44),-0.0250677 # DEPENDENCYPART_SIBL
(27,30),(27,45),0.0120504 # DEPENDENCYPART_SIBL
(27,31),(27,32),0.250039 # DEPENDENCYPART_SIBL
(27,31),(27,33),-0.0124583 # DEPENDENCYPART_SIBL
(27,31),(27,34),-0.0740296 # DEPENDENCYPART_SIBL
(27,31),(27,35),0.0268381 # DEPENDENCYPART_SIBL
(27,31),(27,36),0.155563 # DEPENDENCYPART_SIBL
(27,31),(27,37),-0.0720667 # DEPENDENCYPART_SIBL
(27,31),(27,38),-0.0706647 # DEPENDENCYPART_SIBL
(27,31),(27,39),-0.051115 # DEPENDENCYPART_SIBL
(27,31),(27,40),-0.0705261 # DEPENDENCYPART_SIBL
(27,31),(27,41),0.155562 # DEPENDENCYPART_SIBL
(27,31),(27,42),-0.0124583 # DEPENDENCYPART_SIBL
(27,31),(27,43),0.0302642 # DEPENDENCYPART_SIBL
(27,31),(27,44),-0.0786237 # DEPENDENCYPART_SIBL
(27,31),(27,45),-0.0490005 # DEPENDENCYPART_SIBL
(27,32),(27,33),0.0490246 # DEPENDENCYPART_SIBL
(27,32),(27,34),0.287152 # DEPENDENCYPART_SIBL
(27,32),(27,35),-0.0261089 # DEPENDENCYPART_SIBL
(27,32),(27,36),0.231105 # DEPENDENCYPART_SIBL
(27,32),(27,37),0.293519 # DEPENDENCYPART_SIBL
(27,32),(27,38),0.293417 # DEPENDENCYPART_SIBL
(27,32),(27,39),0.334712 # DEPENDENCYPART_SIBL
(27,32),(27,40),0.293584 # DEPENDENCYPART_SIBL
(27,32),(27,41),0.231105 # DEPENDENCYPART_SIBL
(27,32),(27,42),0.0490246 # DEPENDENCYPART_SIBL
(27,32),(27,43),0.254898 # DEPENDENCYPART_SIBL
(27,32),(27,44),0.251468 # DEPENDENCYPART_SIBL
(27,32),(27,45),0.322893 # DEPENDENCYPART_SIBL
(27,33),(27,34),-0.0394551 # DEPENDENCYPART_SIBL
(27,33),(27,35),-0.0493755 # DEPENDENCYPART_SIBL
(27,33),(27,36),0.00539266 # DEPENDENCYPART_SIBL
(27,33),(27,37),-0.0330193 # DEPENDENCYPART_SIBL
(27,33),(27,38),-0.0332623 # DEPENDENCYPART_SIBL
(27,33),(27,39),-0.0135438 # DEPENDENCYPART_SIBL
(27,33),(27,40),-0.0329494 # DEPENDENCYPART_SIBL
(27,33),(27,41),0.00539266 # DEPENDENCYPART_SIBL
(27,33),(27,42),-0.0594646 # DEPENDENCYPART_SIBL
(27,33),(27,43),-0.0217538 # DEPENDENCYPART_SIBL
(27,33),(27,44),-0.0601431 # DEPENDENCYPART_SIBL
(27,33),(27,45),-0.0113808 # DEPENDENCYPART_SIBL
(27,34),(27,35),-0.0309946 # DEPENDENCYPART_SIBL
(27,34),(27,36),-0.0311421 # DEPENDENCYPART_SIBL
(27,34),(27,37),0.0121978 # DEPENDENCYPART_SIBL
(27,34),(27,38),0.0111874 # DEPENDENCYPART_SIBL
(27,34),(27,39),0.0438936 # DEPENDENCYPART_SIBL
(27,34),(27,40),0.0122604 # DEPENDENCYPART_SIBL
(27,34),(27,41),-0.0311421 # DEPENDENCYPART_SIBL
(27,34),(27,42),0.0305023 # DEPENDENCYPART_SIBL
(27,34),(27,43),0.00211797 # DEPENDENCYPART_SIBL
(27,34),(27,44),-0.0214724 # DEPENDENCYPART_SIBL
(27,34),(27,45),0.0156457 # DEPENDENCYPART_SIBL
(27,35),(27,36),-0.0538706 # DEPENDENCYPART_SIBL
(27,35),(27,37),-0.0456032 # DEPENDENCYPART_SIBL
(27,35),(27,38),-0.0456961 # DEPENDENCYPART_SIBL
(27,35),(27,39),-0.013405 # DEPENDENCYPART_SIBL
(27,35),(27,40),-0.0455405 # DEPENDENCYPART_SIBL
(27,35),(27,41),-0.0538706 # DEPENDENCYPART_SIBL
(27,35),(27,42),-0.0956423 # DEPENDENCYPART_SIBL
(27,35),(27,43),0.0211888 # DEPENDENCYPART_SIBL
(27,35),(27,44),-0.0788395 # DEPENDENCYPART_SIBL
(27,35),(27,45),-0.0184209 # DEPENDENCYPART_SIBL
(27,36),(27,37),-0.00105166 # DEPENDENCYPART_SIBL
(27,36),(27,38),-0.0010769 # DEPENDENCYPART_SIBL
(27,36),(27,39),0.0184486 # DEPENDENCYPART_SIBL
(27,36),(27,40),-0.00092189 # DEPENDENCYPART_SIBL
(27,36),(27,41),0.0487497 # DEPENDENCYPART_SIBL
(27,36),(27,42),0.0797769 # DEPENDENCYPART_SIBL
(27,36),(27,43),0.0297743 # DEPENDENCYPART_SIBL
(27,36),(27,44),-0.0217724 # DEPENDENCYPART_SIBL
(27,36),(27,45),0.0215702 # DEPENDENCYPART_SIBL
(27,37),(27,38),0.0142621 # DEPENDENCYPART_SIBL
(27,37),(27,39),0.0469682 # DEPENDENCYPART_SIBL
(27,37),(27,40),0.015335 # DEPENDENCYPART_SIBL
(27,37),(27,41),-0.0225406 # DEPENDENCYPART_SIBL
(27,37),(27,42),0.036535 # DEPENDENCYPART_SIBL
(27,37),(27,43),0.00440294 # DEPENDENCYPART_SIBL
(27,37),(27,44),-0.0183978 # DEPENDENCYPART_SIBL
(27,37),(27,45),0.0187204 # DEPENDENCYPART_SIBL
(27,38),(27,39),0.0479081 # DEPENDENCYPART_SIBL
(27,38),(27,40),0.0162749 # DEPENDENCYPART_SIBL
(27,38),(27,41),-0.0280415 # DEPENDENCYPART_SIBL
(27,38),(27,42),0.023775 # DEPENDENCYPART_SIBL
(27,38),(27,43),0.004373 # DEPENDENCYPART_SIBL
(27,38),(27,44),-0.0174579 # DEPENDENCYPART_SIBL
(27,38),(27,45),0.0196602 # DEPENDENCYPART_SIBL
(27,39),(27,40),-0.000115861 # DEPENDENCYPART_SIBL
(27,39),(27,41),-0.0318248 # DEPENDENCYPART_SIBL
(27,39),(27,42),0.0150385 # DEPENDENCYPART_SIBL
(27,39),(27,43),-0.000169062 # DEPENDENCYPART_SIBL
(27,39),(27,44),-0.0338487 # DEPENDENCYPART_SIBL
(27,39),(27,45),0.00263241 # DEPENDENCYPART_SIBL
(27,40),(27,41),-0.0269584 # DEPENDENCYPART_SIBL
(27,40),(27,42),0.0249143 # DEPENDENCYPART_SIBL
(27,40),(27,43),0.00450513 # DEPENDENCYPART_SIBL
(27,40),(27,44),-0.017182 # DEPENDENCYPART_SIBL
(27,40),(27,45),0.0199362 # DEPENDENCYPART_SIBL
(27,41),(27,42),0.0785413 # DEPENDENCYPART_SIBL
(27,41),(27,43),0.029762 # DEPENDENCYPART_SIBL
(27,41),(27,44),-0.0217724 # DEPENDENCYPART_SIBL
(27,41),(27,45),0.0215702 # DEPENDENCYPART_SIBL
(27,42),(27,43),-0.0217538 # DEPENDENCYPART_SIBL
(27,42),(27,44),-0.0601431 # DEPENDENCYPART_SIBL
(27,42),(27,45),-0.0113808 # DEPENDENCYPART_SIBL
(27,43),(27,44),0.00722424 # DEPENDENCYPART_SIBL
(27,43),(27,45),0.10347 # DEPENDENCYPART_SIBL
(27,44),(27,45),-0.00817916 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0124704 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.0437633 # DEPENDENCYPART_SIBL
(28,26),(28,31),0.0200001 # DEPENDENCYPART_SIBL
(28,26),(28,32),0.0225677 # DEPENDENCYPART_SIBL
(28,26),(28,33),0.0916594 # DEPENDENCYPART_SIBL
(28,26),(28,34),0.0433143 # DEPENDENCYPART_SIBL
(28,26),(28,35),0.0435657 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.0167608 # DEPENDENCYPART_SIBL
(28,29),(28,31),0.0619965 # DEPENDENCYPART_SIBL
(28,29),(28,32),-0.0439981 # DEPENDENCYPART_SIBL
(28,29),(28,33),0.0818605 # DEPENDENCYPART_SIBL
(28,29),(28,34),0.0180616 # DEPENDENCYPART_SIBL
(28,29),(28,35),-0.0217877 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.0381285 # DEPENDENCYPART_SIBL
(28,30),(28,32),-0.102237 # DEPENDENCYPART_SIBL
(28,30),(28,33),0.103688 # DEPENDENCYPART_SIBL
(28,30),(28,34),-0.0273713 # DEPENDENCYPART_SIBL
(28,30),(28,35),0.00203782 # DEPENDENCYPART_SIBL
(28,31),(28,32),0.309719 # DEPENDENCYPART_SIBL
(28,31),(28,33),0.0463331 # DEPENDENCYPART_SIBL
(28,31),(28,34),-0.0276202 # DEPENDENCYPART_SIBL
(28,31),(28,35),0.132852 # DEPENDENCYPART_SIBL
(28,32),(28,33),0.0772755 # DEPENDENCYPART_SIBL
(28,32),(28,34),0.0495782 # DEPENDENCYPART_SIBL
(28,32),(28,35),-0.0427419 # DEPENDENCYPART_SIBL
(28,33),(28,34),0.0343095 # DEPENDENCYPART_SIBL
(28,33),(28,35),0.0414144 # DEPENDENCYPART_SIBL
(28,34),(28,35),0.0481941 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0852489 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.00915961 # DEPENDENCYPART_SIBL
(29,25),(29,30),0.0308736 # DEPENDENCYPART_SIBL
(29,25),(29,31),0.0121381 # DEPENDENCYPART_SIBL
(29,25),(29,32),-0.00330203 # DEPENDENCYPART_SIBL
(29,25),(29,33),-0.00557664 # DEPENDENCYPART_SIBL
(29,25),(29,35),0.0230957 # DEPENDENCYPART_SIBL
(29,25),(29,36),0.0310932 # DEPENDENCYPART_SIBL
(29,25),(29,41),0.0310932 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.00915961 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.0308736 # DEPENDENCYPART_SIBL
(29,26),(29,31),0.0121384 # DEPENDENCYPART_SIBL
(29,26),(29,32),-0.00330203 # DEPENDENCYPART_SIBL
(29,26),(29,33),-0.00557664 # DEPENDENCYPART_SIBL
(29,26),(29,35),0.0230957 # DEPENDENCYPART_SIBL
(29,26),(29,36),0.0310932 # DEPENDENCYPART_SIBL
