# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,24,22,21,22,23,24,25,26,27,30,30,30,31,0,
(29,21),(29,25),-0.0317691 # DEPENDENCYPART_SIBL
(29,21),(29,26),0.044084 # DEPENDENCYPART_SIBL
(29,21),(29,27),0.044084 # DEPENDENCYPART_SIBL
(29,21),(29,28),0.0424315 # DEPENDENCYPART_SIBL
(29,21),(29,30),0.00649857 # DEPENDENCYPART_SIBL
(29,22),(29,23),-0.525061 # DEPENDENCYPART_SIBL
(29,22),(29,24),-0.563221 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.35225 # DEPENDENCYPART_SIBL
(29,22),(29,26),-0.563221 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.563221 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.563221 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0435363 # DEPENDENCYPART_SIBL
(29,23),(29,24),0.044747 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.0611727 # DEPENDENCYPART_SIBL
(29,23),(29,26),0.044747 # DEPENDENCYPART_SIBL
(29,23),(29,27),0.044747 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.037245 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.0101831 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.0508589 # DEPENDENCYPART_SIBL
(29,24),(29,26),0.0108336 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.0108336 # DEPENDENCYPART_SIBL
(29,24),(29,28),0.00918111 # DEPENDENCYPART_SIBL
(29,24),(29,30),0.00649932 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.0808059 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.0808059 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.0808059 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0366103 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.0108336 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.00918111 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.00649932 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.00918111 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.00649932 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.00649932 # DEPENDENCYPART_SIBL
(30,2),(30,3),-0.0339417 # DEPENDENCYPART_SIBL
(30,2),(30,4),0.0520072 # DEPENDENCYPART_SIBL
(30,2),(30,5),0.00500442 # DEPENDENCYPART_SIBL
(30,2),(30,6),-0.0558708 # DEPENDENCYPART_SIBL
(30,2),(30,8),-0.0499438 # DEPENDENCYPART_SIBL
(30,2),(30,9),0.0520072 # DEPENDENCYPART_SIBL
(30,2),(30,10),0.00500442 # DEPENDENCYPART_SIBL
(30,2),(30,11),-0.167086 # DEPENDENCYPART_SIBL
(30,2),(30,12),-0.00675433 # DEPENDENCYPART_SIBL
(30,2),(30,13),-0.0052645 # DEPENDENCYPART_SIBL
(30,2),(30,14),-0.0415902 # DEPENDENCYPART_SIBL
(30,2),(30,15),-0.00675433 # DEPENDENCYPART_SIBL
(30,2),(30,16),0.0520072 # DEPENDENCYPART_SIBL
(30,2),(30,18),-0.167086 # DEPENDENCYPART_SIBL
(30,2),(30,19),-0.0294125 # DEPENDENCYPART_SIBL
(30,2),(30,20),-0.0407259 # DEPENDENCYPART_SIBL
(30,2),(30,21),-0.000790517 # DEPENDENCYPART_SIBL
(30,2),(30,22),0.0520072 # DEPENDENCYPART_SIBL
(30,2),(30,23),-0.0328101 # DEPENDENCYPART_SIBL
(30,2),(30,24),-0.0415902 # DEPENDENCYPART_SIBL
(30,2),(30,25),-0.107448 # DEPENDENCYPART_SIBL
(30,2),(30,26),-0.0415902 # DEPENDENCYPART_SIBL
(30,2),(30,27),-0.0415902 # DEPENDENCYPART_SIBL
(30,2),(30,28),-0.0432426 # DEPENDENCYPART_SIBL
(30,2),(30,29),0.0520072 # DEPENDENCYPART_SIBL
(30,3),(30,4),-0.000387209 # DEPENDENCYPART_SIBL
(30,3),(30,5),0.00111181 # DEPENDENCYPART_SIBL
(30,3),(30,6),-0.0583216 # DEPENDENCYPART_SIBL
(30,3),(30,8),-0.105046 # DEPENDENCYPART_SIBL
(30,3),(30,9),-0.000387209 # DEPENDENCYPART_SIBL
(30,3),(30,10),0.00111181 # DEPENDENCYPART_SIBL
(30,3),(30,11),-0.17423 # DEPENDENCYPART_SIBL
(30,3),(30,12),-0.0882919 # DEPENDENCYPART_SIBL
(30,3),(30,13),-0.0175847 # DEPENDENCYPART_SIBL
(30,3),(30,14),-0.0966923 # DEPENDENCYPART_SIBL
(30,3),(30,15),-0.0882919 # DEPENDENCYPART_SIBL
(30,3),(30,16),-0.000387209 # DEPENDENCYPART_SIBL
(30,3),(30,18),-0.17423 # DEPENDENCYPART_SIBL
(30,3),(30,19),-0.038094 # DEPENDENCYPART_SIBL
(30,3),(30,20),-0.0530461 # DEPENDENCYPART_SIBL
(30,3),(30,21),-0.0558927 # DEPENDENCYPART_SIBL
(30,3),(30,22),-0.000387209 # DEPENDENCYPART_SIBL
(30,3),(30,23),-0.0451303 # DEPENDENCYPART_SIBL
(30,3),(30,24),-0.0966923 # DEPENDENCYPART_SIBL
(30,3),(30,25),-0.109899 # DEPENDENCYPART_SIBL
(30,3),(30,26),-0.0966923 # DEPENDENCYPART_SIBL
(30,3),(30,27),-0.0966923 # DEPENDENCYPART_SIBL
(30,3),(30,28),-0.0983448 # DEPENDENCYPART_SIBL
(30,3),(30,29),-0.000387209 # DEPENDENCYPART_SIBL
(30,4),(30,5),-0.350967 # DEPENDENCYPART_SIBL
(30,4),(30,6),-0.29814 # DEPENDENCYPART_SIBL
(30,4),(30,8),-0.550247 # DEPENDENCYPART_SIBL
(30,4),(30,9),-1.02264 # DEPENDENCYPART_SIBL
(30,4),(30,10),-0.350967 # DEPENDENCYPART_SIBL
(30,4),(30,11),-0.442332 # DEPENDENCYPART_SIBL
(30,4),(30,12),-0.937972 # DEPENDENCYPART_SIBL
(30,4),(30,13),-0.490203 # DEPENDENCYPART_SIBL
(30,4),(30,14),-0.550287 # DEPENDENCYPART_SIBL
(30,4),(30,15),-0.937972 # DEPENDENCYPART_SIBL
(30,4),(30,16),-1.02264 # DEPENDENCYPART_SIBL
(30,4),(30,18),-0.442332 # DEPENDENCYPART_SIBL
(30,4),(30,19),-0.278988 # DEPENDENCYPART_SIBL
(30,4),(30,20),-0.499473 # DEPENDENCYPART_SIBL
(30,4),(30,21),-0.529704 # DEPENDENCYPART_SIBL
(30,4),(30,22),-1.02264 # DEPENDENCYPART_SIBL
(30,4),(30,23),-0.498244 # DEPENDENCYPART_SIBL
(30,4),(30,24),-0.550287 # DEPENDENCYPART_SIBL
(30,4),(30,25),-0.32258 # DEPENDENCYPART_SIBL
(30,4),(30,26),-0.550287 # DEPENDENCYPART_SIBL
(30,4),(30,27),-0.550287 # DEPENDENCYPART_SIBL
(30,4),(30,28),-0.550287 # DEPENDENCYPART_SIBL
(30,4),(30,29),-1.02264 # DEPENDENCYPART_SIBL
(30,5),(30,6),-0.10651 # DEPENDENCYPART_SIBL
(30,5),(30,8),-0.0241685 # DEPENDENCYPART_SIBL
(30,5),(30,9),-0.0873855 # DEPENDENCYPART_SIBL
(30,5),(30,10),-0.0542633 # DEPENDENCYPART_SIBL
(30,5),(30,11),-0.196942 # DEPENDENCYPART_SIBL
(30,5),(30,12),-0.117955 # DEPENDENCYPART_SIBL
(30,5),(30,13),-0.0454913 # DEPENDENCYPART_SIBL
(30,5),(30,14),-0.0272681 # DEPENDENCYPART_SIBL
(30,5),(30,15),-0.117955 # DEPENDENCYPART_SIBL
(30,5),(30,16),-0.0873855 # DEPENDENCYPART_SIBL
(30,5),(30,18),-0.196942 # DEPENDENCYPART_SIBL
(30,5),(30,19),-0.0308899 # DEPENDENCYPART_SIBL
(30,5),(30,20),-0.0378301 # DEPENDENCYPART_SIBL
(30,5),(30,21),0.00288252 # DEPENDENCYPART_SIBL
(30,5),(30,22),-0.0873855 # DEPENDENCYPART_SIBL
(30,5),(30,23),-0.0361389 # DEPENDENCYPART_SIBL
(30,5),(30,24),-0.0272681 # DEPENDENCYPART_SIBL
(30,5),(30,25),-0.144783 # DEPENDENCYPART_SIBL
(30,5),(30,26),-0.0272681 # DEPENDENCYPART_SIBL
(30,5),(30,27),-0.0272681 # DEPENDENCYPART_SIBL
(30,5),(30,28),-0.0272681 # DEPENDENCYPART_SIBL
(30,5),(30,29),-0.0873855 # DEPENDENCYPART_SIBL
(30,6),(30,8),-0.00883312 # DEPENDENCYPART_SIBL
(30,6),(30,9),-0.0555026 # DEPENDENCYPART_SIBL
(30,6),(30,10),-0.0341924 # DEPENDENCYPART_SIBL
(30,6),(30,11),-0.0940343 # DEPENDENCYPART_SIBL
(30,6),(30,12),-0.0754266 # DEPENDENCYPART_SIBL
(30,6),(30,13),0.0237655 # DEPENDENCYPART_SIBL
(30,6),(30,14),-0.00890519 # DEPENDENCYPART_SIBL
(30,6),(30,15),-0.0754266 # DEPENDENCYPART_SIBL
(30,6),(30,16),-0.0555026 # DEPENDENCYPART_SIBL
(30,6),(30,18),-0.0940343 # DEPENDENCYPART_SIBL
(30,6),(30,19),-0.00258995 # DEPENDENCYPART_SIBL
(30,6),(30,20),0.0275955 # DEPENDENCYPART_SIBL
(30,6),(30,21),0.00903831 # DEPENDENCYPART_SIBL
(30,6),(30,22),-0.0555026 # DEPENDENCYPART_SIBL
(30,6),(30,23),0.028825 # DEPENDENCYPART_SIBL
(30,6),(30,24),-0.00890519 # DEPENDENCYPART_SIBL
(30,6),(30,25),-0.117242 # DEPENDENCYPART_SIBL
(30,6),(30,26),-0.00890519 # DEPENDENCYPART_SIBL
(30,6),(30,27),-0.00890519 # DEPENDENCYPART_SIBL
(30,6),(30,28),-0.00890522 # DEPENDENCYPART_SIBL
(30,6),(30,29),-0.0555026 # DEPENDENCYPART_SIBL
(30,8),(30,9),-0.00120279 # DEPENDENCYPART_SIBL
(30,8),(30,10),0.00470762 # DEPENDENCYPART_SIBL
(30,8),(30,11),-0.170324 # DEPENDENCYPART_SIBL
(30,8),(30,12),-0.0758656 # DEPENDENCYPART_SIBL
(30,8),(30,13),-0.0121428 # DEPENDENCYPART_SIBL
(30,8),(30,14),-0.0819075 # DEPENDENCYPART_SIBL
(30,8),(30,15),-0.0758656 # DEPENDENCYPART_SIBL
(30,8),(30,16),-0.00120279 # DEPENDENCYPART_SIBL
(30,8),(30,18),-0.170324 # DEPENDENCYPART_SIBL
(30,8),(30,19),-0.0341852 # DEPENDENCYPART_SIBL
(30,8),(30,20),-0.0476041 # DEPENDENCYPART_SIBL
(30,8),(30,21),-0.0411078 # DEPENDENCYPART_SIBL
(30,8),(30,22),-0.00120279 # DEPENDENCYPART_SIBL
(30,8),(30,23),-0.0396883 # DEPENDENCYPART_SIBL
(30,8),(30,24),-0.0819075 # DEPENDENCYPART_SIBL
(30,8),(30,25),-0.105993 # DEPENDENCYPART_SIBL
(30,8),(30,26),-0.0819075 # DEPENDENCYPART_SIBL
(30,8),(30,27),-0.0819075 # DEPENDENCYPART_SIBL
(30,8),(30,28),-0.0835599 # DEPENDENCYPART_SIBL
(30,8),(30,29),-0.00120279 # DEPENDENCYPART_SIBL
(30,9),(30,10),-0.350967 # DEPENDENCYPART_SIBL
(30,9),(30,11),-0.442332 # DEPENDENCYPART_SIBL
(30,9),(30,12),-0.937972 # DEPENDENCYPART_SIBL
(30,9),(30,13),-0.490203 # DEPENDENCYPART_SIBL
(30,9),(30,14),-0.550287 # DEPENDENCYPART_SIBL
(30,9),(30,15),-0.937972 # DEPENDENCYPART_SIBL
(30,9),(30,16),-1.02264 # DEPENDENCYPART_SIBL
(30,9),(30,18),-0.442332 # DEPENDENCYPART_SIBL
(30,9),(30,19),-0.278988 # DEPENDENCYPART_SIBL
(30,9),(30,20),-0.499473 # DEPENDENCYPART_SIBL
(30,9),(30,21),-0.529704 # DEPENDENCYPART_SIBL
(30,9),(30,22),-1.02264 # DEPENDENCYPART_SIBL
(30,9),(30,23),-0.498244 # DEPENDENCYPART_SIBL
(30,9),(30,24),-0.550287 # DEPENDENCYPART_SIBL
(30,9),(30,25),-0.32258 # DEPENDENCYPART_SIBL
(30,9),(30,26),-0.550287 # DEPENDENCYPART_SIBL
(30,9),(30,27),-0.550287 # DEPENDENCYPART_SIBL
(30,9),(30,28),-0.550287 # DEPENDENCYPART_SIBL
(30,9),(30,29),-1.02264 # DEPENDENCYPART_SIBL
(30,10),(30,11),-0.196942 # DEPENDENCYPART_SIBL
(30,10),(30,12),-0.117955 # DEPENDENCYPART_SIBL
(30,10),(30,13),-0.0454913 # DEPENDENCYPART_SIBL
(30,10),(30,14),-0.0272681 # DEPENDENCYPART_SIBL
(30,10),(30,15),-0.117955 # DEPENDENCYPART_SIBL
(30,10),(30,16),-0.0873855 # DEPENDENCYPART_SIBL
(30,10),(30,18),-0.196942 # DEPENDENCYPART_SIBL
(30,10),(30,19),-0.0308899 # DEPENDENCYPART_SIBL
(30,10),(30,20),-0.0378301 # DEPENDENCYPART_SIBL
(30,10),(30,21),0.00288252 # DEPENDENCYPART_SIBL
(30,10),(30,22),-0.0873855 # DEPENDENCYPART_SIBL
(30,10),(30,23),-0.0361389 # DEPENDENCYPART_SIBL
(30,10),(30,24),-0.0272681 # DEPENDENCYPART_SIBL
(30,10),(30,25),-0.144783 # DEPENDENCYPART_SIBL
(30,10),(30,26),-0.0272681 # DEPENDENCYPART_SIBL
(30,10),(30,27),-0.0272681 # DEPENDENCYPART_SIBL
(30,10),(30,28),-0.0272681 # DEPENDENCYPART_SIBL
(30,10),(30,29),-0.0873855 # DEPENDENCYPART_SIBL
(30,11),(30,12),-0.192919 # DEPENDENCYPART_SIBL
(30,11),(30,13),0.045447 # DEPENDENCYPART_SIBL
(30,11),(30,14),0.0425607 # DEPENDENCYPART_SIBL
(30,11),(30,15),-0.192919 # DEPENDENCYPART_SIBL
(30,11),(30,16),-0.0974961 # DEPENDENCYPART_SIBL
(30,11),(30,18),-0.224631 # DEPENDENCYPART_SIBL
(30,11),(30,19),-0.00490026 # DEPENDENCYPART_SIBL
(30,11),(30,20),0.0337422 # DEPENDENCYPART_SIBL
(30,11),(30,21),0.0603621 # DEPENDENCYPART_SIBL
(30,11),(30,22),-0.0974961 # DEPENDENCYPART_SIBL
(30,11),(30,23),0.0353863 # DEPENDENCYPART_SIBL
(30,11),(30,24),0.0425607 # DEPENDENCYPART_SIBL
(30,11),(30,25),-0.0691622 # DEPENDENCYPART_SIBL
(30,11),(30,26),0.0425607 # DEPENDENCYPART_SIBL
(30,11),(30,27),0.0425607 # DEPENDENCYPART_SIBL
(30,11),(30,28),0.0531724 # DEPENDENCYPART_SIBL
(30,11),(30,29),-0.0974961 # DEPENDENCYPART_SIBL
(30,12),(30,13),-0.446428 # DEPENDENCYPART_SIBL
(30,12),(30,14),-0.637371 # DEPENDENCYPART_SIBL
(30,12),(30,15),-0.98305 # DEPENDENCYPART_SIBL
(30,12),(30,16),-0.915737 # DEPENDENCYPART_SIBL
(30,12),(30,18),-0.44553 # DEPENDENCYPART_SIBL
(30,12),(30,19),-0.3386 # DEPENDENCYPART_SIBL
(30,12),(30,20),-0.481889 # DEPENDENCYPART_SIBL
(30,12),(30,21),-0.596572 # DEPENDENCYPART_SIBL
(30,12),(30,22),-0.915737 # DEPENDENCYPART_SIBL
(30,12),(30,23),-0.473973 # DEPENDENCYPART_SIBL
(30,12),(30,24),-0.637371 # DEPENDENCYPART_SIBL
(30,12),(30,25),-0.386754 # DEPENDENCYPART_SIBL
(30,12),(30,26),-0.637371 # DEPENDENCYPART_SIBL
(30,12),(30,27),-0.637371 # DEPENDENCYPART_SIBL
(30,12),(30,28),-0.639024 # DEPENDENCYPART_SIBL
(30,12),(30,29),-0.915737 # DEPENDENCYPART_SIBL
(30,13),(30,14),-0.0280983 # DEPENDENCYPART_SIBL
(30,13),(30,15),-0.0470559 # DEPENDENCYPART_SIBL
(30,13),(30,16),-0.0306471 # DEPENDENCYPART_SIBL
(30,13),(30,18),-0.161755 # DEPENDENCYPART_SIBL
(30,13),(30,19),0.0159015 # DEPENDENCYPART_SIBL
(30,13),(30,20),0.00865702 # DEPENDENCYPART_SIBL
(30,13),(30,21),-0.0132567 # DEPENDENCYPART_SIBL
(30,13),(30,22),-0.0306471 # DEPENDENCYPART_SIBL
(30,13),(30,23),0.00466377 # DEPENDENCYPART_SIBL
(30,13),(30,24),-0.0280983 # DEPENDENCYPART_SIBL
(30,13),(30,25),-0.08277 # DEPENDENCYPART_SIBL
(30,13),(30,26),-0.0280983 # DEPENDENCYPART_SIBL
(30,13),(30,27),-0.0280983 # DEPENDENCYPART_SIBL
(30,13),(30,28),-0.0356002 # DEPENDENCYPART_SIBL
(30,13),(30,29),-0.0306471 # DEPENDENCYPART_SIBL
(30,14),(30,15),-0.0782972 # DEPENDENCYPART_SIBL
(30,14),(30,16),0.00283136 # DEPENDENCYPART_SIBL
(30,14),(30,18),-0.171033 # DEPENDENCYPART_SIBL
(30,14),(30,19),-0.0348937 # DEPENDENCYPART_SIBL
(30,14),(30,20),-0.0483119 # DEPENDENCYPART_SIBL
(30,14),(30,21),-0.0459107 # DEPENDENCYPART_SIBL
(30,14),(30,22),0.00283136 # DEPENDENCYPART_SIBL
(30,14),(30,23),-0.0403961 # DEPENDENCYPART_SIBL
(30,14),(30,24),-0.0867104 # DEPENDENCYPART_SIBL
(30,14),(30,25),-0.106702 # DEPENDENCYPART_SIBL
(30,14),(30,26),-0.0867104 # DEPENDENCYPART_SIBL
(30,14),(30,27),-0.0867104 # DEPENDENCYPART_SIBL
(30,14),(30,28),-0.0883628 # DEPENDENCYPART_SIBL
(30,14),(30,29),0.00283136 # DEPENDENCYPART_SIBL
(30,15),(30,16),-0.915737 # DEPENDENCYPART_SIBL
(30,15),(30,18),-0.44553 # DEPENDENCYPART_SIBL
(30,15),(30,19),-0.3386 # DEPENDENCYPART_SIBL
(30,15),(30,20),-0.481889 # DEPENDENCYPART_SIBL
(30,15),(30,21),-0.596572 # DEPENDENCYPART_SIBL
(30,15),(30,22),-0.915737 # DEPENDENCYPART_SIBL
(30,15),(30,23),-0.473973 # DEPENDENCYPART_SIBL
(30,15),(30,24),-0.637371 # DEPENDENCYPART_SIBL
(30,15),(30,25),-0.386754 # DEPENDENCYPART_SIBL
(30,15),(30,26),-0.637371 # DEPENDENCYPART_SIBL
(30,15),(30,27),-0.637371 # DEPENDENCYPART_SIBL
(30,15),(30,28),-0.639024 # DEPENDENCYPART_SIBL
(30,15),(30,29),-0.915737 # DEPENDENCYPART_SIBL
(30,16),(30,18),-0.442332 # DEPENDENCYPART_SIBL
(30,16),(30,19),-0.278988 # DEPENDENCYPART_SIBL
(30,16),(30,20),-0.499473 # DEPENDENCYPART_SIBL
(30,16),(30,21),-0.529704 # DEPENDENCYPART_SIBL
(30,16),(30,22),-1.02264 # DEPENDENCYPART_SIBL
(30,16),(30,23),-0.498244 # DEPENDENCYPART_SIBL
(30,16),(30,24),-0.550287 # DEPENDENCYPART_SIBL
(30,16),(30,25),-0.32258 # DEPENDENCYPART_SIBL
(30,16),(30,26),-0.550287 # DEPENDENCYPART_SIBL
(30,16),(30,27),-0.550287 # DEPENDENCYPART_SIBL
(30,16),(30,28),-0.550287 # DEPENDENCYPART_SIBL
(30,16),(30,29),-1.02264 # DEPENDENCYPART_SIBL
(30,18),(30,19),-0.00490026 # DEPENDENCYPART_SIBL
(30,18),(30,20),0.0337422 # DEPENDENCYPART_SIBL
(30,18),(30,21),0.0603621 # DEPENDENCYPART_SIBL
(30,18),(30,22),-0.0974961 # DEPENDENCYPART_SIBL
(30,18),(30,23),0.0353863 # DEPENDENCYPART_SIBL
(30,18),(30,24),0.0425607 # DEPENDENCYPART_SIBL
(30,18),(30,25),-0.0691622 # DEPENDENCYPART_SIBL
(30,18),(30,26),0.0425607 # DEPENDENCYPART_SIBL
(30,18),(30,27),0.0425607 # DEPENDENCYPART_SIBL
(30,18),(30,28),0.0531724 # DEPENDENCYPART_SIBL
(30,18),(30,29),-0.0974961 # DEPENDENCYPART_SIBL
(30,19),(30,20),-0.0250829 # DEPENDENCYPART_SIBL
(30,19),(30,21),-0.0625936 # DEPENDENCYPART_SIBL
(30,19),(30,22),-0.0442991 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.0238592 # DEPENDENCYPART_SIBL
(30,19),(30,24),-0.0805378 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.10729 # DEPENDENCYPART_SIBL
(30,19),(30,26),-0.0805378 # DEPENDENCYPART_SIBL
(30,19),(30,27),-0.0805378 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.0805378 # DEPENDENCYPART_SIBL
(30,19),(30,29),-0.0442991 # DEPENDENCYPART_SIBL
(30,20),(30,21),-0.0421895 # DEPENDENCYPART_SIBL
(30,20),(30,22),-0.00103903 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.00514997 # DEPENDENCYPART_SIBL
(30,20),(30,24),-0.057031 # DEPENDENCYPART_SIBL
(30,20),(30,25),-0.0914113 # DEPENDENCYPART_SIBL
(30,20),(30,26),-0.057031 # DEPENDENCYPART_SIBL
(30,20),(30,27),-0.057031 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.0668464 # DEPENDENCYPART_SIBL
(30,20),(30,29),-0.00103903 # DEPENDENCYPART_SIBL
(30,21),(30,22),0.0419131 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.0260641 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.0599225 # DEPENDENCYPART_SIBL
(30,21),(30,25),-0.0921899 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.0599225 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.0599225 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.0615749 # DEPENDENCYPART_SIBL
(30,21),(30,29),0.0419131 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.498244 # DEPENDENCYPART_SIBL
(30,22),(30,24),-0.550287 # DEPENDENCYPART_SIBL
(30,22),(30,25),-0.32258 # DEPENDENCYPART_SIBL
(30,22),(30,26),-0.550287 # DEPENDENCYPART_SIBL
(30,22),(30,27),-0.550287 # DEPENDENCYPART_SIBL
(30,22),(30,28),-0.550287 # DEPENDENCYPART_SIBL
(30,22),(30,29),-1.02264 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.0467925 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.0900022 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.0467925 # DEPENDENCYPART_SIBL
(30,23),(30,27),-0.0467925 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.0542945 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.00981065 # DEPENDENCYPART_SIBL
(30,24),(30,25),-0.106702 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.0867104 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.0867104 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.0883628 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.00283136 # DEPENDENCYPART_SIBL
(30,25),(30,26),0.00647136 # DEPENDENCYPART_SIBL
(30,25),(30,27),0.00647136 # DEPENDENCYPART_SIBL
(30,25),(30,28),0.00647134 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.0998352 # DEPENDENCYPART_SIBL
(30,26),(30,27),-0.0867104 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.0883628 # DEPENDENCYPART_SIBL
(30,26),(30,29),0.00283136 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.0883628 # DEPENDENCYPART_SIBL
(30,27),(30,29),0.00283136 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.00282784 # DEPENDENCYPART_SIBL
(31,4),(31,5),-0.227635 # DEPENDENCYPART_SIBL
(31,4),(31,6),-0.0250688 # DEPENDENCYPART_SIBL
(31,4),(31,9),-1.03143 # DEPENDENCYPART_SIBL
(31,4),(31,10),-0.227635 # DEPENDENCYPART_SIBL
(31,4),(31,13),-0.361378 # DEPENDENCYPART_SIBL
(31,4),(31,16),-1.03143 # DEPENDENCYPART_SIBL
(31,4),(31,17),-0.352019 # DEPENDENCYPART_SIBL
(31,4),(31,18),-0.25053 # DEPENDENCYPART_SIBL
(31,4),(31,20),-0.352022 # DEPENDENCYPART_SIBL
(31,4),(31,22),-1.03143 # DEPENDENCYPART_SIBL
(31,4),(31,23),-0.352019 # DEPENDENCYPART_SIBL
(31,4),(31,24),-0.472193 # DEPENDENCYPART_SIBL
(31,4),(31,25),-0.0595929 # DEPENDENCYPART_SIBL
(31,4),(31,26),-0.472193 # DEPENDENCYPART_SIBL
(31,4),(31,27),-0.472193 # DEPENDENCYPART_SIBL
(31,4),(31,28),-0.472193 # DEPENDENCYPART_SIBL
(31,4),(31,29),-1.03143 # DEPENDENCYPART_SIBL
(31,4),(31,30),-0.694236 # DEPENDENCYPART_SIBL
(31,5),(31,6),-0.0470819 # DEPENDENCYPART_SIBL
(31,5),(31,9),-0.11049 # DEPENDENCYPART_SIBL
(31,5),(31,10),-0.0994665 # DEPENDENCYPART_SIBL
(31,5),(31,13),-0.102913 # DEPENDENCYPART_SIBL
(31,5),(31,16),-0.11049 # DEPENDENCYPART_SIBL
(31,5),(31,17),-0.0890953 # DEPENDENCYPART_SIBL
(31,5),(31,18),-0.114154 # DEPENDENCYPART_SIBL
(31,5),(31,20),-0.0895639 # DEPENDENCYPART_SIBL
(31,5),(31,22),-0.11049 # DEPENDENCYPART_SIBL
(31,5),(31,23),-0.0890956 # DEPENDENCYPART_SIBL
(31,5),(31,24),-0.0483362 # DEPENDENCYPART_SIBL
(31,5),(31,25),-0.0900966 # DEPENDENCYPART_SIBL
(31,5),(31,26),-0.0483362 # DEPENDENCYPART_SIBL
(31,5),(31,27),-0.0483362 # DEPENDENCYPART_SIBL
(31,5),(31,28),-0.0483362 # DEPENDENCYPART_SIBL
(31,5),(31,29),-0.11049 # DEPENDENCYPART_SIBL
(31,5),(31,30),-0.00633328 # DEPENDENCYPART_SIBL
(31,6),(31,9),-0.118133 # DEPENDENCYPART_SIBL
(31,6),(31,10),-0.106605 # DEPENDENCYPART_SIBL
(31,6),(31,13),-0.0147847 # DEPENDENCYPART_SIBL
(31,6),(31,16),-0.118133 # DEPENDENCYPART_SIBL
(31,6),(31,17),-0.00234646 # DEPENDENCYPART_SIBL
(31,6),(31,18),-0.0617203 # DEPENDENCYPART_SIBL
(31,6),(31,20),-0.0023531 # DEPENDENCYPART_SIBL
(31,6),(31,22),-0.118133 # DEPENDENCYPART_SIBL
(31,6),(31,23),-0.00234646 # DEPENDENCYPART_SIBL
(31,6),(31,24),-0.0958191 # DEPENDENCYPART_SIBL
(31,6),(31,25),-0.139702 # DEPENDENCYPART_SIBL
(31,6),(31,26),-0.0958191 # DEPENDENCYPART_SIBL
(31,6),(31,27),-0.0958191 # DEPENDENCYPART_SIBL
(31,6),(31,28),-0.0958191 # DEPENDENCYPART_SIBL
(31,6),(31,29),-0.118133 # DEPENDENCYPART_SIBL
(31,6),(31,30),-0.00035672 # DEPENDENCYPART_SIBL
(31,9),(31,10),-0.227635 # DEPENDENCYPART_SIBL
(31,9),(31,13),-0.361378 # DEPENDENCYPART_SIBL
