# _root_ _ İnsanlık , _ Roma_İmparatorluğu döneminin öncesinde bu birleşime çok yaklaşmış , fakat çağdaş bilimin _ doğuşu için Bilimsel_Devrimi _ beklemek zorunda_kalmıştır .
#goldHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
#predictedHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
(13,15),(15,20),-0.282062 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.773103 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.410585 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.56964 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.5129 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.363824 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.338183 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.229993 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.298715 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.151771 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.125549 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0816983 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.565113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.449747 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.374805 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.452115 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.246287 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.362746 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.34634 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.510469 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.422266 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.415177 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.282545 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.171157 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.246427 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0961329 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.106211 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0555814 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0664182 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.347279 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.346826 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.318814 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.398431 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0555635 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.284528 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.461903 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.450725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.321947 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.150818 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.324218 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.133075 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0782777 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.23033 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.714574 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.4358 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.829055 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.828857 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.429681 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.678374 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.418316 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.37445 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.513968 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.718601 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.847945 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.445111 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.69736 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.450106 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.589491 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.991685 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.770656 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.425813 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.766339 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.776896 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.373475 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.62324 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.454022 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.517855 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.272422 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.275857 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0619013 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.434223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.352951 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.529808 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.372397 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.236646 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.271256 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.610909 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.558546 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.337276 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0165582 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.26975 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.420978 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.160938 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.267917 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.644096 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.358076 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.392875 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.30198 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.31118 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.600473 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.756077 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.537121 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.478781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,11),-0.852648 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.474701 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.266627 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.256537 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.29993 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.973675 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.07458 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.979179 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.574507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.82978 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.720874 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.324888 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.997437 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.514443 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.273211 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.151114 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.436999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.175381 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.224748 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.117782 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.105654 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.2561 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.43772 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.1237 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.530474 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.21238 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-1.12921 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.724537 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.97981 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.870904 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.429129 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.606104 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.444606 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.199413 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.223524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.114161 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.337084 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.4588 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.67066 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.457361 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.209653 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.280074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.177442 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.375613 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0793115 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.199413 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.223524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.114161 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.318911 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.284104 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0344793 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.337084 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.29993 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.973675 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.979179 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.574507 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.82978 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.720874 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.324888 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.997437 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.514443 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.151114 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.436999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.276078 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.532539 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.267166 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.239376 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.2561 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.321099 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.264728 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.50514 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.458195 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.375918 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.264728 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.508651 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.372832 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.535732 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.403089 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.192135 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.534306 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.398082 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.298809 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.192135 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.41176 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.551421 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.434974 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.342154 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.300071 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.192239 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.315694 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.319497 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.689387 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.534306 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.399577 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.300304 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.258221 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.50356 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.163255 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.351731 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.689387 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.0939012 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.316585 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.273148 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.51868 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.18379 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.195131 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.269922 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.402806 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.705291 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.164359 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.333786 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.289762 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.535479 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.370008 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.211745 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.281295 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.0696942 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.332675 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.110973 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.684746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.228304 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.248325 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.670079 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.498093 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.414612 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.769781 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.564252 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.176718 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.424607 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.236654 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0987011 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.138513 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.266677 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.262705 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.580396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,19),-0.505858 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.393742 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.672115 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0542659 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.23373 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.194057 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.295369 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.275874 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.241941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.591974 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.178761 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.212696 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.24982 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.26269 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.233726 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.293081 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.307918 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.609713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.213059 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.232746 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.654834 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.42306 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.935012 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.742259 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.672362 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.82945 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.671434 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.629532 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.872455 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.551198 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.417708 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.350765 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.293663 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.500879 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.303009 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.426718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,21),-0.0270179 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.435629 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.432784 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.321959 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.515444 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.264775 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.445302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0131232 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.316946 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.500879 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.303009 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.426718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0227579 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0941131 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.184332 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0270179 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.692605 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.490499 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.419674 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.377772 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.620695 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.299439 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.190414 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.31726 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.248772 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.364461 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.051322 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.653184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.222634 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.122801 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.664409 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.147817 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.666356 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.935012 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.742259 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.82945 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.671434 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.629532 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.872455 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.551198 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.350765 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.293663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.500879 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.303009 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.0227579 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0941131 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.419018 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.240064 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.202807 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.464785 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.369513 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.0509163 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.983269 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-0.117897 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.438515 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.00536365 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.202807 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.465373 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.467155 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.170055 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.36102 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.181441 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.168301 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.355946 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.138231 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.181441 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.469219 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.167414 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.361696 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.145366 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.14477 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.181441 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.462402 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.804041 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.0314734 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.169797 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.360432 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.142716 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.142121 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.365724 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.185024 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.132335 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-0.0313716 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.259684 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.168405 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.164152 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.391311 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.223398 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.415535 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.0705613 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.277191 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.0490892 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.187026 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.0258075 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0180453 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.518137 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.1567 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.139062 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.437481 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.184622 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.117897 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.637362 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.566066 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0523484 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.727948 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.500333 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0601575 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.392039 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.190014 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.407662 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0562794 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.723653 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.544944 # DEPENDENCYPART_GRANDPAR
