# _root_ Gündüz ayrı iş , gece ayrı iş ; can mı dayanır , diye _ söylendi saatine _ bakarken .
#goldHeads=3,3,4,7,7,7,8,0,11,9,12,13,15,15,19,17,18,15,0,
#predictedHeads=3,3,4,0,7,7,8,0,11,9,12,13,14,15,19,17,18,15,0,
(14,7),(7,3),-0.301782 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.346159 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.134205 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0959906 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.307325 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.156442 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0508184 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.0398306 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.437899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.130248 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.151605 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.208135 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.305387 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.352674 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.137809 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.0803899 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.246456 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.160971 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0557917 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.216789 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0599815 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0448039 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.437333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.129682 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.269743 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.404428 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.256308 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.188473 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0616724 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.155369 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),0.00602586 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.306544 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.507062 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.134491 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.121719 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.247613 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.317191 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0541968 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.297025 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0538416 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.011176 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.512361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.210071 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.112265 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.34477 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),0.0801721 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.22383 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.302639 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.174894 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.127267 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0497609 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.374088 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.141585 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.40801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.112405 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.24042 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.228064 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.136892 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0154719 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.133088 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.265982 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.0855995 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.496769 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.0605072 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.669003 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.551164 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.489395 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.188252 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.610071 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.320431 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.414287 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.232892 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.401847 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.0268226 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.195411 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.364646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.225179 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.153782 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.210965 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.145834 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.321453 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.0502091 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.177107 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.254332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0202049 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0340199 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.268981 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.221712 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.402003 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.214398 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.343071 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.147282 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),0.0226969 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.209849 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),0.152201 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0135362 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.480799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.154174 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.106595 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.108698 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0803449 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.632518 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.461238 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.573587 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.378152 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.0389389 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.183005 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0270346 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.00880186 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.137421 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.16619 # DEPENDENCYPART_GRANDPAR
(15,2),(2,16),0.398924 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.171758 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.0481707 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.308647 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.298109 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.178349 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.171127 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0190524 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.179142 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.639674 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.351348 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.965427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),0.490273 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0350759 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.0904608 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.034689 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.174229 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.253602 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0226903 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.181744 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.127863 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.180835 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),0.398924 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.171758 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.0481707 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.186836 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.0551469 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.181735 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.0882128 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0250425 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.192211 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0300567 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.15857 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.0510347 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.994169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,4),-0.0944462 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.143683 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0872856 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0930403 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.357823 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.518209 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.215634 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.05937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),0.413404 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),0.399964 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.168682 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0484777 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.18376 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.052709 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.178659 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0885198 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.128381 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.141048 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0284332 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.38353 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.104723 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.156946 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.0482664 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.993889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),0.454103 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.134702 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.145656 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.104687 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0896975 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.161357 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.124028 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.176173 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.240546 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.15751 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.16407 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.120794 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.000556244 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0601397 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.164885 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0910599 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.180218 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0673998 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.05885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.373859 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),0.393335 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.237195 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.292088 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0190524 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0590944 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.159782 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0706748 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.230618 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.085875 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.351348 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.965427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),0.490273 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.175591 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.133989 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.106734 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.303737 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.412961 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),0.354732 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.120595 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.110735 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.129937 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0553562 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0162574 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.187862 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.419094 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.379304 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.187008 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.891679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.650343 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),0.545788 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.0283364 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.270239 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.4702 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),0.16367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.0521879 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.13734 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.906471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.7276 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0626087 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.163255 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.199518 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.167109 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.14414 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.0887639 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),0.0983528 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.367996 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),0.279465 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),0.209056 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0456603 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.04034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.298393 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0806273 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0812641 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.470863 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.454778 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.415484 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.360462 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),0.0988023 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),0.0528954 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.441698 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.74123 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.579508 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.582307 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.594777 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.736396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,1),-0.744838 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.387971 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.581139 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.610161 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.574638 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.377486 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.399071 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.688394 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.389469 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-1.06645 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.847964 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.112387 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.424108 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.337825 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.71651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.394333 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.256428 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.218915 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.302668 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.292183 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.59795 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0304919 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.248086 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.166302 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.645228 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.501502 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.434254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.41852 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.723186 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.416265 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.444693 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.686471 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.736519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-0.716783 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.530001 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.559585 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.347934 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.362358 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-1.05692 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.446985 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.556255 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.00233998 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.379721 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.593156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.333697 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.158319 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.759056 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.389522 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.595357 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.606766 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.588856 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.379037 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.413289 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.687472 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.403686 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-1.068 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.472882 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.717293 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0598922 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.251963 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.71651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.394333 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.256428 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.938046 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.79376 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.781845 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.611692 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.599148 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.05172 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.614449 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.733689 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.180307 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.505423 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.404682 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.719254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.109569 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0498864 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.929294 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.925723 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.747226 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.735041 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.888207 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.245969 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.596199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.128202 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.186393 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.242351 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.302822 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.315416 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.323543 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.0855899 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.292287 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.263729 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.0750722 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.0919193 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.418165 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.0734263 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.242351 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.302822 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.354043 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.082213 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.206634 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.203907 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0777009 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.299925 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.0258546 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.228104 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.145957 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.0798765 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.245955 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),0.287221 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.357648 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.0887283 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.210239 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.188306 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.308178 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.0686536 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.0208813 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.0728472 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.170909 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.233077 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.152075 # DEPENDENCYPART_GRANDPAR
