# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=12,0,0,12,0,12,0,9,12,12,12,13,16,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(27,19),(27,26),-0.13294 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.00857182 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.0754799 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.0313194 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0206836 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0754799 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.0754799 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0313194 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.000354059 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.0317593 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.0271415 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.0706418 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0706418 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0317593 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.00174741 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.500385 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.553839 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.553839 # DEPENDENCYPART_SIBL
(27,22),(27,26),-1.03137 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.00345076 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0478868 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.0478868 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0103935 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.00632668 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0706418 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0317593 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.00174741 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0317593 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.00174741 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.00345076 # DEPENDENCYPART_SIBL
(28,5),(28,14),-0.0870083 # DEPENDENCYPART_SIBL
(28,5),(28,19),-0.0839136 # DEPENDENCYPART_SIBL
(28,5),(28,20),0.00629916 # DEPENDENCYPART_SIBL
(28,5),(28,21),0.00629916 # DEPENDENCYPART_SIBL
(28,5),(28,22),-0.228157 # DEPENDENCYPART_SIBL
(28,5),(28,23),0.0212658 # DEPENDENCYPART_SIBL
(28,5),(28,24),0.00629916 # DEPENDENCYPART_SIBL
(28,5),(28,25),0.00629916 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.228157 # DEPENDENCYPART_SIBL
(28,5),(28,27),0.097461 # DEPENDENCYPART_SIBL
(28,14),(28,19),-0.0153724 # DEPENDENCYPART_SIBL
(28,14),(28,20),0.0445434 # DEPENDENCYPART_SIBL
(28,14),(28,21),0.0445434 # DEPENDENCYPART_SIBL
(28,14),(28,22),-0.130953 # DEPENDENCYPART_SIBL
(28,14),(28,23),0.0374414 # DEPENDENCYPART_SIBL
(28,14),(28,24),0.0445434 # DEPENDENCYPART_SIBL
(28,14),(28,25),0.0445434 # DEPENDENCYPART_SIBL
(28,14),(28,26),-0.130953 # DEPENDENCYPART_SIBL
(28,14),(28,27),0.108748 # DEPENDENCYPART_SIBL
(28,19),(28,20),0.00629916 # DEPENDENCYPART_SIBL
(28,19),(28,21),0.00629916 # DEPENDENCYPART_SIBL
(28,19),(28,22),-0.228157 # DEPENDENCYPART_SIBL
(28,19),(28,23),0.0212658 # DEPENDENCYPART_SIBL
(28,19),(28,24),0.00629916 # DEPENDENCYPART_SIBL
(28,19),(28,25),0.00629916 # DEPENDENCYPART_SIBL
(28,19),(28,26),-0.228157 # DEPENDENCYPART_SIBL
(28,19),(28,27),0.097461 # DEPENDENCYPART_SIBL
(28,20),(28,21),-0.0108985 # DEPENDENCYPART_SIBL
(28,20),(28,22),0.0306472 # DEPENDENCYPART_SIBL
(28,20),(28,23),0.109126 # DEPENDENCYPART_SIBL
(28,20),(28,24),-0.0108985 # DEPENDENCYPART_SIBL
(28,20),(28,25),-0.0108985 # DEPENDENCYPART_SIBL
(28,20),(28,26),0.0306472 # DEPENDENCYPART_SIBL
(28,20),(28,27),0.190972 # DEPENDENCYPART_SIBL
(28,21),(28,22),0.02699 # DEPENDENCYPART_SIBL
(28,21),(28,23),0.091524 # DEPENDENCYPART_SIBL
(28,21),(28,24),-0.00720754 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.00720754 # DEPENDENCYPART_SIBL
(28,21),(28,26),0.02699 # DEPENDENCYPART_SIBL
(28,21),(28,27),0.187315 # DEPENDENCYPART_SIBL
(28,22),(28,23),-0.346606 # DEPENDENCYPART_SIBL
(28,22),(28,24),-0.331226 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.331226 # DEPENDENCYPART_SIBL
(28,22),(28,26),-0.847465 # DEPENDENCYPART_SIBL
(28,22),(28,27),-0.359898 # DEPENDENCYPART_SIBL
(28,23),(28,24),0.0883846 # DEPENDENCYPART_SIBL
(28,23),(28,25),0.0883846 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.0135203 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.150248 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.00720754 # DEPENDENCYPART_SIBL
(28,24),(28,26),0.02699 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.187315 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.02699 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.187315 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.359898 # DEPENDENCYPART_SIBL
(29,1),(29,8),-0.0449847 # DEPENDENCYPART_SIBL
(29,1),(29,9),0.0459406 # DEPENDENCYPART_SIBL
(29,1),(29,11),-0.105085 # DEPENDENCYPART_SIBL
(29,1),(29,14),-0.0649017 # DEPENDENCYPART_SIBL
(29,1),(29,15),-0.0519383 # DEPENDENCYPART_SIBL
(29,1),(29,17),-0.0449847 # DEPENDENCYPART_SIBL
(29,1),(29,18),0.00846885 # DEPENDENCYPART_SIBL
(29,1),(29,19),-0.065657 # DEPENDENCYPART_SIBL
(29,1),(29,20),-0.0326875 # DEPENDENCYPART_SIBL
(29,1),(29,21),-0.0326875 # DEPENDENCYPART_SIBL
(29,1),(29,22),-0.0449847 # DEPENDENCYPART_SIBL
(29,1),(29,24),-0.0326875 # DEPENDENCYPART_SIBL
(29,1),(29,25),-0.0326875 # DEPENDENCYPART_SIBL
(29,1),(29,26),-0.0449847 # DEPENDENCYPART_SIBL
(29,1),(29,27),0.0459406 # DEPENDENCYPART_SIBL
(29,1),(29,28),-0.0205951 # DEPENDENCYPART_SIBL
(29,8),(29,9),-0.696399 # DEPENDENCYPART_SIBL
(29,8),(29,11),-0.68705 # DEPENDENCYPART_SIBL
(29,8),(29,14),-0.266836 # DEPENDENCYPART_SIBL
(29,8),(29,15),-0.263605 # DEPENDENCYPART_SIBL
(29,8),(29,17),-1.03143 # DEPENDENCYPART_SIBL
(29,8),(29,18),-0.227635 # DEPENDENCYPART_SIBL
(29,8),(29,19),-0.25053 # DEPENDENCYPART_SIBL
(29,8),(29,20),-0.472193 # DEPENDENCYPART_SIBL
(29,8),(29,21),-0.472193 # DEPENDENCYPART_SIBL
(29,8),(29,22),-1.03143 # DEPENDENCYPART_SIBL
(29,8),(29,24),-0.472193 # DEPENDENCYPART_SIBL
(29,8),(29,25),-0.472193 # DEPENDENCYPART_SIBL
(29,8),(29,26),-1.03143 # DEPENDENCYPART_SIBL
(29,8),(29,27),-0.696399 # DEPENDENCYPART_SIBL
(29,8),(29,28),-0.472242 # DEPENDENCYPART_SIBL
(29,9),(29,11),-0.257189 # DEPENDENCYPART_SIBL
(29,9),(29,14),-0.236554 # DEPENDENCYPART_SIBL
(29,9),(29,15),-0.23328 # DEPENDENCYPART_SIBL
(29,9),(29,17),-0.510511 # DEPENDENCYPART_SIBL
(29,9),(29,18),-0.14137 # DEPENDENCYPART_SIBL
(29,9),(29,19),-0.220022 # DEPENDENCYPART_SIBL
(29,9),(29,20),-0.252873 # DEPENDENCYPART_SIBL
(29,9),(29,21),-0.252873 # DEPENDENCYPART_SIBL
(29,9),(29,22),-0.510511 # DEPENDENCYPART_SIBL
(29,9),(29,24),-0.252873 # DEPENDENCYPART_SIBL
(29,9),(29,25),-0.252873 # DEPENDENCYPART_SIBL
(29,9),(29,26),-0.510511 # DEPENDENCYPART_SIBL
(29,9),(29,27),-0.437848 # DEPENDENCYPART_SIBL
(29,9),(29,28),-0.252922 # DEPENDENCYPART_SIBL
(29,11),(29,14),-0.106058 # DEPENDENCYPART_SIBL
(29,11),(29,15),-0.114108 # DEPENDENCYPART_SIBL
(29,11),(29,17),-0.620223 # DEPENDENCYPART_SIBL
(29,11),(29,18),-0.0992149 # DEPENDENCYPART_SIBL
(29,11),(29,19),-0.115627 # DEPENDENCYPART_SIBL
(29,11),(29,20),-0.321121 # DEPENDENCYPART_SIBL
(29,11),(29,21),-0.321121 # DEPENDENCYPART_SIBL
(29,11),(29,22),-0.620223 # DEPENDENCYPART_SIBL
(29,11),(29,24),-0.321121 # DEPENDENCYPART_SIBL
(29,11),(29,25),-0.321121 # DEPENDENCYPART_SIBL
(29,11),(29,26),-0.620223 # DEPENDENCYPART_SIBL
(29,11),(29,27),-0.303473 # DEPENDENCYPART_SIBL
(29,11),(29,28),-0.32121 # DEPENDENCYPART_SIBL
(29,14),(29,15),-0.0437034 # DEPENDENCYPART_SIBL
(29,14),(29,17),-0.0807176 # DEPENDENCYPART_SIBL
(29,14),(29,18),-0.0205278 # DEPENDENCYPART_SIBL
(29,14),(29,19),-0.0229203 # DEPENDENCYPART_SIBL
(29,14),(29,20),0.0262568 # DEPENDENCYPART_SIBL
(29,14),(29,21),0.0262568 # DEPENDENCYPART_SIBL
(29,14),(29,22),-0.0807176 # DEPENDENCYPART_SIBL
(29,14),(29,24),0.0262568 # DEPENDENCYPART_SIBL
(29,14),(29,25),0.0262568 # DEPENDENCYPART_SIBL
(29,14),(29,26),-0.0807176 # DEPENDENCYPART_SIBL
(29,14),(29,27),0.0628387 # DEPENDENCYPART_SIBL
(29,14),(29,28),0.0261614 # DEPENDENCYPART_SIBL
(29,15),(29,17),-0.102576 # DEPENDENCYPART_SIBL
(29,15),(29,18),-0.0262661 # DEPENDENCYPART_SIBL
(29,15),(29,19),-0.0198145 # DEPENDENCYPART_SIBL
(29,15),(29,20),-0.0191655 # DEPENDENCYPART_SIBL
(29,15),(29,21),-0.0191655 # DEPENDENCYPART_SIBL
(29,15),(29,22),-0.102576 # DEPENDENCYPART_SIBL
(29,15),(29,24),-0.0191655 # DEPENDENCYPART_SIBL
(29,15),(29,25),-0.0191655 # DEPENDENCYPART_SIBL
(29,15),(29,26),-0.102576 # DEPENDENCYPART_SIBL
(29,15),(29,27),0.0378706 # DEPENDENCYPART_SIBL
(29,15),(29,28),-0.0192609 # DEPENDENCYPART_SIBL
(29,17),(29,18),-0.227635 # DEPENDENCYPART_SIBL
(29,17),(29,19),-0.25053 # DEPENDENCYPART_SIBL
(29,17),(29,20),-0.472193 # DEPENDENCYPART_SIBL
(29,17),(29,21),-0.472193 # DEPENDENCYPART_SIBL
(29,17),(29,22),-1.03143 # DEPENDENCYPART_SIBL
(29,17),(29,24),-0.472193 # DEPENDENCYPART_SIBL
(29,17),(29,25),-0.472193 # DEPENDENCYPART_SIBL
(29,17),(29,26),-1.03143 # DEPENDENCYPART_SIBL
(29,17),(29,27),-0.696399 # DEPENDENCYPART_SIBL
(29,17),(29,28),-0.472242 # DEPENDENCYPART_SIBL
(29,18),(29,19),-0.114154 # DEPENDENCYPART_SIBL
(29,18),(29,20),-0.0483362 # DEPENDENCYPART_SIBL
(29,18),(29,21),-0.0483362 # DEPENDENCYPART_SIBL
(29,18),(29,22),-0.11049 # DEPENDENCYPART_SIBL
(29,18),(29,24),-0.0483362 # DEPENDENCYPART_SIBL
(29,18),(29,25),-0.0483362 # DEPENDENCYPART_SIBL
(29,18),(29,26),-0.11049 # DEPENDENCYPART_SIBL
(29,18),(29,27),-0.0194378 # DEPENDENCYPART_SIBL
(29,18),(29,28),-0.0485257 # DEPENDENCYPART_SIBL
(29,19),(29,20),0.0773112 # DEPENDENCYPART_SIBL
(29,19),(29,21),0.0773112 # DEPENDENCYPART_SIBL
(29,19),(29,22),-0.168714 # DEPENDENCYPART_SIBL
(29,19),(29,24),0.0773112 # DEPENDENCYPART_SIBL
(29,19),(29,25),0.0773112 # DEPENDENCYPART_SIBL
(29,19),(29,26),-0.168714 # DEPENDENCYPART_SIBL
(29,19),(29,27),0.025689 # DEPENDENCYPART_SIBL
(29,19),(29,28),0.0771204 # DEPENDENCYPART_SIBL
(29,20),(29,21),-0.0306636 # DEPENDENCYPART_SIBL
(29,20),(29,22),-0.051793 # DEPENDENCYPART_SIBL
(29,20),(29,24),-0.0306636 # DEPENDENCYPART_SIBL
(29,20),(29,25),-0.0306636 # DEPENDENCYPART_SIBL
(29,20),(29,26),-0.051793 # DEPENDENCYPART_SIBL
(29,20),(29,27),0.0422587 # DEPENDENCYPART_SIBL
(29,20),(29,28),-0.0185712 # DEPENDENCYPART_SIBL
(29,21),(29,22),-0.0512373 # DEPENDENCYPART_SIBL
(29,21),(29,24),-0.0258927 # DEPENDENCYPART_SIBL
(29,21),(29,25),-0.0258927 # DEPENDENCYPART_SIBL
(29,21),(29,26),-0.0512373 # DEPENDENCYPART_SIBL
(29,21),(29,27),0.0428143 # DEPENDENCYPART_SIBL
(29,21),(29,28),-0.0138003 # DEPENDENCYPART_SIBL
(29,22),(29,24),-0.472193 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.472193 # DEPENDENCYPART_SIBL
(29,22),(29,26),-1.03143 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.696399 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.472242 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.0258927 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.0512373 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.0428143 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.0138003 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0512373 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.0428143 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.0138003 # DEPENDENCYPART_SIBL
(29,26),(29,27),-0.696399 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.472242 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.252922 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.696516 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.170054 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),-4.17319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.110739 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.18776 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0501834 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-2.63838 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),-3.93429 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),-0.390298 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.50288 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.924825 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.315955 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),-4.17319 # DEPENDENCYPART_GRANDPAR
(0,5),(5,27),-0.525847 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0272196 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.431299 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-1.58141 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.295162 # DEPENDENCYPART_GRANDPAR
(0,7),(7,27),-0.329564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0925617 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0128617 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.103724 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.7902 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.262474 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-1.87368 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.441575 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-1.04453 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.436506 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-1.34958 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),-0.816047 # DEPENDENCYPART_GRANDPAR
(0,14),(14,27),-0.329564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,28),-0.945653 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.222189 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-2.22065 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.694573 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-2.23023 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-1.36372 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.599242 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-1.37824 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-2.63838 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0874622 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.396938 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.902438 # DEPENDENCYPART_GRANDPAR
(0,15),(15,27),-0.390298 # DEPENDENCYPART_GRANDPAR
(0,15),(15,28),-1.03204 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-1.13281 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.89774 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-1.88348 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-3.66613 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.571816 # DEPENDENCYPART_GRANDPAR
(0,19),(19,27),-0.525847 # DEPENDENCYPART_GRANDPAR
(0,29),(29,1),0.0901364 # DEPENDENCYPART_GRANDPAR
(0,29),(29,8),-1.70324 # DEPENDENCYPART_GRANDPAR
(0,29),(29,9),-0.0567761 # DEPENDENCYPART_GRANDPAR
(0,29),(29,11),-1.91617 # DEPENDENCYPART_GRANDPAR
(0,29),(29,14),-0.311683 # DEPENDENCYPART_GRANDPAR
(0,29),(29,15),-0.367135 # DEPENDENCYPART_GRANDPAR
(0,29),(29,17),-2.6975 # DEPENDENCYPART_GRANDPAR
(0,29),(29,18),-0.0602456 # DEPENDENCYPART_GRANDPAR
(0,29),(29,19),-0.306177 # DEPENDENCYPART_GRANDPAR
(0,29),(29,20),-0.39851 # DEPENDENCYPART_GRANDPAR
(0,29),(29,21),-0.538393 # DEPENDENCYPART_GRANDPAR
(0,29),(29,22),-3.1195 # DEPENDENCYPART_GRANDPAR
(0,29),(29,24),-0.34735 # DEPENDENCYPART_GRANDPAR
(0,29),(29,25),-0.85285 # DEPENDENCYPART_GRANDPAR
(0,29),(29,26),-3.99342 # DEPENDENCYPART_GRANDPAR
(0,29),(29,27),-0.0911782 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),-0.982455 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.818261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0170548 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),0.016355 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.195597 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.209287 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.210482 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),0.0690339 # DEPENDENCYPART_GRANDPAR
(1,3),(3,26),0.0990437 # DEPENDENCYPART_GRANDPAR
(1,3),(3,27),-0.276976 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.708998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.504411 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.56766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.257387 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.127645 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.0753922 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),-0.300077 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-0.596655 # DEPENDENCYPART_GRANDPAR
(2,26),(26,12),-0.991844 # DEPENDENCYPART_GRANDPAR
(2,26),(26,13),-1.07386 # DEPENDENCYPART_GRANDPAR
(2,26),(26,18),-0.609412 # DEPENDENCYPART_GRANDPAR
(2,26),(26,20),-1.27841 # DEPENDENCYPART_GRANDPAR
(2,26),(26,21),-1.33956 # DEPENDENCYPART_GRANDPAR
(2,26),(26,22),-0.561324 # DEPENDENCYPART_GRANDPAR
(2,26),(26,23),-0.676426 # DEPENDENCYPART_GRANDPAR
(2,26),(26,24),-1.43006 # DEPENDENCYPART_GRANDPAR
(2,26),(26,25),-1.52019 # DEPENDENCYPART_GRANDPAR
(2,26),(26,27),-1.08483 # DEPENDENCYPART_GRANDPAR
(2,26),(26,28),-1.40703 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0143392 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.589083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,26),-0.492933 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.210957 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.187506 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.423376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.103366 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.504078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.308173 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.109315 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.349496 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-0.265825 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.113179 # DEPENDENCYPART_GRANDPAR
(3,17),(17,4),-0.445249 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.480077 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.7954 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.752984 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.841067 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.594624 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.622177 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.53161 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.362323 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.403353 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.710314 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.841618 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.440536 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.816724 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.929308 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.453341 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),-0.631428 # DEPENDENCYPART_GRANDPAR
(3,17),(17,28),-0.880565 # DEPENDENCYPART_GRANDPAR
(3,26),(26,12),-0.752984 # DEPENDENCYPART_GRANDPAR
(3,26),(26,13),-0.841067 # DEPENDENCYPART_GRANDPAR
(3,26),(26,18),-0.513328 # DEPENDENCYPART_GRANDPAR
(3,26),(26,20),-0.933807 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-1.06815 # DEPENDENCYPART_GRANDPAR
(3,26),(26,22),-0.50316 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-0.529398 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),-1.04326 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-1.15584 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.631428 # DEPENDENCYPART_GRANDPAR
(3,26),(26,28),-0.880565 # DEPENDENCYPART_GRANDPAR
(3,27),(27,1),-0.165745 # DEPENDENCYPART_GRANDPAR
(3,27),(27,2),-0.209704 # DEPENDENCYPART_GRANDPAR
(3,27),(27,3),-0.424404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,27),(27,4),-0.0750116 # DEPENDENCYPART_GRANDPAR
(3,27),(27,5),-0.109283 # DEPENDENCYPART_GRANDPAR
(3,27),(27,6),-0.109841 # DEPENDENCYPART_GRANDPAR
(3,27),(27,7),-0.164339 # DEPENDENCYPART_GRANDPAR
(3,27),(27,8),-0.0879187 # DEPENDENCYPART_GRANDPAR
(3,27),(27,9),-0.140199 # DEPENDENCYPART_GRANDPAR
(3,27),(27,10),-0.425163 # DEPENDENCYPART_GRANDPAR
(3,27),(27,12),-0.382747 # DEPENDENCYPART_GRANDPAR
(3,27),(27,13),-0.470831 # DEPENDENCYPART_GRANDPAR
(3,27),(27,14),-0.428341 # DEPENDENCYPART_GRANDPAR
(3,27),(27,15),-0.455724 # DEPENDENCYPART_GRANDPAR
(3,27),(27,16),-0.36137 # DEPENDENCYPART_GRANDPAR
(3,27),(27,17),-0.227271 # DEPENDENCYPART_GRANDPAR
(3,27),(27,18),-0.250363 # DEPENDENCYPART_GRANDPAR
(3,27),(27,19),-0.286143 # DEPENDENCYPART_GRANDPAR
(3,27),(27,20),-0.56357 # DEPENDENCYPART_GRANDPAR
(3,27),(27,21),-0.697917 # DEPENDENCYPART_GRANDPAR
(3,27),(27,22),-0.287977 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),-0.348129 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.673022 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.785606 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.300782 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.561053 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0957736 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.194287 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.626503 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.202087 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-0.16072 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.265918 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.702749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.082669 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.159346 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-0.153401 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-0.55347 # DEPENDENCYPART_GRANDPAR
