# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,10,11,21,0,15,15,16,21,19,19,21,21,25,0,24,21,0,
(12,14),(14,19),-0.593562 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.488354 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.239903 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.711915 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.496786 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.362997 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.231944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0287734 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0313894 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.123642 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.272232 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.526877 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.361829 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.454496 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.548602 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.293125 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.335098 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.24171 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),0.0904854 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.173167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.115599 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.0314197 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.0369485 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.0358148 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.128827 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0723408 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.234516 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.0853493 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.255626 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-0.826036 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.598853 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),-0.0219449 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.20181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,15),-0.0130903 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),0.0130783 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),0.0512638 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.103156 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.210385 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.135189 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.125508 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.108974 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.0924186 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.285665 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.227419 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.548115 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.356875 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.28056 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.537587 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.159059 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.141288 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.414461 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.151268 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.3424 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.193507 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.742318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.430143 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.277854 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.47881 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.296634 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.602857 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.417447 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.298452 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.595065 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.257734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.156792 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.43527 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.12587 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0232577 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.580378 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.131422 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.139962 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0432469 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.498139 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0651404 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.354679 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.392347 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.407283 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.674269 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.48191 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.783017 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.581738 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.771593 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.607654 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0957462 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.215061 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.216302 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0547742 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.868416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.202909 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.183896 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.150857 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.247233 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.399075 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0592547 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.0699644 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.193992 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.932558 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.731721 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.519067 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.921577 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.244434 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.757637 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.24573 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.366285 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.146412 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.654825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.113885 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.260396 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.790827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.212649 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.478472 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.292094 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.288595 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.0481412 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.312487 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.464883 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.519064 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.375247 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.24573 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.366285 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.146412 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.654767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.113625 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.342712 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.268197 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.322992 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.164308 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.191235 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.402423 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.224576 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.0821963 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.147585 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.907556 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.706277 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.896133 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.37368 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.732193 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.220286 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.275769 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.340841 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.16867 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.723898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.211638 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.411674 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.231027 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.282479 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.119205 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.46039 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.380168 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.092434 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.353577 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.299321 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.0248688 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.291547 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.16851 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.220501 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.343943 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.0227158 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.398098 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.296558 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.173109 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.374308 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.011526 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.343943 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.0227158 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.00919787 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.389103 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.477475 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.398098 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.357438 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.228055 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.429255 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0277417 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.470869 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.293997 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.00526011 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.389706 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.100731 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.391144 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.309357 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.183303 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.388269 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0042193 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.426118 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.262437 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0493821 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.174707 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.478031 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.101148 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.398098 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.391144 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.828754 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.310241 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.481202 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0576745 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.537104 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.208801 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.250826 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0648941 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.382587 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.14404 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.300055 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.263511 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.00324004 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.0053437 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.304939 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.23359 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.125774 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.326973 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.0196802 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.368588 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.245064 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0673862 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.232237 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.204899 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.388097 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.255125 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.186512 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0924873 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.242729 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.176347 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.205392 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.313744 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.276409 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.621825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.137053 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.710994 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.330974 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.421742 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.213127 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0160065 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.651142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.255125 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.425452 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.398098 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.556699 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.728016 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.391144 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.564315 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.720645 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.133769 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.788278 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),0.0152509 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.24502 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.624925 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.13446 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.122055 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.253941 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.46826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,9),-0.592061 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.204282 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.221077 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.531202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0713515 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.2052 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.643658 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.191075 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.536032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.103312 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0144905 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.24033 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.107146 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.496709 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.133757 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.233634 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.62492 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.134455 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.12205 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.253936 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.468146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.0204491 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0155195 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.295202 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.306709 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.127226 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.554997 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.320539 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.10944 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.135905 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.581611 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.7371 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.804733 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.247376 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.261476 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.641381 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.735637 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.150916 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.199119 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.270397 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.571665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.064032 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.0212851 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.259833 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.265115 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.364927 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.241821 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.208822 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.473368 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.631153 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.104959 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.884902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),-0.133067 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.407976 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.377397 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.579172 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.460572 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.897245 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.0629787 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.376484 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-0.135992 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.235869 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-0.141151 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.124284 # DEPENDENCYPART_GRANDPAR
(14,24),(24,15),-0.0132561 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.0187656 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.300577 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.320797 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.313689 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.222862 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.623146 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.567797 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.191269 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.428204 # DEPENDENCYPART_GRANDPAR
(14,25),(25,1),-0.541242 # DEPENDENCYPART_GRANDPAR
(14,25),(25,5),-0.752755 # DEPENDENCYPART_GRANDPAR
(14,25),(25,6),-0.0542035 # DEPENDENCYPART_GRANDPAR
(14,25),(25,8),-0.209497 # DEPENDENCYPART_GRANDPAR
(14,25),(25,10),-0.7752 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-0.780979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,16),-0.15749 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),-0.381787 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.369666 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.510395 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.48189 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.741414 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.655625 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.394081 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.407837 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.0279938 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0465098 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.0237302 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.31207 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.552031 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0439023 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.0464011 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.13855 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0969805 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.0827738 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.0237775 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.311817 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.311648 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.344864 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0439023 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.0464011 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.181481 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.15864 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.0440443 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.13855 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.349461 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.37956 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.482202 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.339235 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.0116318 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.321966 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.321797 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.350356 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.446444 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.201355 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0362845 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.157479 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.1222 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.0717541 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.00647514 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.32473 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.326702 # DEPENDENCYPART_GRANDPAR
