# _root_ Ama , doların _ hızlı _ düşüşü enflasyonu _ _ artırırken , yumuşak inişi _ _ _ sertleştirebilecektir .
#goldHeads=19,0,6,5,7,7,10,10,10,11,18,0,14,18,16,17,18,19,0,
#predictedHeads=19,0,7,5,7,7,11,10,10,11,18,0,14,18,16,17,18,19,0,
(15,12),(12,17),-0.233072 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.225685 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.180689 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.25169 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.121926 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.147514 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.181486 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.168403 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.360487 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.38635 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.312645 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.247183 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.117419 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0865637 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0380175 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.158077 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.499515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.2369 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.206196 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.188158 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.269101 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.210774 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.463699 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.311902 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.308769 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.505989 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.272627 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.2143 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.467224 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.317268 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.312294 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.355679 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.425417 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.41203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,3),-0.331955 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.203457 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.876305 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0855198 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.473334 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.494158 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.444631 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.486225 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.609035 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.309779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.0297107 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.185638 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.148231 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.281699 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.331955 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.203457 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.876305 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.0855198 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.473334 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.494158 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.146435 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.444631 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.486225 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.200989 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.609035 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.309779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.0297107 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.185638 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.207217 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.131096 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.348596 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.362456 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.134567 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.0154515 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.299048 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.219131 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.0924185 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.272005 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.285864 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.153334 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.10953 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.133308 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.621934 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.382713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.102645 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.27997 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.214986 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.229238 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.185435 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.263382 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.231528 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.447245 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.309641 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.347919 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.354891 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.369684 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.325881 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.283966 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.170163 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0375855 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.195102 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.41203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.131962 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.147407 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.369775 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0731377 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.436175 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.37343 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),0.0423693 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.331364 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.651164 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.472743 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.490046 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.506161 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.462357 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.232286 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.206227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.142933 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.347701 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.27181 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.455502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.274211 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.236705 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.484189 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.598368 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.903455 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.584141 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.62253 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.739747 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.757051 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.683445 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.639642 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.476804 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.385251 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.321771 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.614705 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.435935 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.32939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.049322 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.147545 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.373212 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.142181 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.275317 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.0108423 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.148109 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.232027 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.401429 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.170122 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.147545 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.0598236 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.25268 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0417412 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.219585 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0800567 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.151071 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.063349 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.256206 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.0471067 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.223111 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.137219 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.344779 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.0990363 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.181005 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),0.00756175 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.606145 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.00366401 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.254875 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0682257 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.451971 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.403307 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.458548 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.325503 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.243067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.178788 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.130194 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.160143 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.181005 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.00756175 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.606145 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.00366401 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.254875 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0682257 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0657979 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.451971 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.403307 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.143169 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.458548 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.325503 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.243067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.178788 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0562666 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.0799225 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.130137 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0634768 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.20879 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),0.00258511 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.177491 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),0.0510303 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.00323465 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.0535459 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.140068 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0726965 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0353078 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.140649 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.471447 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.515792 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.27312 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.28162 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.148601 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.111212 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.270722 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.14861 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.296757 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.0394802 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.12946 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.0710417 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.289047 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.251658 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.291306 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0872457 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0202351 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.182753 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0990363 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.345318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,10),-0.0731847 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.377116 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.00977995 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.378354 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.222943 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.130194 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.254875 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0682257 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0657979 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0284091 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.456124 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0998439 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.524721 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.203564 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.253481 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.243067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.178788 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.218668 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.362633 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.447418 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.692437 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.31398 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.533346 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.521288 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.331118 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.602808 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.565419 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.484145 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.302334 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.263951 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.464218 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.423586 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.357065 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.262678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),0.34641 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.581769 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.500448 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.296337 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),-0.169201 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.13074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,2),0.0376027 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.23065 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),0.0288469 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.177123 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.241866 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.157691 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.0508917 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.293468 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.2819 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.0351215 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.198097 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0370253 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),0.170799 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),0.043991 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.164235 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),0.201189 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.109809 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0464645 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.498151 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.438089 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.128729 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),-0.00159335 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.05893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,1),0.21295 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),0.0376027 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.197901 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.104373 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.115615 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0764026 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.250925 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.03584 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.199663 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.106135 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.113775 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0781653 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.328348 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.201051 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.108309 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.164235 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.201189 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.109809 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.057929 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.363777 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.0914298 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.319958 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.00875251 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.00137479 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.128729 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.00159335 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.05893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,1),0.323407 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.043991 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.164235 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.201189 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.109809 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.057929 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.363777 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0914298 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.0340009 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.319958 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.00875251 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.129997 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.00137479 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.128729 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.00159335 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.05893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,3),-0.181544 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),0.144204 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.346468 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.101774 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.308157 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),0.34641 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.021746 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.142137 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),0.0893062 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.316214 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.132028 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0653781 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.170627 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0162078 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.00838444 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.296337 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.169201 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.13074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.198077 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.00439909 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.10085 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.137581 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.241857 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.170783 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.117876 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.334345 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.107009 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.100331 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.00491829 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.14705 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.325361 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.272869 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0224104 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.108309 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.235445 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.197635 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.134493 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.446124 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.139881 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.38845 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),0.323407 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),0.363777 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.0914298 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),0.0340009 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.13925 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.173517 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.33175 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0676662 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.408269 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.18101 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.00159335 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.05893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
