# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,11,0,11,12,13,14,15,16,17,22,19,22,21,22,23,24,30,0,27,28,30,30,31,0,
(30,8),(30,26),-0.110873 # DEPENDENCYPART_SIBL
(30,8),(30,27),-0.0280745 # DEPENDENCYPART_SIBL
(30,8),(30,28),-0.00970074 # DEPENDENCYPART_SIBL
(30,8),(30,29),-0.0767333 # DEPENDENCYPART_SIBL
(30,8),(30,31),-0.0947259 # DEPENDENCYPART_SIBL
(30,9),(30,10),0.136072 # DEPENDENCYPART_SIBL
(30,9),(30,11),-0.0456936 # DEPENDENCYPART_SIBL
(30,9),(30,13),-0.0283394 # DEPENDENCYPART_SIBL
(30,9),(30,14),-0.0900692 # DEPENDENCYPART_SIBL
(30,9),(30,15),0.0765423 # DEPENDENCYPART_SIBL
(30,9),(30,16),0.136072 # DEPENDENCYPART_SIBL
(30,9),(30,17),0.136072 # DEPENDENCYPART_SIBL
(30,9),(30,18),0.136072 # DEPENDENCYPART_SIBL
(30,9),(30,19),0.136072 # DEPENDENCYPART_SIBL
(30,9),(30,20),-0.0456936 # DEPENDENCYPART_SIBL
(30,9),(30,21),-0.0456936 # DEPENDENCYPART_SIBL
(30,9),(30,22),-0.0456936 # DEPENDENCYPART_SIBL
(30,9),(30,23),0.0765423 # DEPENDENCYPART_SIBL
(30,9),(30,24),0.115911 # DEPENDENCYPART_SIBL
(30,9),(30,25),-0.18329 # DEPENDENCYPART_SIBL
(30,9),(30,26),-0.0297225 # DEPENDENCYPART_SIBL
(30,9),(30,27),0.0675223 # DEPENDENCYPART_SIBL
(30,9),(30,28),0.0983455 # DEPENDENCYPART_SIBL
(30,9),(30,29),-0.0456936 # DEPENDENCYPART_SIBL
(30,9),(30,31),-0.0334177 # DEPENDENCYPART_SIBL
(30,10),(30,11),0.0708964 # DEPENDENCYPART_SIBL
(30,10),(30,13),-0.0739771 # DEPENDENCYPART_SIBL
(30,10),(30,14),0.0210008 # DEPENDENCYPART_SIBL
(30,10),(30,15),-0.0073758 # DEPENDENCYPART_SIBL
(30,10),(30,16),-0.0131599 # DEPENDENCYPART_SIBL
(30,10),(30,17),-0.0131599 # DEPENDENCYPART_SIBL
(30,10),(30,18),-0.0131599 # DEPENDENCYPART_SIBL
(30,10),(30,19),-0.0131599 # DEPENDENCYPART_SIBL
(30,10),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,10),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,10),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,10),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,10),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,10),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,10),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,10),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,10),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,10),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,10),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,11),(30,13),-0.358707 # DEPENDENCYPART_SIBL
(30,11),(30,14),-0.975404 # DEPENDENCYPART_SIBL
(30,11),(30,15),-0.534159 # DEPENDENCYPART_SIBL
(30,11),(30,16),-0.570968 # DEPENDENCYPART_SIBL
(30,11),(30,17),-0.570968 # DEPENDENCYPART_SIBL
(30,11),(30,18),-0.570968 # DEPENDENCYPART_SIBL
(30,11),(30,19),-0.570968 # DEPENDENCYPART_SIBL
(30,11),(30,20),-1.10236 # DEPENDENCYPART_SIBL
(30,11),(30,21),-1.10236 # DEPENDENCYPART_SIBL
(30,11),(30,22),-1.10236 # DEPENDENCYPART_SIBL
(30,11),(30,23),-0.534159 # DEPENDENCYPART_SIBL
(30,11),(30,24),-0.586061 # DEPENDENCYPART_SIBL
(30,11),(30,25),-0.478169 # DEPENDENCYPART_SIBL
(30,11),(30,26),-0.579441 # DEPENDENCYPART_SIBL
(30,11),(30,27),-0.487725 # DEPENDENCYPART_SIBL
(30,11),(30,28),-0.33219 # DEPENDENCYPART_SIBL
(30,11),(30,29),-1.10236 # DEPENDENCYPART_SIBL
(30,11),(30,31),-0.140765 # DEPENDENCYPART_SIBL
(30,13),(30,14),-0.0320105 # DEPENDENCYPART_SIBL
(30,13),(30,15),0.0241125 # DEPENDENCYPART_SIBL
(30,13),(30,16),0.0275599 # DEPENDENCYPART_SIBL
(30,13),(30,17),0.0275599 # DEPENDENCYPART_SIBL
(30,13),(30,18),0.0275599 # DEPENDENCYPART_SIBL
(30,13),(30,19),0.0275599 # DEPENDENCYPART_SIBL
(30,13),(30,20),-0.102224 # DEPENDENCYPART_SIBL
(30,13),(30,21),-0.102224 # DEPENDENCYPART_SIBL
(30,13),(30,22),-0.102224 # DEPENDENCYPART_SIBL
(30,13),(30,23),0.0241125 # DEPENDENCYPART_SIBL
(30,13),(30,24),0.00476312 # DEPENDENCYPART_SIBL
(30,13),(30,25),-0.101941 # DEPENDENCYPART_SIBL
(30,13),(30,26),-0.015856 # DEPENDENCYPART_SIBL
(30,13),(30,27),0.0481768 # DEPENDENCYPART_SIBL
(30,13),(30,28),0.0233179 # DEPENDENCYPART_SIBL
(30,13),(30,29),-0.102224 # DEPENDENCYPART_SIBL
(30,13),(30,31),-0.0927943 # DEPENDENCYPART_SIBL
(30,14),(30,15),-0.440581 # DEPENDENCYPART_SIBL
(30,14),(30,16),-0.563449 # DEPENDENCYPART_SIBL
(30,14),(30,17),-0.563449 # DEPENDENCYPART_SIBL
(30,14),(30,18),-0.563449 # DEPENDENCYPART_SIBL
(30,14),(30,19),-0.563449 # DEPENDENCYPART_SIBL
(30,14),(30,20),-0.846928 # DEPENDENCYPART_SIBL
(30,14),(30,21),-0.846928 # DEPENDENCYPART_SIBL
(30,14),(30,22),-0.846928 # DEPENDENCYPART_SIBL
(30,14),(30,23),-0.440581 # DEPENDENCYPART_SIBL
(30,14),(30,24),-0.602526 # DEPENDENCYPART_SIBL
(30,14),(30,25),-0.412085 # DEPENDENCYPART_SIBL
(30,14),(30,26),-0.509074 # DEPENDENCYPART_SIBL
(30,14),(30,27),-0.384137 # DEPENDENCYPART_SIBL
(30,14),(30,28),-0.311037 # DEPENDENCYPART_SIBL
(30,14),(30,29),-0.846928 # DEPENDENCYPART_SIBL
(30,14),(30,31),-0.113297 # DEPENDENCYPART_SIBL
(30,15),(30,16),-0.0260232 # DEPENDENCYPART_SIBL
(30,15),(30,17),-0.0260232 # DEPENDENCYPART_SIBL
(30,15),(30,18),-0.0260232 # DEPENDENCYPART_SIBL
(30,15),(30,19),-0.0260232 # DEPENDENCYPART_SIBL
(30,15),(30,20),-0.011467 # DEPENDENCYPART_SIBL
(30,15),(30,21),-0.011467 # DEPENDENCYPART_SIBL
(30,15),(30,22),-0.011467 # DEPENDENCYPART_SIBL
(30,15),(30,23),0.00184464 # DEPENDENCYPART_SIBL
(30,15),(30,24),-0.0470608 # DEPENDENCYPART_SIBL
(30,15),(30,25),-0.170721 # DEPENDENCYPART_SIBL
(30,15),(30,26),-0.0404332 # DEPENDENCYPART_SIBL
(30,15),(30,27),0.028369 # DEPENDENCYPART_SIBL
(30,15),(30,28),-0.0134202 # DEPENDENCYPART_SIBL
(30,15),(30,29),-0.011467 # DEPENDENCYPART_SIBL
(30,15),(30,31),-0.100075 # DEPENDENCYPART_SIBL
(30,16),(30,17),-0.0131599 # DEPENDENCYPART_SIBL
(30,16),(30,18),-0.0131599 # DEPENDENCYPART_SIBL
(30,16),(30,19),-0.0131599 # DEPENDENCYPART_SIBL
(30,16),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,16),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,16),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,16),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,16),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,16),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,16),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,16),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,16),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,16),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,16),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,17),(30,18),-0.0131599 # DEPENDENCYPART_SIBL
(30,17),(30,19),-0.0131599 # DEPENDENCYPART_SIBL
(30,17),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,17),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,17),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,17),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,17),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,17),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,17),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,17),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,17),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,17),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,17),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,18),(30,19),-0.0131599 # DEPENDENCYPART_SIBL
(30,18),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,18),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,18),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,18),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,18),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,18),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,18),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,18),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,18),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,18),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,18),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,19),(30,20),0.0708964 # DEPENDENCYPART_SIBL
(30,19),(30,21),0.0708964 # DEPENDENCYPART_SIBL
(30,19),(30,22),0.0708964 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.00737576 # DEPENDENCYPART_SIBL
(30,19),(30,24),-0.0522375 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.13796 # DEPENDENCYPART_SIBL
(30,19),(30,26),-0.0758692 # DEPENDENCYPART_SIBL
(30,19),(30,27),0.0490678 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.00770213 # DEPENDENCYPART_SIBL
(30,19),(30,29),0.0708964 # DEPENDENCYPART_SIBL
(30,19),(30,31),-0.0723447 # DEPENDENCYPART_SIBL
(30,20),(30,21),-1.10236 # DEPENDENCYPART_SIBL
(30,20),(30,22),-1.10236 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.534159 # DEPENDENCYPART_SIBL
(30,20),(30,24),-0.586061 # DEPENDENCYPART_SIBL
(30,20),(30,25),-0.478169 # DEPENDENCYPART_SIBL
(30,20),(30,26),-0.579441 # DEPENDENCYPART_SIBL
(30,20),(30,27),-0.487725 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.33219 # DEPENDENCYPART_SIBL
(30,20),(30,29),-1.10236 # DEPENDENCYPART_SIBL
(30,20),(30,31),-0.140765 # DEPENDENCYPART_SIBL
(30,21),(30,22),-1.10236 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.534159 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.586061 # DEPENDENCYPART_SIBL
(30,21),(30,25),-0.478169 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.579441 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.487725 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.33219 # DEPENDENCYPART_SIBL
(30,21),(30,29),-1.10236 # DEPENDENCYPART_SIBL
(30,21),(30,31),-0.140765 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.534159 # DEPENDENCYPART_SIBL
(30,22),(30,24),-0.586061 # DEPENDENCYPART_SIBL
(30,22),(30,25),-0.478169 # DEPENDENCYPART_SIBL
(30,22),(30,26),-0.579441 # DEPENDENCYPART_SIBL
(30,22),(30,27),-0.487725 # DEPENDENCYPART_SIBL
(30,22),(30,28),-0.33219 # DEPENDENCYPART_SIBL
(30,22),(30,29),-1.10236 # DEPENDENCYPART_SIBL
(30,22),(30,31),-0.140765 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.0470606 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.169974 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.0399781 # DEPENDENCYPART_SIBL
(30,23),(30,27),0.0288242 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.0134202 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.0114646 # DEPENDENCYPART_SIBL
(30,23),(30,31),-0.100075 # DEPENDENCYPART_SIBL
(30,24),(30,25),-0.146251 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.0692335 # DEPENDENCYPART_SIBL
(30,24),(30,27),0.0557035 # DEPENDENCYPART_SIBL
(30,24),(30,28),0.00111161 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.0728484 # DEPENDENCYPART_SIBL
(30,24),(30,31),-0.0745351 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.0297225 # DEPENDENCYPART_SIBL
(30,25),(30,27),0.0675223 # DEPENDENCYPART_SIBL
(30,25),(30,28),0.0983455 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.0456936 # DEPENDENCYPART_SIBL
(30,25),(30,31),-0.0334177 # DEPENDENCYPART_SIBL
(30,26),(30,27),-0.0148213 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.0454235 # DEPENDENCYPART_SIBL
(30,26),(30,29),-0.0644038 # DEPENDENCYPART_SIBL
(30,26),(30,31),-0.095635 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.0288263 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.0957029 # DEPENDENCYPART_SIBL
(30,27),(30,31),-0.0859243 # DEPENDENCYPART_SIBL
(30,28),(30,29),-0.0393556 # DEPENDENCYPART_SIBL
(30,28),(30,31),-0.127452 # DEPENDENCYPART_SIBL
(30,29),(30,31),-0.140765 # DEPENDENCYPART_SIBL
(31,1),(31,3),-0.126215 # DEPENDENCYPART_SIBL
(31,1),(31,5),0.00718179 # DEPENDENCYPART_SIBL
(31,1),(31,6),0.00718179 # DEPENDENCYPART_SIBL
(31,1),(31,8),0.0125456 # DEPENDENCYPART_SIBL
(31,1),(31,11),0.00718179 # DEPENDENCYPART_SIBL
(31,1),(31,13),-0.0233302 # DEPENDENCYPART_SIBL
(31,1),(31,15),-0.0807975 # DEPENDENCYPART_SIBL
(31,1),(31,20),0.00718179 # DEPENDENCYPART_SIBL
(31,1),(31,21),0.00718179 # DEPENDENCYPART_SIBL
(31,1),(31,22),0.00718179 # DEPENDENCYPART_SIBL
(31,1),(31,23),-0.0807975 # DEPENDENCYPART_SIBL
(31,1),(31,24),-0.110044 # DEPENDENCYPART_SIBL
(31,1),(31,25),-0.0633984 # DEPENDENCYPART_SIBL
(31,1),(31,26),-0.0794369 # DEPENDENCYPART_SIBL
(31,1),(31,27),-0.0819353 # DEPENDENCYPART_SIBL
(31,1),(31,28),-0.0488991 # DEPENDENCYPART_SIBL
(31,1),(31,29),0.00718179 # DEPENDENCYPART_SIBL
(31,1),(31,30),0.0463646 # DEPENDENCYPART_SIBL
(31,3),(31,5),-0.498635 # DEPENDENCYPART_SIBL
(31,3),(31,6),-0.498635 # DEPENDENCYPART_SIBL
(31,3),(31,8),-0.0649885 # DEPENDENCYPART_SIBL
(31,3),(31,11),-0.498635 # DEPENDENCYPART_SIBL
(31,3),(31,13),-0.0482815 # DEPENDENCYPART_SIBL
(31,3),(31,15),-0.237804 # DEPENDENCYPART_SIBL
(31,3),(31,20),-0.498635 # DEPENDENCYPART_SIBL
(31,3),(31,21),-0.498635 # DEPENDENCYPART_SIBL
(31,3),(31,22),-0.498635 # DEPENDENCYPART_SIBL
(31,3),(31,23),-0.237804 # DEPENDENCYPART_SIBL
(31,3),(31,24),-0.320774 # DEPENDENCYPART_SIBL
(31,3),(31,25),-0.0854756 # DEPENDENCYPART_SIBL
(31,3),(31,26),-0.236444 # DEPENDENCYPART_SIBL
(31,3),(31,27),-0.238942 # DEPENDENCYPART_SIBL
(31,3),(31,28),-0.0896856 # DEPENDENCYPART_SIBL
(31,3),(31,29),-0.498635 # DEPENDENCYPART_SIBL
(31,3),(31,30),-0.197085 # DEPENDENCYPART_SIBL
(31,5),(31,6),-0.758736 # DEPENDENCYPART_SIBL
(31,5),(31,8),-0.146432 # DEPENDENCYPART_SIBL
(31,5),(31,11),-0.758736 # DEPENDENCYPART_SIBL
(31,5),(31,13),-0.0516371 # DEPENDENCYPART_SIBL
(31,5),(31,15),-0.347106 # DEPENDENCYPART_SIBL
(31,5),(31,20),-0.758736 # DEPENDENCYPART_SIBL
(31,5),(31,21),-0.758736 # DEPENDENCYPART_SIBL
(31,5),(31,22),-0.758736 # DEPENDENCYPART_SIBL
(31,5),(31,23),-0.347106 # DEPENDENCYPART_SIBL
(31,5),(31,24),-0.405056 # DEPENDENCYPART_SIBL
(31,5),(31,25),-0.166686 # DEPENDENCYPART_SIBL
(31,5),(31,26),-0.349704 # DEPENDENCYPART_SIBL
(31,5),(31,27),-0.338291 # DEPENDENCYPART_SIBL
(31,5),(31,28),-0.197576 # DEPENDENCYPART_SIBL
(31,5),(31,29),-0.758736 # DEPENDENCYPART_SIBL
(31,5),(31,30),-0.443206 # DEPENDENCYPART_SIBL
(31,6),(31,8),-0.146432 # DEPENDENCYPART_SIBL
(31,6),(31,11),-0.758736 # DEPENDENCYPART_SIBL
(31,6),(31,13),-0.0516371 # DEPENDENCYPART_SIBL
(31,6),(31,15),-0.347106 # DEPENDENCYPART_SIBL
(31,6),(31,20),-0.758736 # DEPENDENCYPART_SIBL
(31,6),(31,21),-0.758736 # DEPENDENCYPART_SIBL
(31,6),(31,22),-0.758736 # DEPENDENCYPART_SIBL
(31,6),(31,23),-0.347106 # DEPENDENCYPART_SIBL
(31,6),(31,24),-0.405056 # DEPENDENCYPART_SIBL
(31,6),(31,25),-0.166686 # DEPENDENCYPART_SIBL
(31,6),(31,26),-0.349704 # DEPENDENCYPART_SIBL
(31,6),(31,27),-0.338291 # DEPENDENCYPART_SIBL
(31,6),(31,28),-0.197576 # DEPENDENCYPART_SIBL
(31,6),(31,29),-0.758736 # DEPENDENCYPART_SIBL
(31,6),(31,30),-0.443206 # DEPENDENCYPART_SIBL
(31,8),(31,11),-0.0130394 # DEPENDENCYPART_SIBL
(31,8),(31,13),-0.0906356 # DEPENDENCYPART_SIBL
(31,8),(31,15),-0.127529 # DEPENDENCYPART_SIBL
(31,8),(31,20),-0.0130394 # DEPENDENCYPART_SIBL
(31,8),(31,21),-0.0130394 # DEPENDENCYPART_SIBL
(31,8),(31,22),-0.0130394 # DEPENDENCYPART_SIBL
(31,8),(31,23),-0.127529 # DEPENDENCYPART_SIBL
(31,8),(31,24),-0.044064 # DEPENDENCYPART_SIBL
(31,8),(31,25),-0.0834853 # DEPENDENCYPART_SIBL
(31,8),(31,26),-0.134867 # DEPENDENCYPART_SIBL
(31,8),(31,27),-0.129947 # DEPENDENCYPART_SIBL
(31,8),(31,28),-0.0242314 # DEPENDENCYPART_SIBL
(31,8),(31,29),-0.0130394 # DEPENDENCYPART_SIBL
(31,8),(31,30),0.0521867 # DEPENDENCYPART_SIBL
(31,11),(31,13),-0.0516371 # DEPENDENCYPART_SIBL
(31,11),(31,15),-0.347106 # DEPENDENCYPART_SIBL
(31,11),(31,20),-0.758736 # DEPENDENCYPART_SIBL
(31,11),(31,21),-0.758736 # DEPENDENCYPART_SIBL
(31,11),(31,22),-0.758736 # DEPENDENCYPART_SIBL
(31,11),(31,23),-0.347106 # DEPENDENCYPART_SIBL
(31,11),(31,24),-0.405056 # DEPENDENCYPART_SIBL
(31,11),(31,25),-0.166686 # DEPENDENCYPART_SIBL
(31,11),(31,26),-0.349704 # DEPENDENCYPART_SIBL
(31,11),(31,27),-0.338291 # DEPENDENCYPART_SIBL
(31,11),(31,28),-0.197576 # DEPENDENCYPART_SIBL
(31,11),(31,29),-0.758736 # DEPENDENCYPART_SIBL
(31,11),(31,30),-0.443206 # DEPENDENCYPART_SIBL
(31,13),(31,15),-0.00655816 # DEPENDENCYPART_SIBL
(31,13),(31,20),0.0397831 # DEPENDENCYPART_SIBL
(31,13),(31,21),0.0397831 # DEPENDENCYPART_SIBL
(31,13),(31,22),0.0397831 # DEPENDENCYPART_SIBL
(31,13),(31,23),-0.00655816 # DEPENDENCYPART_SIBL
(31,13),(31,24),-0.039724 # DEPENDENCYPART_SIBL
(31,13),(31,25),0.0148569 # DEPENDENCYPART_SIBL
(31,13),(31,26),-0.00195966 # DEPENDENCYPART_SIBL
(31,13),(31,27),-0.00916004 # DEPENDENCYPART_SIBL
(31,13),(31,28),0.0146787 # DEPENDENCYPART_SIBL
(31,13),(31,29),0.0397831 # DEPENDENCYPART_SIBL
(31,13),(31,30),0.128489 # DEPENDENCYPART_SIBL
(31,15),(31,20),0.00671933 # DEPENDENCYPART_SIBL
(31,15),(31,21),0.00671933 # DEPENDENCYPART_SIBL
(31,15),(31,22),0.00671933 # DEPENDENCYPART_SIBL
(31,15),(31,23),-0.0821655 # DEPENDENCYPART_SIBL
(31,15),(31,24),-0.110502 # DEPENDENCYPART_SIBL
(31,15),(31,25),-0.0646028 # DEPENDENCYPART_SIBL
(31,15),(31,26),-0.0808049 # DEPENDENCYPART_SIBL
(31,15),(31,27),-0.0833033 # DEPENDENCYPART_SIBL
(31,15),(31,28),-0.0493568 # DEPENDENCYPART_SIBL
(31,15),(31,29),0.00671933 # DEPENDENCYPART_SIBL
(31,15),(31,30),0.0459022 # DEPENDENCYPART_SIBL
(31,20),(31,21),-0.758736 # DEPENDENCYPART_SIBL
(31,20),(31,22),-0.758736 # DEPENDENCYPART_SIBL
(31,20),(31,23),-0.347106 # DEPENDENCYPART_SIBL
(31,20),(31,24),-0.405056 # DEPENDENCYPART_SIBL
(31,20),(31,25),-0.166686 # DEPENDENCYPART_SIBL
(31,20),(31,26),-0.349704 # DEPENDENCYPART_SIBL
(31,20),(31,27),-0.338291 # DEPENDENCYPART_SIBL
(31,20),(31,28),-0.197576 # DEPENDENCYPART_SIBL
(31,20),(31,29),-0.758736 # DEPENDENCYPART_SIBL
(31,20),(31,30),-0.443206 # DEPENDENCYPART_SIBL
(31,21),(31,22),-0.758736 # DEPENDENCYPART_SIBL
(31,21),(31,23),-0.347106 # DEPENDENCYPART_SIBL
(31,21),(31,24),-0.405056 # DEPENDENCYPART_SIBL
(31,21),(31,25),-0.166686 # DEPENDENCYPART_SIBL
(31,21),(31,26),-0.349704 # DEPENDENCYPART_SIBL
(31,21),(31,27),-0.338291 # DEPENDENCYPART_SIBL
(31,21),(31,28),-0.197576 # DEPENDENCYPART_SIBL
(31,21),(31,29),-0.758736 # DEPENDENCYPART_SIBL
(31,21),(31,30),-0.443206 # DEPENDENCYPART_SIBL
(31,22),(31,23),-0.347106 # DEPENDENCYPART_SIBL
(31,22),(31,24),-0.405056 # DEPENDENCYPART_SIBL
(31,22),(31,25),-0.166686 # DEPENDENCYPART_SIBL
(31,22),(31,26),-0.349704 # DEPENDENCYPART_SIBL
(31,22),(31,27),-0.338291 # DEPENDENCYPART_SIBL
(31,22),(31,28),-0.197576 # DEPENDENCYPART_SIBL
(31,22),(31,29),-0.758736 # DEPENDENCYPART_SIBL
(31,22),(31,30),-0.443206 # DEPENDENCYPART_SIBL
(31,23),(31,24),-0.110044 # DEPENDENCYPART_SIBL
(31,23),(31,25),-0.0633984 # DEPENDENCYPART_SIBL
(31,23),(31,26),-0.0794369 # DEPENDENCYPART_SIBL
(31,23),(31,27),-0.0819353 # DEPENDENCYPART_SIBL
(31,23),(31,28),-0.0488991 # DEPENDENCYPART_SIBL
(31,23),(31,29),0.00718179 # DEPENDENCYPART_SIBL
(31,23),(31,30),0.0463646 # DEPENDENCYPART_SIBL
(31,24),(31,25),-0.0773771 # DEPENDENCYPART_SIBL
(31,24),(31,26),-0.08497 # DEPENDENCYPART_SIBL
(31,24),(31,27),-0.0634447 # DEPENDENCYPART_SIBL
(31,24),(31,28),-0.0774438 # DEPENDENCYPART_SIBL
(31,24),(31,29),0.0216482 # DEPENDENCYPART_SIBL
(31,24),(31,30),0.0927627 # DEPENDENCYPART_SIBL
(31,25),(31,26),-0.0841952 # DEPENDENCYPART_SIBL
(31,25),(31,27),-0.047658 # DEPENDENCYPART_SIBL
(31,25),(31,28),0.0313712 # DEPENDENCYPART_SIBL
(31,25),(31,29),-0.0876552 # DEPENDENCYPART_SIBL
(31,25),(31,30),0.0910273 # DEPENDENCYPART_SIBL
(31,26),(31,27),-0.106506 # DEPENDENCYPART_SIBL
(31,26),(31,28),-0.0587007 # DEPENDENCYPART_SIBL
(31,26),(31,29),-0.0188005 # DEPENDENCYPART_SIBL
(31,26),(31,30),0.0314263 # DEPENDENCYPART_SIBL
(31,27),(31,28),-0.0480627 # DEPENDENCYPART_SIBL
(31,27),(31,29),-0.0391725 # DEPENDENCYPART_SIBL
(31,27),(31,30),0.0225285 # DEPENDENCYPART_SIBL
(31,28),(31,29),-0.0315269 # DEPENDENCYPART_SIBL
(31,28),(31,30),0.0208213 # DEPENDENCYPART_SIBL
(31,29),(31,30),-0.443206 # DEPENDENCYPART_SIBL
(0,9),(9,1),-0.576066 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-1.49672 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-1.28652 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-2.47043 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-2.43246 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-1.47524 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-1.14897 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-3.63999 # DEPENDENCYPART_GRANDPAR
(0,9),(9,29),-4.58018 # DEPENDENCYPART_GRANDPAR
(0,9),(9,30),-1.42126 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),-2.47043 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),-2.43246 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-2.99323 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-1.12055 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-1.24369 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-1.50882 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-1.22967 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-4.53126 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-4.5636 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-4.42885 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-1.33528 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-1.13353 # DEPENDENCYPART_GRANDPAR
(0,25),(25,29),-4.58018 # DEPENDENCYPART_GRANDPAR
(0,25),(25,30),-1.42126 # DEPENDENCYPART_GRANDPAR
(0,25),(25,31),-1.29529 # DEPENDENCYPART_GRANDPAR
