# _root_ Bu rolünün uzun bir dönem _ devam_etmesi , döviz kurlarının nerede _ olmasını _ istemenize _ _ bağlı_olarak , enflasyon _ hedeflemesinin rafa _ _ kaldırılması mecburiyetini _ doğurur .
#goldHeads=2,6,5,5,6,7,29,0,10,12,12,13,14,15,17,17,18,25,0,22,22,25,25,25,26,27,29,29,30,0,
#predictedHeads=2,7,5,5,6,7,8,0,10,12,12,13,14,15,17,17,18,29,0,22,22,27,25,25,26,27,29,29,30,0,
(29,7),(29,18),0.0175142 # DEPENDENCYPART_SIBL
(29,7),(29,19),-0.157828 # DEPENDENCYPART_SIBL
(29,7),(29,20),-0.0722324 # DEPENDENCYPART_SIBL
(29,7),(29,21),0.0317593 # DEPENDENCYPART_SIBL
(29,7),(29,22),-0.0706418 # DEPENDENCYPART_SIBL
(29,7),(29,23),-0.0706418 # DEPENDENCYPART_SIBL
(29,7),(29,24),0.0317593 # DEPENDENCYPART_SIBL
(29,7),(29,25),0.0317593 # DEPENDENCYPART_SIBL
(29,7),(29,26),-0.0751595 # DEPENDENCYPART_SIBL
(29,7),(29,27),-0.0706418 # DEPENDENCYPART_SIBL
(29,7),(29,28),0.0317593 # DEPENDENCYPART_SIBL
(29,8),(29,9),0.0214278 # DEPENDENCYPART_SIBL
(29,8),(29,10),0.0214278 # DEPENDENCYPART_SIBL
(29,8),(29,12),-0.13294 # DEPENDENCYPART_SIBL
(29,8),(29,13),0.046031 # DEPENDENCYPART_SIBL
(29,8),(29,14),-0.13294 # DEPENDENCYPART_SIBL
(29,8),(29,15),0.0214278 # DEPENDENCYPART_SIBL
(29,8),(29,16),-0.217742 # DEPENDENCYPART_SIBL
(29,8),(29,17),-0.13294 # DEPENDENCYPART_SIBL
(29,8),(29,18),0.0298296 # DEPENDENCYPART_SIBL
(29,8),(29,19),-0.241759 # DEPENDENCYPART_SIBL
(29,8),(29,20),0.0146766 # DEPENDENCYPART_SIBL
(29,8),(29,21),-0.13294 # DEPENDENCYPART_SIBL
(29,8),(29,22),0.0214278 # DEPENDENCYPART_SIBL
(29,8),(29,23),0.0214278 # DEPENDENCYPART_SIBL
(29,8),(29,24),-0.13294 # DEPENDENCYPART_SIBL
(29,8),(29,25),-0.13294 # DEPENDENCYPART_SIBL
(29,8),(29,26),0.0199159 # DEPENDENCYPART_SIBL
(29,8),(29,27),0.0214278 # DEPENDENCYPART_SIBL
(29,8),(29,28),-0.13294 # DEPENDENCYPART_SIBL
(29,9),(29,10),-0.0706418 # DEPENDENCYPART_SIBL
(29,9),(29,12),0.0317593 # DEPENDENCYPART_SIBL
(29,9),(29,13),-0.0528747 # DEPENDENCYPART_SIBL
(29,9),(29,14),0.0317593 # DEPENDENCYPART_SIBL
(29,9),(29,15),-0.0706418 # DEPENDENCYPART_SIBL
(29,9),(29,16),-0.0532037 # DEPENDENCYPART_SIBL
(29,9),(29,17),0.0317593 # DEPENDENCYPART_SIBL
(29,9),(29,18),0.0175142 # DEPENDENCYPART_SIBL
(29,9),(29,19),-0.157828 # DEPENDENCYPART_SIBL
(29,9),(29,20),-0.0722324 # DEPENDENCYPART_SIBL
(29,9),(29,21),0.0317593 # DEPENDENCYPART_SIBL
(29,9),(29,22),-0.0706418 # DEPENDENCYPART_SIBL
(29,9),(29,23),-0.0706418 # DEPENDENCYPART_SIBL
(29,9),(29,24),0.0317593 # DEPENDENCYPART_SIBL
(29,9),(29,25),0.0317593 # DEPENDENCYPART_SIBL
(29,9),(29,26),-0.0751595 # DEPENDENCYPART_SIBL
(29,9),(29,27),-0.0706418 # DEPENDENCYPART_SIBL
(29,9),(29,28),0.0317593 # DEPENDENCYPART_SIBL
(29,10),(29,12),0.0317593 # DEPENDENCYPART_SIBL
(29,10),(29,13),-0.0528747 # DEPENDENCYPART_SIBL
(29,10),(29,14),0.0317593 # DEPENDENCYPART_SIBL
(29,10),(29,15),-0.0706418 # DEPENDENCYPART_SIBL
(29,10),(29,16),-0.0532037 # DEPENDENCYPART_SIBL
(29,10),(29,17),0.0317593 # DEPENDENCYPART_SIBL
(29,10),(29,18),0.0175142 # DEPENDENCYPART_SIBL
(29,10),(29,19),-0.157828 # DEPENDENCYPART_SIBL
(29,10),(29,20),-0.0722324 # DEPENDENCYPART_SIBL
(29,10),(29,21),0.0317593 # DEPENDENCYPART_SIBL
(29,10),(29,22),-0.0706418 # DEPENDENCYPART_SIBL
(29,10),(29,23),-0.0706418 # DEPENDENCYPART_SIBL
(29,10),(29,24),0.0317593 # DEPENDENCYPART_SIBL
(29,10),(29,25),0.0317593 # DEPENDENCYPART_SIBL
(29,10),(29,26),-0.0751595 # DEPENDENCYPART_SIBL
(29,10),(29,27),-0.0706418 # DEPENDENCYPART_SIBL
(29,10),(29,28),0.0317593 # DEPENDENCYPART_SIBL
(29,12),(29,13),-0.553674 # DEPENDENCYPART_SIBL
(29,12),(29,14),-1.03137 # DEPENDENCYPART_SIBL
(29,12),(29,15),-0.553839 # DEPENDENCYPART_SIBL
(29,12),(29,16),-0.943691 # DEPENDENCYPART_SIBL
(29,12),(29,17),-1.03137 # DEPENDENCYPART_SIBL
(29,12),(29,18),-0.353132 # DEPENDENCYPART_SIBL
(29,12),(29,19),-0.444497 # DEPENDENCYPART_SIBL
(29,12),(29,20),-0.555506 # DEPENDENCYPART_SIBL
(29,12),(29,21),-1.03137 # DEPENDENCYPART_SIBL
(29,12),(29,22),-0.553839 # DEPENDENCYPART_SIBL
(29,12),(29,23),-0.553839 # DEPENDENCYPART_SIBL
(29,12),(29,24),-1.03137 # DEPENDENCYPART_SIBL
(29,12),(29,25),-1.03137 # DEPENDENCYPART_SIBL
(29,12),(29,26),-0.555351 # DEPENDENCYPART_SIBL
(29,12),(29,27),-0.553839 # DEPENDENCYPART_SIBL
(29,12),(29,28),-1.03137 # DEPENDENCYPART_SIBL
(29,13),(29,14),0.0611791 # DEPENDENCYPART_SIBL
(29,13),(29,15),-0.0627423 # DEPENDENCYPART_SIBL
(29,13),(29,16),-0.0345526 # DEPENDENCYPART_SIBL
(29,13),(29,17),0.0611791 # DEPENDENCYPART_SIBL
(29,13),(29,18),0.0254313 # DEPENDENCYPART_SIBL
(29,13),(29,19),-0.14991 # DEPENDENCYPART_SIBL
(29,13),(29,20),-0.0643329 # DEPENDENCYPART_SIBL
(29,13),(29,21),0.0611791 # DEPENDENCYPART_SIBL
(29,13),(29,22),-0.0627423 # DEPENDENCYPART_SIBL
(29,13),(29,23),-0.0627423 # DEPENDENCYPART_SIBL
(29,13),(29,24),0.0611791 # DEPENDENCYPART_SIBL
(29,13),(29,25),0.0611791 # DEPENDENCYPART_SIBL
(29,13),(29,26),-0.06726 # DEPENDENCYPART_SIBL
(29,13),(29,27),-0.0627423 # DEPENDENCYPART_SIBL
(29,13),(29,28),0.0611791 # DEPENDENCYPART_SIBL
(29,14),(29,15),-0.553839 # DEPENDENCYPART_SIBL
(29,14),(29,16),-0.943691 # DEPENDENCYPART_SIBL
(29,14),(29,17),-1.03137 # DEPENDENCYPART_SIBL
(29,14),(29,18),-0.353132 # DEPENDENCYPART_SIBL
(29,14),(29,19),-0.444497 # DEPENDENCYPART_SIBL
(29,14),(29,20),-0.555506 # DEPENDENCYPART_SIBL
(29,14),(29,21),-1.03137 # DEPENDENCYPART_SIBL
(29,14),(29,22),-0.553839 # DEPENDENCYPART_SIBL
(29,14),(29,23),-0.553839 # DEPENDENCYPART_SIBL
(29,14),(29,24),-1.03137 # DEPENDENCYPART_SIBL
(29,14),(29,25),-1.03137 # DEPENDENCYPART_SIBL
(29,14),(29,26),-0.555351 # DEPENDENCYPART_SIBL
(29,14),(29,27),-0.553839 # DEPENDENCYPART_SIBL
(29,14),(29,28),-1.03137 # DEPENDENCYPART_SIBL
(29,15),(29,16),-0.0532037 # DEPENDENCYPART_SIBL
(29,15),(29,17),0.0317593 # DEPENDENCYPART_SIBL
(29,15),(29,18),0.0175142 # DEPENDENCYPART_SIBL
(29,15),(29,19),-0.157828 # DEPENDENCYPART_SIBL
(29,15),(29,20),-0.0722324 # DEPENDENCYPART_SIBL
(29,15),(29,21),0.0317593 # DEPENDENCYPART_SIBL
(29,15),(29,22),-0.0706418 # DEPENDENCYPART_SIBL
(29,15),(29,23),-0.0706418 # DEPENDENCYPART_SIBL
(29,15),(29,24),0.0317593 # DEPENDENCYPART_SIBL
(29,15),(29,25),0.0317593 # DEPENDENCYPART_SIBL
(29,15),(29,26),-0.0751595 # DEPENDENCYPART_SIBL
(29,15),(29,27),-0.0706418 # DEPENDENCYPART_SIBL
(29,15),(29,28),0.0317593 # DEPENDENCYPART_SIBL
(29,16),(29,17),-0.886065 # DEPENDENCYPART_SIBL
(29,16),(29,18),-0.35116 # DEPENDENCYPART_SIBL
(29,16),(29,19),-0.431953 # DEPENDENCYPART_SIBL
(29,16),(29,20),-0.622521 # DEPENDENCYPART_SIBL
(29,16),(29,21),-0.886065 # DEPENDENCYPART_SIBL
(29,16),(29,22),-0.620931 # DEPENDENCYPART_SIBL
(29,16),(29,23),-0.620931 # DEPENDENCYPART_SIBL
(29,16),(29,24),-0.886065 # DEPENDENCYPART_SIBL
(29,16),(29,25),-0.886065 # DEPENDENCYPART_SIBL
(29,16),(29,26),-0.625448 # DEPENDENCYPART_SIBL
(29,16),(29,27),-0.620931 # DEPENDENCYPART_SIBL
(29,16),(29,28),-0.886065 # DEPENDENCYPART_SIBL
(29,17),(29,18),-0.353132 # DEPENDENCYPART_SIBL
(29,17),(29,19),-0.444497 # DEPENDENCYPART_SIBL
(29,17),(29,20),-0.555506 # DEPENDENCYPART_SIBL
(29,17),(29,21),-1.03137 # DEPENDENCYPART_SIBL
(29,17),(29,22),-0.553839 # DEPENDENCYPART_SIBL
(29,17),(29,23),-0.553839 # DEPENDENCYPART_SIBL
(29,17),(29,24),-1.03137 # DEPENDENCYPART_SIBL
(29,17),(29,25),-1.03137 # DEPENDENCYPART_SIBL
(29,17),(29,26),-0.555351 # DEPENDENCYPART_SIBL
(29,17),(29,27),-0.553839 # DEPENDENCYPART_SIBL
(29,17),(29,28),-1.03137 # DEPENDENCYPART_SIBL
(29,18),(29,19),-0.19659 # DEPENDENCYPART_SIBL
(29,18),(29,20),-0.0297831 # DEPENDENCYPART_SIBL
(29,18),(29,21),-0.0880322 # DEPENDENCYPART_SIBL
(29,18),(29,22),-0.0283853 # DEPENDENCYPART_SIBL
(29,18),(29,23),-0.0283853 # DEPENDENCYPART_SIBL
(29,18),(29,24),-0.0880322 # DEPENDENCYPART_SIBL
(29,18),(29,25),-0.0880322 # DEPENDENCYPART_SIBL
(29,18),(29,26),-0.0298972 # DEPENDENCYPART_SIBL
(29,18),(29,27),-0.0283853 # DEPENDENCYPART_SIBL
(29,18),(29,28),-0.0880322 # DEPENDENCYPART_SIBL
(29,19),(29,20),0.0146766 # DEPENDENCYPART_SIBL
(29,19),(29,21),-0.13294 # DEPENDENCYPART_SIBL
(29,19),(29,22),0.0214278 # DEPENDENCYPART_SIBL
(29,19),(29,23),0.0214278 # DEPENDENCYPART_SIBL
(29,19),(29,24),-0.13294 # DEPENDENCYPART_SIBL
(29,19),(29,25),-0.13294 # DEPENDENCYPART_SIBL
(29,19),(29,26),0.0199159 # DEPENDENCYPART_SIBL
(29,19),(29,27),0.0214278 # DEPENDENCYPART_SIBL
(29,19),(29,28),-0.13294 # DEPENDENCYPART_SIBL
(29,20),(29,21),0.0233874 # DEPENDENCYPART_SIBL
(29,20),(29,22),-0.0741269 # DEPENDENCYPART_SIBL
(29,20),(29,23),-0.0741269 # DEPENDENCYPART_SIBL
(29,20),(29,24),0.0233874 # DEPENDENCYPART_SIBL
(29,20),(29,25),0.0233874 # DEPENDENCYPART_SIBL
(29,20),(29,26),-0.0786445 # DEPENDENCYPART_SIBL
(29,20),(29,27),-0.0741269 # DEPENDENCYPART_SIBL
(29,20),(29,28),0.0233874 # DEPENDENCYPART_SIBL
(29,21),(29,22),-0.553839 # DEPENDENCYPART_SIBL
(29,21),(29,23),-0.553839 # DEPENDENCYPART_SIBL
(29,21),(29,24),-1.03137 # DEPENDENCYPART_SIBL
(29,21),(29,25),-1.03137 # DEPENDENCYPART_SIBL
(29,21),(29,26),-0.555351 # DEPENDENCYPART_SIBL
(29,21),(29,27),-0.553839 # DEPENDENCYPART_SIBL
(29,21),(29,28),-1.03137 # DEPENDENCYPART_SIBL
(29,22),(29,23),-0.0706418 # DEPENDENCYPART_SIBL
(29,22),(29,24),0.0317593 # DEPENDENCYPART_SIBL
(29,22),(29,25),0.0317593 # DEPENDENCYPART_SIBL
(29,22),(29,26),-0.0751595 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.0706418 # DEPENDENCYPART_SIBL
(29,22),(29,28),0.0317593 # DEPENDENCYPART_SIBL
(29,23),(29,24),0.0317593 # DEPENDENCYPART_SIBL
(29,23),(29,25),0.0317593 # DEPENDENCYPART_SIBL
(29,23),(29,26),-0.0751595 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.0706418 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0317593 # DEPENDENCYPART_SIBL
(29,24),(29,25),-1.03137 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.555351 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.553839 # DEPENDENCYPART_SIBL
(29,24),(29,28),-1.03137 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.555351 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.553839 # DEPENDENCYPART_SIBL
(29,25),(29,28),-1.03137 # DEPENDENCYPART_SIBL
(29,26),(29,27),-0.0710554 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.0255505 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.0317593 # DEPENDENCYPART_SIBL
(30,3),(30,4),0.0154403 # DEPENDENCYPART_SIBL
(30,3),(30,6),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,12),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,14),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,17),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,18),-0.022154 # DEPENDENCYPART_SIBL
(30,3),(30,19),-0.0939524 # DEPENDENCYPART_SIBL
(30,3),(30,21),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,22),-0.116743 # DEPENDENCYPART_SIBL
(30,3),(30,23),-0.116743 # DEPENDENCYPART_SIBL
(30,3),(30,24),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,25),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,26),-0.116743 # DEPENDENCYPART_SIBL
(30,3),(30,27),-0.116743 # DEPENDENCYPART_SIBL
(30,3),(30,28),-0.115312 # DEPENDENCYPART_SIBL
(30,3),(30,29),-0.0613502 # DEPENDENCYPART_SIBL
(30,4),(30,6),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,12),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,14),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,17),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,18),0.00284593 # DEPENDENCYPART_SIBL
(30,4),(30,19),0.0336106 # DEPENDENCYPART_SIBL
(30,4),(30,21),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,22),0.0531242 # DEPENDENCYPART_SIBL
(30,4),(30,23),0.0531242 # DEPENDENCYPART_SIBL
(30,4),(30,24),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,25),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,26),0.0531242 # DEPENDENCYPART_SIBL
(30,4),(30,27),0.0531242 # DEPENDENCYPART_SIBL
(30,4),(30,28),-0.0266549 # DEPENDENCYPART_SIBL
(30,4),(30,29),-0.0281203 # DEPENDENCYPART_SIBL
(30,6),(30,12),-1.03143 # DEPENDENCYPART_SIBL
(30,6),(30,14),-1.03143 # DEPENDENCYPART_SIBL
(30,6),(30,17),-1.03143 # DEPENDENCYPART_SIBL
(30,6),(30,18),-0.227635 # DEPENDENCYPART_SIBL
(30,6),(30,19),-0.25053 # DEPENDENCYPART_SIBL
(30,6),(30,21),-1.03143 # DEPENDENCYPART_SIBL
(30,6),(30,22),-0.472193 # DEPENDENCYPART_SIBL
(30,6),(30,23),-0.472193 # DEPENDENCYPART_SIBL
(30,6),(30,24),-1.03143 # DEPENDENCYPART_SIBL
(30,6),(30,25),-1.03143 # DEPENDENCYPART_SIBL
(30,6),(30,26),-0.472193 # DEPENDENCYPART_SIBL
(30,6),(30,27),-0.472193 # DEPENDENCYPART_SIBL
(30,6),(30,28),-1.03143 # DEPENDENCYPART_SIBL
(30,6),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(30,12),(30,14),-1.03143 # DEPENDENCYPART_SIBL
(30,12),(30,17),-1.03143 # DEPENDENCYPART_SIBL
(30,12),(30,18),-0.227635 # DEPENDENCYPART_SIBL
(30,12),(30,19),-0.25053 # DEPENDENCYPART_SIBL
(30,12),(30,21),-1.03143 # DEPENDENCYPART_SIBL
(30,12),(30,22),-0.472193 # DEPENDENCYPART_SIBL
(30,12),(30,23),-0.472193 # DEPENDENCYPART_SIBL
(30,12),(30,24),-1.03143 # DEPENDENCYPART_SIBL
(30,12),(30,25),-1.03143 # DEPENDENCYPART_SIBL
(30,12),(30,26),-0.472193 # DEPENDENCYPART_SIBL
(30,12),(30,27),-0.472193 # DEPENDENCYPART_SIBL
(30,12),(30,28),-1.03143 # DEPENDENCYPART_SIBL
(30,12),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(30,14),(30,17),-1.03143 # DEPENDENCYPART_SIBL
(30,14),(30,18),-0.227635 # DEPENDENCYPART_SIBL
(30,14),(30,19),-0.25053 # DEPENDENCYPART_SIBL
(30,14),(30,21),-1.03143 # DEPENDENCYPART_SIBL
(30,14),(30,22),-0.472193 # DEPENDENCYPART_SIBL
(30,14),(30,23),-0.472193 # DEPENDENCYPART_SIBL
(30,14),(30,24),-1.03143 # DEPENDENCYPART_SIBL
(30,14),(30,25),-1.03143 # DEPENDENCYPART_SIBL
(30,14),(30,26),-0.472193 # DEPENDENCYPART_SIBL
(30,14),(30,27),-0.472193 # DEPENDENCYPART_SIBL
(30,14),(30,28),-1.03143 # DEPENDENCYPART_SIBL
(30,14),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(30,17),(30,18),-0.227635 # DEPENDENCYPART_SIBL
(30,17),(30,19),-0.25053 # DEPENDENCYPART_SIBL
(30,17),(30,21),-1.03143 # DEPENDENCYPART_SIBL
(30,17),(30,22),-0.472193 # DEPENDENCYPART_SIBL
(30,17),(30,23),-0.472193 # DEPENDENCYPART_SIBL
(30,17),(30,24),-1.03143 # DEPENDENCYPART_SIBL
(30,17),(30,25),-1.03143 # DEPENDENCYPART_SIBL
(30,17),(30,26),-0.472193 # DEPENDENCYPART_SIBL
(30,17),(30,27),-0.472193 # DEPENDENCYPART_SIBL
(30,17),(30,28),-1.03143 # DEPENDENCYPART_SIBL
(30,17),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(30,18),(30,19),-0.114154 # DEPENDENCYPART_SIBL
(30,18),(30,21),-0.11049 # DEPENDENCYPART_SIBL
(30,18),(30,22),-0.0483362 # DEPENDENCYPART_SIBL
(30,18),(30,23),-0.0483362 # DEPENDENCYPART_SIBL
(30,18),(30,24),-0.11049 # DEPENDENCYPART_SIBL
(30,18),(30,25),-0.11049 # DEPENDENCYPART_SIBL
(30,18),(30,26),-0.0483362 # DEPENDENCYPART_SIBL
(30,18),(30,27),-0.0483362 # DEPENDENCYPART_SIBL
(30,18),(30,28),-0.11049 # DEPENDENCYPART_SIBL
(30,18),(30,29),-0.0194378 # DEPENDENCYPART_SIBL
(30,19),(30,21),-0.168714 # DEPENDENCYPART_SIBL
(30,19),(30,22),0.0773112 # DEPENDENCYPART_SIBL
(30,19),(30,23),0.0773112 # DEPENDENCYPART_SIBL
(30,19),(30,24),-0.168714 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.168714 # DEPENDENCYPART_SIBL
(30,19),(30,26),0.0773112 # DEPENDENCYPART_SIBL
(30,19),(30,27),0.0773112 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.168714 # DEPENDENCYPART_SIBL
(30,19),(30,29),0.025689 # DEPENDENCYPART_SIBL
(30,21),(30,22),-0.472193 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.472193 # DEPENDENCYPART_SIBL
(30,21),(30,24),-1.03143 # DEPENDENCYPART_SIBL
(30,21),(30,25),-1.03143 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.472193 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.472193 # DEPENDENCYPART_SIBL
(30,21),(30,28),-1.03143 # DEPENDENCYPART_SIBL
(30,21),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.0258927 # DEPENDENCYPART_SIBL
(30,22),(30,24),-0.0512373 # DEPENDENCYPART_SIBL
(30,22),(30,25),-0.0512373 # DEPENDENCYPART_SIBL
(30,22),(30,26),-0.0273958 # DEPENDENCYPART_SIBL
(30,22),(30,27),-0.0258927 # DEPENDENCYPART_SIBL
(30,22),(30,28),-0.0512373 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.0428143 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.0512373 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.0512373 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.0273958 # DEPENDENCYPART_SIBL
(30,23),(30,27),-0.0258927 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.0512373 # DEPENDENCYPART_SIBL
(30,23),(30,29),0.0428143 # DEPENDENCYPART_SIBL
(30,24),(30,25),-1.03143 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.472193 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.472193 # DEPENDENCYPART_SIBL
(30,24),(30,28),-1.03143 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.472193 # DEPENDENCYPART_SIBL
(30,25),(30,27),-0.472193 # DEPENDENCYPART_SIBL
(30,25),(30,28),-1.03143 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(30,26),(30,27),-0.0258927 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.0570021 # DEPENDENCYPART_SIBL
(30,26),(30,29),0.0399319 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.0512373 # DEPENDENCYPART_SIBL
(30,27),(30,29),0.0428143 # DEPENDENCYPART_SIBL
(30,28),(30,29),-0.696399 # DEPENDENCYPART_SIBL
(0,8),(8,1),-0.456294 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.635106 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.835578 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.638008 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-2.05039 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-1.09694 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-2.46845 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-2.91097 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),-3.93193 # DEPENDENCYPART_GRANDPAR
(0,8),(8,28),-4.53836 # DEPENDENCYPART_GRANDPAR
(0,8),(8,29),-0.626812 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),-0.456294 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.835578 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-2.05039 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-2.99812 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-1.55734 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-3.25731 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-1.67825 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-3.36372 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-3.69983 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.931854 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.630305 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-3.4435 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-3.99272 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-3.93193 # DEPENDENCYPART_GRANDPAR
(0,19),(19,27),-1.13311 # DEPENDENCYPART_GRANDPAR
(0,19),(19,28),-4.53836 # DEPENDENCYPART_GRANDPAR
(0,19),(19,29),-0.626812 # DEPENDENCYPART_GRANDPAR
(0,30),(30,3),0.0235432 # DEPENDENCYPART_GRANDPAR
(0,30),(30,4),-0.221697 # DEPENDENCYPART_GRANDPAR
(0,30),(30,6),-1.08177 # DEPENDENCYPART_GRANDPAR
(0,30),(30,12),-2.02949 # DEPENDENCYPART_GRANDPAR
(0,30),(30,14),-2.28868 # DEPENDENCYPART_GRANDPAR
(0,30),(30,17),-2.7312 # DEPENDENCYPART_GRANDPAR
(0,30),(30,18),-0.420283 # DEPENDENCYPART_GRANDPAR
(0,30),(30,19),-0.194067 # DEPENDENCYPART_GRANDPAR
(0,30),(30,21),-3.26373 # DEPENDENCYPART_GRANDPAR
(0,30),(30,22),-1.05122 # DEPENDENCYPART_GRANDPAR
(0,30),(30,23),-0.975237 # DEPENDENCYPART_GRANDPAR
(0,30),(30,24),-3.81295 # DEPENDENCYPART_GRANDPAR
(0,30),(30,25),-3.75216 # DEPENDENCYPART_GRANDPAR
(0,30),(30,26),-0.717164 # DEPENDENCYPART_GRANDPAR
(0,30),(30,27),-1.0409 # DEPENDENCYPART_GRANDPAR
(0,30),(30,28),-4.35859 # DEPENDENCYPART_GRANDPAR
(0,30),(30,29),-0.192143 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.481083 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.760417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,27),-0.237804 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.403088 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.086079 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.370775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.224854 # DEPENDENCYPART_GRANDPAR
(3,27),(27,20),-0.273415 # DEPENDENCYPART_GRANDPAR
(3,27),(27,21),-0.299258 # DEPENDENCYPART_GRANDPAR
(3,27),(27,22),-0.232384 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),-0.188452 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.210768 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.208473 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.196958 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.20715 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0852633 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.127534 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-0.522118 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0461624 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.01735 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.102403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0375525 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.123797 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-0.366033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0570196 # DEPENDENCYPART_GRANDPAR
