# _root_ Dışişleri_Bakanlığı , Türkiye'nin devlet _ olarak dava sürecine müdahil _ olmama kararını , Yunan mevzuatına _ dayanarak aldı .
#goldHeads=18,0,12,5,6,11,8,11,11,11,12,18,0,15,17,17,18,19,0,
#predictedHeads=18,0,5,5,6,10,8,10,10,11,12,18,0,15,16,17,18,19,0,
(13,12),(12,9),0.0819298 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.260026 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.137574 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.520977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.363821 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.541374 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.317554 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.255859 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.194567 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.221101 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.13485 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.302359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.182942 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.148015 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.255859 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.194567 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.221101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.13485 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.302359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0658264 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.148054 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0545221 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.235889 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.327346 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.341242 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.243007 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.225464 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.0630969 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.0231549 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.501136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.42043 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.597983 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.286685 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.405637 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.280667 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.384492 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.556106 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.457754 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.601393 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.347418 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.38602 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.287786 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.213594 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.212442 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.107875 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.0216234 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.267459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0470549 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.130498 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0697273 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0690816 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.145123 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.67213 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.423811 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.251852 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.28318 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.187818 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.101566 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.389142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.121667 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.299142 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.273848 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.246675 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.165739 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.23433 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.327325 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.304756 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.358164 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.619449 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.869929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.577736 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.462298 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.542512 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.175008 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.434428 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.318914 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.30501 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.594265 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0230296 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.559062 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.386428 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.289739 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.726689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.434495 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.235174 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.323588 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.195496 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.102863 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.536301 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.37473 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.605219 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.262155 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.349931 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.386596 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.655152 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0307315 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0112329 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.172779 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.37473 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.605219 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.262155 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.49286 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.349931 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.386596 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.655152 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0307315 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0112329 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.273348 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.300953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.876672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.584478 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.226656 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.613112 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.261631 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.0280626 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.241048 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0788052 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.131484 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.140756 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.31339 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.915371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.623177 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.335731 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.31314 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.269458 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.268394 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.299552 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.582947 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.410313 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.242644 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.639138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0342231 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.31395 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.695916 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.362174 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.544617 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.815588 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.28063 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.432964 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.26033 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.151007 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.852787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.560594 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.274628 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0284119 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.346466 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.00226907 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.589605 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.453668 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.00449834 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.267964 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.57762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,1),-0.579072 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.392907 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.287143 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.109372 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.603764 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.400514 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0296826 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.133238 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.611422 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.205089 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.265703 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.345554 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.43438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.283789 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.175981 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.259385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.0477239 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.653075 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.258341 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.455614 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.37429 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.634781 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.482101 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0312042 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.14094 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.161777 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.00856062 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.258341 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.455614 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.37429 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.167804 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.634781 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.482101 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0312042 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.14094 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.161777 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.325321 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.276917 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.131905 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.584363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.290545 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.287281 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.545706 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0658926 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.38445 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0306284 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.281253 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0903329 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.496666 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.295952 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.623062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.384346 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.377029 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.214318 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.141066 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.161903 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.325739 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0805948 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.118289 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.584363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.30271 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.813078 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.647024 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.640509 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.192027 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.431174 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.485324 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.0789905 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.126971 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.219456 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.560479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.127021 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0923003 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.948971 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.753644 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.675154 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.776402 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.32792 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.621217 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.214883 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.281489 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.355349 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.437423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.078294 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.483879 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.674041 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.422396 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.315936 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.349991 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.507707 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.0283827 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.291184 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.459474 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.40776 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0682876 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.472652 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0936451 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.674041 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.24257 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.320139 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.488428 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.425068 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.0509796 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.400352 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0936451 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.438718 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.177254 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.674041 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.520803 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.453028 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.592433 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.199687 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.196489 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.512165 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.466002 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.549554 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.424568 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.515454 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.380121 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.422646 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.428406 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.456984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),0.0634704 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.562436 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.308525 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.399622 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.240439 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.318162 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.486451 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.0531105 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.398374 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.33665 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.00975745 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.382986 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.270063 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.240439 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.318162 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.486451 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.422936 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.0531105 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.398374 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.33665 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.00975745 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.382986 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0426435 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.307499 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.177254 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.183014 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.674041 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.206586 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.187032 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.317949 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.256501 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.104723 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.166635 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0375046 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0533818 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.435583 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.441304 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.529918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.656727 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.435362 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.0093879 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.383355 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.043178 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.134064 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0659042 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.183014 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.559236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,9),0.00975745 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.382986 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0426435 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.13353 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0640598 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0356169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.559236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.168587 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.751081 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.678648 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.825054 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.746208 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.687578 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.394102 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.484989 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.291264 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.39218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.39794 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.2983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,1),-0.78725 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.455551 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.714816 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.861223 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.736745 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.132889 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.782376 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.723747 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.266335 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.696794 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.430271 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.521158 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.279172 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.428349 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.434109 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.476913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.020093 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.434907 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.994307 # DEPENDENCYPART_GRANDPAR
(17,1),(1,18),-0.106235 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.591395 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.86117 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.57897 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.86117 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.63822 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.445371 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.64474 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.446915 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.3717 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.0400491 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.543852 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.387759 # DEPENDENCYPART_GRANDPAR
(17,7),(7,18),-0.106235 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.86117 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.642754 # DEPENDENCYPART_GRANDPAR
