# _root_ " O zaman , " demiş cadı sesini biraz daha _ _ alçaltarak , " _ alabilirsin , canı ne kadar çekiyorsa _ alabilirsin .
#goldHeads=0,3,4,6,0,14,6,12,10,12,12,13,6,17,0,17,18,24,22,21,22,24,24,25,0,
#predictedHeads=0,3,12,0,0,17,8,12,10,12,12,13,6,0,0,17,18,24,22,21,22,24,24,25,0,
(24,5),(24,9),-0.136351 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.118093 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.209357 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.209357 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0768148 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.214662 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.220025 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.209357 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0510611 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.214662 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.117044 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.100553 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0371122 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0510611 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.209357 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.0880956 # DEPENDENCYPART_SIBL
(24,6),(24,7),0.00283432 # DEPENDENCYPART_SIBL
(24,6),(24,8),0.0109743 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0303328 # DEPENDENCYPART_SIBL
(24,6),(24,10),0.0023282 # DEPENDENCYPART_SIBL
(24,6),(24,11),-0.0804285 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.0804285 # DEPENDENCYPART_SIBL
(24,6),(24,13),0.0220974 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.163817 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.143239 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0804285 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0579471 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.163817 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.032783 # DEPENDENCYPART_SIBL
(24,6),(24,20),0.0296021 # DEPENDENCYPART_SIBL
(24,6),(24,21),0.0382306 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.0579471 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.0804285 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0911452 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.0491162 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.0656029 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0132895 # DEPENDENCYPART_SIBL
(24,7),(24,11),0.0313194 # DEPENDENCYPART_SIBL
(24,7),(24,12),0.0313194 # DEPENDENCYPART_SIBL
(24,7),(24,13),0.0170743 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.158267 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.113367 # DEPENDENCYPART_SIBL
(24,7),(24,16),0.0313194 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.0138813 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.158267 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.0464142 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0248211 # DEPENDENCYPART_SIBL
(24,7),(24,21),0.0499947 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.0138813 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0313194 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0717738 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.0742646 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.0219512 # DEPENDENCYPART_SIBL
(24,8),(24,11),-0.0138764 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0138764 # DEPENDENCYPART_SIBL
(24,8),(24,13),0.00841263 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.166929 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.122027 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.0138764 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0130473 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.166929 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.0506758 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0334828 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0413349 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.0130473 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0138764 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.071913 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.157401 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.165457 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.165457 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0796951 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.223183 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.107717 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.165457 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.0514899 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.223183 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0519275 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0675626 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0732069 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0514899 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.165457 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.106133 # DEPENDENCYPART_SIBL
(24,10),(24,11),-0.0723811 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0723811 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.0848042 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.216475 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.100333 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0723811 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0334985 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.216475 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.0725068 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.0771842 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.0747412 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.0334985 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0723811 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.105163 # DEPENDENCYPART_SIBL
(24,11),(24,12),-1.03137 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.353132 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.444497 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.423741 # DEPENDENCYPART_SIBL
(24,11),(24,16),-1.03137 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.641515 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.444497 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.52389 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.345977 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.295129 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.641515 # DEPENDENCYPART_SIBL
(24,11),(24,23),-1.03137 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.123219 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.353132 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.444497 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.423741 # DEPENDENCYPART_SIBL
(24,12),(24,16),-1.03137 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.641515 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.444497 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.52389 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.345977 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.295129 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.641515 # DEPENDENCYPART_SIBL
(24,12),(24,23),-1.03137 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.123219 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.19659 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.0811249 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0880322 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.00185364 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.19659 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.0109316 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.0417797 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0406363 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.00185364 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0880322 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0932325 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.227745 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.13294 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.106229 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.241759 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0369733 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0218531 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0992172 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.106229 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.13294 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.209357 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.0510611 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.214662 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.117044 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.100553 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0371122 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.0510611 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.209357 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0880956 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.641515 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.444497 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.52389 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.345977 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.295129 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.641515 # DEPENDENCYPART_SIBL
(24,16),(24,23),-1.03137 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.123219 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.170371 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0263989 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0230475 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.031676 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0777815 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.113543 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0907017 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0369733 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0218531 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0992172 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.106229 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.13294 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0215932 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0512499 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0139841 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0297516 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.126359 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0892499 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.170233 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0865659 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0112929 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.043145 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0648298 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.113543 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0907017 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.123219 # DEPENDENCYPART_SIBL
(25,2),(25,6),-0.0502264 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.0428886 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0375453 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0971547 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.0971547 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.03775 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.0971547 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0468754 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0256104 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0464948 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0538826 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0466328 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0468754 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.0971547 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.0468754 # DEPENDENCYPART_SIBL
(25,6),(25,9),-0.16172 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.142973 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.497259 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.497259 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.141398 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.497259 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.431236 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.22005 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.246796 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.158865 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.146357 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.431236 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.497259 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.431236 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.135989 # DEPENDENCYPART_SIBL
(25,9),(25,11),-0.17802 # DEPENDENCYPART_SIBL
(25,9),(25,12),-0.17802 # DEPENDENCYPART_SIBL
(25,9),(25,13),-0.113219 # DEPENDENCYPART_SIBL
(25,9),(25,16),-0.17802 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0724068 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.129844 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0738794 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.125381 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0529856 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0724068 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.17802 # DEPENDENCYPART_SIBL
(25,9),(25,24),-0.0724068 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.153 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.153 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.13135 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.153 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0888263 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.139097 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.0871501 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.14627 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0718401 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0888263 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.153 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.0888263 # DEPENDENCYPART_SIBL
(25,11),(25,12),-1.03143 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.227635 # DEPENDENCYPART_SIBL
(25,11),(25,16),-1.03143 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.696399 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.25053 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.466002 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.245451 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.204401 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.696399 # DEPENDENCYPART_SIBL
(25,11),(25,23),-1.03143 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.227635 # DEPENDENCYPART_SIBL
(25,12),(25,16),-1.03143 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.696399 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.25053 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.466002 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.245451 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.204401 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.696399 # DEPENDENCYPART_SIBL
(25,12),(25,23),-1.03143 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.11049 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.0194378 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.114154 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0483396 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.111628 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0343062 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.0194378 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.11049 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0194378 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.696399 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.25053 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.466002 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.245451 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.204401 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.696399 # DEPENDENCYPART_SIBL
(25,16),(25,23),-1.03143 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.220022 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.246682 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.158837 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.14633 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.437848 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.510511 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.437848 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0763535 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0746355 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.0644526 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.025689 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.168714 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.025689 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0510176 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0695229 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.0411982 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0537424 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0411982 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0706831 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0641895 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.140874 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0641895 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0140874 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.018425 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0140874 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.510511 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.437848 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.351625 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.216284 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.96541 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.408491 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-2.87602 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.868812 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.590886 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.795707 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-1.08373 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.335034 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.544039 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-3.11491 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-1.00436 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.540778 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.342183 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.344174 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.546724 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-2.22932 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-2.14866 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-2.2902 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.96541 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.408491 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-2.87602 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.868812 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.795707 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-1.18288 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.63324 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.17879 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-3.25707 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-3.17642 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.999855 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.705322 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-2.5291 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.544039 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-3.11491 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-1.00436 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.744647 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-2.80586 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-2.72521 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.860974 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-2.2902 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.96541 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.585101 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-2.87602 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.868812 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-3.25707 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-3.17642 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-1.03815 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-3.31795 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-1.74232 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.794503 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.549269 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-1.27407 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.223156 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),-0.215114 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),-0.0940025 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),-0.533916 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-0.691518 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-2.28845 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-2.20779 # DEPENDENCYPART_GRANDPAR
(0,25),(25,13),-0.488284 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-2.34933 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),-0.66629 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.454172 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.70228 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.524553 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-1.11369 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.109371 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-2.93515 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.569692 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.531713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.264437 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.178616 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.611077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.447378 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.421795 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.221204 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.309898 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.513547 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-0.390474 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.531403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,3),-0.187586 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.234011 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.259233 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.172671 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.397006 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.5693 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.336177 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.397029 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.346015 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.45357 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.407096 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.524012 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.631774 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.382914 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.404842 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.415266 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.346711 # DEPENDENCYPART_GRANDPAR
