# _root_ Bütün delilleri , dosyayı _ inceleme hakkına _ sahibiz hukuki _ olarak , fakat bu haktan _ mahrum_edildik .
#goldHeads=2,3,4,5,6,7,9,9,14,11,12,9,0,18,16,18,18,19,0,
#predictedHeads=2,5,0,5,6,7,9,9,10,11,12,18,0,19,16,18,18,19,0,
(13,12),(12,4),-0.550821 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.336162 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.34753 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.318635 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.202512 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0278975 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.102038 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.223866 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.062545 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.41904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.214961 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.957639 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.222337 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.242252 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.0052972 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.385901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.126596 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0509539 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.138699 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.503602 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.375868 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.390313 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.568806 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.371454 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.193197 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.273149 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),0.0995663 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.584678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.477691 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.375398 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.423717 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.397507 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.91429 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.547299 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.592123 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.637442 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.73589 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.419566 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.43401 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.602164 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.367685 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.178998 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.25904 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),0.0821734 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.353629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.231468 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.149175 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0401599 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0819292 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.14798 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.953622 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.807714 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.44223 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.21833 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.330865 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.00310169 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.472684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.217892 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.233103 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.124876 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.283204 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.164301 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.0262113 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.0454989 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.172454 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0791616 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0911046 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0527268 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0324194 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.161664 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0779705 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.456299 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.416977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.275468 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.422215 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.358505 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.303155 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0129205 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.0546784 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.0650777 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.079074 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0400739 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.127048 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.223672 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.371001 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.122571 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.261097 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.392759 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.113646 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.127318 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.386269 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.110703 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.184085 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0234423 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.140964 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.478687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.30727 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.385132 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.334215 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.296492 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.290106 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),0.0178799 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0132727 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.0158926 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.384263 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.347306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0904236 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.118838 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.323981 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0353526 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.186248 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.24393 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.857855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,4),-0.504935 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.584548 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.620847 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.603745 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.441809 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.841246 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.318601 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.857845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,2),-0.555853 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.456641 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.691656 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.595263 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.565964 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.51512 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.83595 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.394377 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.337831 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.613451 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.198863 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.714605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.31423 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.526875 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.149181 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.599305 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.509992 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.637922 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.608104 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.468948 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.863007 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.43818 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.500495 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.369898 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.435477 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.869565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.25335 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.223001 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.550277 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.637052 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.311368 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.740972 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.16197 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.242223 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.903286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.414787 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.644559 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.315776 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.626463 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.208614 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.497397 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.88254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,14),-0.156136 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.789858 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.829842 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.797076 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.909491 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.00341 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.601547 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.890893 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.263288 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.474718 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.157359 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.333456 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.840703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.35941 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0027447 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.53716 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.504877 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.150489 # DEPENDENCYPART_GRANDPAR
(17,2),(2,18),-0.395618 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.00581551 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.41664 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.309904 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.393812 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.210976 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.30787 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.00175315 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.389266 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.292729 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.366438 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.203744 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.109514 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.53416 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.146237 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.150489 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.135333 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.460751 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.161529 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.202275 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.259893 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.511591 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.236079 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.223082 # DEPENDENCYPART_GRANDPAR
(17,8),(8,18),-0.20362 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.426635 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.464706 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.403953 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.0142412 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.150811 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.20482 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.17841 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.370732 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.225903 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.112458 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.765809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.476012 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.423042 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0590168 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.162975 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.223647 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.279361 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.393077 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.254189 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.152238 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.51492 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.493793 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.0237393 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.239099 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.293197 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.153386 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.505346 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.582387 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.352493 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.564816 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.016578 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.314043 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.588525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.284014 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.231868 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.416513 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.394583 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.139897 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.194289 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.103345 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.228909 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.125777 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.236675 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),0.0799437 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.323667 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.0168407 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.0373979 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0913673 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.631466 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.167165 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.0522893 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0017059 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0920232 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.112432 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.326942 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.661459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.378346 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.358705 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0713088 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.142661 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.269776 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.195542 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0746018 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.0027447 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0422155 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.214645 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.225945 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.248755 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.127677 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.121609 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.690776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,1),-0.296981 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.781333 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.508809 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.755939 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.513271 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.513598 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.558931 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.853385 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.60877 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.318907 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.528406 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.411389 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.463843 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.141812 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.420544 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.319713 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.608136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.360822 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),-0.239024 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.213899 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.336972 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.509515 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),0.0997737 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.392441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),0.230619 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.405248 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.749512 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.628129 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.363985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,1),0.218216 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.383751 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.0809228 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.158941 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.468929 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.0997737 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.392441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,1),-0.00416548 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.357685 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.078853 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.350587 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.459272 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.431058 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.816209 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.626489 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.460522 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.231324 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.140028 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.403055 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.292183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,1),0.21083 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.41425 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.101424 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.405444 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.069685 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.183832 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.214941 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.386827 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.0841993 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.378021 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0623562 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0760437 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.468929 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.0707514 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.0997737 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.119022 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.343889 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.0385174 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0403597 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.0145438 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.572425 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.00898314 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.0361459 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.226248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,2),-0.397895 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.283117 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.389242 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.0206265 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.0860362 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.0616135 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.190609 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.344177 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.114565 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.213022 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.108406 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.458377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,4),-0.408765 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.0377582 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.0986401 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0808812 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.23214 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.426465 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.106947 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.233631 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.357685 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.350587 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),0.0761113 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0458288 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.0214959 # DEPENDENCYPART_GRANDPAR
