# _root_ Sayın Bila bana , bu _ konuşmayla ilgili izlenimlerini köşesinde _ yazacağını ifade_etti , _ dediği gibi de yaptı .
#goldHeads=2,19,13,0,7,7,8,9,12,12,12,13,14,19,16,17,19,17,20,0,
#predictedHeads=2,13,13,0,7,7,8,9,11,11,12,13,14,19,16,17,19,17,20,0,
(14,13),(13,10),0.104004 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.271428 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.25789 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.483063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.202212 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.263847 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.212601 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.425104 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.245941 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.257396 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.342437 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.396214 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.235584 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.237302 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.087133 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.0962754 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.478347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.235884 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.517038 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.279245 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.311293 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.31301 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.162842 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.123184 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.304058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0487657 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0831939 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.133565 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.646704 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.289768 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.762083 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.598709 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.603536 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.386264 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.440041 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.279411 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.281128 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.138075 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.13096 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.100044 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.247306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0485712 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0341459 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0980338 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.28192 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0713406 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.686032 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.370662 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.271741 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.67535 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.209889 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0255164 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.366353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.152696 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.244736 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.309947 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0483764 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.236355 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.263696 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.236355 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.574141 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.396462 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.223351 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.0602596 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.353296 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.22215 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.515846 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.361388 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.212669 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0451808 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.334826 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.339648 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.392847 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.589514 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.236355 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.396462 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.0602596 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.353296 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.397943 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0105354 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.587222 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.447941 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.662059 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.245963 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.40607 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.0698675 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.362904 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.412513 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0251056 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.268592 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.447941 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.662059 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.223351 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.397943 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0105354 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.254022 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.450689 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.392208 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.45437 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.602696 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.39334 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.395525 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.267013 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.168076 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.428362 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.130241 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.284442 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.484825 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.206988 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.28133 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.149289 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.571968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.16706 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.742454 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.409416 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.133659 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.136946 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.317794 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.00965158 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.370541 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.175858 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.135544 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.467618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.106635 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.644787 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.361105 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.593513 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.79018 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.590401 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.600709 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.127432 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.376995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0233633 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.379109 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.636945 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.586854 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.402958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.0114389 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.503672 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.962115 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.573097 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.438593 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.667214 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.78594 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.479627 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.64202 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.838687 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.706126 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.638908 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.640419 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.122386 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.414324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0574842 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0532949 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.101981 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.36494 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.356044 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.00325431 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.181657 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.0925918 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.476723 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.403277 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.132498 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.0593091 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.209289 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.219144 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.360087 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.201452 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.0115422 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.408232 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.163339 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.16724 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0565039 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.369489 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.116873 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.356044 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.00680554 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.160172 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.165427 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0881972 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.13162 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.117689 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.137707 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.192107 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.352327 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.0105223 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.156455 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.16171 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0799408 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.139876 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.206524 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.137707 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.192107 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.196172 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.284914 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0367087 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.140624 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.319355 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.211468 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.305086 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.209289 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.143195 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.219144 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.184539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.149191 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.205169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.00610714 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.113739 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.13269 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.335096 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.196927 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.1178 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.291963 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.142982 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.167038 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.228721 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.643467 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.0307363 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.210522 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.192573 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.30338 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.328499 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.217348 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.088227 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.179464 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.643467 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.0307363 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.210522 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.192573 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.302557 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.327676 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.198111 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.088227 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.179464 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.519167 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.30338 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.328499 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.198934 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.101463 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.14236 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.660643 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.675785 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.0496652 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.666035 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.125818 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.0549913 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.371229 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.464957 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.266784 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.173028 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.00477815 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0641925 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.161157 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.37286 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.373821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.218019 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.251024 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.167772 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.123527 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.269658 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.335245 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.067741 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0733137 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0299018 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.214555 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.371587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.184375 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.249535 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.818843 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),0.049089 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.514263 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.626108 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.409817 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.319776 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.207226 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.41135 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0800024 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.373351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.0897626 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.211364 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.708781 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.59433 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.477231 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.29789 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.196701 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0187405 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.770671 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.231255 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.434464 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),0.308459 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.273364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,2),-0.532174 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.183866 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.435447 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.533042 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.651418 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.510391 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.469077 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.489213 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.468414 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.600774 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.261325 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.15436 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.220103 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.22796 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.39698 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.409341 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.341818 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.409628 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.11994 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.45045 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.46077 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.589325 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.387871 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.328438 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.366693 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.342179 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.233315 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.31238 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.146671 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.177042 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.23561 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.404216 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.416859 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.532174 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.533042 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.510391 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.469077 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.489213 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.468414 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.434901 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.220635 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0259562 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.22796 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.416688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.39698 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.504801 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.476571 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.450489 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.17734 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0523039 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.167892 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0939783 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.553131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,3),-0.412843 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.145339 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.113983 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.245395 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.320721 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.842786 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.614902 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.224734 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),0.209146 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.724301 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.643032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,1),-0.341562 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.193098 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.270355 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.243799 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.00769818 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.434829 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.361238 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.347262 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.447458 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.232027 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),0.33182 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.301167 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.556856 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.14992 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.571231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,1),-0.145339 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.2381 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.387854 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.256919 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.10846 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.364906 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.141878 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.192584 # DEPENDENCYPART_GRANDPAR
