# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,10,6,10,10,11,12,13,21,0,16,20,18,19,21,21,22,23,24,25,36,0,28,29,30,31,33,34,34,36,36,37,0,
(35,31),(35,32),-0.0237776 # DEPENDENCYPART_SIBL
(35,31),(35,33),-0.0916584 # DEPENDENCYPART_SIBL
(35,31),(35,34),-0.0123615 # DEPENDENCYPART_SIBL
(35,31),(35,36),0.00661663 # DEPENDENCYPART_SIBL
(35,32),(35,33),-0.116611 # DEPENDENCYPART_SIBL
(35,32),(35,34),-0.00750844 # DEPENDENCYPART_SIBL
(35,32),(35,36),0.00661663 # DEPENDENCYPART_SIBL
(35,33),(35,34),-0.563221 # DEPENDENCYPART_SIBL
(35,33),(35,36),-0.0433185 # DEPENDENCYPART_SIBL
(35,34),(35,36),0.00661663 # DEPENDENCYPART_SIBL
(36,1),(36,2),-0.139338 # DEPENDENCYPART_SIBL
(36,1),(36,3),-0.0660506 # DEPENDENCYPART_SIBL
(36,1),(36,5),-0.139338 # DEPENDENCYPART_SIBL
(36,1),(36,6),-0.0606534 # DEPENDENCYPART_SIBL
(36,1),(36,7),-0.134902 # DEPENDENCYPART_SIBL
(36,1),(36,8),-0.0615916 # DEPENDENCYPART_SIBL
(36,1),(36,9),-0.227947 # DEPENDENCYPART_SIBL
(36,1),(36,10),-0.227947 # DEPENDENCYPART_SIBL
(36,1),(36,12),-0.139338 # DEPENDENCYPART_SIBL
(36,1),(36,13),-0.14028 # DEPENDENCYPART_SIBL
(36,1),(36,14),-0.215257 # DEPENDENCYPART_SIBL
(36,1),(36,15),-0.137253 # DEPENDENCYPART_SIBL
(36,1),(36,16),-0.0878438 # DEPENDENCYPART_SIBL
(36,1),(36,17),-0.306632 # DEPENDENCYPART_SIBL
(36,1),(36,18),-0.241409 # DEPENDENCYPART_SIBL
(36,1),(36,19),-0.139338 # DEPENDENCYPART_SIBL
(36,1),(36,20),-0.227947 # DEPENDENCYPART_SIBL
(36,1),(36,21),-0.0618094 # DEPENDENCYPART_SIBL
(36,1),(36,22),-0.22062 # DEPENDENCYPART_SIBL
(36,1),(36,23),-0.227947 # DEPENDENCYPART_SIBL
(36,1),(36,25),-0.141909 # DEPENDENCYPART_SIBL
(36,1),(36,26),-0.215257 # DEPENDENCYPART_SIBL
(36,1),(36,27),-0.0575792 # DEPENDENCYPART_SIBL
(36,1),(36,28),-0.227947 # DEPENDENCYPART_SIBL
(36,1),(36,29),-0.227947 # DEPENDENCYPART_SIBL
(36,1),(36,30),-0.0744283 # DEPENDENCYPART_SIBL
(36,1),(36,31),-0.139338 # DEPENDENCYPART_SIBL
(36,1),(36,32),-0.14317 # DEPENDENCYPART_SIBL
(36,1),(36,33),-0.227947 # DEPENDENCYPART_SIBL
(36,1),(36,34),-0.139338 # DEPENDENCYPART_SIBL
(36,1),(36,35),-0.227947 # DEPENDENCYPART_SIBL
(36,2),(36,3),0.029638 # DEPENDENCYPART_SIBL
(36,2),(36,5),-0.0733296 # DEPENDENCYPART_SIBL
(36,2),(36,6),0.000340047 # DEPENDENCYPART_SIBL
(36,2),(36,7),-0.0940901 # DEPENDENCYPART_SIBL
(36,2),(36,8),0.000798305 # DEPENDENCYPART_SIBL
(36,2),(36,9),0.007583 # DEPENDENCYPART_SIBL
(36,2),(36,10),0.007583 # DEPENDENCYPART_SIBL
(36,2),(36,12),-0.0733296 # DEPENDENCYPART_SIBL
(36,2),(36,13),-0.0771841 # DEPENDENCYPART_SIBL
(36,2),(36,14),-0.160476 # DEPENDENCYPART_SIBL
(36,2),(36,15),-0.051867 # DEPENDENCYPART_SIBL
(36,2),(36,16),-0.0117463 # DEPENDENCYPART_SIBL
(36,2),(36,17),-0.0666553 # DEPENDENCYPART_SIBL
(36,2),(36,18),-0.0234169 # DEPENDENCYPART_SIBL
(36,2),(36,19),-0.0733296 # DEPENDENCYPART_SIBL
(36,2),(36,20),0.007583 # DEPENDENCYPART_SIBL
(36,2),(36,21),-0.00159528 # DEPENDENCYPART_SIBL
(36,2),(36,22),-0.115575 # DEPENDENCYPART_SIBL
(36,2),(36,23),0.007583 # DEPENDENCYPART_SIBL
(36,2),(36,25),-0.080913 # DEPENDENCYPART_SIBL
(36,2),(36,26),-0.160476 # DEPENDENCYPART_SIBL
(36,2),(36,27),0.0117973 # DEPENDENCYPART_SIBL
(36,2),(36,28),0.007583 # DEPENDENCYPART_SIBL
(36,2),(36,29),0.007583 # DEPENDENCYPART_SIBL
(36,2),(36,30),-0.0300918 # DEPENDENCYPART_SIBL
(36,2),(36,31),-0.0733296 # DEPENDENCYPART_SIBL
(36,2),(36,32),-0.0784994 # DEPENDENCYPART_SIBL
(36,2),(36,33),0.007583 # DEPENDENCYPART_SIBL
(36,2),(36,34),-0.0733296 # DEPENDENCYPART_SIBL
(36,2),(36,35),0.007583 # DEPENDENCYPART_SIBL
(36,3),(36,5),-0.07974 # DEPENDENCYPART_SIBL
(36,3),(36,6),-0.0365756 # DEPENDENCYPART_SIBL
(36,3),(36,7),-0.151884 # DEPENDENCYPART_SIBL
(36,3),(36,8),-0.0741614 # DEPENDENCYPART_SIBL
(36,3),(36,9),-0.15222 # DEPENDENCYPART_SIBL
(36,3),(36,10),-0.15222 # DEPENDENCYPART_SIBL
(36,3),(36,12),-0.07974 # DEPENDENCYPART_SIBL
(36,3),(36,13),-0.0808708 # DEPENDENCYPART_SIBL
(36,3),(36,14),-0.215291 # DEPENDENCYPART_SIBL
(36,3),(36,15),-0.0751856 # DEPENDENCYPART_SIBL
(36,3),(36,16),-0.011167 # DEPENDENCYPART_SIBL
(36,3),(36,17),-0.195384 # DEPENDENCYPART_SIBL
(36,3),(36,18),-0.160974 # DEPENDENCYPART_SIBL
(36,3),(36,19),-0.07974 # DEPENDENCYPART_SIBL
(36,3),(36,20),-0.15222 # DEPENDENCYPART_SIBL
(36,3),(36,21),-0.037146 # DEPENDENCYPART_SIBL
(36,3),(36,22),-0.0998257 # DEPENDENCYPART_SIBL
(36,3),(36,23),-0.15222 # DEPENDENCYPART_SIBL
(36,3),(36,25),-0.0823107 # DEPENDENCYPART_SIBL
(36,3),(36,26),-0.215291 # DEPENDENCYPART_SIBL
(36,3),(36,27),-0.029285 # DEPENDENCYPART_SIBL
(36,3),(36,28),-0.15222 # DEPENDENCYPART_SIBL
(36,3),(36,29),-0.15222 # DEPENDENCYPART_SIBL
(36,3),(36,30),-0.0453305 # DEPENDENCYPART_SIBL
(36,3),(36,31),-0.07974 # DEPENDENCYPART_SIBL
(36,3),(36,32),-0.0835723 # DEPENDENCYPART_SIBL
(36,3),(36,33),-0.15222 # DEPENDENCYPART_SIBL
(36,3),(36,34),-0.07974 # DEPENDENCYPART_SIBL
(36,3),(36,35),-0.15222 # DEPENDENCYPART_SIBL
(36,5),(36,6),0.00381061 # DEPENDENCYPART_SIBL
(36,5),(36,7),-0.0881445 # DEPENDENCYPART_SIBL
(36,5),(36,8),0.00674391 # DEPENDENCYPART_SIBL
(36,5),(36,9),0.0135286 # DEPENDENCYPART_SIBL
(36,5),(36,10),0.0135286 # DEPENDENCYPART_SIBL
(36,5),(36,12),-0.0614988 # DEPENDENCYPART_SIBL
(36,5),(36,13),-0.0653534 # DEPENDENCYPART_SIBL
(36,5),(36,14),-0.154531 # DEPENDENCYPART_SIBL
(36,5),(36,15),-0.0400362 # DEPENDENCYPART_SIBL
(36,5),(36,16),-0.00580069 # DEPENDENCYPART_SIBL
(36,5),(36,17),-0.0523495 # DEPENDENCYPART_SIBL
(36,5),(36,18),-0.0149963 # DEPENDENCYPART_SIBL
(36,5),(36,19),-0.0614988 # DEPENDENCYPART_SIBL
(36,5),(36,20),0.0135286 # DEPENDENCYPART_SIBL
(36,5),(36,21),0.00187528 # DEPENDENCYPART_SIBL
(36,5),(36,22),-0.10963 # DEPENDENCYPART_SIBL
(36,5),(36,23),0.0135286 # DEPENDENCYPART_SIBL
(36,5),(36,25),-0.0690822 # DEPENDENCYPART_SIBL
(36,5),(36,26),-0.154531 # DEPENDENCYPART_SIBL
(36,5),(36,27),0.0177429 # DEPENDENCYPART_SIBL
(36,5),(36,28),0.0135286 # DEPENDENCYPART_SIBL
(36,5),(36,29),0.0135286 # DEPENDENCYPART_SIBL
(36,5),(36,30),-0.0241462 # DEPENDENCYPART_SIBL
(36,5),(36,31),-0.0614988 # DEPENDENCYPART_SIBL
(36,5),(36,32),-0.0666686 # DEPENDENCYPART_SIBL
(36,5),(36,33),0.0135286 # DEPENDENCYPART_SIBL
(36,5),(36,34),-0.0614988 # DEPENDENCYPART_SIBL
(36,5),(36,35),0.0135286 # DEPENDENCYPART_SIBL
(36,6),(36,7),-0.0560091 # DEPENDENCYPART_SIBL
(36,6),(36,8),0.00763557 # DEPENDENCYPART_SIBL
(36,6),(36,9),-0.131308 # DEPENDENCYPART_SIBL
(36,6),(36,10),-0.131308 # DEPENDENCYPART_SIBL
(36,6),(36,12),-0.00845024 # DEPENDENCYPART_SIBL
(36,6),(36,13),-0.00939191 # DEPENDENCYPART_SIBL
(36,6),(36,14),-0.170444 # DEPENDENCYPART_SIBL
(36,6),(36,15),-0.00194172 # DEPENDENCYPART_SIBL
(36,6),(36,16),-0.0178059 # DEPENDENCYPART_SIBL
(36,6),(36,17),-0.0530576 # DEPENDENCYPART_SIBL
(36,6),(36,18),-0.11201 # DEPENDENCYPART_SIBL
(36,6),(36,19),-0.00845024 # DEPENDENCYPART_SIBL
(36,6),(36,20),-0.131308 # DEPENDENCYPART_SIBL
(36,6),(36,21),-0.089323 # DEPENDENCYPART_SIBL
(36,6),(36,22),-0.149866 # DEPENDENCYPART_SIBL
(36,6),(36,23),-0.131308 # DEPENDENCYPART_SIBL
(36,6),(36,25),-0.0110209 # DEPENDENCYPART_SIBL
(36,6),(36,26),-0.170444 # DEPENDENCYPART_SIBL
(36,6),(36,27),-0.00325383 # DEPENDENCYPART_SIBL
(36,6),(36,28),-0.131308 # DEPENDENCYPART_SIBL
(36,6),(36,29),-0.131308 # DEPENDENCYPART_SIBL
(36,6),(36,30),-0.0674027 # DEPENDENCYPART_SIBL
(36,6),(36,31),-0.00845024 # DEPENDENCYPART_SIBL
(36,6),(36,32),-0.0122825 # DEPENDENCYPART_SIBL
(36,6),(36,33),-0.131308 # DEPENDENCYPART_SIBL
(36,6),(36,34),-0.00845024 # DEPENDENCYPART_SIBL
(36,6),(36,35),-0.131308 # DEPENDENCYPART_SIBL
(36,7),(36,8),-0.086565 # DEPENDENCYPART_SIBL
(36,7),(36,9),-0.199987 # DEPENDENCYPART_SIBL
(36,7),(36,10),-0.199987 # DEPENDENCYPART_SIBL
(36,7),(36,12),-0.0209418 # DEPENDENCYPART_SIBL
(36,7),(36,13),-0.0147431 # DEPENDENCYPART_SIBL
(36,7),(36,14),-0.120132 # DEPENDENCYPART_SIBL
(36,7),(36,15),-0.0144333 # DEPENDENCYPART_SIBL
(36,7),(36,16),0.0108171 # DEPENDENCYPART_SIBL
(36,7),(36,17),-0.151607 # DEPENDENCYPART_SIBL
(36,7),(36,18),-0.177128 # DEPENDENCYPART_SIBL
(36,7),(36,19),-0.0209418 # DEPENDENCYPART_SIBL
(36,7),(36,20),-0.199987 # DEPENDENCYPART_SIBL
(36,7),(36,21),-0.0726946 # DEPENDENCYPART_SIBL
(36,7),(36,22),-0.0948603 # DEPENDENCYPART_SIBL
(36,7),(36,23),-0.199987 # DEPENDENCYPART_SIBL
(36,7),(36,25),-0.0235125 # DEPENDENCYPART_SIBL
(36,7),(36,26),-0.120132 # DEPENDENCYPART_SIBL
(36,7),(36,27),-0.00300617 # DEPENDENCYPART_SIBL
(36,7),(36,28),-0.199987 # DEPENDENCYPART_SIBL
(36,7),(36,29),-0.199987 # DEPENDENCYPART_SIBL
(36,7),(36,30),-0.0470545 # DEPENDENCYPART_SIBL
(36,7),(36,31),-0.0209418 # DEPENDENCYPART_SIBL
(36,7),(36,32),-0.0247741 # DEPENDENCYPART_SIBL
(36,7),(36,33),-0.199987 # DEPENDENCYPART_SIBL
(36,7),(36,34),-0.0209418 # DEPENDENCYPART_SIBL
(36,7),(36,35),-0.199987 # DEPENDENCYPART_SIBL
(36,8),(36,9),-0.154318 # DEPENDENCYPART_SIBL
(36,8),(36,10),-0.154318 # DEPENDENCYPART_SIBL
(36,8),(36,12),-0.0238232 # DEPENDENCYPART_SIBL
(36,8),(36,13),-0.0249541 # DEPENDENCYPART_SIBL
(36,8),(36,14),-0.211763 # DEPENDENCYPART_SIBL
(36,8),(36,15),-0.0192689 # DEPENDENCYPART_SIBL
(36,8),(36,16),-0.0264761 # DEPENDENCYPART_SIBL
(36,8),(36,17),-0.161576 # DEPENDENCYPART_SIBL
(36,8),(36,18),-0.188945 # DEPENDENCYPART_SIBL
(36,8),(36,19),-0.0238232 # DEPENDENCYPART_SIBL
(36,8),(36,20),-0.154318 # DEPENDENCYPART_SIBL
(36,8),(36,21),-0.0171355 # DEPENDENCYPART_SIBL
(36,8),(36,22),-0.0962755 # DEPENDENCYPART_SIBL
(36,8),(36,23),-0.154318 # DEPENDENCYPART_SIBL
(36,8),(36,25),-0.0263939 # DEPENDENCYPART_SIBL
(36,8),(36,26),-0.211763 # DEPENDENCYPART_SIBL
(36,8),(36,27),-0.0354975 # DEPENDENCYPART_SIBL
(36,8),(36,28),-0.154318 # DEPENDENCYPART_SIBL
(36,8),(36,29),-0.154318 # DEPENDENCYPART_SIBL
(36,8),(36,30),-0.0511916 # DEPENDENCYPART_SIBL
(36,8),(36,31),-0.0238232 # DEPENDENCYPART_SIBL
(36,8),(36,32),-0.0276555 # DEPENDENCYPART_SIBL
(36,8),(36,33),-0.154318 # DEPENDENCYPART_SIBL
(36,8),(36,34),-0.0238232 # DEPENDENCYPART_SIBL
(36,8),(36,35),-0.154318 # DEPENDENCYPART_SIBL
(36,9),(36,10),-1.04928 # DEPENDENCYPART_SIBL
(36,9),(36,12),-0.558812 # DEPENDENCYPART_SIBL
(36,9),(36,13),-0.559753 # DEPENDENCYPART_SIBL
(36,9),(36,14),-0.444642 # DEPENDENCYPART_SIBL
(36,9),(36,15),-0.554495 # DEPENDENCYPART_SIBL
(36,9),(36,16),-0.334606 # DEPENDENCYPART_SIBL
(36,9),(36,17),-0.95751 # DEPENDENCYPART_SIBL
(36,9),(36,18),-0.899379 # DEPENDENCYPART_SIBL
(36,9),(36,19),-0.558812 # DEPENDENCYPART_SIBL
(36,9),(36,20),-1.04928 # DEPENDENCYPART_SIBL
(36,9),(36,21),-0.653201 # DEPENDENCYPART_SIBL
(36,9),(36,22),-0.423887 # DEPENDENCYPART_SIBL
(36,9),(36,23),-1.04928 # DEPENDENCYPART_SIBL
(36,9),(36,25),-0.561382 # DEPENDENCYPART_SIBL
(36,9),(36,26),-0.444642 # DEPENDENCYPART_SIBL
(36,9),(36,27),-0.311567 # DEPENDENCYPART_SIBL
(36,9),(36,28),-1.04928 # DEPENDENCYPART_SIBL
(36,9),(36,29),-1.04928 # DEPENDENCYPART_SIBL
(36,9),(36,30),-0.50068 # DEPENDENCYPART_SIBL
(36,9),(36,31),-0.558812 # DEPENDENCYPART_SIBL
(36,9),(36,32),-0.562644 # DEPENDENCYPART_SIBL
(36,9),(36,33),-1.04928 # DEPENDENCYPART_SIBL
(36,9),(36,34),-0.558812 # DEPENDENCYPART_SIBL
(36,9),(36,35),-1.04928 # DEPENDENCYPART_SIBL
(36,10),(36,12),-0.558812 # DEPENDENCYPART_SIBL
(36,10),(36,13),-0.559753 # DEPENDENCYPART_SIBL
(36,10),(36,14),-0.444642 # DEPENDENCYPART_SIBL
(36,10),(36,15),-0.554495 # DEPENDENCYPART_SIBL
(36,10),(36,16),-0.334606 # DEPENDENCYPART_SIBL
(36,10),(36,17),-0.95751 # DEPENDENCYPART_SIBL
(36,10),(36,18),-0.899379 # DEPENDENCYPART_SIBL
(36,10),(36,19),-0.558812 # DEPENDENCYPART_SIBL
(36,10),(36,20),-1.04928 # DEPENDENCYPART_SIBL
(36,10),(36,21),-0.653201 # DEPENDENCYPART_SIBL
(36,10),(36,22),-0.423887 # DEPENDENCYPART_SIBL
(36,10),(36,23),-1.04928 # DEPENDENCYPART_SIBL
(36,10),(36,25),-0.561382 # DEPENDENCYPART_SIBL
(36,10),(36,26),-0.444642 # DEPENDENCYPART_SIBL
(36,10),(36,27),-0.311567 # DEPENDENCYPART_SIBL
(36,10),(36,28),-1.04928 # DEPENDENCYPART_SIBL
(36,10),(36,29),-1.04928 # DEPENDENCYPART_SIBL
(36,10),(36,30),-0.50068 # DEPENDENCYPART_SIBL
(36,10),(36,31),-0.558812 # DEPENDENCYPART_SIBL
(36,10),(36,32),-0.562644 # DEPENDENCYPART_SIBL
(36,10),(36,33),-1.04928 # DEPENDENCYPART_SIBL
(36,10),(36,34),-0.558812 # DEPENDENCYPART_SIBL
(36,10),(36,35),-1.04928 # DEPENDENCYPART_SIBL
(36,12),(36,13),-0.0771841 # DEPENDENCYPART_SIBL
(36,12),(36,14),-0.160476 # DEPENDENCYPART_SIBL
(36,12),(36,15),-0.051867 # DEPENDENCYPART_SIBL
(36,12),(36,16),-0.0117463 # DEPENDENCYPART_SIBL
(36,12),(36,17),-0.0666553 # DEPENDENCYPART_SIBL
(36,12),(36,18),-0.0234169 # DEPENDENCYPART_SIBL
(36,12),(36,19),-0.0733296 # DEPENDENCYPART_SIBL
(36,12),(36,20),0.007583 # DEPENDENCYPART_SIBL
(36,12),(36,21),-0.00159528 # DEPENDENCYPART_SIBL
(36,12),(36,22),-0.115575 # DEPENDENCYPART_SIBL
(36,12),(36,23),0.007583 # DEPENDENCYPART_SIBL
(36,12),(36,25),-0.080913 # DEPENDENCYPART_SIBL
(36,12),(36,26),-0.160476 # DEPENDENCYPART_SIBL
(36,12),(36,27),0.0117973 # DEPENDENCYPART_SIBL
(36,12),(36,28),0.007583 # DEPENDENCYPART_SIBL
(36,12),(36,29),0.007583 # DEPENDENCYPART_SIBL
(36,12),(36,30),-0.0300918 # DEPENDENCYPART_SIBL
(36,12),(36,31),-0.0733296 # DEPENDENCYPART_SIBL
(36,12),(36,32),-0.0784994 # DEPENDENCYPART_SIBL
(36,12),(36,33),0.007583 # DEPENDENCYPART_SIBL
(36,12),(36,34),-0.0733296 # DEPENDENCYPART_SIBL
(36,12),(36,35),0.007583 # DEPENDENCYPART_SIBL
(36,13),(36,14),-0.163558 # DEPENDENCYPART_SIBL
(36,13),(36,15),-0.0661506 # DEPENDENCYPART_SIBL
(36,13),(36,16),-0.0148279 # DEPENDENCYPART_SIBL
(36,13),(36,17),-0.085323 # DEPENDENCYPART_SIBL
(36,13),(36,18),-0.0294818 # DEPENDENCYPART_SIBL
(36,13),(36,19),-0.0876132 # DEPENDENCYPART_SIBL
(36,13),(36,20),-0.00568902 # DEPENDENCYPART_SIBL
(36,13),(36,21),-0.0104832 # DEPENDENCYPART_SIBL
(36,13),(36,22),-0.118657 # DEPENDENCYPART_SIBL
(36,13),(36,23),-0.00568902 # DEPENDENCYPART_SIBL
(36,13),(36,25),-0.0951967 # DEPENDENCYPART_SIBL
(36,13),(36,26),-0.163558 # DEPENDENCYPART_SIBL
(36,13),(36,27),0.0087157 # DEPENDENCYPART_SIBL
(36,13),(36,28),-0.00568902 # DEPENDENCYPART_SIBL
(36,13),(36,29),-0.00568902 # DEPENDENCYPART_SIBL
(36,13),(36,30),-0.0317727 # DEPENDENCYPART_SIBL
(36,13),(36,31),-0.0876132 # DEPENDENCYPART_SIBL
(36,13),(36,32),-0.0927831 # DEPENDENCYPART_SIBL
(36,13),(36,33),-0.00568902 # DEPENDENCYPART_SIBL
(36,13),(36,34),-0.0876132 # DEPENDENCYPART_SIBL
(36,13),(36,35),-0.00568902 # DEPENDENCYPART_SIBL
(36,14),(36,15),0.0123294 # DEPENDENCYPART_SIBL
(36,14),(36,16),0.032265 # DEPENDENCYPART_SIBL
(36,14),(36,17),-0.2335 # DEPENDENCYPART_SIBL
(36,14),(36,18),-0.231225 # DEPENDENCYPART_SIBL
(36,14),(36,19),0.0146676 # DEPENDENCYPART_SIBL
(36,14),(36,20),-0.152349 # DEPENDENCYPART_SIBL
(36,14),(36,21),0.0941115 # DEPENDENCYPART_SIBL
(36,14),(36,22),-0.228935 # DEPENDENCYPART_SIBL
(36,14),(36,23),-0.152349 # DEPENDENCYPART_SIBL
(36,14),(36,25),0.012097 # DEPENDENCYPART_SIBL
(36,14),(36,26),-0.242949 # DEPENDENCYPART_SIBL
(36,14),(36,27),0.0808399 # DEPENDENCYPART_SIBL
(36,14),(36,28),-0.152349 # DEPENDENCYPART_SIBL
(36,14),(36,29),-0.152349 # DEPENDENCYPART_SIBL
(36,14),(36,30),0.0163157 # DEPENDENCYPART_SIBL
(36,14),(36,31),0.0146676 # DEPENDENCYPART_SIBL
(36,14),(36,32),0.0108353 # DEPENDENCYPART_SIBL
(36,14),(36,33),-0.152349 # DEPENDENCYPART_SIBL
(36,14),(36,34),0.0146676 # DEPENDENCYPART_SIBL
(36,14),(36,35),-0.152349 # DEPENDENCYPART_SIBL
(36,15),(36,16),-0.0195749 # DEPENDENCYPART_SIBL
(36,15),(36,17),-0.101826 # DEPENDENCYPART_SIBL
(36,15),(36,18),-0.0470342 # DEPENDENCYPART_SIBL
(36,15),(36,19),-0.0974327 # DEPENDENCYPART_SIBL
(36,15),(36,20),-0.0123145 # DEPENDENCYPART_SIBL
(36,15),(36,21),-0.0104249 # DEPENDENCYPART_SIBL
(36,15),(36,22),-0.123404 # DEPENDENCYPART_SIBL
(36,15),(36,23),-0.0123145 # DEPENDENCYPART_SIBL
(36,15),(36,25),-0.105016 # DEPENDENCYPART_SIBL
(36,15),(36,26),-0.168305 # DEPENDENCYPART_SIBL
(36,15),(36,27),0.00396863 # DEPENDENCYPART_SIBL
(36,15),(36,28),-0.0123145 # DEPENDENCYPART_SIBL
(36,15),(36,29),-0.0123145 # DEPENDENCYPART_SIBL
(36,15),(36,30),-0.0426413 # DEPENDENCYPART_SIBL
(36,15),(36,31),-0.0974327 # DEPENDENCYPART_SIBL
(36,15),(36,32),-0.102603 # DEPENDENCYPART_SIBL
(36,15),(36,33),-0.0123145 # DEPENDENCYPART_SIBL
(36,15),(36,34),-0.0974327 # DEPENDENCYPART_SIBL
(36,15),(36,35),-0.0123145 # DEPENDENCYPART_SIBL
(36,16),(36,17),-0.0846281 # DEPENDENCYPART_SIBL
(36,16),(36,18),-0.184407 # DEPENDENCYPART_SIBL
(36,16),(36,19),-0.0312064 # DEPENDENCYPART_SIBL
(36,16),(36,20),-0.133195 # DEPENDENCYPART_SIBL
(36,16),(36,21),-0.0803433 # DEPENDENCYPART_SIBL
(36,16),(36,22),-0.153484 # DEPENDENCYPART_SIBL
(36,16),(36,23),-0.133195 # DEPENDENCYPART_SIBL
(36,16),(36,25),-0.033777 # DEPENDENCYPART_SIBL
(36,16),(36,26),-0.230306 # DEPENDENCYPART_SIBL
(36,16),(36,27),-0.102506 # DEPENDENCYPART_SIBL
(36,16),(36,28),-0.133195 # DEPENDENCYPART_SIBL
(36,16),(36,29),-0.133195 # DEPENDENCYPART_SIBL
(36,16),(36,30),-0.130986 # DEPENDENCYPART_SIBL
(36,16),(36,31),-0.0312064 # DEPENDENCYPART_SIBL
(36,16),(36,32),-0.0350387 # DEPENDENCYPART_SIBL
(36,16),(36,33),-0.133195 # DEPENDENCYPART_SIBL
(36,16),(36,34),-0.0312064 # DEPENDENCYPART_SIBL
(36,16),(36,35),-0.133195 # DEPENDENCYPART_SIBL
(36,17),(36,18),-0.810786 # DEPENDENCYPART_SIBL
(36,17),(36,19),-0.623691 # DEPENDENCYPART_SIBL
(36,17),(36,20),-0.910387 # DEPENDENCYPART_SIBL
(36,17),(36,21),-0.565474 # DEPENDENCYPART_SIBL
(36,17),(36,22),-0.389596 # DEPENDENCYPART_SIBL
(36,17),(36,23),-0.910387 # DEPENDENCYPART_SIBL
(36,17),(36,25),-0.631274 # DEPENDENCYPART_SIBL
(36,17),(36,26),-0.434674 # DEPENDENCYPART_SIBL
(36,17),(36,27),-0.296516 # DEPENDENCYPART_SIBL
(36,17),(36,28),-0.910387 # DEPENDENCYPART_SIBL
(36,17),(36,29),-0.910387 # DEPENDENCYPART_SIBL
(36,17),(36,30),-0.463369 # DEPENDENCYPART_SIBL
(36,17),(36,31),-0.623691 # DEPENDENCYPART_SIBL
(36,17),(36,32),-0.628861 # DEPENDENCYPART_SIBL
(36,17),(36,33),-0.910387 # DEPENDENCYPART_SIBL
(36,17),(36,34),-0.623691 # DEPENDENCYPART_SIBL
(36,17),(36,35),-0.910387 # DEPENDENCYPART_SIBL
(36,18),(36,19),-0.603235 # DEPENDENCYPART_SIBL
(36,18),(36,20),-0.946386 # DEPENDENCYPART_SIBL
(36,18),(36,21),-0.584657 # DEPENDENCYPART_SIBL
(36,18),(36,22),-0.416278 # DEPENDENCYPART_SIBL
(36,18),(36,23),-0.946386 # DEPENDENCYPART_SIBL
(36,18),(36,25),-0.605806 # DEPENDENCYPART_SIBL
(36,18),(36,26),-0.442971 # DEPENDENCYPART_SIBL
(36,18),(36,27),-0.357624 # DEPENDENCYPART_SIBL
(36,18),(36,28),-0.946386 # DEPENDENCYPART_SIBL
(36,18),(36,29),-0.946386 # DEPENDENCYPART_SIBL
(36,18),(36,30),-0.431343 # DEPENDENCYPART_SIBL
(36,18),(36,31),-0.603235 # DEPENDENCYPART_SIBL
(36,18),(36,32),-0.609826 # DEPENDENCYPART_SIBL
(36,18),(36,33),-0.946386 # DEPENDENCYPART_SIBL
(36,18),(36,34),-0.603235 # DEPENDENCYPART_SIBL
(36,18),(36,35),-0.946386 # DEPENDENCYPART_SIBL
(36,19),(36,20),0.007583 # DEPENDENCYPART_SIBL
(36,19),(36,21),-0.00159528 # DEPENDENCYPART_SIBL
(36,19),(36,22),-0.115575 # DEPENDENCYPART_SIBL
(36,19),(36,23),0.007583 # DEPENDENCYPART_SIBL
(36,19),(36,25),-0.080913 # DEPENDENCYPART_SIBL
(36,19),(36,26),-0.160476 # DEPENDENCYPART_SIBL
(36,19),(36,27),0.0117973 # DEPENDENCYPART_SIBL
(36,19),(36,28),0.007583 # DEPENDENCYPART_SIBL
(36,19),(36,29),0.007583 # DEPENDENCYPART_SIBL
(36,19),(36,30),-0.0300918 # DEPENDENCYPART_SIBL
(36,19),(36,31),-0.0733296 # DEPENDENCYPART_SIBL
(36,19),(36,32),-0.0784994 # DEPENDENCYPART_SIBL
(36,19),(36,33),0.007583 # DEPENDENCYPART_SIBL
(36,19),(36,34),-0.0733296 # DEPENDENCYPART_SIBL
(36,19),(36,35),0.007583 # DEPENDENCYPART_SIBL
(36,20),(36,21),-0.653201 # DEPENDENCYPART_SIBL
(36,20),(36,22),-0.423887 # DEPENDENCYPART_SIBL
(36,20),(36,23),-1.04928 # DEPENDENCYPART_SIBL
(36,20),(36,25),-0.561382 # DEPENDENCYPART_SIBL
(36,20),(36,26),-0.444642 # DEPENDENCYPART_SIBL
(36,20),(36,27),-0.311567 # DEPENDENCYPART_SIBL
(36,20),(36,28),-1.04928 # DEPENDENCYPART_SIBL
(36,20),(36,29),-1.04928 # DEPENDENCYPART_SIBL
(36,20),(36,30),-0.50068 # DEPENDENCYPART_SIBL
(36,20),(36,31),-0.558812 # DEPENDENCYPART_SIBL
(36,20),(36,32),-0.562644 # DEPENDENCYPART_SIBL
