# _root_ Bilimsel_Devrim boyunca alanını din aleyhine gittikçe _ _ genişleterek , dinin _ eskisine göre çok daha dar bir alana _ _ hapsedilmesine _ yol_açan bilimin kendisi de , bugün kendi alanına _ hapsedilmiştir .
#goldHeads=2,8,8,5,8,8,8,9,21,0,21,13,14,21,16,17,19,19,21,21,22,23,24,25,26,33,26,0,32,31,33,33,34,0,
#predictedHeads=2,8,8,5,8,8,8,9,23,0,13,13,14,19,16,17,19,19,21,21,22,23,24,25,26,28,26,0,33,31,33,33,34,0,
(28,29),(28,33),-0.032302 # DEPENDENCYPART_SIBL
(28,29),(28,34),-0.017339 # DEPENDENCYPART_SIBL
(28,31),(28,32),-0.0374247 # DEPENDENCYPART_SIBL
(28,31),(28,33),-0.032302 # DEPENDENCYPART_SIBL
(28,31),(28,34),-0.0173388 # DEPENDENCYPART_SIBL
(28,32),(28,33),-0.0286604 # DEPENDENCYPART_SIBL
(28,32),(28,34),-0.0619313 # DEPENDENCYPART_SIBL
(28,33),(28,34),-0.0431921 # DEPENDENCYPART_SIBL
(29,22),(29,23),0.0269906 # DEPENDENCYPART_SIBL
(29,22),(29,24),0.0915241 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.0124568 # DEPENDENCYPART_SIBL
(29,22),(29,26),0.0454999 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.0427412 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.0656379 # DEPENDENCYPART_SIBL
(29,22),(29,31),-0.0210594 # DEPENDENCYPART_SIBL
(29,22),(29,32),-0.0537676 # DEPENDENCYPART_SIBL
(29,23),(29,24),-0.346606 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.338064 # DEPENDENCYPART_SIBL
(29,23),(29,26),-0.100372 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.15658 # DEPENDENCYPART_SIBL
(29,23),(29,28),-0.227738 # DEPENDENCYPART_SIBL
(29,23),(29,31),0.0240088 # DEPENDENCYPART_SIBL
(29,23),(29,32),-0.0487684 # DEPENDENCYPART_SIBL
(29,24),(29,25),0.0665762 # DEPENDENCYPART_SIBL
(29,24),(29,26),0.0998426 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.000285053 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.0305979 # DEPENDENCYPART_SIBL
(29,24),(29,31),0.0936956 # DEPENDENCYPART_SIBL
(29,24),(29,32),-0.00722377 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.0556808 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.0325603 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.055457 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0214095 # DEPENDENCYPART_SIBL
(29,25),(29,32),-0.0540839 # DEPENDENCYPART_SIBL
(29,26),(29,27),-0.0358649 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.0235417 # DEPENDENCYPART_SIBL
(29,26),(29,31),0.00382175 # DEPENDENCYPART_SIBL
(29,26),(29,32),-0.0247271 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.0134047 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0128279 # DEPENDENCYPART_SIBL
(29,27),(29,32),-0.0281914 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.0409364 # DEPENDENCYPART_SIBL
(29,28),(29,32),-0.0583091 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.0226956 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.042941 # DEPENDENCYPART_SIBL
(31,22),(31,24),0.0937931 # DEPENDENCYPART_SIBL
(31,22),(31,25),-0.0123385 # DEPENDENCYPART_SIBL
(31,22),(31,27),-0.0398464 # DEPENDENCYPART_SIBL
(31,22),(31,28),-0.0628035 # DEPENDENCYPART_SIBL
(31,22),(31,29),-0.00660011 # DEPENDENCYPART_SIBL
(31,22),(31,30),0.0100593 # DEPENDENCYPART_SIBL
(31,22),(31,32),-0.0536802 # DEPENDENCYPART_SIBL
(31,24),(31,25),0.0577916 # DEPENDENCYPART_SIBL
(31,24),(31,27),-0.00469567 # DEPENDENCYPART_SIBL
(31,24),(31,28),-0.0350689 # DEPENDENCYPART_SIBL
(31,24),(31,29),0.0756727 # DEPENDENCYPART_SIBL
(31,24),(31,30),0.0723895 # DEPENDENCYPART_SIBL
(31,24),(31,32),-0.00620933 # DEPENDENCYPART_SIBL
(31,25),(31,27),-0.0296654 # DEPENDENCYPART_SIBL
(31,25),(31,28),-0.0526226 # DEPENDENCYPART_SIBL
(31,25),(31,29),-0.00840841 # DEPENDENCYPART_SIBL
(31,25),(31,30),0.0202402 # DEPENDENCYPART_SIBL
(31,25),(31,32),-0.0539964 # DEPENDENCYPART_SIBL
(31,27),(31,28),0.0131507 # DEPENDENCYPART_SIBL
(31,27),(31,29),-0.0172632 # DEPENDENCYPART_SIBL
(31,27),(31,30),-0.0266547 # DEPENDENCYPART_SIBL
(31,27),(31,32),-0.0281914 # DEPENDENCYPART_SIBL
(31,28),(31,29),0.0147795 # DEPENDENCYPART_SIBL
(31,28),(31,30),0.0758165 # DEPENDENCYPART_SIBL
(31,28),(31,32),-0.0569933 # DEPENDENCYPART_SIBL
(31,29),(31,30),0.0153319 # DEPENDENCYPART_SIBL
(31,29),(31,32),-0.0560047 # DEPENDENCYPART_SIBL
(31,30),(31,32),-0.0225152 # DEPENDENCYPART_SIBL
(32,2),(32,19),0.151772 # DEPENDENCYPART_SIBL
(32,2),(32,22),0.142531 # DEPENDENCYPART_SIBL
(32,2),(32,23),-0.0816367 # DEPENDENCYPART_SIBL
(32,2),(32,24),-0.00522387 # DEPENDENCYPART_SIBL
(32,2),(32,25),0.127336 # DEPENDENCYPART_SIBL
(32,2),(32,26),0.122871 # DEPENDENCYPART_SIBL
(32,2),(32,27),-0.0516668 # DEPENDENCYPART_SIBL
(32,2),(32,28),-0.118865 # DEPENDENCYPART_SIBL
(32,2),(32,29),0.144814 # DEPENDENCYPART_SIBL
(32,2),(32,30),0.0710367 # DEPENDENCYPART_SIBL
(32,2),(32,31),0.142522 # DEPENDENCYPART_SIBL
(32,2),(32,33),0.00440453 # DEPENDENCYPART_SIBL
(32,19),(32,22),0.033688 # DEPENDENCYPART_SIBL
(32,19),(32,23),-0.0684902 # DEPENDENCYPART_SIBL
(32,19),(32,24),0.0894216 # DEPENDENCYPART_SIBL
(32,19),(32,25),0.010824 # DEPENDENCYPART_SIBL
(32,19),(32,26),0.0685718 # DEPENDENCYPART_SIBL
(32,19),(32,27),-0.0518501 # DEPENDENCYPART_SIBL
(32,19),(32,28),-0.0748034 # DEPENDENCYPART_SIBL
(32,19),(32,29),0.0796089 # DEPENDENCYPART_SIBL
(32,19),(32,30),-0.017632 # DEPENDENCYPART_SIBL
(32,19),(32,31),0.0336845 # DEPENDENCYPART_SIBL
(32,19),(32,33),0.00660042 # DEPENDENCYPART_SIBL
(32,22),(32,23),-0.07014 # DEPENDENCYPART_SIBL
(32,22),(32,24),0.0841319 # DEPENDENCYPART_SIBL
(32,22),(32,25),-0.0120304 # DEPENDENCYPART_SIBL
(32,22),(32,26),0.0615313 # DEPENDENCYPART_SIBL
(32,22),(32,27),-0.0588906 # DEPENDENCYPART_SIBL
(32,22),(32,28),-0.081844 # DEPENDENCYPART_SIBL
(32,22),(32,29),0.0567545 # DEPENDENCYPART_SIBL
(32,22),(32,30),-0.0246725 # DEPENDENCYPART_SIBL
(32,22),(32,31),0.0108301 # DEPENDENCYPART_SIBL
(32,22),(32,33),0.00662862 # DEPENDENCYPART_SIBL
(32,23),(32,24),-0.525061 # DEPENDENCYPART_SIBL
(32,23),(32,25),-0.5752 # DEPENDENCYPART_SIBL
(32,23),(32,26),-0.320001 # DEPENDENCYPART_SIBL
(32,23),(32,27),-0.379635 # DEPENDENCYPART_SIBL
(32,23),(32,28),-0.459699 # DEPENDENCYPART_SIBL
(32,23),(32,29),-0.54065 # DEPENDENCYPART_SIBL
(32,23),(32,30),-0.373248 # DEPENDENCYPART_SIBL
(32,23),(32,31),-0.563226 # DEPENDENCYPART_SIBL
(32,23),(32,33),-0.0433137 # DEPENDENCYPART_SIBL
(32,24),(32,25),0.0254508 # DEPENDENCYPART_SIBL
(32,24),(32,26),0.0786422 # DEPENDENCYPART_SIBL
(32,24),(32,27),-0.059807 # DEPENDENCYPART_SIBL
(32,24),(32,28),-0.107532 # DEPENDENCYPART_SIBL
(32,24),(32,29),0.0595866 # DEPENDENCYPART_SIBL
(32,24),(32,30),0.0254792 # DEPENDENCYPART_SIBL
(32,24),(32,31),0.0447441 # DEPENDENCYPART_SIBL
(32,24),(32,33),-0.0100539 # DEPENDENCYPART_SIBL
(32,25),(32,26),0.0810159 # DEPENDENCYPART_SIBL
(32,25),(32,27),-0.039406 # DEPENDENCYPART_SIBL
(32,25),(32,28),-0.0623593 # DEPENDENCYPART_SIBL
(32,25),(32,29),0.101832 # DEPENDENCYPART_SIBL
(32,25),(32,30),-0.0051879 # DEPENDENCYPART_SIBL
(32,25),(32,31),0.0445674 # DEPENDENCYPART_SIBL
(32,25),(32,33),0.00661212 # DEPENDENCYPART_SIBL
(32,26),(32,27),-0.0390458 # DEPENDENCYPART_SIBL
(32,26),(32,28),-0.117978 # DEPENDENCYPART_SIBL
(32,26),(32,29),0.113066 # DEPENDENCYPART_SIBL
(32,26),(32,30),-0.0291795 # DEPENDENCYPART_SIBL
(32,26),(32,31),0.0980488 # DEPENDENCYPART_SIBL
(32,26),(32,33),0.00150764 # DEPENDENCYPART_SIBL
(32,27),(32,28),-0.0177826 # DEPENDENCYPART_SIBL
(32,27),(32,29),0.0476301 # DEPENDENCYPART_SIBL
(32,27),(32,30),-0.0114483 # DEPENDENCYPART_SIBL
(32,27),(32,31),0.0240575 # DEPENDENCYPART_SIBL
(32,27),(32,33),-0.0482457 # DEPENDENCYPART_SIBL
(32,28),(32,29),0.0205938 # DEPENDENCYPART_SIBL
(32,28),(32,30),-0.0289517 # DEPENDENCYPART_SIBL
(32,28),(32,31),0.0125057 # DEPENDENCYPART_SIBL
(32,28),(32,33),-0.0162046 # DEPENDENCYPART_SIBL
(32,29),(32,30),-0.00152965 # DEPENDENCYPART_SIBL
(32,29),(32,31),0.0948373 # DEPENDENCYPART_SIBL
(32,29),(32,33),0.00835588 # DEPENDENCYPART_SIBL
(32,30),(32,31),-0.0208421 # DEPENDENCYPART_SIBL
(32,30),(32,33),-0.00293641 # DEPENDENCYPART_SIBL
(32,31),(32,33),0.00659307 # DEPENDENCYPART_SIBL
(33,1),(33,2),0.00541485 # DEPENDENCYPART_SIBL
(33,1),(33,3),-0.0653925 # DEPENDENCYPART_SIBL
(33,1),(33,4),-0.0218665 # DEPENDENCYPART_SIBL
(33,1),(33,5),-0.0684736 # DEPENDENCYPART_SIBL
(33,1),(33,6),0.0158625 # DEPENDENCYPART_SIBL
(33,1),(33,7),0.0211698 # DEPENDENCYPART_SIBL
(33,1),(33,8),0.0211698 # DEPENDENCYPART_SIBL
(33,1),(33,9),0.0160848 # DEPENDENCYPART_SIBL
(33,1),(33,10),-0.158888 # DEPENDENCYPART_SIBL
(33,1),(33,11),-0.062748 # DEPENDENCYPART_SIBL
(33,1),(33,13),-0.0621992 # DEPENDENCYPART_SIBL
(33,1),(33,14),0.0077381 # DEPENDENCYPART_SIBL
(33,1),(33,15),0.0310861 # DEPENDENCYPART_SIBL
(33,1),(33,16),-0.014279 # DEPENDENCYPART_SIBL
(33,1),(33,17),-0.0350994 # DEPENDENCYPART_SIBL
(33,1),(33,19),-0.0441479 # DEPENDENCYPART_SIBL
(33,1),(33,20),0.0211698 # DEPENDENCYPART_SIBL
(33,1),(33,21),0.0211698 # DEPENDENCYPART_SIBL
(33,1),(33,22),-0.0621992 # DEPENDENCYPART_SIBL
(33,1),(33,23),0.0211698 # DEPENDENCYPART_SIBL
(33,1),(33,24),-0.0331477 # DEPENDENCYPART_SIBL
(33,1),(33,25),-0.0741058 # DEPENDENCYPART_SIBL
(33,1),(33,26),-0.0545294 # DEPENDENCYPART_SIBL
(33,1),(33,27),-0.0922913 # DEPENDENCYPART_SIBL
(33,1),(33,28),-0.158888 # DEPENDENCYPART_SIBL
(33,1),(33,29),-0.0228221 # DEPENDENCYPART_SIBL
(33,1),(33,30),-0.100694 # DEPENDENCYPART_SIBL
(33,1),(33,31),-0.0622023 # DEPENDENCYPART_SIBL
(33,1),(33,32),0.0211698 # DEPENDENCYPART_SIBL
(33,2),(33,3),0.0661056 # DEPENDENCYPART_SIBL
(33,2),(33,4),0.0873185 # DEPENDENCYPART_SIBL
(33,2),(33,5),0.0675962 # DEPENDENCYPART_SIBL
(33,2),(33,6),0.0250356 # DEPENDENCYPART_SIBL
(33,2),(33,7),0.0284882 # DEPENDENCYPART_SIBL
(33,2),(33,8),0.0284882 # DEPENDENCYPART_SIBL
(33,2),(33,9),0.0245518 # DEPENDENCYPART_SIBL
(33,2),(33,10),-0.171844 # DEPENDENCYPART_SIBL
(33,2),(33,11),0.0687501 # DEPENDENCYPART_SIBL
(33,2),(33,13),0.0692988 # DEPENDENCYPART_SIBL
(33,2),(33,14),-0.0317303 # DEPENDENCYPART_SIBL
(33,2),(33,15),0.0122962 # DEPENDENCYPART_SIBL
(33,2),(33,16),-0.0157863 # DEPENDENCYPART_SIBL
(33,2),(33,17),-0.0654801 # DEPENDENCYPART_SIBL
(33,2),(33,19),0.0750666 # DEPENDENCYPART_SIBL
(33,2),(33,20),0.0284882 # DEPENDENCYPART_SIBL
(33,2),(33,21),0.0284882 # DEPENDENCYPART_SIBL
(33,2),(33,22),0.0692988 # DEPENDENCYPART_SIBL
(33,2),(33,23),0.0284882 # DEPENDENCYPART_SIBL
(33,2),(33,24),-0.0654801 # DEPENDENCYPART_SIBL
(33,2),(33,25),0.0612576 # DEPENDENCYPART_SIBL
(33,2),(33,26),0.0437371 # DEPENDENCYPART_SIBL
(33,2),(33,27),-0.0809395 # DEPENDENCYPART_SIBL
(33,2),(33,28),-0.171844 # DEPENDENCYPART_SIBL
(33,2),(33,29),0.0763861 # DEPENDENCYPART_SIBL
(33,2),(33,30),0.0150247 # DEPENDENCYPART_SIBL
(33,2),(33,31),0.0692911 # DEPENDENCYPART_SIBL
(33,2),(33,32),0.0284882 # DEPENDENCYPART_SIBL
(33,3),(33,4),-0.0343546 # DEPENDENCYPART_SIBL
(33,3),(33,5),-0.0809617 # DEPENDENCYPART_SIBL
(33,3),(33,6),0.00653801 # DEPENDENCYPART_SIBL
(33,3),(33,7),0.0267125 # DEPENDENCYPART_SIBL
(33,3),(33,8),0.0267125 # DEPENDENCYPART_SIBL
(33,3),(33,9),0.0067603 # DEPENDENCYPART_SIBL
(33,3),(33,10),-0.161873 # DEPENDENCYPART_SIBL
(33,3),(33,11),-0.0752361 # DEPENDENCYPART_SIBL
(33,3),(33,13),-0.0746873 # DEPENDENCYPART_SIBL
(33,3),(33,14),0.00891484 # DEPENDENCYPART_SIBL
(33,3),(33,15),0.0217616 # DEPENDENCYPART_SIBL
(33,3),(33,16),-0.0236035 # DEPENDENCYPART_SIBL
(33,3),(33,17),-0.0331387 # DEPENDENCYPART_SIBL
(33,3),(33,19),-0.056636 # DEPENDENCYPART_SIBL
(33,3),(33,20),0.0267125 # DEPENDENCYPART_SIBL
(33,3),(33,21),0.0267125 # DEPENDENCYPART_SIBL
(33,3),(33,22),-0.0746873 # DEPENDENCYPART_SIBL
(33,3),(33,23),0.0267125 # DEPENDENCYPART_SIBL
(33,3),(33,24),-0.031187 # DEPENDENCYPART_SIBL
(33,3),(33,25),-0.0865939 # DEPENDENCYPART_SIBL
(33,3),(33,26),-0.058878 # DEPENDENCYPART_SIBL
(33,3),(33,27),-0.0952765 # DEPENDENCYPART_SIBL
(33,3),(33,28),-0.161873 # DEPENDENCYPART_SIBL
(33,3),(33,29),-0.0353102 # DEPENDENCYPART_SIBL
(33,3),(33,30),-0.105043 # DEPENDENCYPART_SIBL
(33,3),(33,31),-0.0746904 # DEPENDENCYPART_SIBL
(33,3),(33,32),0.0267125 # DEPENDENCYPART_SIBL
(33,4),(33,5),-0.0550958 # DEPENDENCYPART_SIBL
(33,4),(33,6),0.0272924 # DEPENDENCYPART_SIBL
(33,4),(33,7),0.0536047 # DEPENDENCYPART_SIBL
(33,4),(33,8),0.0536047 # DEPENDENCYPART_SIBL
(33,4),(33,9),0.0275147 # DEPENDENCYPART_SIBL
(33,4),(33,10),-0.149734 # DEPENDENCYPART_SIBL
(33,4),(33,11),-0.0493703 # DEPENDENCYPART_SIBL
(33,4),(33,13),-0.0488215 # DEPENDENCYPART_SIBL
(33,4),(33,14),0.0207311 # DEPENDENCYPART_SIBL
(33,4),(33,15),0.0399236 # DEPENDENCYPART_SIBL
(33,4),(33,16),-0.00284912 # DEPENDENCYPART_SIBL
(33,4),(33,17),-0.0218059 # DEPENDENCYPART_SIBL
(33,4),(33,19),-0.0307702 # DEPENDENCYPART_SIBL
(33,4),(33,20),0.0536047 # DEPENDENCYPART_SIBL
(33,4),(33,21),0.0536047 # DEPENDENCYPART_SIBL
(33,4),(33,22),-0.0488215 # DEPENDENCYPART_SIBL
(33,4),(33,23),0.0536047 # DEPENDENCYPART_SIBL
(33,4),(33,24),-0.0198542 # DEPENDENCYPART_SIBL
(33,4),(33,25),-0.0607281 # DEPENDENCYPART_SIBL
(33,4),(33,26),-0.0459838 # DEPENDENCYPART_SIBL
(33,4),(33,27),-0.0840121 # DEPENDENCYPART_SIBL
(33,4),(33,28),-0.149734 # DEPENDENCYPART_SIBL
(33,4),(33,29),-0.00944431 # DEPENDENCYPART_SIBL
(33,4),(33,30),-0.0921488 # DEPENDENCYPART_SIBL
(33,4),(33,31),-0.0488246 # DEPENDENCYPART_SIBL
(33,4),(33,32),0.0536047 # DEPENDENCYPART_SIBL
(33,5),(33,6),0.0128744 # DEPENDENCYPART_SIBL
(33,5),(33,7),0.0193705 # DEPENDENCYPART_SIBL
(33,5),(33,8),0.0193705 # DEPENDENCYPART_SIBL
(33,5),(33,9),0.0130967 # DEPENDENCYPART_SIBL
(33,5),(33,10),-0.161818 # DEPENDENCYPART_SIBL
(33,5),(33,11),-0.0781441 # DEPENDENCYPART_SIBL
(33,5),(33,13),-0.0775954 # DEPENDENCYPART_SIBL
(33,5),(33,14),0.00394462 # DEPENDENCYPART_SIBL
(33,5),(33,15),0.028098 # DEPENDENCYPART_SIBL
(33,5),(33,16),-0.0172672 # DEPENDENCYPART_SIBL
(33,5),(33,17),-0.0330841 # DEPENDENCYPART_SIBL
(33,5),(33,19),-0.059544 # DEPENDENCYPART_SIBL
(33,5),(33,20),0.0193705 # DEPENDENCYPART_SIBL
(33,5),(33,21),0.0193705 # DEPENDENCYPART_SIBL
(33,5),(33,22),-0.0775954 # DEPENDENCYPART_SIBL
(33,5),(33,23),0.0193705 # DEPENDENCYPART_SIBL
(33,5),(33,24),-0.0311324 # DEPENDENCYPART_SIBL
(33,5),(33,25),-0.0895019 # DEPENDENCYPART_SIBL
(33,5),(33,26),-0.0574411 # DEPENDENCYPART_SIBL
(33,5),(33,27),-0.0952219 # DEPENDENCYPART_SIBL
(33,5),(33,28),-0.161818 # DEPENDENCYPART_SIBL
(33,5),(33,29),-0.0382182 # DEPENDENCYPART_SIBL
(33,5),(33,30),-0.103606 # DEPENDENCYPART_SIBL
(33,5),(33,31),-0.0775984 # DEPENDENCYPART_SIBL
(33,5),(33,32),0.0193705 # DEPENDENCYPART_SIBL
(33,6),(33,7),-0.0957486 # DEPENDENCYPART_SIBL
(33,6),(33,8),-0.0957486 # DEPENDENCYPART_SIBL
(33,6),(33,9),-0.0527974 # DEPENDENCYPART_SIBL
(33,6),(33,10),-0.195476 # DEPENDENCYPART_SIBL
(33,6),(33,11),-0.0234125 # DEPENDENCYPART_SIBL
(33,6),(33,13),-0.0228638 # DEPENDENCYPART_SIBL
(33,6),(33,14),-0.0158719 # DEPENDENCYPART_SIBL
(33,6),(33,15),-0.101927 # DEPENDENCYPART_SIBL
(33,6),(33,16),-0.119499 # DEPENDENCYPART_SIBL
(33,6),(33,17),-0.0352267 # DEPENDENCYPART_SIBL
(33,6),(33,19),-0.017375 # DEPENDENCYPART_SIBL
(33,6),(33,20),-0.0957486 # DEPENDENCYPART_SIBL
(33,6),(33,21),-0.0957486 # DEPENDENCYPART_SIBL
(33,6),(33,22),-0.0228638 # DEPENDENCYPART_SIBL
(33,6),(33,23),-0.0957486 # DEPENDENCYPART_SIBL
(33,6),(33,24),-0.0352267 # DEPENDENCYPART_SIBL
(33,6),(33,25),-0.029114 # DEPENDENCYPART_SIBL
(33,6),(33,26),-0.0190528 # DEPENDENCYPART_SIBL
(33,6),(33,27),-0.131982 # DEPENDENCYPART_SIBL
(33,6),(33,28),-0.195476 # DEPENDENCYPART_SIBL
(33,6),(33,29),-0.00316029 # DEPENDENCYPART_SIBL
(33,6),(33,30),-0.0620609 # DEPENDENCYPART_SIBL
(33,6),(33,31),-0.0228668 # DEPENDENCYPART_SIBL
(33,6),(33,32),-0.0957486 # DEPENDENCYPART_SIBL
(33,7),(33,8),-1.03137 # DEPENDENCYPART_SIBL
(33,7),(33,9),-0.353132 # DEPENDENCYPART_SIBL
(33,7),(33,10),-0.444497 # DEPENDENCYPART_SIBL
(33,7),(33,11),-0.554387 # DEPENDENCYPART_SIBL
(33,7),(33,13),-0.553839 # DEPENDENCYPART_SIBL
(33,7),(33,14),-0.305412 # DEPENDENCYPART_SIBL
(33,7),(33,15),-0.384279 # DEPENDENCYPART_SIBL
(33,7),(33,16),-0.377169 # DEPENDENCYPART_SIBL
(33,7),(33,17),-0.500385 # DEPENDENCYPART_SIBL
(33,7),(33,19),-0.548344 # DEPENDENCYPART_SIBL
(33,7),(33,20),-1.03137 # DEPENDENCYPART_SIBL
(33,7),(33,21),-1.03137 # DEPENDENCYPART_SIBL
(33,7),(33,22),-0.553839 # DEPENDENCYPART_SIBL
(33,7),(33,23),-1.03137 # DEPENDENCYPART_SIBL
(33,7),(33,24),-0.500385 # DEPENDENCYPART_SIBL
(33,7),(33,25),-0.559603 # DEPENDENCYPART_SIBL
(33,7),(33,26),-0.314767 # DEPENDENCYPART_SIBL
(33,7),(33,27),-0.335699 # DEPENDENCYPART_SIBL
(33,7),(33,28),-0.444497 # DEPENDENCYPART_SIBL
(33,7),(33,29),-0.530599 # DEPENDENCYPART_SIBL
(33,7),(33,30),-0.34522 # DEPENDENCYPART_SIBL
(33,7),(33,31),-0.553843 # DEPENDENCYPART_SIBL
(33,7),(33,32),-1.03137 # DEPENDENCYPART_SIBL
(33,8),(33,9),-0.353132 # DEPENDENCYPART_SIBL
(33,8),(33,10),-0.444497 # DEPENDENCYPART_SIBL
(33,8),(33,11),-0.554387 # DEPENDENCYPART_SIBL
(33,8),(33,13),-0.553839 # DEPENDENCYPART_SIBL
(33,8),(33,14),-0.305412 # DEPENDENCYPART_SIBL
(33,8),(33,15),-0.384279 # DEPENDENCYPART_SIBL
(33,8),(33,16),-0.377169 # DEPENDENCYPART_SIBL
(33,8),(33,17),-0.500385 # DEPENDENCYPART_SIBL
(33,8),(33,19),-0.548344 # DEPENDENCYPART_SIBL
(33,8),(33,20),-1.03137 # DEPENDENCYPART_SIBL
(33,8),(33,21),-1.03137 # DEPENDENCYPART_SIBL
(33,8),(33,22),-0.553839 # DEPENDENCYPART_SIBL
(33,8),(33,23),-1.03137 # DEPENDENCYPART_SIBL
(33,8),(33,24),-0.500385 # DEPENDENCYPART_SIBL
(33,8),(33,25),-0.559603 # DEPENDENCYPART_SIBL
(33,8),(33,26),-0.314767 # DEPENDENCYPART_SIBL
(33,8),(33,27),-0.335699 # DEPENDENCYPART_SIBL
(33,8),(33,28),-0.444497 # DEPENDENCYPART_SIBL
(33,8),(33,29),-0.530599 # DEPENDENCYPART_SIBL
(33,8),(33,30),-0.34522 # DEPENDENCYPART_SIBL
(33,8),(33,31),-0.553843 # DEPENDENCYPART_SIBL
(33,8),(33,32),-1.03137 # DEPENDENCYPART_SIBL
(33,9),(33,10),-0.19659 # DEPENDENCYPART_SIBL
(33,9),(33,11),-0.028934 # DEPENDENCYPART_SIBL
(33,9),(33,13),-0.0283853 # DEPENDENCYPART_SIBL
(33,9),(33,14),-0.0169867 # DEPENDENCYPART_SIBL
(33,9),(33,15),-0.103042 # DEPENDENCYPART_SIBL
(33,9),(33,16),-0.120614 # DEPENDENCYPART_SIBL
(33,9),(33,17),-0.0357632 # DEPENDENCYPART_SIBL
(33,9),(33,19),-0.0228964 # DEPENDENCYPART_SIBL
(33,9),(33,20),-0.0880322 # DEPENDENCYPART_SIBL
(33,9),(33,21),-0.0880322 # DEPENDENCYPART_SIBL
(33,9),(33,22),-0.0283853 # DEPENDENCYPART_SIBL
(33,9),(33,23),-0.0880322 # DEPENDENCYPART_SIBL
(33,9),(33,24),-0.0357632 # DEPENDENCYPART_SIBL
(33,9),(33,25),-0.0346354 # DEPENDENCYPART_SIBL
(33,9),(33,26),-0.0201676 # DEPENDENCYPART_SIBL
(33,9),(33,27),-0.133097 # DEPENDENCYPART_SIBL
(33,9),(33,28),-0.19659 # DEPENDENCYPART_SIBL
(33,9),(33,29),-0.00868178 # DEPENDENCYPART_SIBL
(33,9),(33,30),-0.0631757 # DEPENDENCYPART_SIBL
(33,9),(33,31),-0.0283883 # DEPENDENCYPART_SIBL
(33,9),(33,32),-0.0880322 # DEPENDENCYPART_SIBL
(33,10),(33,11),0.0208755 # DEPENDENCYPART_SIBL
(33,10),(33,13),0.0214278 # DEPENDENCYPART_SIBL
(33,10),(33,14),0.0660483 # DEPENDENCYPART_SIBL
(33,10),(33,15),0.0294842 # DEPENDENCYPART_SIBL
(33,10),(33,16),-0.0150277 # DEPENDENCYPART_SIBL
(33,10),(33,17),0.0175934 # DEPENDENCYPART_SIBL
(33,10),(33,19),0.0269492 # DEPENDENCYPART_SIBL
(33,10),(33,20),-0.13294 # DEPENDENCYPART_SIBL
(33,10),(33,21),-0.13294 # DEPENDENCYPART_SIBL
(33,10),(33,22),0.0214278 # DEPENDENCYPART_SIBL
(33,10),(33,23),-0.13294 # DEPENDENCYPART_SIBL
(33,10),(33,24),0.0182829 # DEPENDENCYPART_SIBL
(33,10),(33,25),0.0142475 # DEPENDENCYPART_SIBL
(33,10),(33,26),0.0331217 # DEPENDENCYPART_SIBL
(33,10),(33,27),-0.0995396 # DEPENDENCYPART_SIBL
(33,10),(33,28),-0.241759 # DEPENDENCYPART_SIBL
(33,10),(33,29),0.0304816 # DEPENDENCYPART_SIBL
(33,10),(33,30),-0.000819455 # DEPENDENCYPART_SIBL
(33,10),(33,31),0.0214229 # DEPENDENCYPART_SIBL
(33,10),(33,32),-0.13294 # DEPENDENCYPART_SIBL
(33,11),(33,13),-0.0757846 # DEPENDENCYPART_SIBL
(33,11),(33,14),0.00781763 # DEPENDENCYPART_SIBL
(33,11),(33,15),0.0273228 # DEPENDENCYPART_SIBL
(33,11),(33,16),-0.0180423 # DEPENDENCYPART_SIBL
(33,11),(33,17),-0.0342446 # DEPENDENCYPART_SIBL
(33,11),(33,19),-0.0577332 # DEPENDENCYPART_SIBL
(33,11),(33,20),-0.000725734 # DEPENDENCYPART_SIBL
(33,11),(33,21),-0.000725734 # DEPENDENCYPART_SIBL
(33,11),(33,22),-0.0757846 # DEPENDENCYPART_SIBL
(33,11),(33,23),-0.000725734 # DEPENDENCYPART_SIBL
(33,11),(33,24),-0.0322929 # DEPENDENCYPART_SIBL
(33,11),(33,25),-0.0876911 # DEPENDENCYPART_SIBL
(33,11),(33,26),-0.0585929 # DEPENDENCYPART_SIBL
(33,11),(33,27),-0.0963737 # DEPENDENCYPART_SIBL
(33,11),(33,28),-0.16297 # DEPENDENCYPART_SIBL
