# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,18,0,13,14,15,18,15,18,20,18,31,22,23,25,25,26,27,29,29,31,31,32,0,
(30,10),(30,22),0.0719922 # DEPENDENCYPART_SIBL
(30,10),(30,23),0.0532969 # DEPENDENCYPART_SIBL
(30,10),(30,24),-0.0677859 # DEPENDENCYPART_SIBL
(30,10),(30,25),-0.0677859 # DEPENDENCYPART_SIBL
(30,10),(30,26),0.0912217 # DEPENDENCYPART_SIBL
(30,10),(30,27),0.0532969 # DEPENDENCYPART_SIBL
(30,10),(30,28),0.0195026 # DEPENDENCYPART_SIBL
(30,10),(30,29),0.0511398 # DEPENDENCYPART_SIBL
(30,10),(30,31),0.00383889 # DEPENDENCYPART_SIBL
(30,15),(30,21),0.0738227 # DEPENDENCYPART_SIBL
(30,15),(30,22),0.0649024 # DEPENDENCYPART_SIBL
(30,15),(30,23),0.0108336 # DEPENDENCYPART_SIBL
(30,15),(30,24),-0.07014 # DEPENDENCYPART_SIBL
(30,15),(30,25),-0.07014 # DEPENDENCYPART_SIBL
(30,15),(30,26),0.0841319 # DEPENDENCYPART_SIBL
(30,15),(30,27),0.0108336 # DEPENDENCYPART_SIBL
(30,15),(30,28),0.0110643 # DEPENDENCYPART_SIBL
(30,15),(30,29),0.00867649 # DEPENDENCYPART_SIBL
(30,15),(30,31),0.00657948 # DEPENDENCYPART_SIBL
(30,21),(30,22),-0.0313849 # DEPENDENCYPART_SIBL
(30,21),(30,23),0.108496 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.250282 # DEPENDENCYPART_SIBL
(30,21),(30,25),-0.250282 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.0158258 # DEPENDENCYPART_SIBL
(30,21),(30,27),0.108496 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.120182 # DEPENDENCYPART_SIBL
(30,21),(30,29),0.107777 # DEPENDENCYPART_SIBL
(30,21),(30,31),-0.0233487 # DEPENDENCYPART_SIBL
(30,22),(30,23),0.0560002 # DEPENDENCYPART_SIBL
(30,22),(30,24),0.00185151 # DEPENDENCYPART_SIBL
(30,22),(30,25),0.00185151 # DEPENDENCYPART_SIBL
(30,22),(30,26),0.089245 # DEPENDENCYPART_SIBL
(30,22),(30,27),0.0560002 # DEPENDENCYPART_SIBL
(30,22),(30,28),0.148718 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.0552812 # DEPENDENCYPART_SIBL
(30,22),(30,31),-0.0236958 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.07014 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.07014 # DEPENDENCYPART_SIBL
(30,23),(30,26),0.0841319 # DEPENDENCYPART_SIBL
(30,23),(30,27),0.0108336 # DEPENDENCYPART_SIBL
(30,23),(30,28),0.0110643 # DEPENDENCYPART_SIBL
(30,23),(30,29),0.00867649 # DEPENDENCYPART_SIBL
(30,23),(30,31),0.00657948 # DEPENDENCYPART_SIBL
(30,24),(30,25),-1.19892 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.525061 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.563221 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.34744 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.56394 # DEPENDENCYPART_SIBL
(30,24),(30,31),-0.0434327 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.525061 # DEPENDENCYPART_SIBL
(30,25),(30,27),-0.563221 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.34744 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.56394 # DEPENDENCYPART_SIBL
(30,25),(30,31),-0.0434327 # DEPENDENCYPART_SIBL
(30,26),(30,27),0.0447493 # DEPENDENCYPART_SIBL
(30,26),(30,28),0.137158 # DEPENDENCYPART_SIBL
(30,26),(30,29),0.0440303 # DEPENDENCYPART_SIBL
(30,26),(30,31),-0.0101026 # DEPENDENCYPART_SIBL
(30,27),(30,28),0.0110643 # DEPENDENCYPART_SIBL
(30,27),(30,29),0.00867649 # DEPENDENCYPART_SIBL
(30,27),(30,31),0.00657948 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.0285637 # DEPENDENCYPART_SIBL
(30,28),(30,31),-0.0264955 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.00657948 # DEPENDENCYPART_SIBL
(31,1),(31,2),-0.215543 # DEPENDENCYPART_SIBL
(31,1),(31,5),-0.121271 # DEPENDENCYPART_SIBL
(31,1),(31,6),-0.128072 # DEPENDENCYPART_SIBL
(31,1),(31,7),-0.149048 # DEPENDENCYPART_SIBL
(31,1),(31,8),-0.149048 # DEPENDENCYPART_SIBL
(31,1),(31,10),-0.141867 # DEPENDENCYPART_SIBL
(31,1),(31,11),-0.200703 # DEPENDENCYPART_SIBL
(31,1),(31,13),-0.215543 # DEPENDENCYPART_SIBL
(31,1),(31,14),-0.0809009 # DEPENDENCYPART_SIBL
(31,1),(31,15),-0.121271 # DEPENDENCYPART_SIBL
(31,1),(31,16),-0.179558 # DEPENDENCYPART_SIBL
(31,1),(31,17),-0.149048 # DEPENDENCYPART_SIBL
(31,1),(31,18),-0.0547758 # DEPENDENCYPART_SIBL
(31,1),(31,19),-0.159047 # DEPENDENCYPART_SIBL
(31,1),(31,20),-0.200703 # DEPENDENCYPART_SIBL
(31,1),(31,21),0.041635 # DEPENDENCYPART_SIBL
(31,1),(31,22),-0.0883892 # DEPENDENCYPART_SIBL
(31,1),(31,23),-0.121271 # DEPENDENCYPART_SIBL
(31,1),(31,24),-0.149048 # DEPENDENCYPART_SIBL
(31,1),(31,25),-0.149048 # DEPENDENCYPART_SIBL
(31,1),(31,26),-0.0778623 # DEPENDENCYPART_SIBL
(31,1),(31,27),-0.121271 # DEPENDENCYPART_SIBL
(31,1),(31,28),0.00304844 # DEPENDENCYPART_SIBL
(31,1),(31,29),-0.12199 # DEPENDENCYPART_SIBL
(31,1),(31,30),-0.149048 # DEPENDENCYPART_SIBL
(31,1),(31,32),-0.0967588 # DEPENDENCYPART_SIBL
(31,2),(31,5),-0.563449 # DEPENDENCYPART_SIBL
(31,2),(31,6),-0.542732 # DEPENDENCYPART_SIBL
(31,2),(31,7),-0.846928 # DEPENDENCYPART_SIBL
(31,2),(31,8),-0.846928 # DEPENDENCYPART_SIBL
(31,2),(31,10),-0.602526 # DEPENDENCYPART_SIBL
(31,2),(31,11),-0.412085 # DEPENDENCYPART_SIBL
(31,2),(31,13),-0.883379 # DEPENDENCYPART_SIBL
(31,2),(31,14),-0.443619 # DEPENDENCYPART_SIBL
(31,2),(31,15),-0.563449 # DEPENDENCYPART_SIBL
(31,2),(31,16),-0.382202 # DEPENDENCYPART_SIBL
(31,2),(31,17),-0.846928 # DEPENDENCYPART_SIBL
(31,2),(31,18),-0.526998 # DEPENDENCYPART_SIBL
(31,2),(31,19),-0.347424 # DEPENDENCYPART_SIBL
(31,2),(31,20),-0.412085 # DEPENDENCYPART_SIBL
(31,2),(31,21),-0.344172 # DEPENDENCYPART_SIBL
(31,2),(31,22),-0.44985 # DEPENDENCYPART_SIBL
(31,2),(31,23),-0.563449 # DEPENDENCYPART_SIBL
(31,2),(31,24),-0.846928 # DEPENDENCYPART_SIBL
(31,2),(31,25),-0.846928 # DEPENDENCYPART_SIBL
(31,2),(31,26),-0.440581 # DEPENDENCYPART_SIBL
(31,2),(31,27),-0.563449 # DEPENDENCYPART_SIBL
(31,2),(31,28),-0.32225 # DEPENDENCYPART_SIBL
(31,2),(31,29),-0.565606 # DEPENDENCYPART_SIBL
(31,2),(31,30),-0.846928 # DEPENDENCYPART_SIBL
(31,2),(31,32),-0.112782 # DEPENDENCYPART_SIBL
(31,5),(31,6),0.00755682 # DEPENDENCYPART_SIBL
(31,5),(31,7),0.0708964 # DEPENDENCYPART_SIBL
(31,5),(31,8),0.0708964 # DEPENDENCYPART_SIBL
(31,5),(31,10),-0.0522375 # DEPENDENCYPART_SIBL
(31,5),(31,11),-0.13796 # DEPENDENCYPART_SIBL
(31,5),(31,13),0.0210008 # DEPENDENCYPART_SIBL
(31,5),(31,14),-0.0104143 # DEPENDENCYPART_SIBL
(31,5),(31,15),-0.0131599 # DEPENDENCYPART_SIBL
(31,5),(31,16),-0.104426 # DEPENDENCYPART_SIBL
(31,5),(31,17),0.0708964 # DEPENDENCYPART_SIBL
(31,5),(31,18),0.0367357 # DEPENDENCYPART_SIBL
(31,5),(31,19),-0.0700951 # DEPENDENCYPART_SIBL
(31,5),(31,20),-0.13796 # DEPENDENCYPART_SIBL
(31,5),(31,21),0.0499323 # DEPENDENCYPART_SIBL
(31,5),(31,22),-0.0166452 # DEPENDENCYPART_SIBL
(31,5),(31,23),-0.0131599 # DEPENDENCYPART_SIBL
(31,5),(31,24),0.0708964 # DEPENDENCYPART_SIBL
(31,5),(31,25),0.0708964 # DEPENDENCYPART_SIBL
(31,5),(31,26),-0.00737576 # DEPENDENCYPART_SIBL
(31,5),(31,27),-0.0131599 # DEPENDENCYPART_SIBL
(31,5),(31,28),0.00733948 # DEPENDENCYPART_SIBL
(31,5),(31,29),-0.015317 # DEPENDENCYPART_SIBL
(31,5),(31,30),0.0708964 # DEPENDENCYPART_SIBL
(31,5),(31,32),-0.0727462 # DEPENDENCYPART_SIBL
(31,6),(31,7),0.056088 # DEPENDENCYPART_SIBL
(31,6),(31,8),0.056088 # DEPENDENCYPART_SIBL
(31,6),(31,10),-0.0404215 # DEPENDENCYPART_SIBL
(31,6),(31,11),-0.133526 # DEPENDENCYPART_SIBL
(31,6),(31,13),0.0214535 # DEPENDENCYPART_SIBL
(31,6),(31,14),-0.00649251 # DEPENDENCYPART_SIBL
(31,6),(31,15),-0.00134386 # DEPENDENCYPART_SIBL
(31,6),(31,16),-0.0999866 # DEPENDENCYPART_SIBL
(31,6),(31,17),0.056088 # DEPENDENCYPART_SIBL
(31,6),(31,18),0.0332907 # DEPENDENCYPART_SIBL
(31,6),(31,19),-0.0656555 # DEPENDENCYPART_SIBL
(31,6),(31,20),-0.133526 # DEPENDENCYPART_SIBL
(31,6),(31,21),0.0523931 # DEPENDENCYPART_SIBL
(31,6),(31,22),-0.0127233 # DEPENDENCYPART_SIBL
(31,6),(31,23),-0.00134386 # DEPENDENCYPART_SIBL
(31,6),(31,24),0.056088 # DEPENDENCYPART_SIBL
(31,6),(31,25),0.056088 # DEPENDENCYPART_SIBL
(31,6),(31,26),-0.00345392 # DEPENDENCYPART_SIBL
(31,6),(31,27),-0.00134386 # DEPENDENCYPART_SIBL
(31,6),(31,28),0.00854698 # DEPENDENCYPART_SIBL
(31,6),(31,29),-0.00350098 # DEPENDENCYPART_SIBL
(31,6),(31,30),0.056088 # DEPENDENCYPART_SIBL
(31,6),(31,32),-0.0721653 # DEPENDENCYPART_SIBL
(31,7),(31,8),-1.10236 # DEPENDENCYPART_SIBL
(31,7),(31,10),-0.586061 # DEPENDENCYPART_SIBL
(31,7),(31,11),-0.478169 # DEPENDENCYPART_SIBL
(31,7),(31,13),-0.975404 # DEPENDENCYPART_SIBL
(31,7),(31,14),-0.537197 # DEPENDENCYPART_SIBL
(31,7),(31,15),-0.570968 # DEPENDENCYPART_SIBL
(31,7),(31,16),-0.369622 # DEPENDENCYPART_SIBL
(31,7),(31,17),-1.10236 # DEPENDENCYPART_SIBL
(31,7),(31,18),-0.697923 # DEPENDENCYPART_SIBL
(31,7),(31,19),-0.36601 # DEPENDENCYPART_SIBL
(31,7),(31,20),-0.478169 # DEPENDENCYPART_SIBL
(31,7),(31,21),-0.397067 # DEPENDENCYPART_SIBL
(31,7),(31,22),-0.543139 # DEPENDENCYPART_SIBL
(31,7),(31,23),-0.570968 # DEPENDENCYPART_SIBL
(31,7),(31,24),-1.10236 # DEPENDENCYPART_SIBL
(31,7),(31,25),-1.10236 # DEPENDENCYPART_SIBL
(31,7),(31,26),-0.534159 # DEPENDENCYPART_SIBL
(31,7),(31,27),-0.570968 # DEPENDENCYPART_SIBL
(31,7),(31,28),-0.346657 # DEPENDENCYPART_SIBL
(31,7),(31,29),-0.571687 # DEPENDENCYPART_SIBL
(31,7),(31,30),-1.10236 # DEPENDENCYPART_SIBL
(31,7),(31,32),-0.138414 # DEPENDENCYPART_SIBL
(31,8),(31,10),-0.586061 # DEPENDENCYPART_SIBL
(31,8),(31,11),-0.478169 # DEPENDENCYPART_SIBL
(31,8),(31,13),-0.975404 # DEPENDENCYPART_SIBL
(31,8),(31,14),-0.537197 # DEPENDENCYPART_SIBL
(31,8),(31,15),-0.570968 # DEPENDENCYPART_SIBL
(31,8),(31,16),-0.369622 # DEPENDENCYPART_SIBL
(31,8),(31,17),-1.10236 # DEPENDENCYPART_SIBL
(31,8),(31,18),-0.697923 # DEPENDENCYPART_SIBL
(31,8),(31,19),-0.36601 # DEPENDENCYPART_SIBL
(31,8),(31,20),-0.478169 # DEPENDENCYPART_SIBL
(31,8),(31,21),-0.397067 # DEPENDENCYPART_SIBL
(31,8),(31,22),-0.543139 # DEPENDENCYPART_SIBL
(31,8),(31,23),-0.570968 # DEPENDENCYPART_SIBL
(31,8),(31,24),-1.10236 # DEPENDENCYPART_SIBL
(31,8),(31,25),-1.10236 # DEPENDENCYPART_SIBL
(31,8),(31,26),-0.534159 # DEPENDENCYPART_SIBL
(31,8),(31,27),-0.570968 # DEPENDENCYPART_SIBL
(31,8),(31,28),-0.346657 # DEPENDENCYPART_SIBL
(31,8),(31,29),-0.571687 # DEPENDENCYPART_SIBL
(31,8),(31,30),-1.10236 # DEPENDENCYPART_SIBL
(31,8),(31,32),-0.138414 # DEPENDENCYPART_SIBL
(31,10),(31,11),-0.146251 # DEPENDENCYPART_SIBL
(31,10),(31,13),0.066525 # DEPENDENCYPART_SIBL
(31,10),(31,14),-0.00377864 # DEPENDENCYPART_SIBL
(31,10),(31,15),0.0320638 # DEPENDENCYPART_SIBL
(31,10),(31,16),-0.0956427 # DEPENDENCYPART_SIBL
(31,10),(31,17),0.0728484 # DEPENDENCYPART_SIBL
(31,10),(31,18),0.0383872 # DEPENDENCYPART_SIBL
(31,10),(31,19),-0.0613116 # DEPENDENCYPART_SIBL
(31,10),(31,20),-0.146251 # DEPENDENCYPART_SIBL
(31,10),(31,21),0.0613836 # DEPENDENCYPART_SIBL
(31,10),(31,22),-0.0100095 # DEPENDENCYPART_SIBL
(31,10),(31,23),0.0320638 # DEPENDENCYPART_SIBL
(31,10),(31,24),0.0728484 # DEPENDENCYPART_SIBL
(31,10),(31,25),0.0728484 # DEPENDENCYPART_SIBL
(31,10),(31,26),-0.000740058 # DEPENDENCYPART_SIBL
(31,10),(31,27),0.0320638 # DEPENDENCYPART_SIBL
(31,10),(31,28),0.0153233 # DEPENDENCYPART_SIBL
(31,10),(31,29),0.0299067 # DEPENDENCYPART_SIBL
(31,10),(31,30),0.0728484 # DEPENDENCYPART_SIBL
(31,10),(31,32),-0.0749365 # DEPENDENCYPART_SIBL
(31,11),(31,13),-0.0900692 # DEPENDENCYPART_SIBL
(31,11),(31,14),0.0666783 # DEPENDENCYPART_SIBL
(31,11),(31,15),0.136072 # DEPENDENCYPART_SIBL
(31,11),(31,16),-0.0343332 # DEPENDENCYPART_SIBL
(31,11),(31,17),-0.0456936 # DEPENDENCYPART_SIBL
(31,11),(31,18),0.180447 # DEPENDENCYPART_SIBL
(31,11),(31,19),-0.0206773 # DEPENDENCYPART_SIBL
(31,11),(31,20),-0.18329 # DEPENDENCYPART_SIBL
(31,11),(31,21),0.0684179 # DEPENDENCYPART_SIBL
(31,11),(31,22),0.0326967 # DEPENDENCYPART_SIBL
(31,11),(31,23),0.136072 # DEPENDENCYPART_SIBL
(31,11),(31,24),-0.0456936 # DEPENDENCYPART_SIBL
(31,11),(31,25),-0.0456936 # DEPENDENCYPART_SIBL
(31,11),(31,26),0.0765423 # DEPENDENCYPART_SIBL
(31,11),(31,27),0.136072 # DEPENDENCYPART_SIBL
(31,11),(31,28),0.0342819 # DEPENDENCYPART_SIBL
(31,11),(31,29),0.135353 # DEPENDENCYPART_SIBL
(31,11),(31,30),-0.0456936 # DEPENDENCYPART_SIBL
(31,11),(31,32),-0.0701323 # DEPENDENCYPART_SIBL
(31,13),(31,14),-0.443619 # DEPENDENCYPART_SIBL
(31,13),(31,15),-0.563449 # DEPENDENCYPART_SIBL
(31,13),(31,16),-0.382202 # DEPENDENCYPART_SIBL
(31,13),(31,17),-0.846928 # DEPENDENCYPART_SIBL
(31,13),(31,18),-0.526998 # DEPENDENCYPART_SIBL
(31,13),(31,19),-0.347424 # DEPENDENCYPART_SIBL
(31,13),(31,20),-0.412085 # DEPENDENCYPART_SIBL
(31,13),(31,21),-0.344172 # DEPENDENCYPART_SIBL
(31,13),(31,22),-0.44985 # DEPENDENCYPART_SIBL
(31,13),(31,23),-0.563449 # DEPENDENCYPART_SIBL
(31,13),(31,24),-0.846928 # DEPENDENCYPART_SIBL
(31,13),(31,25),-0.846928 # DEPENDENCYPART_SIBL
(31,13),(31,26),-0.440581 # DEPENDENCYPART_SIBL
(31,13),(31,27),-0.563449 # DEPENDENCYPART_SIBL
(31,13),(31,28),-0.32225 # DEPENDENCYPART_SIBL
(31,13),(31,29),-0.565606 # DEPENDENCYPART_SIBL
(31,13),(31,30),-0.846928 # DEPENDENCYPART_SIBL
(31,13),(31,32),-0.112782 # DEPENDENCYPART_SIBL
(31,14),(31,15),-0.026023 # DEPENDENCYPART_SIBL
(31,14),(31,16),-0.0876249 # DEPENDENCYPART_SIBL
(31,14),(31,17),-0.0118565 # DEPENDENCYPART_SIBL
(31,14),(31,18),-0.0167999 # DEPENDENCYPART_SIBL
(31,14),(31,19),-0.0781735 # DEPENDENCYPART_SIBL
(31,14),(31,20),-0.169974 # DEPENDENCYPART_SIBL
(31,14),(31,21),0.0975652 # DEPENDENCYPART_SIBL
(31,14),(31,22),-0.00297268 # DEPENDENCYPART_SIBL
(31,14),(31,23),-0.026023 # DEPENDENCYPART_SIBL
(31,14),(31,24),-0.0118565 # DEPENDENCYPART_SIBL
(31,14),(31,25),-0.0118565 # DEPENDENCYPART_SIBL
(31,14),(31,26),0.00229981 # DEPENDENCYPART_SIBL
(31,14),(31,27),-0.026023 # DEPENDENCYPART_SIBL
(31,14),(31,28),0.144458 # DEPENDENCYPART_SIBL
(31,14),(31,29),-0.026742 # DEPENDENCYPART_SIBL
(31,14),(31,30),-0.0118565 # DEPENDENCYPART_SIBL
(31,14),(31,32),-0.0999544 # DEPENDENCYPART_SIBL
(31,15),(31,16),-0.104426 # DEPENDENCYPART_SIBL
(31,15),(31,17),0.0708964 # DEPENDENCYPART_SIBL
(31,15),(31,18),0.0367357 # DEPENDENCYPART_SIBL
(31,15),(31,19),-0.0700951 # DEPENDENCYPART_SIBL
(31,15),(31,20),-0.13796 # DEPENDENCYPART_SIBL
(31,15),(31,21),0.0499323 # DEPENDENCYPART_SIBL
(31,15),(31,22),-0.0166452 # DEPENDENCYPART_SIBL
(31,15),(31,23),-0.0131599 # DEPENDENCYPART_SIBL
(31,15),(31,24),0.0708964 # DEPENDENCYPART_SIBL
(31,15),(31,25),0.0708964 # DEPENDENCYPART_SIBL
(31,15),(31,26),-0.00737576 # DEPENDENCYPART_SIBL
(31,15),(31,27),-0.0131599 # DEPENDENCYPART_SIBL
(31,15),(31,28),0.00733948 # DEPENDENCYPART_SIBL
(31,15),(31,29),-0.015317 # DEPENDENCYPART_SIBL
(31,15),(31,30),0.0708964 # DEPENDENCYPART_SIBL
(31,15),(31,32),-0.0727462 # DEPENDENCYPART_SIBL
(31,16),(31,17),-0.143267 # DEPENDENCYPART_SIBL
(31,16),(31,18),-0.0507756 # DEPENDENCYPART_SIBL
(31,16),(31,19),-0.128274 # DEPENDENCYPART_SIBL
(31,16),(31,20),-0.115316 # DEPENDENCYPART_SIBL
(31,16),(31,21),-0.0964119 # DEPENDENCYPART_SIBL
(31,16),(31,22),-0.0164857 # DEPENDENCYPART_SIBL
(31,16),(31,23),-0.0383853 # DEPENDENCYPART_SIBL
(31,16),(31,24),-0.143267 # DEPENDENCYPART_SIBL
(31,16),(31,25),-0.143267 # DEPENDENCYPART_SIBL
(31,16),(31,26),-0.0137824 # DEPENDENCYPART_SIBL
(31,16),(31,27),-0.0383853 # DEPENDENCYPART_SIBL
(31,16),(31,28),-0.0680198 # DEPENDENCYPART_SIBL
(31,16),(31,29),-0.0391043 # DEPENDENCYPART_SIBL
(31,16),(31,30),-0.143267 # DEPENDENCYPART_SIBL
(31,16),(31,32),-0.1251 # DEPENDENCYPART_SIBL
(31,17),(31,18),-0.697923 # DEPENDENCYPART_SIBL
(31,17),(31,19),-0.36601 # DEPENDENCYPART_SIBL
(31,17),(31,20),-0.478169 # DEPENDENCYPART_SIBL
(31,17),(31,21),-0.397067 # DEPENDENCYPART_SIBL
(31,17),(31,22),-0.543139 # DEPENDENCYPART_SIBL
(31,17),(31,23),-0.570968 # DEPENDENCYPART_SIBL
(31,17),(31,24),-1.10236 # DEPENDENCYPART_SIBL
(31,17),(31,25),-1.10236 # DEPENDENCYPART_SIBL
(31,17),(31,26),-0.534159 # DEPENDENCYPART_SIBL
(31,17),(31,27),-0.570968 # DEPENDENCYPART_SIBL
(31,17),(31,28),-0.346657 # DEPENDENCYPART_SIBL
(31,17),(31,29),-0.571687 # DEPENDENCYPART_SIBL
(31,17),(31,30),-1.10236 # DEPENDENCYPART_SIBL
(31,17),(31,32),-0.138414 # DEPENDENCYPART_SIBL
(31,18),(31,19),-0.0886819 # DEPENDENCYPART_SIBL
(31,18),(31,20),-0.204044 # DEPENDENCYPART_SIBL
(31,18),(31,21),-0.00296266 # DEPENDENCYPART_SIBL
(31,18),(31,22),-0.109934 # DEPENDENCYPART_SIBL
(31,18),(31,23),-0.0206787 # DEPENDENCYPART_SIBL
(31,18),(31,24),-0.184535 # DEPENDENCYPART_SIBL
(31,18),(31,25),-0.184535 # DEPENDENCYPART_SIBL
(31,18),(31,26),-0.100954 # DEPENDENCYPART_SIBL
(31,18),(31,27),-0.0206787 # DEPENDENCYPART_SIBL
(31,18),(31,28),-0.0170678 # DEPENDENCYPART_SIBL
(31,18),(31,29),-0.0213978 # DEPENDENCYPART_SIBL
(31,18),(31,30),-0.184535 # DEPENDENCYPART_SIBL
(31,18),(31,32),-0.0983782 # DEPENDENCYPART_SIBL
(31,19),(31,20),-0.119508 # DEPENDENCYPART_SIBL
(31,19),(31,21),-0.111157 # DEPENDENCYPART_SIBL
(31,19),(31,22),-0.0485373 # DEPENDENCYPART_SIBL
(31,19),(31,23),0.00804169 # DEPENDENCYPART_SIBL
(31,19),(31,24),-0.18045 # DEPENDENCYPART_SIBL
(31,19),(31,25),-0.18045 # DEPENDENCYPART_SIBL
(31,19),(31,26),-0.0458379 # DEPENDENCYPART_SIBL
(31,19),(31,27),0.00804169 # DEPENDENCYPART_SIBL
(31,19),(31,28),-0.0709399 # DEPENDENCYPART_SIBL
(31,19),(31,29),0.00732264 # DEPENDENCYPART_SIBL
(31,19),(31,30),-0.18045 # DEPENDENCYPART_SIBL
(31,19),(31,32),-0.115103 # DEPENDENCYPART_SIBL
(31,20),(31,21),0.0684179 # DEPENDENCYPART_SIBL
(31,20),(31,22),0.0326967 # DEPENDENCYPART_SIBL
(31,20),(31,23),0.136072 # DEPENDENCYPART_SIBL
(31,20),(31,24),-0.0456936 # DEPENDENCYPART_SIBL
(31,20),(31,25),-0.0456936 # DEPENDENCYPART_SIBL
(31,20),(31,26),0.0765423 # DEPENDENCYPART_SIBL
(31,20),(31,27),0.136072 # DEPENDENCYPART_SIBL
(31,20),(31,28),0.0342819 # DEPENDENCYPART_SIBL
(31,20),(31,29),0.135353 # DEPENDENCYPART_SIBL
(31,20),(31,30),-0.0456936 # DEPENDENCYPART_SIBL
(31,20),(31,32),-0.0701323 # DEPENDENCYPART_SIBL
(31,21),(31,22),-0.105931 # DEPENDENCYPART_SIBL
(31,21),(31,23),-0.00856403 # DEPENDENCYPART_SIBL
(31,21),(31,24),-0.15356 # DEPENDENCYPART_SIBL
(31,21),(31,25),-0.15356 # DEPENDENCYPART_SIBL
(31,21),(31,26),-0.0954041 # DEPENDENCYPART_SIBL
(31,21),(31,27),-0.00856403 # DEPENDENCYPART_SIBL
(31,21),(31,28),-0.136344 # DEPENDENCYPART_SIBL
(31,21),(31,29),-0.00928307 # DEPENDENCYPART_SIBL
(31,21),(31,30),-0.15356 # DEPENDENCYPART_SIBL
(31,21),(31,32),-0.102036 # DEPENDENCYPART_SIBL
(31,22),(31,23),-0.0278871 # DEPENDENCYPART_SIBL
(31,22),(31,24),-0.0148751 # DEPENDENCYPART_SIBL
(31,22),(31,25),-0.0148751 # DEPENDENCYPART_SIBL
(31,22),(31,26),-0.00224467 # DEPENDENCYPART_SIBL
(31,22),(31,27),-0.0278871 # DEPENDENCYPART_SIBL
(31,22),(31,28),0.142846 # DEPENDENCYPART_SIBL
(31,22),(31,29),-0.0286062 # DEPENDENCYPART_SIBL
(31,22),(31,30),-0.0148751 # DEPENDENCYPART_SIBL
(31,22),(31,32),-0.109588 # DEPENDENCYPART_SIBL
(31,23),(31,24),0.0708964 # DEPENDENCYPART_SIBL
(31,23),(31,25),0.0708964 # DEPENDENCYPART_SIBL
(31,23),(31,26),-0.00737576 # DEPENDENCYPART_SIBL
(31,23),(31,27),-0.0131599 # DEPENDENCYPART_SIBL
(31,23),(31,28),0.00733948 # DEPENDENCYPART_SIBL
(31,23),(31,29),-0.015317 # DEPENDENCYPART_SIBL
(31,23),(31,30),0.0708964 # DEPENDENCYPART_SIBL
(31,23),(31,32),-0.0727462 # DEPENDENCYPART_SIBL
(31,24),(31,25),-1.10236 # DEPENDENCYPART_SIBL
(31,24),(31,26),-0.534159 # DEPENDENCYPART_SIBL
(31,24),(31,27),-0.570968 # DEPENDENCYPART_SIBL
(31,24),(31,28),-0.346657 # DEPENDENCYPART_SIBL
(31,24),(31,29),-0.571687 # DEPENDENCYPART_SIBL
(31,24),(31,30),-1.10236 # DEPENDENCYPART_SIBL
(31,24),(31,32),-0.138414 # DEPENDENCYPART_SIBL
(31,25),(31,26),-0.534159 # DEPENDENCYPART_SIBL
(31,25),(31,27),-0.570968 # DEPENDENCYPART_SIBL
(31,25),(31,28),-0.346657 # DEPENDENCYPART_SIBL
(31,25),(31,29),-0.571687 # DEPENDENCYPART_SIBL
(31,25),(31,30),-1.10236 # DEPENDENCYPART_SIBL
(31,25),(31,32),-0.138414 # DEPENDENCYPART_SIBL
(31,26),(31,27),-0.026023 # DEPENDENCYPART_SIBL
(31,26),(31,28),0.144458 # DEPENDENCYPART_SIBL
(31,26),(31,29),-0.026742 # DEPENDENCYPART_SIBL
(31,26),(31,30),-0.0114646 # DEPENDENCYPART_SIBL
(31,26),(31,32),-0.10223 # DEPENDENCYPART_SIBL
(31,27),(31,28),0.00733948 # DEPENDENCYPART_SIBL
(31,27),(31,29),-0.015317 # DEPENDENCYPART_SIBL
(31,27),(31,30),0.0708964 # DEPENDENCYPART_SIBL
(31,27),(31,32),-0.0727462 # DEPENDENCYPART_SIBL
(31,28),(31,29),0.012013 # DEPENDENCYPART_SIBL
(31,28),(31,30),-0.0451749 # DEPENDENCYPART_SIBL
(31,28),(31,32),-0.100779 # DEPENDENCYPART_SIBL
(31,29),(31,30),0.0708964 # DEPENDENCYPART_SIBL
(31,29),(31,32),-0.0727462 # DEPENDENCYPART_SIBL
