# _root_ Bir gün düşünmüş , iki gün düşünmüş , işin içinden _ _ çıkamayacağını _ _ kestirince doğru kıza gitmiş .
#goldHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
#predictedHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
(12,8),(8,7),0.188979 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.568058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.339676 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.191696 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.21713 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.399331 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.0887492 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.139463 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.320338 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0343343 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.0523734 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.231497 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.490703 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.132699 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.170483 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.327131 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0292135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.152383 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0531456 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.597375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,1),-0.607582 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.36234 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.194137 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.483532 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0167143 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.27589 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.101301 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.236892 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.0169914 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.118762 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),0.279452 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),0.150843 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.114355 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.304239 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.61515 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.0888715 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.554135 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.108744 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.537324 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.383575 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.414379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,8),-0.00675165 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.283861 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.131867 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.133118 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.640846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.498227 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0629548 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0571214 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.109369 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.370364 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.594259 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.533245 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.51473 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.362685 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.364597 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0399222 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.342843 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),-0.278413 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0744031 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0613502 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.157766 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0654281 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.537324 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.383575 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.235369 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.414393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.252847 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0977224 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0380309 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.148324 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.132234 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.057883 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.404124 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),0.00215631 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.00656292 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.218922 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.0606626 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.614394 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.157692 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.199908 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.0847391 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.057883 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.228877 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.267699 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.516362 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.287329 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),0.00215631 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0606626 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.405336 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.261453 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.396543 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.148924 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0680885 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.502854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.199908 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.304301 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.0847391 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.072101 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.304026 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.35225 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.451762 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0676796 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.221938 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.264828 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.304843 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0443175 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.35309 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.457406 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.46674 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0676734 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.386052 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.310929 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0748987 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.259561 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.336683 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.440789 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.102722 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.347823 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.281454 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.5513 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.460015 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.217344 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.314172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.0571349 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.0357942 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.0240437 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.11563 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.125914 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.360712 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.290135 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.293066 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.0792241 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.68416 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.441536 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.227936 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.173452 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.317969 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.371707 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.220947 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.430093 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.310908 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.533002 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.498833 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.642024 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.22771 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.409204 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.436886 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.316029 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.156199 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.533774 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.268176 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.89054 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.722749 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.432859 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.593287 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.328528 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.279706 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.470508 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.428637 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.482694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.155002 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),0.284504 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.054663 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.0706767 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.222877 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.89054 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.522487 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.798425 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.343364 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.722749 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.432859 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.593287 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.328528 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.279706 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.470508 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.25402 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.428637 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.482694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),0.284504 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.054663 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.0706767 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.497077 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.330766 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.407448 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.31593 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.154443 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.387707 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.211671 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.861595 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.771967 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.518546 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.731891 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.398172 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.00368183 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.71205 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.37833 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.425282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0975906 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.162818 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.109106 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.54114 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.752781 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.715997 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.450399 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.419062 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.401963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0742713 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.153377 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0732718 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.912815 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.903657 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.547941 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.823186 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.698519 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.533105 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.560872 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.774242 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.793132 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.527534 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.440497 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.504571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.17688 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.195569 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.029108 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.131131 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.300488 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.118695 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.261892 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),0.0316195 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.351531 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.320813 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.234063 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.407726 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.659564 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.472411 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.31295 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.248749 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.440702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.196136 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.562533 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.12863 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.238433 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.186419 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.905063 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.565149 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.336351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,19),0.0481616 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.108285 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.118695 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.328104 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.665012 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.0220495 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0230438 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),0.0316195 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.351531 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.320813 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.784265 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.162941 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.277676 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.186798 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.346525 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.144285 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.472411 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.31295 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.141768 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.248749 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.440702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.196136 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.219786 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.562533 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.0487441 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.186419 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.0219017 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.107987 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.104418 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0325082 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.62935 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.356251 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.336351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,18),-0.398307 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),0.0481616 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.149092 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.038799 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.541825 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0165318 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.372056 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.354572 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.702528 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.0455622 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.220557 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.548618 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0216527 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.15615 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.372828 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.213367 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.667925 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.540602 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.244211 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.705019 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0341519 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.279657 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0737305 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.343352 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.37486 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.263418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.0483811 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.0391337 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.295532 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),0.143254 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.667925 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.378226 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.85893 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.00455362 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.540602 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.244211 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.705019 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0341519 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.279657 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0737305 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0930742 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.343352 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.37486 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),0.0483811 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.0391337 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.295532 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.352815 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),0.00804458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.2188 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0215537 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.154394 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.00907032 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.156862 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0341519 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.279657 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0737305 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0930742 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0663868 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0826093 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),0.0483811 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.0391337 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.295532 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),0.143254 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.717334 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.583319 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.518497 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.335114 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.312887 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.104734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,10),-0.315272 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.293045 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.341281 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.206006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0733047 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.115749 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.541091 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.356004 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.555051 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.39559 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.333777 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.331389 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.182687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0827463 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0577425 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.768554 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.964162 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.209131 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.634539 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.810251 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.238729 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.560822 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.377465 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.632186 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.472725 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.355212 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.408523 # DEPENDENCYPART_GRANDPAR
