# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,11,0,14,13,14,15,17,17,18,21,20,21,22,23,24,27,0,0,28,29,35,31,35,33,35,35,36,0,
(28,16),(28,23),0.0142355 # DEPENDENCYPART_SIBL
(28,16),(28,24),0.0133174 # DEPENDENCYPART_SIBL
(28,16),(28,25),-0.162024 # DEPENDENCYPART_SIBL
(28,16),(28,26),-0.117123 # DEPENDENCYPART_SIBL
(28,16),(28,27),-0.0348439 # DEPENDENCYPART_SIBL
(28,16),(28,31),-0.00522684 # DEPENDENCYPART_SIBL
(28,16),(28,33),-0.00112012 # DEPENDENCYPART_SIBL
(28,17),(28,18),-0.0794496 # DEPENDENCYPART_SIBL
(28,17),(28,20),-0.0792811 # DEPENDENCYPART_SIBL
(28,17),(28,21),0.0142355 # DEPENDENCYPART_SIBL
(28,17),(28,22),-0.084139 # DEPENDENCYPART_SIBL
(28,17),(28,23),0.0142355 # DEPENDENCYPART_SIBL
(28,17),(28,24),0.0133174 # DEPENDENCYPART_SIBL
(28,17),(28,25),-0.162024 # DEPENDENCYPART_SIBL
(28,17),(28,26),-0.117123 # DEPENDENCYPART_SIBL
(28,17),(28,27),-0.0348439 # DEPENDENCYPART_SIBL
(28,17),(28,31),-0.00522684 # DEPENDENCYPART_SIBL
(28,17),(28,33),-0.00112012 # DEPENDENCYPART_SIBL
(28,18),(28,20),-0.0700558 # DEPENDENCYPART_SIBL
(28,18),(28,21),0.0152305 # DEPENDENCYPART_SIBL
(28,18),(28,22),-0.0749137 # DEPENDENCYPART_SIBL
(28,18),(28,23),0.0152305 # DEPENDENCYPART_SIBL
(28,18),(28,24),0.0160646 # DEPENDENCYPART_SIBL
(28,18),(28,25),-0.158868 # DEPENDENCYPART_SIBL
(28,18),(28,26),-0.113967 # DEPENDENCYPART_SIBL
(28,18),(28,27),-0.0323371 # DEPENDENCYPART_SIBL
(28,18),(28,31),-0.00591799 # DEPENDENCYPART_SIBL
(28,18),(28,33),-0.00181128 # DEPENDENCYPART_SIBL
(28,20),(28,21),0.0142355 # DEPENDENCYPART_SIBL
(28,20),(28,22),-0.084139 # DEPENDENCYPART_SIBL
(28,20),(28,23),0.0142355 # DEPENDENCYPART_SIBL
(28,20),(28,24),0.0133174 # DEPENDENCYPART_SIBL
(28,20),(28,25),-0.162024 # DEPENDENCYPART_SIBL
(28,20),(28,26),-0.117123 # DEPENDENCYPART_SIBL
(28,20),(28,27),-0.0348439 # DEPENDENCYPART_SIBL
(28,20),(28,31),-0.00522684 # DEPENDENCYPART_SIBL
(28,20),(28,33),-0.00112012 # DEPENDENCYPART_SIBL
(28,21),(28,22),-0.565685 # DEPENDENCYPART_SIBL
(28,21),(28,23),-1.04535 # DEPENDENCYPART_SIBL
(28,21),(28,24),-0.354455 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.445819 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.425064 # DEPENDENCYPART_SIBL
(28,21),(28,27),-0.72839 # DEPENDENCYPART_SIBL
(28,21),(28,31),-0.0102683 # DEPENDENCYPART_SIBL
(28,21),(28,33),-0.00819877 # DEPENDENCYPART_SIBL
(28,22),(28,23),0.016885 # DEPENDENCYPART_SIBL
(28,22),(28,24),0.0154964 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.166476 # DEPENDENCYPART_SIBL
(28,22),(28,26),-0.121575 # DEPENDENCYPART_SIBL
(28,22),(28,27),-0.0424186 # DEPENDENCYPART_SIBL
(28,22),(28,31),0.00032397 # DEPENDENCYPART_SIBL
(28,22),(28,33),0.00443068 # DEPENDENCYPART_SIBL
(28,23),(28,24),-0.354455 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.445819 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.425064 # DEPENDENCYPART_SIBL
(28,23),(28,27),-0.72839 # DEPENDENCYPART_SIBL
(28,23),(28,31),-0.0102683 # DEPENDENCYPART_SIBL
(28,23),(28,33),-0.00819877 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.199442 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.0839762 # DEPENDENCYPART_SIBL
(28,24),(28,27),-0.143082 # DEPENDENCYPART_SIBL
(28,24),(28,31),0.0372515 # DEPENDENCYPART_SIBL
(28,24),(28,33),0.0393311 # DEPENDENCYPART_SIBL
(28,25),(28,26),-0.227867 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.222519 # DEPENDENCYPART_SIBL
(28,25),(28,31),-0.0106631 # DEPENDENCYPART_SIBL
(28,25),(28,33),-0.00859818 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.211868 # DEPENDENCYPART_SIBL
(28,26),(28,31),-0.00388902 # DEPENDENCYPART_SIBL
(28,26),(28,33),-0.00183093 # DEPENDENCYPART_SIBL
(28,27),(28,31),-0.0770458 # DEPENDENCYPART_SIBL
(28,27),(28,33),-0.0730004 # DEPENDENCYPART_SIBL
(28,31),(28,33),-0.057257 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.0572003 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.0422977 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.124928 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.00284841 # DEPENDENCYPART_SIBL
(29,24),(29,31),0.0195047 # DEPENDENCYPART_SIBL
(29,24),(29,33),0.01954 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.112802 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.19192 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.0201562 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0180427 # DEPENDENCYPART_SIBL
(29,25),(29,33),-0.0180324 # DEPENDENCYPART_SIBL
(29,26),(29,27),-0.14998 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.00033911 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.00943123 # DEPENDENCYPART_SIBL
(29,26),(29,33),-0.00942433 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.272903 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0163782 # DEPENDENCYPART_SIBL
(29,27),(29,33),-0.0153776 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.00510537 # DEPENDENCYPART_SIBL
(29,28),(29,33),0.0051138 # DEPENDENCYPART_SIBL
(29,31),(29,33),-0.0467729 # DEPENDENCYPART_SIBL
(31,15),(31,19),0.105739 # DEPENDENCYPART_SIBL
(31,15),(31,22),0.0748109 # DEPENDENCYPART_SIBL
(31,15),(31,24),0.0570617 # DEPENDENCYPART_SIBL
(31,15),(31,25),-0.0362246 # DEPENDENCYPART_SIBL
(31,15),(31,26),-0.0468394 # DEPENDENCYPART_SIBL
(31,15),(31,27),-0.0696338 # DEPENDENCYPART_SIBL
(31,15),(31,28),0.15649 # DEPENDENCYPART_SIBL
(31,15),(31,29),0.0215299 # DEPENDENCYPART_SIBL
(31,15),(31,30),0.137744 # DEPENDENCYPART_SIBL
(31,15),(31,32),0.0387231 # DEPENDENCYPART_SIBL
(31,15),(31,33),0.0940092 # DEPENDENCYPART_SIBL
(31,15),(31,34),-0.0133461 # DEPENDENCYPART_SIBL
(31,19),(31,22),0.0546562 # DEPENDENCYPART_SIBL
(31,19),(31,24),0.0585275 # DEPENDENCYPART_SIBL
(31,19),(31,25),-0.0344727 # DEPENDENCYPART_SIBL
(31,19),(31,26),-0.0450445 # DEPENDENCYPART_SIBL
(31,19),(31,27),-0.085038 # DEPENDENCYPART_SIBL
(31,19),(31,28),0.16154 # DEPENDENCYPART_SIBL
(31,19),(31,29),0.0232794 # DEPENDENCYPART_SIBL
(31,19),(31,30),0.155096 # DEPENDENCYPART_SIBL
(31,19),(31,32),0.0421806 # DEPENDENCYPART_SIBL
(31,19),(31,33),0.0980911 # DEPENDENCYPART_SIBL
(31,19),(31,34),-0.00975822 # DEPENDENCYPART_SIBL
(31,22),(31,24),0.111589 # DEPENDENCYPART_SIBL
(31,22),(31,25),-0.0733449 # DEPENDENCYPART_SIBL
(31,22),(31,26),-0.0719164 # DEPENDENCYPART_SIBL
(31,22),(31,27),-0.116441 # DEPENDENCYPART_SIBL
(31,22),(31,28),0.162886 # DEPENDENCYPART_SIBL
(31,22),(31,29),0.135621 # DEPENDENCYPART_SIBL
(31,22),(31,30),0.00497345 # DEPENDENCYPART_SIBL
(31,22),(31,32),0.00340524 # DEPENDENCYPART_SIBL
(31,22),(31,33),-0.0188442 # DEPENDENCYPART_SIBL
(31,22),(31,34),-0.0432813 # DEPENDENCYPART_SIBL
(31,24),(31,25),-0.0458471 # DEPENDENCYPART_SIBL
(31,24),(31,26),-0.0123348 # DEPENDENCYPART_SIBL
(31,24),(31,27),-0.0528553 # DEPENDENCYPART_SIBL
(31,24),(31,28),0.117061 # DEPENDENCYPART_SIBL
(31,24),(31,29),0.0869913 # DEPENDENCYPART_SIBL
(31,24),(31,30),-0.0199921 # DEPENDENCYPART_SIBL
(31,24),(31,32),0.00934515 # DEPENDENCYPART_SIBL
(31,24),(31,33),0.0388753 # DEPENDENCYPART_SIBL
(31,24),(31,34),-0.0225242 # DEPENDENCYPART_SIBL
(31,25),(31,26),-0.119444 # DEPENDENCYPART_SIBL
(31,25),(31,27),-0.216489 # DEPENDENCYPART_SIBL
(31,25),(31,28),0.124175 # DEPENDENCYPART_SIBL
(31,25),(31,29),0.117681 # DEPENDENCYPART_SIBL
(31,25),(31,30),-0.0504426 # DEPENDENCYPART_SIBL
(31,25),(31,32),0.0195705 # DEPENDENCYPART_SIBL
(31,25),(31,33),0.0420926 # DEPENDENCYPART_SIBL
(31,25),(31,34),-0.0369771 # DEPENDENCYPART_SIBL
(31,26),(31,27),-0.142745 # DEPENDENCYPART_SIBL
(31,26),(31,28),0.114131 # DEPENDENCYPART_SIBL
(31,26),(31,29),0.072101 # DEPENDENCYPART_SIBL
(31,26),(31,30),-0.0040808 # DEPENDENCYPART_SIBL
(31,26),(31,32),0.0280154 # DEPENDENCYPART_SIBL
(31,26),(31,33),0.0315505 # DEPENDENCYPART_SIBL
(31,26),(31,34),-0.0129945 # DEPENDENCYPART_SIBL
(31,27),(31,28),-0.391995 # DEPENDENCYPART_SIBL
(31,27),(31,29),-0.245256 # DEPENDENCYPART_SIBL
(31,27),(31,30),-0.272647 # DEPENDENCYPART_SIBL
(31,27),(31,32),0.0691569 # DEPENDENCYPART_SIBL
(31,27),(31,33),-0.0116927 # DEPENDENCYPART_SIBL
(31,27),(31,34),0.0337257 # DEPENDENCYPART_SIBL
(31,28),(31,29),0.0644756 # DEPENDENCYPART_SIBL
(31,28),(31,30),0.0868085 # DEPENDENCYPART_SIBL
(31,28),(31,32),0.0904965 # DEPENDENCYPART_SIBL
(31,28),(31,33),0.030039 # DEPENDENCYPART_SIBL
(31,28),(31,34),0.051027 # DEPENDENCYPART_SIBL
(31,29),(31,30),0.0997054 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.0424035 # DEPENDENCYPART_SIBL
(31,29),(31,33),0.0510908 # DEPENDENCYPART_SIBL
(31,29),(31,34),0.0119077 # DEPENDENCYPART_SIBL
(31,30),(31,32),0.0211711 # DEPENDENCYPART_SIBL
(31,30),(31,33),0.020048 # DEPENDENCYPART_SIBL
(31,30),(31,34),-0.013147 # DEPENDENCYPART_SIBL
(31,32),(31,33),-0.0232643 # DEPENDENCYPART_SIBL
(31,32),(31,34),-0.0228243 # DEPENDENCYPART_SIBL
(31,33),(31,34),-0.0131246 # DEPENDENCYPART_SIBL
(32,23),(32,27),-0.586352 # DEPENDENCYPART_SIBL
(32,23),(32,28),-0.418721 # DEPENDENCYPART_SIBL
(32,23),(32,29),-0.0617974 # DEPENDENCYPART_SIBL
(32,23),(32,30),-0.146603 # DEPENDENCYPART_SIBL
(32,23),(32,31),-0.290185 # DEPENDENCYPART_SIBL
(32,23),(32,33),-0.0453404 # DEPENDENCYPART_SIBL
(32,27),(32,28),-0.319479 # DEPENDENCYPART_SIBL
(32,27),(32,29),-0.0663776 # DEPENDENCYPART_SIBL
(32,27),(32,30),-0.143116 # DEPENDENCYPART_SIBL
(32,27),(32,31),-0.294338 # DEPENDENCYPART_SIBL
(32,27),(32,33),-0.0596382 # DEPENDENCYPART_SIBL
(32,28),(32,29),0.0929897 # DEPENDENCYPART_SIBL
(32,28),(32,30),0.0269611 # DEPENDENCYPART_SIBL
(32,28),(32,31),0.0896784 # DEPENDENCYPART_SIBL
(32,28),(32,33),-0.0137214 # DEPENDENCYPART_SIBL
(32,29),(32,30),0.090101 # DEPENDENCYPART_SIBL
(32,29),(32,31),0.23541 # DEPENDENCYPART_SIBL
(32,29),(32,33),0.01667 # DEPENDENCYPART_SIBL
(32,30),(32,31),0.00181835 # DEPENDENCYPART_SIBL
(32,30),(32,33),-0.0124182 # DEPENDENCYPART_SIBL
(32,31),(32,33),0.0584645 # DEPENDENCYPART_SIBL
(33,19),(33,20),0.068737 # DEPENDENCYPART_SIBL
(33,19),(33,22),0.0645699 # DEPENDENCYPART_SIBL
(33,19),(33,24),0.0644493 # DEPENDENCYPART_SIBL
(33,19),(33,25),-0.0285581 # DEPENDENCYPART_SIBL
(33,19),(33,26),-0.0391299 # DEPENDENCYPART_SIBL
(33,19),(33,27),-0.0790915 # DEPENDENCYPART_SIBL
(33,19),(33,28),0.167455 # DEPENDENCYPART_SIBL
(33,19),(33,29),0.0291939 # DEPENDENCYPART_SIBL
(33,19),(33,30),0.172683 # DEPENDENCYPART_SIBL
(33,19),(33,31),0.0632569 # DEPENDENCYPART_SIBL
(33,19),(33,32),0.0810717 # DEPENDENCYPART_SIBL
(33,19),(33,34),-0.00895325 # DEPENDENCYPART_SIBL
(33,20),(33,22),-0.0161778 # DEPENDENCYPART_SIBL
(33,20),(33,24),0.115986 # DEPENDENCYPART_SIBL
(33,20),(33,25),-0.0656379 # DEPENDENCYPART_SIBL
(33,20),(33,26),-0.0642098 # DEPENDENCYPART_SIBL
(33,20),(33,27),-0.102011 # DEPENDENCYPART_SIBL
(33,20),(33,28),0.170137 # DEPENDENCYPART_SIBL
(33,20),(33,29),0.14868 # DEPENDENCYPART_SIBL
(33,20),(33,30),0.0263628 # DEPENDENCYPART_SIBL
(33,20),(33,31),-0.00863054 # DEPENDENCYPART_SIBL
(33,20),(33,32),0.0915241 # DEPENDENCYPART_SIBL
(33,20),(33,34),-0.0429459 # DEPENDENCYPART_SIBL
(33,22),(33,24),0.114299 # DEPENDENCYPART_SIBL
(33,22),(33,25),-0.0706427 # DEPENDENCYPART_SIBL
(33,22),(33,26),-0.0692143 # DEPENDENCYPART_SIBL
(33,22),(33,27),-0.113706 # DEPENDENCYPART_SIBL
(33,22),(33,28),0.16559 # DEPENDENCYPART_SIBL
(33,22),(33,29),0.138323 # DEPENDENCYPART_SIBL
(33,22),(33,30),0.018953 # DEPENDENCYPART_SIBL
(33,22),(33,31),-0.0190307 # DEPENDENCYPART_SIBL
(33,22),(33,32),0.0823248 # DEPENDENCYPART_SIBL
(33,22),(33,34),-0.0429465 # DEPENDENCYPART_SIBL
(33,24),(33,25),-0.044443 # DEPENDENCYPART_SIBL
(33,24),(33,26),-0.0109308 # DEPENDENCYPART_SIBL
(33,24),(33,27),-0.0514193 # DEPENDENCYPART_SIBL
(33,24),(33,28),0.118466 # DEPENDENCYPART_SIBL
(33,24),(33,29),0.0883954 # DEPENDENCYPART_SIBL
(33,24),(33,30),-0.00840744 # DEPENDENCYPART_SIBL
(33,24),(33,31),0.0942661 # DEPENDENCYPART_SIBL
(33,24),(33,32),0.0258693 # DEPENDENCYPART_SIBL
(33,24),(33,34),-0.0221884 # DEPENDENCYPART_SIBL
(33,25),(33,26),-0.121176 # DEPENDENCYPART_SIBL
(33,25),(33,27),-0.218127 # DEPENDENCYPART_SIBL
(33,25),(33,28),0.122444 # DEPENDENCYPART_SIBL
(33,25),(33,29),0.115949 # DEPENDENCYPART_SIBL
(33,25),(33,30),-0.0433935 # DEPENDENCYPART_SIBL
(33,25),(33,31),0.00011515 # DEPENDENCYPART_SIBL
(33,25),(33,32),0.0212658 # DEPENDENCYPART_SIBL
(33,25),(33,34),-0.036629 # DEPENDENCYPART_SIBL
(33,26),(33,27),-0.145575 # DEPENDENCYPART_SIBL
(33,26),(33,28),0.111238 # DEPENDENCYPART_SIBL
(33,26),(33,29),0.069207 # DEPENDENCYPART_SIBL
(33,26),(33,30),0.00180617 # DEPENDENCYPART_SIBL
(33,26),(33,31),-0.0201702 # DEPENDENCYPART_SIBL
(33,26),(33,32),0.0318767 # DEPENDENCYPART_SIBL
(33,26),(33,34),-0.0126528 # DEPENDENCYPART_SIBL
(33,27),(33,28),-0.394434 # DEPENDENCYPART_SIBL
(33,27),(33,29),-0.247695 # DEPENDENCYPART_SIBL
(33,27),(33,30),-0.266305 # DEPENDENCYPART_SIBL
(33,27),(33,31),-0.402881 # DEPENDENCYPART_SIBL
(33,27),(33,32),-0.326676 # DEPENDENCYPART_SIBL
(33,27),(33,34),0.0340593 # DEPENDENCYPART_SIBL
(33,28),(33,29),0.0648629 # DEPENDENCYPART_SIBL
(33,28),(33,30),0.0959767 # DEPENDENCYPART_SIBL
(33,28),(33,31),0.0978496 # DEPENDENCYPART_SIBL
(33,28),(33,32),0.0585265 # DEPENDENCYPART_SIBL
(33,28),(33,34),0.0513605 # DEPENDENCYPART_SIBL
(33,29),(33,30),0.108524 # DEPENDENCYPART_SIBL
(33,29),(33,31),0.239567 # DEPENDENCYPART_SIBL
(33,29),(33,32),0.0698064 # DEPENDENCYPART_SIBL
(33,29),(33,34),0.0122413 # DEPENDENCYPART_SIBL
(33,30),(33,31),0.0110071 # DEPENDENCYPART_SIBL
(33,30),(33,32),0.0616585 # DEPENDENCYPART_SIBL
(33,30),(33,34),-0.012097 # DEPENDENCYPART_SIBL
(33,31),(33,32),0.0868874 # DEPENDENCYPART_SIBL
(33,31),(33,34),-0.0440202 # DEPENDENCYPART_SIBL
(33,32),(33,34),-0.0123316 # DEPENDENCYPART_SIBL
(34,20),(34,25),0.0596329 # DEPENDENCYPART_SIBL
(34,20),(34,26),0.0610927 # DEPENDENCYPART_SIBL
(34,20),(34,27),-0.306222 # DEPENDENCYPART_SIBL
(34,20),(34,28),0.291873 # DEPENDENCYPART_SIBL
(34,20),(34,29),0.387249 # DEPENDENCYPART_SIBL
(34,20),(34,30),0.0742356 # DEPENDENCYPART_SIBL
(34,20),(34,31),0.0971051 # DEPENDENCYPART_SIBL
(34,20),(34,32),0.191011 # DEPENDENCYPART_SIBL
(34,20),(34,33),0.0951929 # DEPENDENCYPART_SIBL
(34,25),(34,26),-0.124055 # DEPENDENCYPART_SIBL
(34,25),(34,27),-0.413233 # DEPENDENCYPART_SIBL
(34,25),(34,28),-0.0852649 # DEPENDENCYPART_SIBL
(34,25),(34,29),0.257471 # DEPENDENCYPART_SIBL
(34,25),(34,30),-0.125716 # DEPENDENCYPART_SIBL
(34,25),(34,31),0.0285272 # DEPENDENCYPART_SIBL
(34,25),(34,32),0.0709392 # DEPENDENCYPART_SIBL
(34,25),(34,33),0.0310232 # DEPENDENCYPART_SIBL
(34,26),(34,27),-0.350216 # DEPENDENCYPART_SIBL
(34,26),(34,28),-0.0130313 # DEPENDENCYPART_SIBL
(34,26),(34,29),0.214746 # DEPENDENCYPART_SIBL
(34,26),(34,30),-0.0434697 # DEPENDENCYPART_SIBL
(34,26),(34,31),0.012409 # DEPENDENCYPART_SIBL
(34,26),(34,32),0.0858541 # DEPENDENCYPART_SIBL
(34,26),(34,33),0.0148435 # DEPENDENCYPART_SIBL
(34,27),(34,28),-0.33669 # DEPENDENCYPART_SIBL
(34,27),(34,29),-0.0211802 # DEPENDENCYPART_SIBL
(34,27),(34,30),-0.156608 # DEPENDENCYPART_SIBL
(34,27),(34,31),-0.251585 # DEPENDENCYPART_SIBL
(34,27),(34,32),-0.157607 # DEPENDENCYPART_SIBL
(34,27),(34,33),-0.250522 # DEPENDENCYPART_SIBL
(34,28),(34,29),0.255043 # DEPENDENCYPART_SIBL
(34,28),(34,30),0.115786 # DEPENDENCYPART_SIBL
(34,28),(34,31),0.250051 # DEPENDENCYPART_SIBL
(34,28),(34,32),0.129885 # DEPENDENCYPART_SIBL
(34,28),(34,33),0.249677 # DEPENDENCYPART_SIBL
(34,29),(34,30),0.136496 # DEPENDENCYPART_SIBL
(34,29),(34,31),0.296796 # DEPENDENCYPART_SIBL
(34,29),(34,32),0.12805 # DEPENDENCYPART_SIBL
(34,29),(34,33),0.29752 # DEPENDENCYPART_SIBL
(34,30),(34,31),0.0394284 # DEPENDENCYPART_SIBL
(34,30),(34,32),0.168515 # DEPENDENCYPART_SIBL
(34,30),(34,33),0.0481472 # DEPENDENCYPART_SIBL
(34,31),(34,32),0.211888 # DEPENDENCYPART_SIBL
(34,31),(34,33),0.149026 # DEPENDENCYPART_SIBL
(34,32),(34,33),0.184574 # DEPENDENCYPART_SIBL
(35,1),(35,2),-0.540128 # DEPENDENCYPART_SIBL
(35,1),(35,5),-0.540128 # DEPENDENCYPART_SIBL
(35,1),(35,11),-0.552649 # DEPENDENCYPART_SIBL
(35,1),(35,15),-0.396036 # DEPENDENCYPART_SIBL
(35,1),(35,16),-0.540128 # DEPENDENCYPART_SIBL
(35,1),(35,17),-0.540128 # DEPENDENCYPART_SIBL
(35,1),(35,18),-0.540297 # DEPENDENCYPART_SIBL
(35,1),(35,20),-0.540128 # DEPENDENCYPART_SIBL
(35,1),(35,21),-0.855293 # DEPENDENCYPART_SIBL
(35,1),(35,23),-0.855293 # DEPENDENCYPART_SIBL
(35,1),(35,24),-0.293354 # DEPENDENCYPART_SIBL
(35,1),(35,25),-0.388548 # DEPENDENCYPART_SIBL
(35,1),(35,26),-0.343083 # DEPENDENCYPART_SIBL
(35,1),(35,27),-0.631708 # DEPENDENCYPART_SIBL
(35,1),(35,28),-0.555009 # DEPENDENCYPART_SIBL
(35,1),(35,29),-0.224357 # DEPENDENCYPART_SIBL
(35,1),(35,30),-0.275507 # DEPENDENCYPART_SIBL
(35,1),(35,31),-0.550321 # DEPENDENCYPART_SIBL
(35,1),(35,32),-0.395131 # DEPENDENCYPART_SIBL
(35,1),(35,33),-0.540128 # DEPENDENCYPART_SIBL
(35,1),(35,34),-0.740187 # DEPENDENCYPART_SIBL
(35,2),(35,5),0.014788 # DEPENDENCYPART_SIBL
(35,2),(35,11),0.00226761 # DEPENDENCYPART_SIBL
(35,2),(35,15),0.0464137 # DEPENDENCYPART_SIBL
(35,2),(35,16),0.014788 # DEPENDENCYPART_SIBL
(35,2),(35,17),0.014788 # DEPENDENCYPART_SIBL
(35,2),(35,18),0.0146195 # DEPENDENCYPART_SIBL
(35,2),(35,20),0.014788 # DEPENDENCYPART_SIBL
(35,2),(35,21),0.0671575 # DEPENDENCYPART_SIBL
(35,2),(35,23),0.0671575 # DEPENDENCYPART_SIBL
(35,2),(35,24),0.0799469 # DEPENDENCYPART_SIBL
(35,2),(35,25),-0.109797 # DEPENDENCYPART_SIBL
(35,2),(35,26),-0.0645087 # DEPENDENCYPART_SIBL
(35,2),(35,27),0.030344 # DEPENDENCYPART_SIBL
(35,2),(35,28),0.0133501 # DEPENDENCYPART_SIBL
(35,2),(35,29),0.088874 # DEPENDENCYPART_SIBL
(35,2),(35,30),0.0332827 # DEPENDENCYPART_SIBL
(35,2),(35,31),0.00459489 # DEPENDENCYPART_SIBL
(35,2),(35,32),0.0473154 # DEPENDENCYPART_SIBL
(35,2),(35,33),0.014788 # DEPENDENCYPART_SIBL
(35,2),(35,34),0.056351 # DEPENDENCYPART_SIBL
(35,5),(35,11),0.00226761 # DEPENDENCYPART_SIBL
(35,5),(35,15),0.0464137 # DEPENDENCYPART_SIBL
(35,5),(35,16),0.014788 # DEPENDENCYPART_SIBL
(35,5),(35,17),0.014788 # DEPENDENCYPART_SIBL
(35,5),(35,18),0.0146195 # DEPENDENCYPART_SIBL
(35,5),(35,20),0.014788 # DEPENDENCYPART_SIBL
(35,5),(35,21),0.0671575 # DEPENDENCYPART_SIBL
(35,5),(35,23),0.0671575 # DEPENDENCYPART_SIBL
(35,5),(35,24),0.0799469 # DEPENDENCYPART_SIBL
(35,5),(35,25),-0.109797 # DEPENDENCYPART_SIBL
(35,5),(35,26),-0.0645087 # DEPENDENCYPART_SIBL
(35,5),(35,27),0.030344 # DEPENDENCYPART_SIBL
(35,5),(35,28),0.0133501 # DEPENDENCYPART_SIBL
(35,5),(35,29),0.088874 # DEPENDENCYPART_SIBL
(35,5),(35,30),0.0332827 # DEPENDENCYPART_SIBL
(35,5),(35,31),0.00459489 # DEPENDENCYPART_SIBL
(35,5),(35,32),0.0473154 # DEPENDENCYPART_SIBL
(35,5),(35,33),0.014788 # DEPENDENCYPART_SIBL
(35,5),(35,34),0.056351 # DEPENDENCYPART_SIBL
(35,11),(35,15),0.0828981 # DEPENDENCYPART_SIBL
(35,11),(35,16),0.0470809 # DEPENDENCYPART_SIBL
(35,11),(35,17),0.0470809 # DEPENDENCYPART_SIBL
(35,11),(35,18),0.0469124 # DEPENDENCYPART_SIBL
(35,11),(35,20),0.0470809 # DEPENDENCYPART_SIBL
(35,11),(35,21),0.0931184 # DEPENDENCYPART_SIBL
(35,11),(35,23),0.0931184 # DEPENDENCYPART_SIBL
(35,11),(35,24),0.111505 # DEPENDENCYPART_SIBL
(35,11),(35,25),-0.0900367 # DEPENDENCYPART_SIBL
(35,11),(35,26),-0.0447482 # DEPENDENCYPART_SIBL
(35,11),(35,27),0.0532046 # DEPENDENCYPART_SIBL
(35,11),(35,28),0.0362108 # DEPENDENCYPART_SIBL
(35,11),(35,29),0.108635 # DEPENDENCYPART_SIBL
(35,11),(35,30),0.0530432 # DEPENDENCYPART_SIBL
(35,11),(35,31),0.0368878 # DEPENDENCYPART_SIBL
(35,11),(35,32),0.0837997 # DEPENDENCYPART_SIBL
(35,11),(35,33),0.0470809 # DEPENDENCYPART_SIBL
(35,11),(35,34),0.0959355 # DEPENDENCYPART_SIBL
(35,15),(35,16),-0.0442492 # DEPENDENCYPART_SIBL
(35,15),(35,17),-0.0442492 # DEPENDENCYPART_SIBL
(35,15),(35,18),-0.0443999 # DEPENDENCYPART_SIBL
(35,15),(35,20),-0.0442492 # DEPENDENCYPART_SIBL
(35,15),(35,21),-0.0178746 # DEPENDENCYPART_SIBL
(35,15),(35,23),-0.0178746 # DEPENDENCYPART_SIBL
(35,15),(35,24),0.0326684 # DEPENDENCYPART_SIBL
(35,15),(35,25),-0.167309 # DEPENDENCYPART_SIBL
(35,15),(35,26),-0.140475 # DEPENDENCYPART_SIBL
(35,15),(35,27),-0.0101319 # DEPENDENCYPART_SIBL
(35,15),(35,28),-0.0205171 # DEPENDENCYPART_SIBL
(35,15),(35,29),-0.0521173 # DEPENDENCYPART_SIBL
(35,15),(35,30),0.0950071 # DEPENDENCYPART_SIBL
(35,15),(35,31),-0.0616161 # DEPENDENCYPART_SIBL
(35,15),(35,32),0.0218656 # DEPENDENCYPART_SIBL
(35,15),(35,33),-0.0442492 # DEPENDENCYPART_SIBL
(35,15),(35,34),0.0160912 # DEPENDENCYPART_SIBL
(35,16),(35,17),0.014788 # DEPENDENCYPART_SIBL
(35,16),(35,18),0.0146195 # DEPENDENCYPART_SIBL
(35,16),(35,20),0.014788 # DEPENDENCYPART_SIBL
