# _root_ Her _ iki olgu da , bilim için yeni bir başlangıçtan çok , bir dönemin _ _ kapanışına işaret_etmektedir .
#goldHeads=3,3,4,19,4,0,8,19,10,11,12,19,0,15,18,17,18,19,20,0,
#predictedHeads=3,3,4,19,4,0,8,19,11,11,12,19,0,15,17,17,18,19,20,0,
(16,17),(17,14),-0.167827 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.115949 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.677365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0458182 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.438476 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.54996 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.517665 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.0388736 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.568508 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.277791 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.258268 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.283163 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.461117 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.447655 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.315378 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.367709 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.450898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.178793 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.564708 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.53291 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.00901052 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.64554 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.292956 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.458167 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.301707 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.542412 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.298408 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.472872 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.524687 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.338384 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.382954 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.551254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.279149 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0133401 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.324825 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.0782426 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.501958 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.0595008 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.0903257 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.490987 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.0963063 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.313301 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.402896 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.100673 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.0125775 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.307366 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.0244933 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),-0.0764942 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.51949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,19),-0.375634 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.0711414 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.505594 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.298207 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.178303 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0318934 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.307404 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.00194419 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.0127351 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.0245322 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.0765319 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.375635 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.142747 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.0490848 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.141321 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.212171 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.00750022 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.00765201 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.0679757 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.00648881 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.238808 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.0711343 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.147816 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0822783 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.147519 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.00329164 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.0913006 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.0112118 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.286604 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.159457 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.0359355 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0764896 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.131178 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.10255 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0127727 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.351563 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0244933 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0632583 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.0764942 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.375634 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.189488 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.0739827 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.137051 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.174818 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.0323982 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.0405436 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.0791561 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0968014 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),0.0310583 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.189403 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.08864 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.156226 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.213336 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.13262 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.218663 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.12951 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.321549 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.49325 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.490172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.358363 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.360932 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.180967 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),0.0913006 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.0112118 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.286604 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.0764896 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.131178 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.10255 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.138515 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.150247 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.108124 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.180322 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0764942 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.51949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,3),-0.285052 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.137504 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0122129 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.462211 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0173341 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.136815 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.120722 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.179338 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0479069 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.417238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.111262 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.264031 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.550419 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.388679 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.015383 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.297513 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.335982 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.109519 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.233834 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.0950431 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.24618 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.115883 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.299075 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.25949 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.336494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,3),-0.565167 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.403924 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),0.01448 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.374545 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.351147 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.141634 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.152958 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.421761 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.249079 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.106798 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.323212 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.138889 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.31432 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.334523 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.43685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.171012 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.363048 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.0941898 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.410423 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),0.485002 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.0987065 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.435335 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.340672 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.00171668 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.408767 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.36012 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.0961685 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.198686 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.176835 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.0942692 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.332187 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.162637 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.38522 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.383576 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.146642 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.697871 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0504609 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),0.0699363 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.144169 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.524299 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.113627 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.473679 # DEPENDENCYPART_GRANDPAR
(18,6),(6,19),-0.249162 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.0737935 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.450233 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.261503 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.271104 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.186229 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.19992 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.198756 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.212433 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.178068 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.0930367 # DEPENDENCYPART_GRANDPAR
(18,7),(7,19),-0.162637 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),0.102875 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.256654 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.333493 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.0031185 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.333853 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.354407 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.095292 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.344012 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.247861 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.249275 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.258557 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.0791191 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.0447261 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0416115 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.2112 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.493156 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.176835 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.490738 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.0942692 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.162637 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.347969 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.353595 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.117838 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.223885 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.285548 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.0635673 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.132948 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.443141 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.146642 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.15004 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.113915 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.0675707 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.0508988 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.0361653 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.290584 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0468085 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.32673 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.223701 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0142174 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.249162 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),0.0414471 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.437532 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),0.095292 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.344012 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.247861 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.0791191 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0447261 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0416115 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.12507 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.107643 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.333664 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0197598 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0942692 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.332187 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.278855 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.273414 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.0368225 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.106179 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0510674 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.138631 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.165776 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0843273 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.637192 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.17026 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.252952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.131478 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.278855 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.273414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.221975 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0368225 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0589877 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.106179 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.0510674 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.138631 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.165776 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0843273 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.637192 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.243934 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.252952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.131478 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.101039 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.285887 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.114712 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.110501 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.277602 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.0220071 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.483722 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.217991 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.158296 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.157729 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.30369 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.192684 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.213463 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),0.156668 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.27852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,3),-0.169573 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.278175 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.0816327 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.593183 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.0934783 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.181936 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.145514 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0820704 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.223977 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.364994 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.25007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,1),0.0887069 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.291753 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.00651151 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.0123092 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.144465 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.303721 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),0.19795 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.0958142 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.192715 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.213493 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.27852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,3),-0.0618903 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.210191 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.13694 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.047525 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.24527 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.190999 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.0245141 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),0.0782348 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0629211 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.220807 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.00786915 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.119612 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.196838 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.221372 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.111475 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.164627 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),0.0207276 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),0.0337399 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),0.301883 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.0749001 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.0839599 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0691701 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0957843 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.308893 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.192684 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.11847 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.213463 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.27852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,3),-0.123048 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.249507 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),0.127379 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.0245056 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.205955 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.104168 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.245862 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.15075 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),0.0816327 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.0256088 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),0.25613 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.0142356 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.0541149 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.105258 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.313433 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0136437 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.358686 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.618108 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.247977 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.25007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.37521 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.203501 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),0.111475 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.164627 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),0.0207276 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.0749001 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.0839599 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.0691701 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.32733 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.00377313 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0571629 # DEPENDENCYPART_GRANDPAR
