# _root_ Hem _ eminim ki , benim de benden daha büyük bir kardeşim olsaydı , o da _ aynılarını yapardı .
#goldHeads=20,3,13,2,19,13,6,10,10,12,12,13,19,0,19,15,18,19,20,0,
#predictedHeads=3,3,4,19,0,12,6,13,10,12,12,13,14,19,19,15,18,19,20,0,
(18,17),(17,13),-0.653611 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.182805 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.121976 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.146532 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.46186 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.0203507 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.389041 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.447754 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.658057 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.552261 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.46097 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.164201 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.29776 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.454057 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.0393239 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.527767 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.586767 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.0661446 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.520821 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.841791 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.31544 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.192584 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.243779 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.22562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,5),-0.22212 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.0895815 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),0.0587802 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.0854778 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.186385 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.237953 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.181568 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.262055 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.349727 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.0970643 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.245758 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.194069 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.287101 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.254657 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.262526 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.221089 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.263265 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.203977 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.362506 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.280921 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.120637 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.461618 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.174808 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.138679 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.582399 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.526098 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.209507 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.17386 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.236782 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.432048 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.329838 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.251455 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.00293595 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.0401793 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.0159251 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.268847 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.115742 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.233544 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.123869 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.25408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,1),-0.556394 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.464886 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.308034 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.211122 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.378715 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.221134 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.390107 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.275314 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.338111 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0984058 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.140612 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.261468 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.286064 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.164798 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.231433 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.18076 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.32002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.425465 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.520821 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.841791 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),0.31544 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.192584 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.240189 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.229963 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.325982 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.295901 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.121905 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.00270542 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.00288826 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.277835 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.62195 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.363784 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.22562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.385456 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.244414 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0378688 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.293847 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.234995 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.301405 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0910918 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.205712 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.00420924 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.250207 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.0613507 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.103948 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0460355 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0778845 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.190483 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.219432 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.183786 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.246707 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.441973 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.339764 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.26138 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.0302537 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.286227 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.114384 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0197603 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.119002 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.232171 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.00877205 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.710243 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.857673 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.497179 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.230508 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.396948 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.527822 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.455224 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.271568 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.287224 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.550573 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.187486 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.310848 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.301281 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.146998 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.312878 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.284502 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.27598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,1),-0.604913 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),0.125009 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.986077 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.490056 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.97295 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.14988 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),0.197588 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),0.27207 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.540398 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.475349 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.236127 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.471306 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.160396 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.219681 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.173701 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),0.0652456 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.880884 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),0.426972 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.593755 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.235546 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.537482 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.129373 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),0.191094 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.703303 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.10405 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.149593 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.107165 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.0166481 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),0.472359 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.599776 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),0.139067 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.0587787 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.315553 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.461276 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.122802 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.243722 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.245076 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),0.261708 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),0.273069 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),0.292572 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.581493 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),0.138138 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.0538588 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.37085 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.193776 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0213856 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.150286 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.361922 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.00568486 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.239128 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.120497 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.443991 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.184097 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),0.150637 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),0.123507 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),0.241083 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),0.336013 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.602137 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),0.10733 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.0513328 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.450794 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.123941 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.0861401 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.105653 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.489443 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.0274352 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.37854 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.116738 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.53129 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.581083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,1),-0.251613 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.0968904 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),0.208134 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),0.267005 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),0.342349 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.644246 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),0.176369 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.105333 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.479719 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.199028 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.147096 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.381685 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.36798 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.405391 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.147964 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.589309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,12),-0.255229 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.572819 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.234806 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.716683 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0403141 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.234504 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.410148 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.45375 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.686454 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.281862 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.284761 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.339956 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.745131 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),0.0522988 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),0.273069 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),0.292572 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.581493 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),0.138138 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.0538588 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.37085 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.0213856 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.143545 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.210502 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.422286 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0440178 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.394905 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.101722 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.199167 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),0.141896 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),0.114766 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),0.226014 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),0.327272 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.610878 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),0.0922605 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.0600742 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.459535 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.132682 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.0948816 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.12599 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.275512 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.456986 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.055233 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.463622 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.01809 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.160882 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.581083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
