# _root_ Kendi yaşam alanını güvence altında _ gören _ Papalık , bunun _ verdiği _ rahatlıkla , yakın geçmişte Darwin'le bile _ barışmakta bir beis görmemiştir .
#goldHeads=3,3,6,5,6,7,8,9,25,0,12,13,14,15,25,0,18,21,21,19,22,25,24,25,26,0,
#predictedHeads=3,3,6,5,6,7,9,9,12,0,12,13,15,15,25,0,18,21,21,21,22,25,24,25,26,0,
(13,9),(9,13),-0.263388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,23),-0.231159 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-0.138748 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.311894 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.2137 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.114697 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.2433 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.206209 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.036593 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.165785 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.0138622 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.0234286 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.203661 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),0.253712 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.459782 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.130124 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.107648 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.298161 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.31157 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.294587 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.501495 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.0748867 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),0.0905198 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),0.113775 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),0.0524157 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.0613214 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),0.0446258 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.175986 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.713344 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.61036 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.520442 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.483955 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.380446 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.649147 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.464987 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.301765 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.177948 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.439216 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.440772 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.238411 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.763678 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.637776 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.550943 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.526557 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.350414 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.711081 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.501184 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.2165 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.420259 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.165689 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.620798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,18),-0.41625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.314257 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),0.0112308 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.520299 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.360021 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.413044 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.597892 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.619249 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.299436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.533416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.273985 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.693437 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.398815 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.551438 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.571229 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.388014 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.540637 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.348395 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.571289 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),-0.234819 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.374314 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.512484 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.320242 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.641933 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.312944 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.3783 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.51742 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.331141 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.644142 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.405889 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.176287 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.0119825 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.398815 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.551438 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.359196 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.697286 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.479996 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.205088 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.514568 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.106542 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.195419 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.0717194 # DEPENDENCYPART_GRANDPAR
(15,9),(9,25),-0.234818 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.599473 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0891413 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.419297 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.152702 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.493997 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.0877482 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-0.321343 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.259402 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.316554 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.242975 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.844472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,1),-0.546848 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.351925 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.468386 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.285193 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.584079 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.421564 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.172144 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.38414 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.188949 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0182252 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.23811 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.18039 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.358127 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.251729 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.0416762 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),0.0128086 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.360913 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.203659 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.641377 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.308946 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.223441 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.154238 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0738225 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.233412 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.14121 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.154854 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.399534 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.84995 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.478017 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.403245 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.454749 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.315694 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.806289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),0.217721 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.323928 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.162729 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),0.162704 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.180023 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.399527 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.267782 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.778367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0207875 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.136383 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.241615 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.422055 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.264623 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.642281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.00449952 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.089577 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.270382 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.817899 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.571435 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.711441 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.519199 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.851259 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.778511 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.422954 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.0855154 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.354192 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),0.147085 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.85593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.00671424 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.0843427 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.484031 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.377827 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0876362 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.126907 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.229159 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.0361944 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-0.700963 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-0.834795 # DEPENDENCYPART_GRANDPAR
(15,25),(25,4),-0.642553 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.974612 # DEPENDENCYPART_GRANDPAR
(15,25),(25,6),-0.81003 # DEPENDENCYPART_GRANDPAR
(15,25),(25,8),-0.88674 # DEPENDENCYPART_GRANDPAR
(15,25),(25,9),-0.546308 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-0.309548 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-0.189534 # DEPENDENCYPART_GRANDPAR
(15,25),(25,12),-0.414828 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-0.270098 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.713543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.0311712 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),-0.0520519 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.341644 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.23544 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.0125652 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),0.0941236 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.344624 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.0285166 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.446876 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.848909 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.536995 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.611515 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.568949 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.695418 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-1.05526 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.299003 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.483085 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.32065 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.410576 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.361839 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.495059 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.289111 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.437788 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.485863 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.826437 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.272188 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.461623 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.238978 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.590761 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.848909 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.536995 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.611515 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.568949 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.695418 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.675197 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.776686 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.780091 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.491013 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.127964 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.158967 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.212183 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.314471 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.444164 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.299003 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.242953 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.483085 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.58055 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.854836 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0058211 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.295198 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.537637 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.267451 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.412173 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.460023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.413112 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.189515 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.284039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.366218 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.131965 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0125062 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.26229 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.570757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.356793 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.602169 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.212057 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.554468 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.557273 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.787582 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.54819 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.2213 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),0.0465211 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.322629 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.351764 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.242463 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0600691 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.352138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.107109 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.243493 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.137725 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.242537 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.282414 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.198152 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.356563 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.787582 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.242463 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0600691 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.352138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.107109 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0426348 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.835114 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.42254 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.513981 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.468122 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.596337 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.788064 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.390186 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),0.101014 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.353525 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.322624 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),0.0979354 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.550915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.276687 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.528891 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.658778 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.467552 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.583912 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.658061 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.643323 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-0.472414 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.557678 # DEPENDENCYPART_GRANDPAR
(16,25),(25,4),-0.51182 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-0.640034 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),-0.707115 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-0.821422 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.433883 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-0.206136 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),0.0888722 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.339417 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.196404 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),0.0542379 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.319866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),-0.033368 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.0650141 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.194901 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.12221 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.0219089 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.233822 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.350368 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.307971 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.349069 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.29807 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.544116 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.199777 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.222393 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.649705 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.424314 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.417225 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.364159 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.329549 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.440364 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.332621 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.153936 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.475601 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0236838 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.219614 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.358111 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.306048 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.292465 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.383067 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.278497 # DEPENDENCYPART_GRANDPAR
(17,12),(12,25),-0.407006 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.368748 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.13922 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.111473 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.276841 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.519121 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.468558 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.465315 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.514611 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.255832 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.48277 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.180376 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.218352 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.243485 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.141597 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.289942 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.524602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.409913 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.338937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.42103 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.370396 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.500988 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.110536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.512578 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.337016 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0521598 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0484146 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.420587 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.368718 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.358956 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.397422 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.600002 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.571703 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.723418 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.352024 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.438398 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.374581 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.30282 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.318092 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.33453 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.423271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0940417 # DEPENDENCYPART_GRANDPAR
