# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,25,9,13,0,15,0,25,0,18,20,20,25,22,24,25,25,26,27,28,30,30,31,0,
(30,3),(30,5),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,6),-0.0670988 # DEPENDENCYPART_SIBL
(30,3),(30,7),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,8),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,9),0.0146737 # DEPENDENCYPART_SIBL
(30,3),(30,10),-0.125417 # DEPENDENCYPART_SIBL
(30,3),(30,11),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,12),-0.112918 # DEPENDENCYPART_SIBL
(30,3),(30,13),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,14),-0.112918 # DEPENDENCYPART_SIBL
(30,3),(30,15),-0.0952669 # DEPENDENCYPART_SIBL
(30,3),(30,16),-0.157819 # DEPENDENCYPART_SIBL
(30,3),(30,17),-0.0716578 # DEPENDENCYPART_SIBL
(30,3),(30,18),-0.066855 # DEPENDENCYPART_SIBL
(30,3),(30,19),-0.0476501 # DEPENDENCYPART_SIBL
(30,3),(30,20),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,21),-0.0218038 # DEPENDENCYPART_SIBL
(30,3),(30,22),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,23),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,24),0.00815201 # DEPENDENCYPART_SIBL
(30,3),(30,25),0.00815201 # DEPENDENCYPART_SIBL
(30,3),(30,26),-0.0664021 # DEPENDENCYPART_SIBL
(30,3),(30,27),0.00815201 # DEPENDENCYPART_SIBL
(30,3),(30,28),-0.0822441 # DEPENDENCYPART_SIBL
(30,3),(30,29),0.00815201 # DEPENDENCYPART_SIBL
(30,4),(30,5),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,6),0.0144353 # DEPENDENCYPART_SIBL
(30,4),(30,7),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,8),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,9),0.230647 # DEPENDENCYPART_SIBL
(30,4),(30,10),-0.0942879 # DEPENDENCYPART_SIBL
(30,4),(30,11),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,12),-0.228935 # DEPENDENCYPART_SIBL
(30,4),(30,13),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,14),-0.228935 # DEPENDENCYPART_SIBL
(30,4),(30,15),-0.0039711 # DEPENDENCYPART_SIBL
(30,4),(30,16),-0.242949 # DEPENDENCYPART_SIBL
(30,4),(30,17),0.0155286 # DEPENDENCYPART_SIBL
(30,4),(30,18),0.021272 # DEPENDENCYPART_SIBL
(30,4),(30,19),-0.00336049 # DEPENDENCYPART_SIBL
(30,4),(30,20),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,21),-0.231225 # DEPENDENCYPART_SIBL
(30,4),(30,22),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,23),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,24),-0.152349 # DEPENDENCYPART_SIBL
(30,4),(30,25),-0.152349 # DEPENDENCYPART_SIBL
(30,4),(30,26),0.0146676 # DEPENDENCYPART_SIBL
(30,4),(30,27),-0.152349 # DEPENDENCYPART_SIBL
(30,4),(30,28),-0.00135617 # DEPENDENCYPART_SIBL
(30,4),(30,29),-0.152349 # DEPENDENCYPART_SIBL
(30,5),(30,6),-0.0786553 # DEPENDENCYPART_SIBL
(30,5),(30,7),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,8),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,9),0.011245 # DEPENDENCYPART_SIBL
(30,5),(30,10),-0.128845 # DEPENDENCYPART_SIBL
(30,5),(30,11),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,12),-0.116347 # DEPENDENCYPART_SIBL
(30,5),(30,13),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,14),-0.116347 # DEPENDENCYPART_SIBL
(30,5),(30,15),-0.106823 # DEPENDENCYPART_SIBL
(30,5),(30,16),-0.161248 # DEPENDENCYPART_SIBL
(30,5),(30,17),-0.0832142 # DEPENDENCYPART_SIBL
(30,5),(30,18),-0.0784114 # DEPENDENCYPART_SIBL
(30,5),(30,19),-0.0510788 # DEPENDENCYPART_SIBL
(30,5),(30,20),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,21),-0.0255328 # DEPENDENCYPART_SIBL
(30,5),(30,22),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,23),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,24),0.00546707 # DEPENDENCYPART_SIBL
(30,5),(30,25),0.00546707 # DEPENDENCYPART_SIBL
(30,5),(30,26),-0.0779585 # DEPENDENCYPART_SIBL
(30,5),(30,27),0.00546707 # DEPENDENCYPART_SIBL
(30,5),(30,28),-0.0938005 # DEPENDENCYPART_SIBL
(30,5),(30,29),0.00546707 # DEPENDENCYPART_SIBL
(30,6),(30,7),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,8),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,9),0.00887748 # DEPENDENCYPART_SIBL
(30,6),(30,10),-0.132125 # DEPENDENCYPART_SIBL
(30,6),(30,11),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,12),-0.118714 # DEPENDENCYPART_SIBL
(30,6),(30,13),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,14),-0.118714 # DEPENDENCYPART_SIBL
(30,6),(30,15),-0.111705 # DEPENDENCYPART_SIBL
(30,6),(30,16),-0.163615 # DEPENDENCYPART_SIBL
(30,6),(30,17),-0.0880955 # DEPENDENCYPART_SIBL
(30,6),(30,18),-0.0832926 # DEPENDENCYPART_SIBL
(30,6),(30,19),-0.0534517 # DEPENDENCYPART_SIBL
(30,6),(30,20),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,21),-0.0265911 # DEPENDENCYPART_SIBL
(30,6),(30,22),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,23),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,24),0.00438445 # DEPENDENCYPART_SIBL
(30,6),(30,25),0.00438445 # DEPENDENCYPART_SIBL
(30,6),(30,26),-0.0828397 # DEPENDENCYPART_SIBL
(30,6),(30,27),0.00438445 # DEPENDENCYPART_SIBL
(30,6),(30,28),-0.0986818 # DEPENDENCYPART_SIBL
(30,6),(30,29),0.00438445 # DEPENDENCYPART_SIBL
(30,7),(30,8),-0.0733296 # DEPENDENCYPART_SIBL
(30,7),(30,9),0.0120165 # DEPENDENCYPART_SIBL
(30,7),(30,10),-0.128074 # DEPENDENCYPART_SIBL
(30,7),(30,11),-0.0733296 # DEPENDENCYPART_SIBL
(30,7),(30,12),-0.115575 # DEPENDENCYPART_SIBL
(30,7),(30,13),-0.0733296 # DEPENDENCYPART_SIBL
(30,7),(30,14),-0.115575 # DEPENDENCYPART_SIBL
(30,7),(30,15),-0.102194 # DEPENDENCYPART_SIBL
(30,7),(30,16),-0.160476 # DEPENDENCYPART_SIBL
(30,7),(30,17),-0.0785853 # DEPENDENCYPART_SIBL
(30,7),(30,18),-0.0737825 # DEPENDENCYPART_SIBL
(30,7),(30,19),-0.0503072 # DEPENDENCYPART_SIBL
(30,7),(30,20),-0.0733296 # DEPENDENCYPART_SIBL
(30,7),(30,21),-0.0234169 # DEPENDENCYPART_SIBL
(30,7),(30,22),-0.0733296 # DEPENDENCYPART_SIBL
(30,7),(30,23),-0.0733296 # DEPENDENCYPART_SIBL
(30,7),(30,24),0.007583 # DEPENDENCYPART_SIBL
(30,7),(30,25),0.007583 # DEPENDENCYPART_SIBL
(30,7),(30,26),-0.0733296 # DEPENDENCYPART_SIBL
(30,7),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,7),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,7),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,8),(30,9),0.0120165 # DEPENDENCYPART_SIBL
(30,8),(30,10),-0.128074 # DEPENDENCYPART_SIBL
(30,8),(30,11),-0.0733296 # DEPENDENCYPART_SIBL
(30,8),(30,12),-0.115575 # DEPENDENCYPART_SIBL
(30,8),(30,13),-0.0733296 # DEPENDENCYPART_SIBL
(30,8),(30,14),-0.115575 # DEPENDENCYPART_SIBL
(30,8),(30,15),-0.102194 # DEPENDENCYPART_SIBL
(30,8),(30,16),-0.160476 # DEPENDENCYPART_SIBL
(30,8),(30,17),-0.0785853 # DEPENDENCYPART_SIBL
(30,8),(30,18),-0.0737825 # DEPENDENCYPART_SIBL
(30,8),(30,19),-0.0503072 # DEPENDENCYPART_SIBL
(30,8),(30,20),-0.0733296 # DEPENDENCYPART_SIBL
(30,8),(30,21),-0.0234169 # DEPENDENCYPART_SIBL
(30,8),(30,22),-0.0733296 # DEPENDENCYPART_SIBL
(30,8),(30,23),-0.0733296 # DEPENDENCYPART_SIBL
(30,8),(30,24),0.007583 # DEPENDENCYPART_SIBL
(30,8),(30,25),0.007583 # DEPENDENCYPART_SIBL
(30,8),(30,26),-0.0733296 # DEPENDENCYPART_SIBL
(30,8),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,8),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,8),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,9),(30,10),-0.0983966 # DEPENDENCYPART_SIBL
(30,9),(30,11),0.0540897 # DEPENDENCYPART_SIBL
(30,9),(30,12),-0.111557 # DEPENDENCYPART_SIBL
(30,9),(30,13),0.0540897 # DEPENDENCYPART_SIBL
(30,9),(30,14),-0.111557 # DEPENDENCYPART_SIBL
(30,9),(30,15),0.0326325 # DEPENDENCYPART_SIBL
(30,9),(30,16),-0.195412 # DEPENDENCYPART_SIBL
(30,9),(30,17),0.055905 # DEPENDENCYPART_SIBL
(30,9),(30,18),0.0540897 # DEPENDENCYPART_SIBL
(30,9),(30,19),-0.0803331 # DEPENDENCYPART_SIBL
(30,9),(30,20),0.0540897 # DEPENDENCYPART_SIBL
(30,9),(30,21),-0.0902052 # DEPENDENCYPART_SIBL
(30,9),(30,22),0.0540897 # DEPENDENCYPART_SIBL
(30,9),(30,23),0.0540897 # DEPENDENCYPART_SIBL
(30,9),(30,24),-0.0452937 # DEPENDENCYPART_SIBL
(30,9),(30,25),-0.0452937 # DEPENDENCYPART_SIBL
(30,9),(30,26),0.0540897 # DEPENDENCYPART_SIBL
(30,9),(30,27),-0.0452937 # DEPENDENCYPART_SIBL
(30,9),(30,28),0.0464516 # DEPENDENCYPART_SIBL
(30,9),(30,29),-0.0452937 # DEPENDENCYPART_SIBL
(30,10),(30,11),-0.0666198 # DEPENDENCYPART_SIBL
(30,10),(30,12),-0.0922206 # DEPENDENCYPART_SIBL
(30,10),(30,13),-0.0666198 # DEPENDENCYPART_SIBL
(30,10),(30,14),-0.0922206 # DEPENDENCYPART_SIBL
(30,10),(30,15),-0.0829095 # DEPENDENCYPART_SIBL
(30,10),(30,16),-0.11519 # DEPENDENCYPART_SIBL
(30,10),(30,17),-0.0657311 # DEPENDENCYPART_SIBL
(30,10),(30,18),-0.0666198 # DEPENDENCYPART_SIBL
(30,10),(30,19),-0.0337612 # DEPENDENCYPART_SIBL
(30,10),(30,20),-0.0666198 # DEPENDENCYPART_SIBL
(30,10),(30,21),-0.119682 # DEPENDENCYPART_SIBL
(30,10),(30,22),-0.0666198 # DEPENDENCYPART_SIBL
(30,10),(30,23),-0.0666198 # DEPENDENCYPART_SIBL
(30,10),(30,24),-0.161305 # DEPENDENCYPART_SIBL
(30,10),(30,25),-0.161305 # DEPENDENCYPART_SIBL
(30,10),(30,26),-0.0666198 # DEPENDENCYPART_SIBL
(30,10),(30,27),-0.161305 # DEPENDENCYPART_SIBL
(30,10),(30,28),-0.074258 # DEPENDENCYPART_SIBL
(30,10),(30,29),-0.161305 # DEPENDENCYPART_SIBL
(30,11),(30,12),-0.115575 # DEPENDENCYPART_SIBL
(30,11),(30,13),-0.0733296 # DEPENDENCYPART_SIBL
(30,11),(30,14),-0.115575 # DEPENDENCYPART_SIBL
(30,11),(30,15),-0.102194 # DEPENDENCYPART_SIBL
(30,11),(30,16),-0.160476 # DEPENDENCYPART_SIBL
(30,11),(30,17),-0.0785853 # DEPENDENCYPART_SIBL
(30,11),(30,18),-0.0737825 # DEPENDENCYPART_SIBL
(30,11),(30,19),-0.0503072 # DEPENDENCYPART_SIBL
(30,11),(30,20),-0.0733296 # DEPENDENCYPART_SIBL
(30,11),(30,21),-0.0234169 # DEPENDENCYPART_SIBL
(30,11),(30,22),-0.0733296 # DEPENDENCYPART_SIBL
(30,11),(30,23),-0.0733296 # DEPENDENCYPART_SIBL
(30,11),(30,24),0.007583 # DEPENDENCYPART_SIBL
(30,11),(30,25),0.007583 # DEPENDENCYPART_SIBL
(30,11),(30,26),-0.0733296 # DEPENDENCYPART_SIBL
(30,11),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,11),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,11),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,12),(30,13),-0.139338 # DEPENDENCYPART_SIBL
(30,12),(30,14),-0.22062 # DEPENDENCYPART_SIBL
(30,12),(30,15),-0.157959 # DEPENDENCYPART_SIBL
(30,12),(30,16),-0.215257 # DEPENDENCYPART_SIBL
(30,12),(30,17),-0.138463 # DEPENDENCYPART_SIBL
(30,12),(30,18),-0.136036 # DEPENDENCYPART_SIBL
(30,12),(30,19),-0.0907081 # DEPENDENCYPART_SIBL
(30,12),(30,20),-0.139338 # DEPENDENCYPART_SIBL
(30,12),(30,21),-0.241409 # DEPENDENCYPART_SIBL
(30,12),(30,22),-0.139338 # DEPENDENCYPART_SIBL
(30,12),(30,23),-0.139338 # DEPENDENCYPART_SIBL
(30,12),(30,24),-0.227947 # DEPENDENCYPART_SIBL
(30,12),(30,25),-0.227947 # DEPENDENCYPART_SIBL
(30,12),(30,26),-0.139338 # DEPENDENCYPART_SIBL
(30,12),(30,27),-0.227947 # DEPENDENCYPART_SIBL
(30,12),(30,28),-0.151169 # DEPENDENCYPART_SIBL
(30,12),(30,29),-0.227947 # DEPENDENCYPART_SIBL
(30,13),(30,14),-0.115575 # DEPENDENCYPART_SIBL
(30,13),(30,15),-0.102194 # DEPENDENCYPART_SIBL
(30,13),(30,16),-0.160476 # DEPENDENCYPART_SIBL
(30,13),(30,17),-0.0785853 # DEPENDENCYPART_SIBL
(30,13),(30,18),-0.0737825 # DEPENDENCYPART_SIBL
(30,13),(30,19),-0.0503072 # DEPENDENCYPART_SIBL
(30,13),(30,20),-0.0733296 # DEPENDENCYPART_SIBL
(30,13),(30,21),-0.0234169 # DEPENDENCYPART_SIBL
(30,13),(30,22),-0.0733296 # DEPENDENCYPART_SIBL
(30,13),(30,23),-0.0733296 # DEPENDENCYPART_SIBL
(30,13),(30,24),0.007583 # DEPENDENCYPART_SIBL
(30,13),(30,25),0.007583 # DEPENDENCYPART_SIBL
(30,13),(30,26),-0.0733296 # DEPENDENCYPART_SIBL
(30,13),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,13),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,13),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,14),(30,15),-0.157959 # DEPENDENCYPART_SIBL
(30,14),(30,16),-0.215257 # DEPENDENCYPART_SIBL
(30,14),(30,17),-0.138463 # DEPENDENCYPART_SIBL
(30,14),(30,18),-0.136036 # DEPENDENCYPART_SIBL
(30,14),(30,19),-0.0907081 # DEPENDENCYPART_SIBL
(30,14),(30,20),-0.139338 # DEPENDENCYPART_SIBL
(30,14),(30,21),-0.241409 # DEPENDENCYPART_SIBL
(30,14),(30,22),-0.139338 # DEPENDENCYPART_SIBL
(30,14),(30,23),-0.139338 # DEPENDENCYPART_SIBL
(30,14),(30,24),-0.227947 # DEPENDENCYPART_SIBL
(30,14),(30,25),-0.227947 # DEPENDENCYPART_SIBL
(30,14),(30,26),-0.139338 # DEPENDENCYPART_SIBL
(30,14),(30,27),-0.227947 # DEPENDENCYPART_SIBL
(30,14),(30,28),-0.151169 # DEPENDENCYPART_SIBL
(30,14),(30,29),-0.227947 # DEPENDENCYPART_SIBL
(30,15),(30,16),-0.165318 # DEPENDENCYPART_SIBL
(30,15),(30,17),-0.0507069 # DEPENDENCYPART_SIBL
(30,15),(30,18),-0.0459041 # DEPENDENCYPART_SIBL
(30,15),(30,19),-0.0404643 # DEPENDENCYPART_SIBL
(30,15),(30,20),-0.0454512 # DEPENDENCYPART_SIBL
(30,15),(30,21),-0.01449 # DEPENDENCYPART_SIBL
(30,15),(30,22),-0.0454512 # DEPENDENCYPART_SIBL
(30,15),(30,23),-0.0454512 # DEPENDENCYPART_SIBL
(30,15),(30,24),0.00348575 # DEPENDENCYPART_SIBL
(30,15),(30,25),0.00348575 # DEPENDENCYPART_SIBL
(30,15),(30,26),-0.0454512 # DEPENDENCYPART_SIBL
(30,15),(30,27),0.00348575 # DEPENDENCYPART_SIBL
(30,15),(30,28),-0.0612932 # DEPENDENCYPART_SIBL
(30,15),(30,29),0.00348575 # DEPENDENCYPART_SIBL
(30,16),(30,17),0.0155286 # DEPENDENCYPART_SIBL
(30,16),(30,18),0.021272 # DEPENDENCYPART_SIBL
(30,16),(30,19),-0.00336049 # DEPENDENCYPART_SIBL
(30,16),(30,20),0.0146676 # DEPENDENCYPART_SIBL
(30,16),(30,21),-0.231225 # DEPENDENCYPART_SIBL
(30,16),(30,22),0.0146676 # DEPENDENCYPART_SIBL
(30,16),(30,23),0.0146676 # DEPENDENCYPART_SIBL
(30,16),(30,24),-0.152349 # DEPENDENCYPART_SIBL
(30,16),(30,25),-0.152349 # DEPENDENCYPART_SIBL
(30,16),(30,26),0.0146676 # DEPENDENCYPART_SIBL
(30,16),(30,27),-0.152349 # DEPENDENCYPART_SIBL
(30,16),(30,28),-0.00135617 # DEPENDENCYPART_SIBL
(30,16),(30,29),-0.152349 # DEPENDENCYPART_SIBL
(30,17),(30,18),-0.0771861 # DEPENDENCYPART_SIBL
(30,17),(30,19),-0.0528593 # DEPENDENCYPART_SIBL
(30,17),(30,20),-0.0767332 # DEPENDENCYPART_SIBL
(30,17),(30,21),-0.0300395 # DEPENDENCYPART_SIBL
(30,17),(30,22),-0.0767332 # DEPENDENCYPART_SIBL
(30,17),(30,23),-0.0767332 # DEPENDENCYPART_SIBL
(30,17),(30,24),-0.00322514 # DEPENDENCYPART_SIBL
(30,17),(30,25),-0.00322514 # DEPENDENCYPART_SIBL
(30,17),(30,26),-0.0767332 # DEPENDENCYPART_SIBL
(30,17),(30,27),-0.00322514 # DEPENDENCYPART_SIBL
(30,17),(30,28),-0.0925752 # DEPENDENCYPART_SIBL
(30,17),(30,29),-0.00322514 # DEPENDENCYPART_SIBL
(30,18),(30,19),-0.0504277 # DEPENDENCYPART_SIBL
(30,18),(30,20),-0.0743012 # DEPENDENCYPART_SIBL
(30,18),(30,21),-0.0235398 # DEPENDENCYPART_SIBL
(30,18),(30,22),-0.0743012 # DEPENDENCYPART_SIBL
(30,18),(30,23),-0.0743012 # DEPENDENCYPART_SIBL
(30,18),(30,24),0.00757824 # DEPENDENCYPART_SIBL
(30,18),(30,25),0.00757824 # DEPENDENCYPART_SIBL
(30,18),(30,26),-0.0743012 # DEPENDENCYPART_SIBL
(30,18),(30,27),0.00757824 # DEPENDENCYPART_SIBL
(30,18),(30,28),-0.0901432 # DEPENDENCYPART_SIBL
(30,18),(30,29),0.00757824 # DEPENDENCYPART_SIBL
(30,19),(30,20),-0.134309 # DEPENDENCYPART_SIBL
(30,19),(30,21),-0.0375133 # DEPENDENCYPART_SIBL
(30,19),(30,22),-0.134309 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.134309 # DEPENDENCYPART_SIBL
(30,19),(30,24),-0.0485113 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.0485113 # DEPENDENCYPART_SIBL
(30,19),(30,26),-0.134309 # DEPENDENCYPART_SIBL
(30,19),(30,27),-0.0485113 # DEPENDENCYPART_SIBL
(30,19),(30,28),-0.141947 # DEPENDENCYPART_SIBL
(30,19),(30,29),-0.0485113 # DEPENDENCYPART_SIBL
(30,20),(30,21),-0.0234169 # DEPENDENCYPART_SIBL
(30,20),(30,22),-0.0733296 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.0733296 # DEPENDENCYPART_SIBL
(30,20),(30,24),0.007583 # DEPENDENCYPART_SIBL
(30,20),(30,25),0.007583 # DEPENDENCYPART_SIBL
(30,20),(30,26),-0.0733296 # DEPENDENCYPART_SIBL
(30,20),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,20),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,21),(30,22),-0.603235 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.603235 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.946386 # DEPENDENCYPART_SIBL
(30,21),(30,25),-0.946386 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.603235 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.946386 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.610873 # DEPENDENCYPART_SIBL
(30,21),(30,29),-0.946386 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.0733296 # DEPENDENCYPART_SIBL
(30,22),(30,24),0.007583 # DEPENDENCYPART_SIBL
(30,22),(30,25),0.007583 # DEPENDENCYPART_SIBL
(30,22),(30,26),-0.0733296 # DEPENDENCYPART_SIBL
(30,22),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,22),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,23),(30,24),0.007583 # DEPENDENCYPART_SIBL
(30,23),(30,25),0.007583 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.0733296 # DEPENDENCYPART_SIBL
(30,23),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,23),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,24),(30,25),-1.04928 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.558812 # DEPENDENCYPART_SIBL
(30,24),(30,27),-1.04928 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.56685 # DEPENDENCYPART_SIBL
(30,24),(30,29),-1.04928 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.558812 # DEPENDENCYPART_SIBL
(30,25),(30,27),-1.04928 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.56685 # DEPENDENCYPART_SIBL
(30,25),(30,29),-1.04928 # DEPENDENCYPART_SIBL
(30,26),(30,27),0.007583 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.0891716 # DEPENDENCYPART_SIBL
(30,26),(30,29),0.007583 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.56685 # DEPENDENCYPART_SIBL
(30,27),(30,29),-1.04928 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.000197242 # DEPENDENCYPART_SIBL
(31,1),(31,2),0.00390865 # DEPENDENCYPART_SIBL
(31,1),(31,3),-0.0262774 # DEPENDENCYPART_SIBL
(31,1),(31,9),0.074294 # DEPENDENCYPART_SIBL
(31,1),(31,10),0.0255353 # DEPENDENCYPART_SIBL
(31,1),(31,19),-0.020793 # DEPENDENCYPART_SIBL
(31,1),(31,21),-0.102492 # DEPENDENCYPART_SIBL
(31,1),(31,22),-0.0258927 # DEPENDENCYPART_SIBL
(31,1),(31,24),-0.0512373 # DEPENDENCYPART_SIBL
(31,1),(31,25),-0.0512373 # DEPENDENCYPART_SIBL
(31,1),(31,27),-0.0512373 # DEPENDENCYPART_SIBL
(31,1),(31,29),-0.0512373 # DEPENDENCYPART_SIBL
(31,1),(31,30),0.0339927 # DEPENDENCYPART_SIBL
(31,2),(31,3),-0.0466938 # DEPENDENCYPART_SIBL
(31,2),(31,9),0.073723 # DEPENDENCYPART_SIBL
(31,2),(31,10),0.0249643 # DEPENDENCYPART_SIBL
(31,2),(31,19),-0.0226219 # DEPENDENCYPART_SIBL
(31,2),(31,21),-0.119011 # DEPENDENCYPART_SIBL
(31,2),(31,22),-0.0460526 # DEPENDENCYPART_SIBL
(31,2),(31,24),-0.0741621 # DEPENDENCYPART_SIBL
(31,2),(31,25),-0.0741621 # DEPENDENCYPART_SIBL
(31,2),(31,27),-0.0741621 # DEPENDENCYPART_SIBL
(31,2),(31,29),-0.0741621 # DEPENDENCYPART_SIBL
(31,2),(31,30),0.0257576 # DEPENDENCYPART_SIBL
(31,3),(31,9),0.074294 # DEPENDENCYPART_SIBL
(31,3),(31,10),0.0255353 # DEPENDENCYPART_SIBL
(31,3),(31,19),-0.020793 # DEPENDENCYPART_SIBL
(31,3),(31,21),-0.103536 # DEPENDENCYPART_SIBL
(31,3),(31,22),-0.0242796 # DEPENDENCYPART_SIBL
(31,3),(31,24),-0.0533255 # DEPENDENCYPART_SIBL
(31,3),(31,25),-0.0533255 # DEPENDENCYPART_SIBL
(31,3),(31,27),-0.0533255 # DEPENDENCYPART_SIBL
(31,3),(31,29),-0.0533255 # DEPENDENCYPART_SIBL
(31,3),(31,30),0.0329486 # DEPENDENCYPART_SIBL
(31,9),(31,10),0.00593734 # DEPENDENCYPART_SIBL
(31,9),(31,19),-0.0646041 # DEPENDENCYPART_SIBL
(31,9),(31,21),-0.112575 # DEPENDENCYPART_SIBL
(31,9),(31,22),0.0333291 # DEPENDENCYPART_SIBL
(31,9),(31,24),-0.0623516 # DEPENDENCYPART_SIBL
(31,9),(31,25),-0.0623516 # DEPENDENCYPART_SIBL
(31,9),(31,27),-0.0623516 # DEPENDENCYPART_SIBL
(31,9),(31,29),-0.0623516 # DEPENDENCYPART_SIBL
(31,9),(31,30),-0.0152953 # DEPENDENCYPART_SIBL
(31,10),(31,19),-0.0443462 # DEPENDENCYPART_SIBL
(31,10),(31,21),-0.174124 # DEPENDENCYPART_SIBL
(31,10),(31,22),-0.139495 # DEPENDENCYPART_SIBL
(31,10),(31,24),-0.193556 # DEPENDENCYPART_SIBL
(31,10),(31,25),-0.193556 # DEPENDENCYPART_SIBL
(31,10),(31,27),-0.193556 # DEPENDENCYPART_SIBL
(31,10),(31,29),-0.193556 # DEPENDENCYPART_SIBL
(31,10),(31,30),-0.0600522 # DEPENDENCYPART_SIBL
(31,19),(31,21),-0.100816 # DEPENDENCYPART_SIBL
(31,19),(31,22),-0.142257 # DEPENDENCYPART_SIBL
(31,19),(31,24),-0.102362 # DEPENDENCYPART_SIBL
(31,19),(31,25),-0.102362 # DEPENDENCYPART_SIBL
(31,19),(31,27),-0.102362 # DEPENDENCYPART_SIBL
(31,19),(31,29),-0.102362 # DEPENDENCYPART_SIBL
(31,19),(31,30),-0.051062 # DEPENDENCYPART_SIBL
(31,21),(31,22),-0.321121 # DEPENDENCYPART_SIBL
(31,21),(31,24),-0.620223 # DEPENDENCYPART_SIBL
(31,21),(31,25),-0.620223 # DEPENDENCYPART_SIBL
(31,21),(31,27),-0.620223 # DEPENDENCYPART_SIBL
