# _root_ Cadı onu _ ziyarete_geldiğinde , aşağıdan " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=3,3,4,21,0,21,0,9,10,13,0,13,18,16,16,17,13,20,0,21,22,0,
#predictedHeads=3,3,4,5,0,7,0,16,0,16,0,13,16,16,16,17,21,0,0,21,22,0,
(13,1),(1,6),-0.175104 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.311624 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.306238 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.204648 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.376328 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.546712 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.422331 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.554966 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.330256 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.329331 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.191537 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.348243 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.299292 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.0258278 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0136494 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.13645 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.191537 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.00024747 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.212598 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.428618 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.30774 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.197341 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.160769 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.121721 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.253886 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0252872 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.499516 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.224762 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.238345 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.222058 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.330256 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.212598 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0457551 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.32848 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.160769 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.0258278 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.059652 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.304373 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.192287 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.1851 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.13645 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.212598 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.32848 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.17839 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0543893 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.0333589 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.00766157 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.00611042 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.2138 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.251843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-1.18439 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.22481 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.23083 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.306238 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.204648 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),0.0339133 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0120893 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.144725 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0607776 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.00224631 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0154231 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.0856605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.706973 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.155845 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.952108 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.0122577 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.0587077 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.00875038 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.212041 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.0646481 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.244926 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.518025 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.326412 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.358079 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.14203 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.168407 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.0953812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.331578 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.910943 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.142521 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.0370235 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.00996983 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.0109459 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.189488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-1.06794 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0278225 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.656251 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.518025 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.409241 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.372415 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.42117 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.50505 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.142254 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.358079 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.14203 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.168407 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.0953809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.792755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.243018 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0197215 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.520141 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.328528 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.419821 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.374531 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.427518 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.507166 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.152834 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.360195 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.148377 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.170523 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.0953809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.792755 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.243018 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-1.04873 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0204222 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0351869 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.149748 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.0193871 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.540022 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.194701 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.225527 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.201938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.969954 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0784663 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-1.21858 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.281567 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.00347048 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.105435 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.429736 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.185489 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.528696 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.214201 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.2625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.991884 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.0429688 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-1.24051 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.303497 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.187449 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0594521 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.521115 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.158128 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),-0.808561 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-1.05718 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.119833 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.113646 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0614577 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.636745 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.515935 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.306906 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.453276 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.352909 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.465773 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.485544 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.186289 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.338573 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.184912 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.230153 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.149445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.857457 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.209423 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-1.10592 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.169189 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.188459 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.133248 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.238929 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.336289 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.619876 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.59119 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-0.495429 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.276694 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.207821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.975722 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.00869506 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-1.22434 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.287336 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.225438 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.205549 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.359169 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.186809 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.699725 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.627692 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.314087 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.439294 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.43925 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.607613 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.388232 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.438644 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.422148 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.375272 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.160487 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.427454 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.113288 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.671049 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.213612 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.536354 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.575983 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0482736 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.740722 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.675706 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.315201 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.27173 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0485867 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.348073 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0927806 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.627459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.221131 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.496587 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0356796 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.0571473 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),0.0210825 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.177184 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.412801 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.185467 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.602648 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.188891 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.455771 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.768777 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.436769 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.703761 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.569781 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.343256 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.436163 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0766416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.463524 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.190393 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.750812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.262644 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.619941 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.159033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.15204 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.0735956 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.230251 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.488562 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.27783 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.3014 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.500543 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.427571 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.0742327 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.818353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.186109 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.964681 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.491819 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.540336 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.05862 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.70323 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.698111 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.53973 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.431497 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.550386 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.461793 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.0366568 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.536232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0750892 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.166161 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.597291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,16),-0.466085 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.00234088 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.107765 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0285541 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.419777 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.387255 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.337164 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.357957 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.704139 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.364238 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0395888 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.300833 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.116263 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.442491 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.30434 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.355793 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.776741 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),0.315075 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.713795 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.454823 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.409921 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.383856 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.214857 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.17294 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.147987 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.487 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.56741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.410762 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.362201 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.276933 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.169149 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.217313 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.324789 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.391031 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.733096 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.301155 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.768537 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.67154 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.577347 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.412568 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.436808 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.367666 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.515527 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.172602 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.275821 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.134045 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.346169 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.579552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.481833 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.433271 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.312339 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.204348 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.241004 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.364852 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.424824 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.266042 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.641126 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.142189 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.107108 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.165151 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0362451 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.561202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.472228 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.225633 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),0.104015 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.993775 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.606317 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.734804 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.54273 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.689902 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.544497 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.494838 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.330208 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.333598 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.216941 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.527994 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.391376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.280567 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0451971 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.00395306 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.00246819 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.119405 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.430248 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.736716 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.65582 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.537907 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0686642 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.192055 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.352665 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.253695 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.192698 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.235919 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.671584 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.468198 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.778261 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.251303 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.638368 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.127193 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.27293 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.45531 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.4205 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.386502 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.59746 # DEPENDENCYPART_GRANDPAR
(16,7),(7,17),-0.0972008 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.189448 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.468011 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.468198 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.590688 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.690418 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.127193 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.352665 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.172799 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.574743 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.231717 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.624726 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.192698 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.468198 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.690418 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.186172 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.481112 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.216298 # DEPENDENCYPART_GRANDPAR
