# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,24,0,9,9,16,0,19,0,19,0,16,21,19,19,20,24,0,0,24,25,0,
(24,2),(24,25),-0.0633889 # DEPENDENCYPART_SIBL
(24,3),(24,5),0.0144326 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.160909 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.0881726 # DEPENDENCYPART_SIBL
(24,3),(24,10),-0.116008 # DEPENDENCYPART_SIBL
(24,3),(24,11),-0.0849255 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.160909 # DEPENDENCYPART_SIBL
(24,3),(24,13),-0.0849255 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.133697 # DEPENDENCYPART_SIBL
(24,3),(24,15),0.0184872 # DEPENDENCYPART_SIBL
(24,3),(24,16),0.00543322 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.0918685 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.0157683 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.0937804 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.077244 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.133697 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.116008 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.13776 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.19659 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.0316323 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.0811249 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.0283853 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.19659 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0283853 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.107177 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.0880322 # DEPENDENCYPART_SIBL
(24,5),(24,16),0.00185364 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0289375 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.125649 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0311115 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.0258248 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.107177 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0811249 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0386584 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.0932325 # DEPENDENCYPART_SIBL
(24,6),(24,9),0.0181808 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.227745 # DEPENDENCYPART_SIBL
(24,6),(24,11),0.0214278 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.241759 # DEPENDENCYPART_SIBL
(24,6),(24,13),0.0214278 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.180149 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.13294 # DEPENDENCYPART_SIBL
(24,6),(24,16),0.106229 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.020803 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.220887 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.0187016 # DEPENDENCYPART_SIBL
(24,6),(24,20),0.0239883 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.180149 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.227745 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.0371484 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.112927 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.0706418 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.157828 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0706418 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.130616 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.0317593 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.0143212 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.0775848 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.00970339 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0794968 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0629603 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.130616 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.112927 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.134679 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,10),(24,11),-0.133544 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.214662 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.133544 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.1886 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.209357 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0510611 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.134133 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.231666 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.13627 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.130984 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.1886 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.220025 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.167381 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0880956 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.157828 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.0706418 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.130616 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.0317593 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.0143212 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.0775848 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.00970339 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0794968 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.0629603 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.130616 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.112927 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.134679 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,12),(24,13),0.0214278 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.180149 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.13294 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.106229 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.020803 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.220887 # DEPENDENCYPART_SIBL
(24,12),(24,19),0.0187016 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.0239883 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.180149 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.227745 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0371484 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.130616 # DEPENDENCYPART_SIBL
(24,13),(24,15),0.0317593 # DEPENDENCYPART_SIBL
(24,13),(24,16),0.0143212 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.0775848 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.00970339 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.0794968 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.0629603 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.130616 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.112927 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.134679 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.145336 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.0191859 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.0148788 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.196751 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0127411 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.0180279 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.145544 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.171662 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.124363 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.13604 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.641515 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.554391 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.890237 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.556565 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.551278 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.418045 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.423741 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.381396 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.123219 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.00410194 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.102941 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.00627597 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.000989233 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.144186 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.149794 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0667519 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0907017 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0147068 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0837525 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.067216 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.131973 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.114285 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.136035 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0714772 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.600902 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.595615 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.397583 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.416046 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.448983 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.134127 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0832201 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.140177 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.122489 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.145287 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0718969 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.135323 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.117634 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.139386 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.171662 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.124363 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.13604 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.167381 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0880956 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0576784 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.122431 # DEPENDENCYPART_SIBL
(25,1),(25,4),-0.0993041 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.0129503 # DEPENDENCYPART_SIBL
(25,1),(25,9),-0.106303 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.0837822 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0993041 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.0449217 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.103399 # DEPENDENCYPART_SIBL
(25,1),(25,18),-0.0898114 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.103394 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.103394 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0757768 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0837822 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.0435181 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.0449217 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0864495 # DEPENDENCYPART_SIBL
(25,2),(25,5),0.00280498 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.0197308 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0730352 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0864495 # DEPENDENCYPART_SIBL
(25,2),(25,16),0.00861467 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0255766 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.120429 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0235552 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0171703 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0807324 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0730352 # DEPENDENCYPART_SIBL
(25,2),(25,23),0.0354056 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.00861467 # DEPENDENCYPART_SIBL
(25,4),(25,5),-0.227635 # DEPENDENCYPART_SIBL
(25,4),(25,9),-0.472193 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.263605 # DEPENDENCYPART_SIBL
(25,4),(25,15),-1.03143 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.696399 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.472193 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.68705 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.472193 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.472193 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.266836 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.263605 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.200386 # DEPENDENCYPART_SIBL
(25,4),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.0483362 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.0640722 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.11049 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.0194378 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.0483362 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.180147 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0483362 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.0483362 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.0816044 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0640722 # DEPENDENCYPART_SIBL
(25,5),(25,23),0.0146287 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0194378 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.0519383 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.0512373 # DEPENDENCYPART_SIBL
(25,9),(25,16),0.0428143 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0317386 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.102492 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0297172 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.0233322 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0649017 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.0519383 # DEPENDENCYPART_SIBL
(25,9),(25,23),0.0301415 # DEPENDENCYPART_SIBL
(25,9),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.102576 # DEPENDENCYPART_SIBL
(25,10),(25,16),0.0378706 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0192019 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.132487 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.0191655 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.0191655 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0282657 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0417946 # DEPENDENCYPART_SIBL
(25,10),(25,23),0.0285243 # DEPENDENCYPART_SIBL
(25,10),(25,24),0.0378706 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.696399 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.472193 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.68705 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.472193 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.472193 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.266836 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.263605 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.200386 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.252873 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.257189 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.252873 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.252873 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.236554 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.23328 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.148748 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.437848 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.105463 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.0319426 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.0255576 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0649061 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0519427 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.0301388 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.0421325 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.321121 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.321121 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.106058 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.114108 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0951555 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.303473 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0286812 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0649017 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0519383 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.029618 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0408368 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0649017 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0519383 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0301415 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0429737 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0437034 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.024516 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0628387 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0285243 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0378706 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.00215796 # DEPENDENCYPART_SIBL
(0,6),(6,1),-0.577398 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.586005 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.814143 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-2.1475 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.790423 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.630824 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-1.69629 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.544756 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.894524 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-1.03478 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.0295 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.415273 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.519881 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),-0.495276 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-2.1475 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-1.33947 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.761987 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.15234 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.553946 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.648925 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.630824 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.0117211 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-1.26584 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.536326 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.794588 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.442478 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.619229 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-2.48972 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.403693 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.251309 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.70951 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.434542 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.0117211 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-1.26584 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.258517 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.436694 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-2.69852 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.371005 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.522117 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-2.90965 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.444453 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-1.03991 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.616413 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-1.95975 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.434542 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),0.904124 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-1.69629 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.530412 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-1.03478 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-3.12897 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.803104 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.841308 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-3.2662 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.763644 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-1.3591 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.846778 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-1.9884 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.495276 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.855005 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),0.0876658 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),0.193214 # DEPENDENCYPART_GRANDPAR
(0,25),(25,4),-1.17888 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),-0.278852 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),-0.552855 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-0.231382 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-2.61155 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-0.165307 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),-0.364627 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-2.95214 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.286962 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.882417 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.559219 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.547041 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-1.95666 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.196155 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.493874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.178818 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.371476 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.500145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.38882 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.159527 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.401622 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.886327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.606638 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.34937 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.660738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,7),-0.124727 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.00082785 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.193788 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.448447 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.785632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.353602 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.792377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,8),-0.0790287 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.159244 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.117295 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),0.292423 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.184054 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.212805 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.239753 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.181559 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.163601 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.262876 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.123674 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.024895 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.318056 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.262871 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.348331 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.370857 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.418456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
