# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,20,0,17,18,20,20,21,22,0,
(9,21),(21,8),-0.0496095 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.806085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,10),0.133889 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.192071 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.0401442 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.0164361 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.5393 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.122422 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.305428 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.837797 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.56217 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.358307 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-1.09723 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.392048 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.46898 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.00383769 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0228293 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.575443 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.268521 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.428073 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.575097 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0453091 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.614088 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.326656 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.274704 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.215883 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.01742 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0349634 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.0957785 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.485105 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.428132 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.57524 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.303773 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0218089 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.569451 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.33498 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.327024 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.089222 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0420033 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.485047 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.428073 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.575097 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.319303 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.314514 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.255408 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.327689 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.95714 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.641146 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.572946 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.531388 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.576513 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0877449 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.344099 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.129609 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.374711 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.330284 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.659662 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.364472 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.722231 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.595193 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0105597 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.585141 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.208581 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.158598 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.18162 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.139561 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.242687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0706665 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.358693 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.660461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.379547 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.418409 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.387304 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.363641 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.70336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.350363 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.765928 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.591388 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.537685 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.53765 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.475686 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.125955 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.349083 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.383885 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.00794075 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.655783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.3324 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.508432 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.589325 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.382627 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.451458 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.597484 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.874451 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.823058 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.629228 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.526834 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.526028 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.464834 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.0924996 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.301423 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.346556 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),0.00955974 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.390327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.0624731 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.245974 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.0571034 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.11717 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.189 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.0438123 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.342222 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.0690792 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.404623 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.315859 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.257722 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.374366 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.202552 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0948934 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.264811 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.142832 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0585714 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.265496 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.220442 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.1958 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.175021 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.166733 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.330577 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.213386 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.267274 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.301012 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.406794 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.293182 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.195461 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.269484 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.229072 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0427494 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.32669 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.205158 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.264758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.415979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.274403 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.258745 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.242788 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.245336 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.333999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.291989 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.28146 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.248729 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.37553 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.234329 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.168705 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.15181 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.173438 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0412657 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.32854 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0283312 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0837224 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.306473 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.258497 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.448262 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.627822 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.372053 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.531835 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.248706 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.431206 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.312498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.320213 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.323365 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.301592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.23798 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.00327436 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0924241 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0628151 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0402484 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.0563984 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.454127 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.368341 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.245959 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.29896 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.327935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.253836 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.275785 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.211716 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.27826 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.130879 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.0914213 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.448262 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.627822 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.592719 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.519953 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.372053 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.531835 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.248706 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.320213 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.323365 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.301592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.237997 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.146552 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.193043 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.262422 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0534582 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0640401 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0103774 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.326894 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.321979 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.118411 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.254968 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.256807 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.268091 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.22515 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.117174 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.226716 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.613618 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.153402 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.234822 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.566327 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.520841 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.247165 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.465603 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.112784 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.079904 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.370306 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.396839 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.350566 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0702461 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.147086 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.151544 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.495083 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.363907 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.311733 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.029169 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.152919 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.532929 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.154633 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.753169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.535065 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.784118 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.132963 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.476945 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.335898 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.195692 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.229707 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.527528 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.431946 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.323767 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0572239 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.162966 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.390046 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.132086 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0899938 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0406157 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.876523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.143023 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.643294 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.907471 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.193599 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.600298 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.411624 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.155404 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.445342 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.154602 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.116884 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.169388 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.312482 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0191792 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.493847 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.191531 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0707996 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.23352 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.454454 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.20856 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.395455 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0823251 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0732097 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.896409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-0.654296 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.927346 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0107866 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.606189 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.744325 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.675578 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.183304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.152834 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.221329 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.829625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.175851 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.208451 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0169576 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.0420573 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.101164 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.135291 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.330911 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.399621 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.2637 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.157599 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.0402343 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.108165 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.808005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.203537 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0474585 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.58773 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.210541 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.381045 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.555118 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.88024 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.837138 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.459358 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.413158 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.323025 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.255179 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.0673559 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.0968729 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.167902 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.665664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.179082 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0248038 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.349883 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.144157 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.31348 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.844461 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.802027 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.377367 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.306955 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.699741 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.628982 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.258967 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.0896114 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.106431 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.169502 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.721563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.143698 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.0203256 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.489345 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.752602 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0541001 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.445339 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.191257 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.237473 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.0973735 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.0961815 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-1.13113 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.656231 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.540851 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.389827 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.604603 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.130977 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.469518 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0360732 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.01491 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.219422 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.371981 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.299206 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.372187 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.416553 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.220948 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.759131 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.223666 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.126504 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.0400589 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.167651 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.199455 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.117179 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.265157 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.072027 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.186773 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.478787 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.541742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.25278 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.415679 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.285097 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.415885 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.412748 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.104008 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-1.10547 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.436668 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.392346 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.0734722 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.385778 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0665179 # DEPENDENCYPART_GRANDPAR
