# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,30,13,14,16,16,17,20,29,20,21,26,21,25,25,26,29,29,29,30,0,
(26,14),(26,19),0.0399399 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.153556 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.10833 # DEPENDENCYPART_SIBL
(26,14),(26,23),0.0399102 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.22269 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.22269 # DEPENDENCYPART_SIBL
(26,17),(26,19),0.0399399 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.153556 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.10833 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0399102 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.22269 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.22269 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0662045 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.0397622 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.0281644 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0075852 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0075852 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.0932272 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0123039 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.122705 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.122705 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.00831539 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.221079 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.221079 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.00495798 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.00495798 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.893201 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0936637 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.00750681 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.123145 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.123145 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0419623 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.0128882 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.00351829 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.221519 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.221519 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0276401 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.0342407 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0154811 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0154811 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0902635 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.0430277 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.893205 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.226064 # DEPENDENCYPART_SIBL
(27,24),(27,29),-0.0541324 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.226064 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0541324 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.00663237 # DEPENDENCYPART_SIBL
(29,10),(29,12),0.0121481 # DEPENDENCYPART_SIBL
(29,10),(29,14),-0.0287225 # DEPENDENCYPART_SIBL
(29,10),(29,15),0.000646075 # DEPENDENCYPART_SIBL
(29,10),(29,17),-0.0287225 # DEPENDENCYPART_SIBL
(29,10),(29,18),-0.0493358 # DEPENDENCYPART_SIBL
(29,10),(29,19),-0.00329271 # DEPENDENCYPART_SIBL
(29,10),(29,21),-0.0493358 # DEPENDENCYPART_SIBL
(29,10),(29,22),-0.0427852 # DEPENDENCYPART_SIBL
(29,10),(29,23),0.000631233 # DEPENDENCYPART_SIBL
(29,10),(29,24),-0.147562 # DEPENDENCYPART_SIBL
(29,10),(29,25),-0.147562 # DEPENDENCYPART_SIBL
(29,10),(29,26),0.0136796 # DEPENDENCYPART_SIBL
(29,10),(29,27),-0.0371226 # DEPENDENCYPART_SIBL
(29,10),(29,28),-0.00224359 # DEPENDENCYPART_SIBL
(29,10),(29,30),-0.0571619 # DEPENDENCYPART_SIBL
(29,12),(29,14),-0.0771702 # DEPENDENCYPART_SIBL
(29,12),(29,15),-0.0299628 # DEPENDENCYPART_SIBL
(29,12),(29,17),-0.0771702 # DEPENDENCYPART_SIBL
(29,12),(29,18),-0.051007 # DEPENDENCYPART_SIBL
(29,12),(29,19),-0.0234035 # DEPENDENCYPART_SIBL
(29,12),(29,21),-0.051007 # DEPENDENCYPART_SIBL
(29,12),(29,22),-0.0543152 # DEPENDENCYPART_SIBL
(29,12),(29,23),-0.0236426 # DEPENDENCYPART_SIBL
(29,12),(29,24),0.0100903 # DEPENDENCYPART_SIBL
(29,12),(29,25),0.0100903 # DEPENDENCYPART_SIBL
(29,12),(29,26),0.0821388 # DEPENDENCYPART_SIBL
(29,12),(29,27),0.0813546 # DEPENDENCYPART_SIBL
(29,12),(29,28),0.0549848 # DEPENDENCYPART_SIBL
(29,12),(29,30),-0.0230704 # DEPENDENCYPART_SIBL
(29,14),(29,15),-0.020614 # DEPENDENCYPART_SIBL
(29,14),(29,17),-0.0999816 # DEPENDENCYPART_SIBL
(29,14),(29,18),-0.111796 # DEPENDENCYPART_SIBL
(29,14),(29,19),-0.0245528 # DEPENDENCYPART_SIBL
(29,14),(29,21),-0.111796 # DEPENDENCYPART_SIBL
(29,14),(29,22),-0.0868172 # DEPENDENCYPART_SIBL
(29,14),(29,23),-0.0206437 # DEPENDENCYPART_SIBL
(29,14),(29,24),-0.247585 # DEPENDENCYPART_SIBL
(29,14),(29,25),-0.247585 # DEPENDENCYPART_SIBL
(29,14),(29,26),-0.0154504 # DEPENDENCYPART_SIBL
(29,14),(29,27),-0.110465 # DEPENDENCYPART_SIBL
(29,14),(29,28),-0.119391 # DEPENDENCYPART_SIBL
(29,14),(29,30),-0.0573932 # DEPENDENCYPART_SIBL
(29,15),(29,17),-0.0886722 # DEPENDENCYPART_SIBL
(29,15),(29,18),-0.062509 # DEPENDENCYPART_SIBL
(29,15),(29,19),-0.0349055 # DEPENDENCYPART_SIBL
(29,15),(29,21),-0.062509 # DEPENDENCYPART_SIBL
(29,15),(29,22),-0.0658171 # DEPENDENCYPART_SIBL
(29,15),(29,23),-0.0351446 # DEPENDENCYPART_SIBL
(29,15),(29,24),-0.00141169 # DEPENDENCYPART_SIBL
(29,15),(29,25),-0.00141169 # DEPENDENCYPART_SIBL
(29,15),(29,26),0.0476329 # DEPENDENCYPART_SIBL
(29,15),(29,27),0.0468487 # DEPENDENCYPART_SIBL
(29,15),(29,28),0.0434828 # DEPENDENCYPART_SIBL
(29,15),(29,30),-0.0230704 # DEPENDENCYPART_SIBL
(29,17),(29,18),-0.111796 # DEPENDENCYPART_SIBL
(29,17),(29,19),-0.0245528 # DEPENDENCYPART_SIBL
(29,17),(29,21),-0.111796 # DEPENDENCYPART_SIBL
(29,17),(29,22),-0.0868172 # DEPENDENCYPART_SIBL
(29,17),(29,23),-0.0206437 # DEPENDENCYPART_SIBL
(29,17),(29,24),-0.247585 # DEPENDENCYPART_SIBL
(29,17),(29,25),-0.247585 # DEPENDENCYPART_SIBL
(29,17),(29,26),-0.0154504 # DEPENDENCYPART_SIBL
(29,17),(29,27),-0.110465 # DEPENDENCYPART_SIBL
(29,17),(29,28),-0.119391 # DEPENDENCYPART_SIBL
(29,17),(29,30),-0.0573932 # DEPENDENCYPART_SIBL
(29,18),(29,19),-0.0441367 # DEPENDENCYPART_SIBL
(29,18),(29,21),-0.0802356 # DEPENDENCYPART_SIBL
(29,18),(29,22),-0.102311 # DEPENDENCYPART_SIBL
(29,18),(29,23),-0.0401979 # DEPENDENCYPART_SIBL
(29,18),(29,24),-0.0861436 # DEPENDENCYPART_SIBL
(29,18),(29,25),-0.0861436 # DEPENDENCYPART_SIBL
(29,18),(29,26),-0.00713647 # DEPENDENCYPART_SIBL
(29,18),(29,27),0.0116923 # DEPENDENCYPART_SIBL
(29,18),(29,28),-0.0432255 # DEPENDENCYPART_SIBL
(29,18),(29,30),-0.0485276 # DEPENDENCYPART_SIBL
(29,19),(29,21),-0.062509 # DEPENDENCYPART_SIBL
(29,19),(29,22),-0.0658171 # DEPENDENCYPART_SIBL
(29,19),(29,23),-0.0270178 # DEPENDENCYPART_SIBL
(29,19),(29,24),0.00121553 # DEPENDENCYPART_SIBL
(29,19),(29,25),0.00121553 # DEPENDENCYPART_SIBL
(29,19),(29,26),0.0502601 # DEPENDENCYPART_SIBL
(29,19),(29,27),0.0494759 # DEPENDENCYPART_SIBL
(29,19),(29,28),0.0434828 # DEPENDENCYPART_SIBL
(29,19),(29,30),-0.0230704 # DEPENDENCYPART_SIBL
(29,21),(29,22),-0.102311 # DEPENDENCYPART_SIBL
(29,21),(29,23),-0.0401979 # DEPENDENCYPART_SIBL
(29,21),(29,24),-0.0861436 # DEPENDENCYPART_SIBL
(29,21),(29,25),-0.0861436 # DEPENDENCYPART_SIBL
(29,21),(29,26),-0.00713647 # DEPENDENCYPART_SIBL
(29,21),(29,27),0.0116923 # DEPENDENCYPART_SIBL
(29,21),(29,28),-0.0432255 # DEPENDENCYPART_SIBL
(29,21),(29,30),-0.0485276 # DEPENDENCYPART_SIBL
(29,22),(29,23),-0.032644 # DEPENDENCYPART_SIBL
(29,22),(29,24),-0.212488 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.212488 # DEPENDENCYPART_SIBL
(29,22),(29,26),-0.0264417 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.00761475 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.0852002 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0562362 # DEPENDENCYPART_SIBL
(29,23),(29,24),-0.00141169 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.00141169 # DEPENDENCYPART_SIBL
(29,23),(29,26),0.0476329 # DEPENDENCYPART_SIBL
(29,23),(29,27),0.0468487 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0434828 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.0230704 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.83828 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.340856 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.338301 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.123294 # DEPENDENCYPART_SIBL
(29,24),(29,30),-0.0644375 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.340856 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.338301 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.123294 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0644375 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.119587 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.318157 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.0375707 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.357771 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0227217 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0464846 # DEPENDENCYPART_SIBL
(30,5),(30,8),-0.43366 # DEPENDENCYPART_SIBL
(30,5),(30,9),-0.141373 # DEPENDENCYPART_SIBL
(30,5),(30,11),0.0194466 # DEPENDENCYPART_SIBL
(30,5),(30,13),-0.438088 # DEPENDENCYPART_SIBL
(30,5),(30,16),-0.438088 # DEPENDENCYPART_SIBL
(30,5),(30,17),-0.220022 # DEPENDENCYPART_SIBL
(30,5),(30,18),-0.0090857 # DEPENDENCYPART_SIBL
(30,5),(30,20),-0.437848 # DEPENDENCYPART_SIBL
(30,5),(30,21),-0.0090857 # DEPENDENCYPART_SIBL
(30,5),(30,22),-0.0155256 # DEPENDENCYPART_SIBL
(30,5),(30,23),-0.252873 # DEPENDENCYPART_SIBL
(30,5),(30,24),-0.510511 # DEPENDENCYPART_SIBL
(30,5),(30,25),-0.510511 # DEPENDENCYPART_SIBL
(30,5),(30,27),-0.188591 # DEPENDENCYPART_SIBL
(30,5),(30,28),-0.192983 # DEPENDENCYPART_SIBL
(30,5),(30,29),-0.250656 # DEPENDENCYPART_SIBL
(30,8),(30,9),-0.141373 # DEPENDENCYPART_SIBL
(30,8),(30,11),0.0194466 # DEPENDENCYPART_SIBL
(30,8),(30,13),-0.438088 # DEPENDENCYPART_SIBL
(30,8),(30,16),-0.438088 # DEPENDENCYPART_SIBL
(30,8),(30,17),-0.220022 # DEPENDENCYPART_SIBL
(30,8),(30,18),-0.0090857 # DEPENDENCYPART_SIBL
(30,8),(30,20),-0.437848 # DEPENDENCYPART_SIBL
(30,8),(30,21),-0.0090857 # DEPENDENCYPART_SIBL
(30,8),(30,22),-0.0155256 # DEPENDENCYPART_SIBL
(30,8),(30,23),-0.252873 # DEPENDENCYPART_SIBL
(30,8),(30,24),-0.510511 # DEPENDENCYPART_SIBL
(30,8),(30,25),-0.510511 # DEPENDENCYPART_SIBL
(30,8),(30,27),-0.188591 # DEPENDENCYPART_SIBL
(30,8),(30,28),-0.192983 # DEPENDENCYPART_SIBL
(30,8),(30,29),-0.250656 # DEPENDENCYPART_SIBL
(30,9),(30,11),-0.0400046 # DEPENDENCYPART_SIBL
(30,9),(30,13),-0.0471787 # DEPENDENCYPART_SIBL
(30,9),(30,16),-0.0471787 # DEPENDENCYPART_SIBL
(30,9),(30,17),-0.113085 # DEPENDENCYPART_SIBL
(30,9),(30,18),-0.0632343 # DEPENDENCYPART_SIBL
(30,9),(30,20),-0.0469387 # DEPENDENCYPART_SIBL
(30,9),(30,21),-0.0632343 # DEPENDENCYPART_SIBL
(30,9),(30,22),-0.0532762 # DEPENDENCYPART_SIBL
(30,9),(30,23),-0.0319219 # DEPENDENCYPART_SIBL
(30,9),(30,24),-0.141611 # DEPENDENCYPART_SIBL
(30,9),(30,25),-0.141611 # DEPENDENCYPART_SIBL
(30,9),(30,27),-0.10574 # DEPENDENCYPART_SIBL
(30,9),(30,28),-0.106464 # DEPENDENCYPART_SIBL
(30,9),(30,29),-0.0480734 # DEPENDENCYPART_SIBL
(30,11),(30,13),0.0506143 # DEPENDENCYPART_SIBL
(30,11),(30,16),0.0506143 # DEPENDENCYPART_SIBL
(30,11),(30,17),-0.031333 # DEPENDENCYPART_SIBL
(30,11),(30,18),-0.0832088 # DEPENDENCYPART_SIBL
(30,11),(30,20),0.0511688 # DEPENDENCYPART_SIBL
(30,11),(30,21),-0.0832088 # DEPENDENCYPART_SIBL
(30,11),(30,22),-0.105615 # DEPENDENCYPART_SIBL
(30,11),(30,23),-0.0557548 # DEPENDENCYPART_SIBL
(30,11),(30,24),-0.0683843 # DEPENDENCYPART_SIBL
(30,11),(30,25),-0.0683843 # DEPENDENCYPART_SIBL
(30,11),(30,27),0.000876746 # DEPENDENCYPART_SIBL
(30,11),(30,28),-0.127481 # DEPENDENCYPART_SIBL
(30,11),(30,29),-0.0717734 # DEPENDENCYPART_SIBL
(30,13),(30,16),-0.442787 # DEPENDENCYPART_SIBL
(30,13),(30,17),-0.211136 # DEPENDENCYPART_SIBL
(30,13),(30,18),-0.0109248 # DEPENDENCYPART_SIBL
(30,13),(30,20),-0.442547 # DEPENDENCYPART_SIBL
(30,13),(30,21),-0.0109248 # DEPENDENCYPART_SIBL
(30,13),(30,22),-0.0173647 # DEPENDENCYPART_SIBL
(30,13),(30,23),-0.252882 # DEPENDENCYPART_SIBL
(30,13),(30,24),-0.51521 # DEPENDENCYPART_SIBL
(30,13),(30,25),-0.51521 # DEPENDENCYPART_SIBL
(30,13),(30,27),-0.190431 # DEPENDENCYPART_SIBL
(30,13),(30,28),-0.194822 # DEPENDENCYPART_SIBL
(30,13),(30,29),-0.250665 # DEPENDENCYPART_SIBL
(30,16),(30,17),-0.211136 # DEPENDENCYPART_SIBL
(30,16),(30,18),-0.0109248 # DEPENDENCYPART_SIBL
(30,16),(30,20),-0.442547 # DEPENDENCYPART_SIBL
(30,16),(30,21),-0.0109248 # DEPENDENCYPART_SIBL
(30,16),(30,22),-0.0173647 # DEPENDENCYPART_SIBL
(30,16),(30,23),-0.252882 # DEPENDENCYPART_SIBL
(30,16),(30,24),-0.51521 # DEPENDENCYPART_SIBL
(30,16),(30,25),-0.51521 # DEPENDENCYPART_SIBL
(30,16),(30,27),-0.190431 # DEPENDENCYPART_SIBL
(30,16),(30,28),-0.194822 # DEPENDENCYPART_SIBL
(30,16),(30,29),-0.250665 # DEPENDENCYPART_SIBL
(30,17),(30,18),-0.00779335 # DEPENDENCYPART_SIBL
(30,17),(30,20),0.025689 # DEPENDENCYPART_SIBL
(30,17),(30,21),-0.00779335 # DEPENDENCYPART_SIBL
(30,17),(30,22),0.0248876 # DEPENDENCYPART_SIBL
(30,17),(30,23),0.0772816 # DEPENDENCYPART_SIBL
(30,17),(30,24),-0.168714 # DEPENDENCYPART_SIBL
(30,17),(30,25),-0.168714 # DEPENDENCYPART_SIBL
(30,17),(30,27),-0.0486037 # DEPENDENCYPART_SIBL
(30,17),(30,28),-0.074076 # DEPENDENCYPART_SIBL
(30,17),(30,29),0.120886 # DEPENDENCYPART_SIBL
(30,18),(30,20),-0.0362922 # DEPENDENCYPART_SIBL
(30,18),(30,21),-0.131983 # DEPENDENCYPART_SIBL
(30,18),(30,22),-0.15464 # DEPENDENCYPART_SIBL
(30,18),(30,23),-0.171856 # DEPENDENCYPART_SIBL
(30,18),(30,24),-0.136573 # DEPENDENCYPART_SIBL
(30,18),(30,25),-0.136573 # DEPENDENCYPART_SIBL
(30,18),(30,27),-0.0545029 # DEPENDENCYPART_SIBL
(30,18),(30,28),-0.170662 # DEPENDENCYPART_SIBL
(30,18),(30,29),-0.188922 # DEPENDENCYPART_SIBL
(30,20),(30,21),-0.0090857 # DEPENDENCYPART_SIBL
(30,20),(30,22),-0.0155256 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.252873 # DEPENDENCYPART_SIBL
(30,20),(30,24),-0.510511 # DEPENDENCYPART_SIBL
(30,20),(30,25),-0.510511 # DEPENDENCYPART_SIBL
(30,20),(30,27),-0.188591 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.192983 # DEPENDENCYPART_SIBL
(30,20),(30,29),-0.250656 # DEPENDENCYPART_SIBL
(30,21),(30,22),-0.15464 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.171856 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.136573 # DEPENDENCYPART_SIBL
(30,21),(30,25),-0.136573 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.0545029 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.170662 # DEPENDENCYPART_SIBL
(30,21),(30,29),-0.188922 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.139704 # DEPENDENCYPART_SIBL
(30,22),(30,24),-0.195392 # DEPENDENCYPART_SIBL
(30,22),(30,25),-0.195392 # DEPENDENCYPART_SIBL
(30,22),(30,27),-0.0538018 # DEPENDENCYPART_SIBL
(30,22),(30,28),-0.180619 # DEPENDENCYPART_SIBL
(30,22),(30,29),-0.155723 # DEPENDENCYPART_SIBL
(30,23),(30,24),-0.0512373 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.0512373 # DEPENDENCYPART_SIBL
(30,23),(30,27),-0.0245243 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.0479882 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.0207183 # DEPENDENCYPART_SIBL
(30,24),(30,25),-1.03143 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.356084 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.274007 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.469976 # DEPENDENCYPART_SIBL
(30,25),(30,27),-0.356084 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.274007 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.469976 # DEPENDENCYPART_SIBL
(30,27),(30,28),0.0569823 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.117613 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.0389333 # DEPENDENCYPART_SIBL
(0,10),(10,5),0.123524 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0424836 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.809415 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.111438 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.467834 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.211092 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.759822 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.606733 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.77675 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.682635 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),-3.60265 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-3.46555 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.18747 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.515858 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-1.52537 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-1.43428 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.9909 # DEPENDENCYPART_GRANDPAR
(0,14),(14,29),-1.19235 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.952511 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-1.18747 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.515858 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-1.43428 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.895855 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-1.68535 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-1.6043 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.561487 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-3.89528 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-3.75818 # DEPENDENCYPART_GRANDPAR
(0,17),(17,29),-1.19235 # DEPENDENCYPART_GRANDPAR
(0,29),(29,10),-0.0678698 # DEPENDENCYPART_GRANDPAR
(0,29),(29,12),-1.06885 # DEPENDENCYPART_GRANDPAR
(0,29),(29,14),-0.660148 # DEPENDENCYPART_GRANDPAR
(0,29),(29,15),-1.22882 # DEPENDENCYPART_GRANDPAR
(0,29),(29,17),-0.719188 # DEPENDENCYPART_GRANDPAR
(0,29),(29,18),-0.516622 # DEPENDENCYPART_GRANDPAR
(0,29),(29,19),-0.788116 # DEPENDENCYPART_GRANDPAR
(0,29),(29,21),-0.287469 # DEPENDENCYPART_GRANDPAR
(0,29),(29,22),-0.737005 # DEPENDENCYPART_GRANDPAR
(0,29),(29,23),-1.25587 # DEPENDENCYPART_GRANDPAR
(0,29),(29,24),-3.8458 # DEPENDENCYPART_GRANDPAR
(0,29),(29,25),-3.70871 # DEPENDENCYPART_GRANDPAR
(0,29),(29,26),-1.44903 # DEPENDENCYPART_GRANDPAR
(0,29),(29,27),-1.13786 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),-2.16367 # DEPENDENCYPART_GRANDPAR
(0,29),(29,30),0.956161 # DEPENDENCYPART_GRANDPAR
(0,30),(30,5),0.123524 # DEPENDENCYPART_GRANDPAR
(0,30),(30,8),-0.111438 # DEPENDENCYPART_GRANDPAR
(0,30),(30,9),-0.467834 # DEPENDENCYPART_GRANDPAR
(0,30),(30,11),0.173442 # DEPENDENCYPART_GRANDPAR
(0,30),(30,13),-0.359886 # DEPENDENCYPART_GRANDPAR
(0,30),(30,16),-0.529903 # DEPENDENCYPART_GRANDPAR
(0,30),(30,17),-0.417727 # DEPENDENCYPART_GRANDPAR
(0,30),(30,18),-0.175894 # DEPENDENCYPART_GRANDPAR
(0,30),(30,20),-0.434803 # DEPENDENCYPART_GRANDPAR
(0,30),(30,21),0.053259 # DEPENDENCYPART_GRANDPAR
(0,30),(30,22),-0.532249 # DEPENDENCYPART_GRANDPAR
(0,30),(30,23),-0.925742 # DEPENDENCYPART_GRANDPAR
(0,30),(30,24),-3.71551 # DEPENDENCYPART_GRANDPAR
(0,30),(30,25),-3.57842 # DEPENDENCYPART_GRANDPAR
(0,30),(30,27),-0.757606 # DEPENDENCYPART_GRANDPAR
(0,30),(30,28),-1.82509 # DEPENDENCYPART_GRANDPAR
(0,30),(30,29),-1.08619 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.404999 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.701867 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.122418 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.443937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.146832 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.302117 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.308879 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.030166 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.461605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-0.643665 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.367611 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.321683 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.378309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.347395 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.256294 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0461057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0329863 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.133714 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.103562 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.00428303 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0964451 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0660288 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.357644 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.272198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.173454 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.192607 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.310839 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.770909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0590045 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.179826 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.198978 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.319328 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.712717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.397467 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.332055 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.259064 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.16032 # DEPENDENCYPART_GRANDPAR
