# _root_ On_altı yaşında av tezkeresi _ _ alabilen _ gençler , tüm yıl boyunca _ _ avlanabiliyor , askere gitmiyor ve vergi vermiyorlar .
#goldHeads=2,6,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
#predictedHeads=2,22,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
(13,10),(10,22),0.167054 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.0247195 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.279912 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.199483 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.165018 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.064155 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.315453 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.197234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.0204036 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),0.155594 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),0.171917 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.426656 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.438335 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.23238 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.0651891 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.0431853 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.104143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.300959 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.291032 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.404153 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.283364 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.757411 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.446001 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.295235 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.280837 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.413458 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.764761 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.451769 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.298893 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.436506 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.569127 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.115996 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.207132 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.505341 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.637962 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0777593 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.311076 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.228375 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.449013 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.277749 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.387286 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.0848621 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),0.0767885 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.158717 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.341641 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.299347 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.551485 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.104245 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.195589 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.252375 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.309607 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.053417 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.228884 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.802208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,18),0.0398171 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.243932 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.230678 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.285474 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.154648 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.752515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,2),-1.00929 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.695554 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.546869 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.640748 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.773368 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.316639 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.480305 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.529301 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.279608 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.223192 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.42742 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.266573 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.777976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.40689 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.314651 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.103881 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.00700245 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0790426 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.00813773 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.677468 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.497993 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.354151 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.575464 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.408542 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.773781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.439447 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.107462 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.905194 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.334452 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.581948 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.151528 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0625378 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.377769 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.284239 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.467282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.109366 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.313124 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.106787 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.122484 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0154235 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.0803004 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0604398 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-1.12511 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.811375 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.66269 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.727189 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.85981 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.544564 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.645121 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.414638 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.307626 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.543218 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.346443 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.600854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.185879 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.312308 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.161309 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.257984 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0687288 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.017313 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0685337 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0612335 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.166026 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.026378 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.191815 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.0132157 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.430566 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.191815 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.0132157 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.152538 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.477467 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.201299 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.257949 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.61888 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0913753 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.273231 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.415215 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.345687 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.198594 # DEPENDENCYPART_GRANDPAR
(15,5),(5,16),-0.246904 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.119078 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.61888 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.0913753 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.273231 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.415215 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.198486 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.345687 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.198594 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),-0.246904 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.0427924 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.215411 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.357395 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.313917 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.237961 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.292466 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.43445 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.243262 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.167306 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0892363 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.208743 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),0.0132157 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.152538 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.294033 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.421735 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.345779 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.272076 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.113278 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.205385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.129429 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.379887 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.31676 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0772791 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.189881 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.264547 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.558472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.341236 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.0428836 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.21341 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.240677 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.409175 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.302583 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.311007 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0746801 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0616553 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.349364 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.231984 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.170254 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.206502 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.347637 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.257949 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.0174906 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.401084 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.231493 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.24597 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0601614 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0911542 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.213973 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0528438 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.12129 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.147675 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.410505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),0.188161 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.0806319 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.0659509 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.226242 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.562437 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.101642 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.00789882 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.266772 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.350848 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.82155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.535477 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.104861 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.46486 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0647763 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.437592 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.082161 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),0.0287545 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.131162 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.51187 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.404794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.249036 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0962461 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0494775 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.01673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.144167 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.0767449 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.363362 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.539184 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.681628 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.735496 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.659541 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.442132 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.390463 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.587448 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.161832 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.172281 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.315347 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.521754 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.505149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.290316 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0949135 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.155627 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.00862605 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.186952 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.15959 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),0.0287545 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.131162 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.404795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.249037 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.096247 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.111825 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.121211 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.215298 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.363362 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.539184 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.681628 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.735496 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.659541 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.442132 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.390463 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.587448 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.161832 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.172281 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.315347 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.521754 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.505149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.290316 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.0949135 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.155627 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.16249 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.0193318 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.310726 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.258985 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.699237 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.0157721 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.339701 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.467127 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.717626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),-0.384047 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),-0.188055 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.301332 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.256221 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.175223 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.456432 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.283488 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.276306 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.0422776 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.250715 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.257529 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.0412264 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.250715 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.257529 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0322265 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0815721 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.030663 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),0.368492 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0244057 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.307785 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.00192734 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.121789 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.177417 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.0319039 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.399689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,19),-0.0222583 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0244057 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.307785 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.00192734 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.121789 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.15348 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.177417 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.0319039 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.399689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,2),0.244777 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0518438 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.0680177 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.114899 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0726977 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.0177488 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.102113 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.211865 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.169663 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.307659 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.150592 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.257529 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.0322265 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.088123 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.0191485 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0230529 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.415173 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0579772 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.184857 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.142656 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.457046 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.252081 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0541094 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.130992 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.00706845 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.0822451 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.471491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),0.0580249 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.0940599 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),0.396948 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.103564 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.0072168 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.443519 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.0859895 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.00678113 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.00414072 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.137703 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0605906 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0426753 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),0.124542 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),0.368492 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0470037 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.071088 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.233392 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0919045 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.290242 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-2.69311e-06 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.198334 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0992032 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.274185 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.174011 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.206055 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),0.245274 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.399081 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),0.534685 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),0.307785 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.00192734 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),0.121789 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.15348 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.111279 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),0.212578 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.127937 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.00654666 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.000458597 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0395312 # DEPENDENCYPART_GRANDPAR
