# _root_ Uykusunu bir _ türlü _ _ alamayan eşeğin gönlünü _ almak için _ çeşitli _ komiklikler yapar , ona şeker verir , sağrısını sıvazlarmış .
#goldHeads=6,4,4,6,6,7,8,9,10,11,12,17,14,16,16,17,18,21,21,21,22,24,24,25,0,
#predictedHeads=17,4,4,6,6,7,8,9,10,11,12,17,14,15,16,17,18,21,21,21,22,24,24,25,0,
(24,8),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.0931573 # DEPENDENCYPART_SIBL
(24,9),(24,12),0.0466983 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0532037 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.0183841 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.0532037 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.0706418 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.013905 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.157828 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.0288725 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0589392 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.0110029 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.157828 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,11),(24,12),0.0426778 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.0606342 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.0212873 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.0606342 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.074019 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0120708 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.158533 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.0281666 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.0623164 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.0091687 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.158533 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.074019 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0716694 # DEPENDENCYPART_SIBL
(24,12),(24,13),0.0471653 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.134937 # DEPENDENCYPART_SIBL
(24,12),(24,15),0.0471653 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.0286931 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.0238748 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.215567 # DEPENDENCYPART_SIBL
(24,12),(24,19),0.049002 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.0331821 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0252182 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.215567 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.0286931 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0777162 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.45194 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.957584 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.620931 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.549828 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.431953 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.274462 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.609228 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.55273 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.431953 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.620931 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.103989 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.0502453 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.0509207 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0111669 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.168616 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.00706719 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0477432 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0125103 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.168616 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0509207 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.101784 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.620931 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.549828 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.431953 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.274462 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.609228 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.55273 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.431953 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.620931 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.103989 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.013905 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.157828 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0288725 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0589392 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0110029 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.157828 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.170371 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0250938 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.000939269 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0791249 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.170371 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.00354973 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0913814 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0114465 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0259156 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.102676 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.241759 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0214278 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0354876 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0349146 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.222056 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0399766 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.118893 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.000276445 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.16224 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.08113 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0719021 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.170386 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.00359424 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0907113 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0214278 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.0661782 # DEPENDENCYPART_SIBL
(25,2),(25,6),-0.0661782 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0661782 # DEPENDENCYPART_SIBL
(25,2),(25,12),0.0492175 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.0271323 # DEPENDENCYPART_SIBL
(25,2),(25,14),0.000694311 # DEPENDENCYPART_SIBL
(25,2),(25,16),0.0344008 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0033173 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0691 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.053311 # DEPENDENCYPART_SIBL
(25,2),(25,20),0.0323415 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0117802 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0691 # DEPENDENCYPART_SIBL
(25,2),(25,23),0.0344008 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.00464513 # DEPENDENCYPART_SIBL
(25,5),(25,6),-1.03143 # DEPENDENCYPART_SIBL
(25,5),(25,10),-1.03143 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.208773 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.807224 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.352369 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.472193 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.68213 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.25053 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.27699 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.472861 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.69974 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.25053 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.472193 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,6),(25,10),-1.03143 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.208773 # DEPENDENCYPART_SIBL
(25,6),(25,13),-0.807224 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.352369 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.472193 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.68213 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.25053 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.27699 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.472861 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.69974 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.25053 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.472193 # DEPENDENCYPART_SIBL
(25,6),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.208773 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.807224 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.352369 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.472193 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.68213 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.25053 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.27699 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.472861 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.69974 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.25053 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.472193 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,12),(25,13),0.0188662 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.0587113 # DEPENDENCYPART_SIBL
(25,12),(25,16),0.0486164 # DEPENDENCYPART_SIBL
(25,12),(25,17),0.0517089 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0699102 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.00718909 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.0479484 # DEPENDENCYPART_SIBL
(25,12),(25,21),0.0467545 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0699102 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.0486164 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.0500951 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.167525 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.245213 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.215372 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.0961648 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.0964659 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.243825 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.221086 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.0961648 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.245213 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.215737 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.104832 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0433556 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.0851189 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.0588741 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.106812 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.0483099 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0851189 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.104832 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.0449693 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.0431795 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.065657 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.0481365 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0245045 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0374652 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.0258927 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.220022 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.22866 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.253541 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.441189 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.220022 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.252873 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.437848 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.00865946 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.0766426 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.0212339 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0750983 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0773112 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.025689 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0787898 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0455693 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.110584 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0781217 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0422244 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0327251 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0658483 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0300357 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0380742 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.211585 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.244451 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.416755 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0773112 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.025689 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(0,18),(18,6),-2.26776 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.809958 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-2.97694 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-1.02182 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.834015 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-2.98096 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.871045 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-3.0748 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-1.47233 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-1.06937 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.632347 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.254398 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.603798 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.980867 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.66671 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.713037 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-1.47233 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-1.06937 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.979643 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.736928 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-1.33905 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.864842 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.980867 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.66671 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.713037 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),-0.208571 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),-1.37543 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),-1.29914 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-2.00831 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-0.282095 # DEPENDENCYPART_GRANDPAR
(0,25),(25,13),-2.30171 # DEPENDENCYPART_GRANDPAR
(0,25),(25,14),-0.205686 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-0.685675 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),0.013022 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.442474 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.212583 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.552587 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),0.22255 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.401274 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.88866 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.232041 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.66647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,1),-0.711283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.293726 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.741488 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.184616 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.343213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.164561 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.069588 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.306535 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.381268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.128967 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.284092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),0.0111247 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.127983 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0620176 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),0.0209816 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.0471687 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),-0.0435448 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.208125 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.223556 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.0869084 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),0.0120856 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.171154 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0506014 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.0130275 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.228372 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.113596 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.086933 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0350892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.223337 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.143494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0978852 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.123265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.350566 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.264224 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.262695 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.528695 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.28658 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.497165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.243048 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.233996 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.24289 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.305662 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.101982 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.209243 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.351848 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.157062 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.347427 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.241861 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.440016 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.231912 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.0144478 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.213448 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.274692 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.0704008 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.375938 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.616113 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.115153 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0123479 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.106926 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.15877 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.110118 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0503647 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.211105 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0726935 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.532675 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.191666 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.193189 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.120737 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.321771 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.138304 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.458083 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.149475 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.579267 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.160636 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.311893 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.564313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),-0.188622 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.485392 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.0725171 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.415433 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0570687 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.719802 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0564437 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.640209 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.196814 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.225466 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.134713 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.382606 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.0597314 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.0330417 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.25251 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.442802 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.478396 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0216026 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.250797 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.131657 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0247327 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.159798 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.25023 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0933236 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0968587 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.304411 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0288825 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.122926 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.298146 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.333 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.254172 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0288825 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.122926 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.298146 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.333 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.190681 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.254172 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.351389 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.217357 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.337532 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0746535 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0292633 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.458288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.305441 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.242816 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.045152 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0124648 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.33808 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.305441 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.242816 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.045152 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0124648 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.211311 # DEPENDENCYPART_GRANDPAR
