# _root_ Annem , telefonda dedeme bir doğum günü partisi _ düzenlediklerini söyledi , yarın dönsem iyi olurmuş ...
#goldHeads=11,0,11,9,8,7,8,9,10,11,12,16,14,16,16,17,0,
#predictedHeads=11,0,11,11,6,7,8,9,10,11,12,16,14,16,16,17,0,
(15,11),(11,17),-0.283449 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.361474 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.23863 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0538757 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.112604 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.549363 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0799931 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0729745 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.349675 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.340029 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.281719 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.284541 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.41908 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.19956 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.462443 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.167055 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.247774 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.459913 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.206013 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.518584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.254684 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.467632 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.339829 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.294357 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.33668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.117395 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.197332 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.568645 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.164773 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.33404 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.635147 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.107971 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.530478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.305554 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.241537 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.126665 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.0833648 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.0483596 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.0330262 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.017375 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.120186 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.0794567 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.22706 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.0682279 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.0303155 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.017375 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0103625 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0847058 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.240463 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.0816311 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.0465736 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0449075 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.0125036 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.0249545 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.0133883 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.332279 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.0816311 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.00226012 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.36112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,2),0.0412284 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.0259683 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.0643111 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.391946 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.456148 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.00128867 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.117386 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.127533 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.36112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,2),0.0399145 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.0204653 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.0588081 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.399239 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.440643 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.236918 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.116426 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0678477 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.126561 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0465747 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.36112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,1),-0.00489607 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.0176407 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.0342347 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.0550971 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.126153 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.395547 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.308382 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.15912 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.315073 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.179688 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0333281 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.120838 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.183558 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.26114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.245942 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.0303155 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),0.017375 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.0103625 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.0279803 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.409816 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.20609 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.132057 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.223962 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0426343 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.027269 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.201377 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.00757464 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.0284371 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.156617 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.374232 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.248462 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.13246 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.248173 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0673723 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0979905 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0651114 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0973401 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.4279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.401756 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.296312 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.367309 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.206101 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.112172 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.383831 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.047179 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.565652 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.113745 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.30658 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.33267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.360823 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.351623 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.132112 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.224998 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0669704 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0761069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.373114 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0477946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.300682 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.36113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-0.0259121 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),0.0101656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.031028 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.376823 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.251092 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.135051 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.264624 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0699632 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0514875 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.176506 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.26156 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.339534 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.42706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,8),0.0757252 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.335146 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.051241 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.382019 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.206201 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0473314 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.127796 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.198093 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),0.0955781 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.00899324 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.201784 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.181725 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.39202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,1),-0.124287 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.325713 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.703528 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.700436 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.670296 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.949285 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.83097 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.711651 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.755268 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.189458 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.302023 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.722394 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.164702 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.258361 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.563781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,1),0.256979 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.160643 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.325245 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.322153 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.400877 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.565657 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.477373 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.333367 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.45571 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.229989 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.132377 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.348344 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.035168 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.458231 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.56945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,5),-0.495231 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.89015 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.825273 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.682469 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.643356 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.575677 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.101755 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.62684 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.276782 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.146446 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.574237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,5),-0.365387 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.596432 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.407151 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.489746 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0306628 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.120117 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.00997471 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0246743 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.433038 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),0.203322 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.376433 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.373341 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.616845 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.528483 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.384555 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.440924 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.281178 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0820126 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0300538 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.249447 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0767185 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.462229 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.644501 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.486316 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0831789 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.0346623 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.502042 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.059392 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),0.228152 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.351603 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.348511 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.592015 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.503653 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.359725 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.432442 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.256348 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0921222 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.0398973 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.224616 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.117006 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.211037 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.566855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
