# _root_ Ancak özellikle evrenbilim ve parçacık fiziğinde bugün bu ilke ne yazık ki _ çiğnenmiş , bu iki bilim dalı metafizik öğelerle , hayaletlerle dolmuştur .
#goldHeads=15,14,4,6,6,13,14,9,14,11,12,14,14,15,24,19,19,19,24,21,22,23,24,25,0,
#predictedHeads=25,3,4,5,6,14,14,9,10,11,14,11,14,15,24,19,18,19,24,21,24,0,24,25,0,
(24,5),(24,14),0.0143212 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.157828 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.130501 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0235377 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.119944 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0623576 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.080246 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0706418 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.157828 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.0312646 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0706418 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.095272 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.0896149 # DEPENDENCYPART_SIBL
(24,6),(24,13),0.0317593 # DEPENDENCYPART_SIBL
(24,6),(24,14),0.0143212 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.157828 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.130501 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0235377 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.119944 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0623576 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.080246 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0706418 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.157828 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.0106351 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0721679 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.0665107 # DEPENDENCYPART_SIBL
(24,7),(24,13),0.0602063 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.0241305 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.147422 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.118638 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.00709705 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0612798 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.00235088 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0202394 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0106351 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.147422 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0106351 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0675645 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.095272 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.0896149 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.0317593 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.0143212 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.157828 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.130501 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.0235377 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.119944 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0623576 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.080246 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0706418 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.157828 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.177157 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.1404 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.0829518 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.162919 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.124217 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0595344 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.186702 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.175164 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.182583 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.177749 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.162919 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.177749 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.104161 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.179395 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0581123 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.118305 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0849552 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.020051 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0226313 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0110935 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0185125 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0136783 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.118305 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0136783 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.115103 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.641515 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.444497 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.369322 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.297965 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.56458 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.551254 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.558673 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.553839 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.444497 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.553839 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.123219 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.170371 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.0630929 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0153322 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0142912 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.00096489 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.00838396 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.00354973 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.170371 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.00354973 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0907017 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0576863 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0575725 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0185471 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0239837 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0165936 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0214278 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.241759 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.0214278 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.016139 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0184586 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.00945718 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0168366 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0120024 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.139318 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0120024 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.102378 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0055548 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.00897016 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.00155109 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.00638533 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.141177 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.00638533 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0528336 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.101201 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.113739 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.104135 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.165042 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.104135 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0722581 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0835911 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0739869 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.158227 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0739869 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0719009 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0759111 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.159584 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0759111 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.157828 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0706418 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0214278 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0680033 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.071472 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.127159 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.0880687 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.0842945 # DEPENDENCYPART_SIBL
(25,1),(25,9),-0.0880687 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.120556 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.0436819 # DEPENDENCYPART_SIBL
(25,1),(25,12),-0.138438 # DEPENDENCYPART_SIBL
(25,1),(25,13),-0.151167 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.0378597 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0723694 # DEPENDENCYPART_SIBL
(25,1),(25,18),-0.0869448 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0880687 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0880687 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0880687 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0723694 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.0880687 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.0378597 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.0544822 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.0528999 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.0544822 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0586052 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0258381 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.0789887 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.100055 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.0140239 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.114586 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0588234 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.054614 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0570701 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0544822 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.114586 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.0544822 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.0140239 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.0157315 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.0258927 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.00115427 # DEPENDENCYPART_SIBL
(25,5),(25,11),0.0211701 # DEPENDENCYPART_SIBL
(25,5),(25,12),0.0205665 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.0512373 # DEPENDENCYPART_SIBL
(25,5),(25,14),0.0428143 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.065657 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.0537719 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0230434 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.0287962 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.0258927 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0258927 # DEPENDENCYPART_SIBL
(25,5),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,7),(25,9),0.00148433 # DEPENDENCYPART_SIBL
(25,7),(25,10),0.00109215 # DEPENDENCYPART_SIBL
(25,7),(25,11),0.0179161 # DEPENDENCYPART_SIBL
(25,7),(25,12),0.0228129 # DEPENDENCYPART_SIBL
(25,7),(25,13),-0.0473466 # DEPENDENCYPART_SIBL
(25,7),(25,14),0.0351199 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.0697599 # DEPENDENCYPART_SIBL
(25,7),(25,18),-0.0272416 # DEPENDENCYPART_SIBL
(25,7),(25,19),0.00433362 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.00141912 # DEPENDENCYPART_SIBL
(25,7),(25,21),0.00148433 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.0697599 # DEPENDENCYPART_SIBL
(25,7),(25,23),0.00148433 # DEPENDENCYPART_SIBL
(25,7),(25,24),0.0351199 # DEPENDENCYPART_SIBL
(25,9),(25,10),-0.00115427 # DEPENDENCYPART_SIBL
(25,9),(25,11),0.0211701 # DEPENDENCYPART_SIBL
(25,9),(25,12),0.0205665 # DEPENDENCYPART_SIBL
(25,9),(25,13),-0.0512373 # DEPENDENCYPART_SIBL
(25,9),(25,14),0.0428143 # DEPENDENCYPART_SIBL
(25,9),(25,15),-0.065657 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0537719 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0230434 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.0287962 # DEPENDENCYPART_SIBL
(25,9),(25,21),-0.0258927 # DEPENDENCYPART_SIBL
(25,9),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0258927 # DEPENDENCYPART_SIBL
(25,9),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.0578921 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.148713 # DEPENDENCYPART_SIBL
(25,10),(25,13),-0.136573 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0362922 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.085834 # DEPENDENCYPART_SIBL
(25,10),(25,18),-0.17001 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.171856 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.171856 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.171856 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.085834 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.171856 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.0362922 # DEPENDENCYPART_SIBL
(25,11),(25,12),0.0623275 # DEPENDENCYPART_SIBL
(25,11),(25,13),0.0437049 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.0978762 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0234658 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.037224 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.037224 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.037224 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.037224 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.0234658 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.037224 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.0978762 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.159637 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.0090335 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.0520551 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.0606217 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.0624672 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.0624672 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0624672 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0520551 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.0624672 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.0090335 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.696399 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.25053 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.472425 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.472193 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.472193 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.472193 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.25053 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.472193 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.696399 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.220022 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.253105 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.252873 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.252873 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.252873 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.220022 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.252873 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.437848 # DEPENDENCYPART_SIBL
(25,15),(25,18),0.0781194 # DEPENDENCYPART_SIBL
(25,15),(25,19),0.0772951 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.0773112 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0773112 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.0750983 # DEPENDENCYPART_SIBL
(25,15),(25,23),0.0773112 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.025689 # DEPENDENCYPART_SIBL
(25,18),(25,19),-0.0432789 # DEPENDENCYPART_SIBL
(25,18),(25,20),-0.0463558 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0434523 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.0660407 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.0434523 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0371364 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0306691 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0277657 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0660414 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.0277657 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0447761 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0276492 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0276492 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.065657 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0258927 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0773112 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.025689 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0428143 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.20041 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.112682 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),-0.32246 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.630006 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.604877 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.9643 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.970734 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.922259 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.961443 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.64568 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-1.10563 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-1.2276 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-3.35971 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-1.59667 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.633492 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.662012 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.574068 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-1.0943 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.290559 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-1.20626 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.77597 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.475679 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.561648 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),-0.32246 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-1.10563 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-1.2276 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-3.35971 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-1.59667 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.786539 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.901045 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-1.31367 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-1.35646 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-1.26851 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-1.78875 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-1.20626 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.77597 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.514929 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),0.312702 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),-0.118353 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),0.170701 # DEPENDENCYPART_GRANDPAR
(0,25),(25,7),-0.192708 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),-0.174791 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-0.0614169 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-0.480333 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-0.602637 # DEPENDENCYPART_GRANDPAR
(0,25),(25,13),-2.39109 # DEPENDENCYPART_GRANDPAR
(0,25),(25,14),-0.52064 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.24937 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.527398 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.569805 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.481861 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-1.00209 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.0880349 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-1.11405 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.341301 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.504194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,1),-0.545726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.364904 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.34129 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.32307 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.519519 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.376585 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.406775 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.366075 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.389953 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.499388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.275129 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0882189 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.965524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),0.0190649 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.181459 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.18245 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.865005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.271275 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.709704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.254968 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.472698 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.06503 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.649434 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.663079 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.136434 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.709704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.254968 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.565852 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.54515 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.561856 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0686131 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.302839 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.366183 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0902251 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.451355 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.0143382 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.265322 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.0269759 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.923353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,5),-0.779501 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.758799 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.774074 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.0367874 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.895002 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.373187 # DEPENDENCYPART_GRANDPAR
