# _root_ Sen donunu taşı , dedi Recep oğlana , kayığın üstünde _ unuttuğu donu _ gösterip .
#goldHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
#predictedHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
(15,14),(14,6),-0.0415766 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0883947 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.309386 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0747201 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.29801 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.00561094 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.075197 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.583342 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.303999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.120286 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.0780734 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.0918574 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.0995043 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0349888 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.205547 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.0203927 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.4042 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.156156 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.269592 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.313064 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.0167088 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.0162794 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.117242 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.369477 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.0258008 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.281311 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.207175 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.347526 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.0899838 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.422048 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.302909 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.522582 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.00562095 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.130328 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.168296 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.500606 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.579338 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0189813 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.20997 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.0944547 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.137927 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.0430287 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.158858 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.0575049 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.444278 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.626687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,3),0.207175 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.188167 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.0946273 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.400002 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.116075 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.602647 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.422048 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.302909 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.522582 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.078104 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.0694592 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.137679 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.0821969 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.316824 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.00873199 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.221775 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0180163 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.0694074 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.0385182 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.0409995 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.0607618 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.665014 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.126142 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0750726 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0222147 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.00873199 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.221777 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.234132 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.467003 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.268252 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.104333 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.353058 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.266444 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.304277 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.310628 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.406876 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.447139 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.497044 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.40935 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0144818 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.598043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,1),0.078072 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.027013 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0680098 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.0337199 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0105585 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.125073 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0229783 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0918053 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.203418 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.588728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-0.234132 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.467003 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.268252 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.104333 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.266444 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.304277 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.310628 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.406876 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.447139 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.319812 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.375803 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.145986 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0144818 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.598043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,2),-0.308794 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.395335 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.143641 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.248554 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.29506 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.00873999 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.135976 # DEPENDENCYPART_GRANDPAR
