# _root_ Gazetecilere uçak havada _ yanarak geldi yere _ çakıldı _ diyen tanıklar , anket heyetinin _ hazırladığı raporlara göre , _ _ farklı konuşmuşlardı .
#goldHeads=10,6,6,5,6,10,9,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
#predictedHeads=6,3,4,5,6,9,6,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
(12,18),(18,14),-0.271639 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.235497 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.06799 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.222548 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.212846 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.19023 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.231201 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.161094 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.450522 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.409817 # DEPENDENCYPART_GRANDPAR
(12,24),(24,1),-0.760022 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-0.366946 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-0.489998 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-0.63398 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),0.0457965 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-0.728654 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.751431 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-0.268937 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-0.592336 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.300636 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.476963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),-0.121624 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),-0.342901 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),-0.306759 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.16484 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.18167 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.0973163 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.277059 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.314051 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.464398 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.341683 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.610726 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.504441 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.860686 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.696173 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.072397 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.546789 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.0715947 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.414152 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.233923 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.421656 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.16746 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0746965 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.420995 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0976474 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.150126 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.325495 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.200531 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.378084 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.281849 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.376287 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.137332 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.456271 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0714266 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.413984 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.234754 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.428704 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.176301 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.24175 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.030658 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.233252 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.147641 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.199916 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.375671 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.455605 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.696173 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.799097 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.201761 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.155083 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.415813 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.639826 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.25813 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.150089 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.297095 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.568527 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.303203 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.635956 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.436517 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.00915856 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.220631 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.311146 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0101265 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.00897303 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.202942 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.527339 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.327816 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.0312473 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.206827 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.120507 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.272847 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.115853 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.072991 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.147199 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.471195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.314039 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.489794 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.545249 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.124027 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.205567 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.408524 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.465763 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.401557 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.403673 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.399759 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.13538 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.460436 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.541319 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.12872 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.342343 # DEPENDENCYPART_GRANDPAR
(13,24),(24,1),-0.447311 # DEPENDENCYPART_GRANDPAR
(13,24),(24,2),-0.768105 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-0.578737 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-0.831016 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-0.180636 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-0.108628 # DEPENDENCYPART_GRANDPAR
(13,24),(24,7),-0.376118 # DEPENDENCYPART_GRANDPAR
(13,24),(24,8),-0.681157 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-0.191587 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),-0.39839 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),0.0243186 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.220305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),0.093229 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.0843242 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.0307139 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),0.0220382 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.0825267 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.0416759 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.0646285 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.203444 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.127263 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.404044 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.742261 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.376146 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.577415 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.071875 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.752416 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0999636 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.368706 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0676635 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.774386 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.382483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.599713 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.0981161 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.82933 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.781618 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.298509 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.360324 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.225702 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.121877 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.30527 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.874127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,18),-0.285054 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.382771 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.61123 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.631444 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.159418 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.345178 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0184875 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.29536 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.324136 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.469296 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.35914 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.43028 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.246961 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.636593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0458057 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.15932 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.214746 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.186154 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.681682 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.423537 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.311933 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.772651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.21447 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.14445 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-1.07807 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.700196 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.35914 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.43028 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.246961 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.636611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.0784293 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.0455144 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.0475383 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.226683 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.266514 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.220333 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.167981 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-1.05774 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.693688 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-0.882483 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-0.821787 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-0.20584 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-1.06674 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-1.05132 # DEPENDENCYPART_GRANDPAR
(14,24),(24,8),-0.67068 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.601542 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.555735 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.403651 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),-0.269213 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.707855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),-0.149673 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.142277 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.250378 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.118782 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.190577 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.230826 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.374791 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.210301 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.37495 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.326069 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.268339 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0951094 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.330713 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.379843 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0453305 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.432217 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.294104 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.358194 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.274677 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.117407 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.356954 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.626317 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.409045 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.243875 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.423835 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.136066 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.190158 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.284548 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0393001 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.380349 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.293175 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.119802 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.42843 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.222929 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.0165896 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0867684 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.632349 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.18096 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.3797 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.190158 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.216695 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.125056 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.612627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.30472 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.601535 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.293175 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.366568 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.55539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.507818 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.133331 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.379145 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),0.0566921 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.134602 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.126851 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.588742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,19),-0.18252 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.20406 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0693148 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.200872 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.0945508 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.627049 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.086548 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.291211 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.270091 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.511151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.150674 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.705492 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.645563 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.427421 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.0932909 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.226239 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.276834 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.375111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),-0.0517385 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.142834 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.249287 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.123338 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.139853 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.244803 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.641551 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-0.585881 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.400177 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.330359 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.464677 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.863726 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.678744 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.616047 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-0.665053 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.193967 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.0666618 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.248491 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.250205 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.446355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),-0.148501 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.167231 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.214077 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.21318 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.0876499 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.294311 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.287123 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.435171 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.337665 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.205217 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.517478 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0772156 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.194908 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.491858 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.37834 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.486029 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.25907 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.429508 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.325811 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.634093 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.345252 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.606145 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.33933 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.348118 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.604706 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.627007 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.708507 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.159983 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.664566 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.419546 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.365108 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0656264 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.598446 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.0761461 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.113678 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.379336 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.382038 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.254611 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.563239 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.467935 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.280604 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.174539 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.46322 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.275966 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.341222 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.217092 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.514041 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.499748 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.264002 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.243633 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.325868 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.440272 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.445164 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0795094 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.381166 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.125148 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.316336 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.49094 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.166882 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.250694 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.0740651 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.228813 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.024268 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.03661 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.267691 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.473668 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0795094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0435381 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.137726 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0246328 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.0715322 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.621091 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.49094 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0795094 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0435381 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.137726 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0113841 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.623832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.0715322 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.621091 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.49094 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.659593 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.375087 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.355769 # DEPENDENCYPART_GRANDPAR
