# _root_ Prens Rapunzel'e _ evlenme teklif_etmiş , Rapunzel de kabul_etmiş , yüzü _ hafifçe _ kızararak .
#goldHeads=5,5,4,5,6,9,9,7,16,0,14,13,14,15,9,0,
#predictedHeads=5,3,4,5,6,9,9,7,16,14,14,13,14,15,9,0,
(16,10),(10,8),-0.193651 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.213138 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.456054 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0487941 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.528962 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.608207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,4),0.0503039 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.0363413 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.146433 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.231882 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0556603 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.147524 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.12443 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.01035 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0981913 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.00890843 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.61001 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.436704 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.00999934 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.450547 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.197724 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.17145 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.362828 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.235529 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.281292 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0645396 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.15626 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0173264 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.323743 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.522423 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.395123 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.35429 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.0962894 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.440886 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.601575 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.262289 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0951985 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.303817 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.348226 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0908379 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0175544 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.598003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),-0.166953 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.358332 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.231032 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.276795 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0660105 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.151764 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0245312 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.17748 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.132016 # DEPENDENCYPART_GRANDPAR
