# _root_ Fabrikayı yapacak _ olan , ekonomik faaliyetleri _ _ gerçekleştirecek _ olan , üretim _ yapacak _ olan _ firmalardır .
#goldHeads=2,3,4,5,12,7,9,9,10,11,12,13,18,15,16,17,18,19,20,21,0,
#predictedHeads=2,3,4,5,12,7,9,9,10,11,12,13,16,15,16,19,18,19,20,21,0,
(19,15),(15,13),0.06132 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.034869 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.233226 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.575408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.326838 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.127687 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),0.0441313 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0317035 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0561084 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0971685 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.0436506 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.14253 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.319878 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.06132 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.034869 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0400624 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.232337 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.575408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.326838 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0456565 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0743038 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.12259 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.224194 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),0.377472 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.407844 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.298128 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.52916 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.386628 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.570858 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.40073 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.235156 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.206846 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.148877 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.25449 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),0.32493 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.0867646 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.686579 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.516451 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.332192 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),0.463754 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.174418 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.302053 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),0.980326 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.141414 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.0924002 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.684058 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),-0.326292 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-0.585651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,3),-0.307123 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.0792264 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.192714 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.0822027 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.449547 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.279419 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.00410422 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),0.32493 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.172791 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.242491 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.186326 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.13942 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.16805 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.350878 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.264599 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.158684 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.25449 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),0.32493 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.172791 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.242491 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.186326 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.13942 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.16805 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.214489 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.350878 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.25449 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.242491 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.186326 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.13942 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.16805 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.214489 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0443608 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.106114 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.382221 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.396887 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.264599 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.158684 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.0511373 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.332192 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.254431 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.245751 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.06605 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.119585 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),0.980326 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.0924002 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),0.093244 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.183111 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.0129836 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.15259 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.136758 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.389857 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.432206 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.326292 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.585651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,4),-0.0888671 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),0.072562 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.0848493 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.0159789 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.140292 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.0509627 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0275631 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.174557 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0783511 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.186206 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.25449 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.13942 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.16805 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.214489 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.0443608 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.121212 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0133326 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.041719 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0149671 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.158684 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.161068 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.513849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,7),-0.16805 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.121212 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0133326 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.041719 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.0149671 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.207492 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0455649 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.161068 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.513849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,13),-0.109825 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.0595365 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.241428 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.311779 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.168679 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.0300164 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.0145088 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),0.0604801 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.156156 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.0328374 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.169898 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.149171 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.275812 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.173814 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.297334 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.307172 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.607317 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.246757 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.212019 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),-0.182746 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),-0.685767 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.0862181 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.733584 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.252483 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.667162 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.538242 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.503503 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.235189 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.101163 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.408939 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),-0.384345 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.252483 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.609652 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.368549 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.799276 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.710127 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.741375 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.474231 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.377702 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.445569 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.733584 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.252483 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.609652 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.368549 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.799276 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.710127 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.741375 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.549237 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.474231 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.733584 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.368549 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.799276 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.710127 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.741375 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.549237 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.514499 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.591279 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.557039 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-1.16654 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.377702 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.445569 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.572474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,1),-0.466605 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.405537 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.474395 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.335785 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.13899 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),0.237501 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.100835 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.375527 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.284003 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.249264 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.219992 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.112237 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.974402 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.490934 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.558801 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.0833711 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.0429539 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.355719 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.243767 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.0402815 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.0543561 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.383627 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.0601538 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.263917 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.128021 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.299535 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.733584 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.710127 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.741375 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.549237 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.514499 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.485226 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.379952 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.626347 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.835789 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.445569 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.911219 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.196533 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.741375 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.485226 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.379952 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.626347 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.835789 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.388698 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.423492 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.911219 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.196533 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.232608 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.559218 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.145224 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.110329 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.429811 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.748987 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.633884 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.441213 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.669789 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.817086 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.308908 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.456877 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.376775 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.310994 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.30157 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),0.146496 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.244493 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),0.0235167 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.513113 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.30936 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.184079 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.14934 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.120068 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.0121145 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.340184 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.403775 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0235396 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0914064 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.142333 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0951673 # DEPENDENCYPART_GRANDPAR
