# _root_ Değişik yasalarda _ _ yapılacak _ değişiklikler ile askeri , ticari , _ _ bankacılık ve benzeri _ alanlardaki " sırların " kapsamı yeniden _ belirlenecek .
#goldHeads=2,5,4,5,7,7,8,23,21,0,21,0,14,15,16,17,19,19,21,0,23,0,26,26,26,27,0,
#predictedHeads=2,4,4,5,7,7,8,9,10,11,15,0,14,15,16,18,18,19,21,0,26,0,26,26,26,27,0,
(26,14),(26,24),-0.294098 # DEPENDENCYPART_SIBL
(26,14),(26,25),-0.892433 # DEPENDENCYPART_SIBL
(26,14),(26,27),-0.103989 # DEPENDENCYPART_SIBL
(26,15),(26,16),-0.101368 # DEPENDENCYPART_SIBL
(26,15),(26,17),-0.039275 # DEPENDENCYPART_SIBL
(26,15),(26,18),-0.0666131 # DEPENDENCYPART_SIBL
(26,15),(26,19),-0.0302991 # DEPENDENCYPART_SIBL
(26,15),(26,20),-0.116076 # DEPENDENCYPART_SIBL
(26,15),(26,21),-0.0824422 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.116076 # DEPENDENCYPART_SIBL
(26,15),(26,23),-0.0885613 # DEPENDENCYPART_SIBL
(26,15),(26,24),0.0745768 # DEPENDENCYPART_SIBL
(26,15),(26,25),0.0253916 # DEPENDENCYPART_SIBL
(26,15),(26,27),-0.071472 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.0202103 # DEPENDENCYPART_SIBL
(26,16),(26,18),-0.0689808 # DEPENDENCYPART_SIBL
(26,16),(26,19),0.0207539 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.0711235 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.00452453 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.0711235 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0110417 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.0346128 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.108411 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.104945 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.0630138 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.00151467 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.145358 # DEPENDENCYPART_SIBL
(26,17),(26,21),-0.0601204 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.145358 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.0627174 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.0466279 # DEPENDENCYPART_SIBL
(26,17),(26,25),-0.0188754 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.10161 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.463504 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.390024 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.632731 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.390024 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.63885 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.294098 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.892433 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.103989 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.144446 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0564477 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.144446 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0590447 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.04754 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0135074 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.10161 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.139042 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.220322 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.139671 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.0440308 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.209201 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0880956 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.116076 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0885613 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0745768 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0253916 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.071472 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.139671 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0440308 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.209201 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.0880956 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0782514 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.044483 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.071472 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.00674893 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.101407 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.123219 # DEPENDENCYPART_SIBL
(27,1),(27,3),-0.0993041 # DEPENDENCYPART_SIBL
(27,1),(27,4),-0.0993041 # DEPENDENCYPART_SIBL
(27,1),(27,7),-0.101802 # DEPENDENCYPART_SIBL
(27,1),(27,8),0.0431243 # DEPENDENCYPART_SIBL
(27,1),(27,9),-0.0337791 # DEPENDENCYPART_SIBL
(27,1),(27,11),-0.0373586 # DEPENDENCYPART_SIBL
(27,1),(27,15),-0.101802 # DEPENDENCYPART_SIBL
(27,1),(27,16),0.00578854 # DEPENDENCYPART_SIBL
(27,1),(27,17),-0.0347945 # DEPENDENCYPART_SIBL
(27,1),(27,18),-0.156184 # DEPENDENCYPART_SIBL
(27,1),(27,19),-0.0340921 # DEPENDENCYPART_SIBL
(27,1),(27,20),-0.0837822 # DEPENDENCYPART_SIBL
(27,1),(27,21),-0.101802 # DEPENDENCYPART_SIBL
(27,1),(27,22),-0.0837822 # DEPENDENCYPART_SIBL
(27,1),(27,23),-0.101802 # DEPENDENCYPART_SIBL
(27,1),(27,24),-0.0135412 # DEPENDENCYPART_SIBL
(27,1),(27,25),-0.0993041 # DEPENDENCYPART_SIBL
(27,1),(27,26),-0.0449223 # DEPENDENCYPART_SIBL
(27,3),(27,4),-1.03143 # DEPENDENCYPART_SIBL
(27,3),(27,7),-0.472193 # DEPENDENCYPART_SIBL
(27,3),(27,8),-0.0309743 # DEPENDENCYPART_SIBL
(27,3),(27,9),-0.352033 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.352019 # DEPENDENCYPART_SIBL
(27,3),(27,15),-0.472193 # DEPENDENCYPART_SIBL
(27,3),(27,16),-0.0595929 # DEPENDENCYPART_SIBL
(27,3),(27,17),-0.352019 # DEPENDENCYPART_SIBL
(27,3),(27,18),-0.807224 # DEPENDENCYPART_SIBL
(27,3),(27,19),-0.352019 # DEPENDENCYPART_SIBL
(27,3),(27,20),-0.263605 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.472193 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.263605 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.472196 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.226202 # DEPENDENCYPART_SIBL
(27,3),(27,25),-1.03143 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.6964 # DEPENDENCYPART_SIBL
(27,4),(27,7),-0.472193 # DEPENDENCYPART_SIBL
(27,4),(27,8),-0.0309743 # DEPENDENCYPART_SIBL
(27,4),(27,9),-0.352033 # DEPENDENCYPART_SIBL
(27,4),(27,11),-0.352019 # DEPENDENCYPART_SIBL
(27,4),(27,15),-0.472193 # DEPENDENCYPART_SIBL
(27,4),(27,16),-0.0595929 # DEPENDENCYPART_SIBL
(27,4),(27,17),-0.352019 # DEPENDENCYPART_SIBL
(27,4),(27,18),-0.807224 # DEPENDENCYPART_SIBL
(27,4),(27,19),-0.352019 # DEPENDENCYPART_SIBL
(27,4),(27,20),-0.263605 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.472193 # DEPENDENCYPART_SIBL
(27,4),(27,22),-0.263605 # DEPENDENCYPART_SIBL
(27,4),(27,23),-0.472196 # DEPENDENCYPART_SIBL
(27,4),(27,24),-0.226202 # DEPENDENCYPART_SIBL
(27,4),(27,25),-1.03143 # DEPENDENCYPART_SIBL
(27,4),(27,26),-0.6964 # DEPENDENCYPART_SIBL
(27,7),(27,8),0.0662723 # DEPENDENCYPART_SIBL
(27,7),(27,9),-0.00964049 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.00944628 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.0258927 # DEPENDENCYPART_SIBL
(27,7),(27,16),0.00360384 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.0127954 # DEPENDENCYPART_SIBL
(27,7),(27,18),-0.119944 # DEPENDENCYPART_SIBL
(27,7),(27,19),-0.00844065 # DEPENDENCYPART_SIBL
(27,7),(27,20),-0.0519383 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.0258927 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.0519383 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.027797 # DEPENDENCYPART_SIBL
(27,7),(27,24),0.0220429 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.0512373 # DEPENDENCYPART_SIBL
(27,7),(27,26),0.0428129 # DEPENDENCYPART_SIBL
(27,8),(27,9),-0.0384875 # DEPENDENCYPART_SIBL
(27,8),(27,11),-0.0373135 # DEPENDENCYPART_SIBL
(27,8),(27,15),-0.0801548 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.156708 # DEPENDENCYPART_SIBL
(27,8),(27,17),-0.0341504 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.189875 # DEPENDENCYPART_SIBL
(27,8),(27,19),-0.0373135 # DEPENDENCYPART_SIBL
(27,8),(27,20),-0.0885699 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.0801548 # DEPENDENCYPART_SIBL
(27,8),(27,22),-0.0885699 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.0821149 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.128933 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.139698 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.029978 # DEPENDENCYPART_SIBL
(27,9),(27,11),-0.0386297 # DEPENDENCYPART_SIBL
(27,9),(27,15),-0.114319 # DEPENDENCYPART_SIBL
(27,9),(27,16),0.00538144 # DEPENDENCYPART_SIBL
(27,9),(27,17),-0.0360656 # DEPENDENCYPART_SIBL
(27,9),(27,18),-0.173485 # DEPENDENCYPART_SIBL
(27,9),(27,19),-0.0353632 # DEPENDENCYPART_SIBL
(27,9),(27,20),-0.0841479 # DEPENDENCYPART_SIBL
(27,9),(27,21),-0.114319 # DEPENDENCYPART_SIBL
(27,9),(27,22),-0.0841479 # DEPENDENCYPART_SIBL
(27,9),(27,23),-0.114319 # DEPENDENCYPART_SIBL
(27,9),(27,24),-0.0139051 # DEPENDENCYPART_SIBL
(27,9),(27,25),-0.108902 # DEPENDENCYPART_SIBL
(27,9),(27,26),-0.0497361 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.107086 # DEPENDENCYPART_SIBL
(27,11),(27,16),0.00570433 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.0349898 # DEPENDENCYPART_SIBL
(27,11),(27,18),-0.161469 # DEPENDENCYPART_SIBL
(27,11),(27,19),-0.0342874 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.0837822 # DEPENDENCYPART_SIBL
(27,11),(27,21),-0.107086 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.0837822 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.107086 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.0135412 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.0993041 # DEPENDENCYPART_SIBL
(27,11),(27,26),-0.0449223 # DEPENDENCYPART_SIBL
(27,15),(27,16),0.00360384 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.0127954 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.119944 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.00844065 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.0519383 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.0258927 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0519383 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.027797 # DEPENDENCYPART_SIBL
(27,15),(27,24),0.0220429 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0512373 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.0428129 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.0371582 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.226692 # DEPENDENCYPART_SIBL
(27,16),(27,19),-0.0398864 # DEPENDENCYPART_SIBL
(27,16),(27,20),-0.0833801 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.115855 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.0833801 # DEPENDENCYPART_SIBL
(27,16),(27,23),-0.117815 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.129737 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.123775 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.0129378 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.161267 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.0361035 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.0837822 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.104262 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0837822 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.104262 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.0135419 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.102538 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.0455337 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.175934 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.0822639 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.245213 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0822639 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.247117 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.0642217 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.572156 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.215739 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.0837822 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.101801 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0837822 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.101801 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0135412 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0993041 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.0449223 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.0191655 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0417946 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0181813 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0236679 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.102576 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.03787 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0519383 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.027797 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0220429 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0512373 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0428129 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.0181813 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0236679 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.102576 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.03787 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.022028 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.0440137 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0464047 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.104065 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0286 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.6964 # DEPENDENCYPART_SIBL
(0,10),(10,1),-0.580207 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.916332 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-2.26926 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-2.14194 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-1.78943 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-1.28991 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.962527 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.20014 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-3.97447 # DEPENDENCYPART_GRANDPAR
(0,10),(10,26),-0.987736 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),-0.580207 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-1.20014 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.964293 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.26419 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),-0.987736 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-1.69073 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-2.43534 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.913598 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.945858 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.838025 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-2.89065 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-1.20098 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.79298 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.525707 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.358107 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-3.73558 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.852187 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),1.05118 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-1.69073 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-1.03327 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.838025 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-1.20098 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.742362 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-1.22007 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.358107 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.728246 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-3.73558 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.852187 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),1.05118 # DEPENDENCYPART_GRANDPAR
(0,27),(27,1),0.0851533 # DEPENDENCYPART_GRANDPAR
(0,27),(27,3),-1.30063 # DEPENDENCYPART_GRANDPAR
(0,27),(27,4),-1.17332 # DEPENDENCYPART_GRANDPAR
(0,27),(27,7),-0.503258 # DEPENDENCYPART_GRANDPAR
(0,27),(27,8),-0.333819 # DEPENDENCYPART_GRANDPAR
(0,27),(27,9),-0.534788 # DEPENDENCYPART_GRANDPAR
(0,27),(27,11),-0.598828 # DEPENDENCYPART_GRANDPAR
(0,27),(27,15),-0.436917 # DEPENDENCYPART_GRANDPAR
(0,27),(27,16),-0.602586 # DEPENDENCYPART_GRANDPAR
(0,27),(27,17),-0.403586 # DEPENDENCYPART_GRANDPAR
(0,27),(27,18),-2.53435 # DEPENDENCYPART_GRANDPAR
(0,27),(27,19),-0.76654 # DEPENDENCYPART_GRANDPAR
(0,27),(27,20),-0.492448 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),-0.743392 # DEPENDENCYPART_GRANDPAR
(0,27),(27,22),-0.410277 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),-0.308517 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.71798 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-3.79471 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-0.553041 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.106543 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.476509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,6),0.0406792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.398972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.243648 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.388781 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0550216 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.631856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.102308 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.100116 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.642857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.37271 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0612984 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.163893 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.024298 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.066304 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.377624 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0619049 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.134464 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.0167922 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0131971 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.565765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0252946 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0707632 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0219962 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.235714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),0.0377716 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0269526 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.0466416 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0377716 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0269526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0548362 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.0466416 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.12531 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.162605 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.159622 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.454093 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.189601 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.604014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.454093 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.189601 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0348864 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.604014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,2),-0.275709 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.153283 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.133814 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.138 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.281592 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0898599 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.111269 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.00275933 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.123384 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.111269 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.00275933 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.131928 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.123384 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0535632 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0317964 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.457645 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0137982 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0492884 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.53873 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.274018 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.412009 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.528485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.0390429 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.224217 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.879283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,2),-0.380005 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.505093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.0156507 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.210776 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.862463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.00454883 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.422566 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.425447 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.560314 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.070872 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.258688 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.890005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0109154 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.216016 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.06124 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.0627932 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.217704 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.224516 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.213263 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.31239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.0168524 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.241121 # DEPENDENCYPART_GRANDPAR
(7,26),(26,2),-0.360119 # DEPENDENCYPART_GRANDPAR
(7,26),(26,3),-0.520393 # DEPENDENCYPART_GRANDPAR
(7,26),(26,4),-0.0309514 # DEPENDENCYPART_GRANDPAR
(7,26),(26,7),-0.797259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,26),(26,8),0.0892374 # DEPENDENCYPART_GRANDPAR
(7,26),(26,9),-0.154898 # DEPENDENCYPART_GRANDPAR
(7,26),(26,10),-0.214137 # DEPENDENCYPART_GRANDPAR
