# _root_ Ancak , o bahçeye _ girmek büyük cesaret istiyormuş , çünkü orası _ güçlü bir cadıya _ aitmiş .
#goldHeads=5,0,4,5,6,9,8,9,10,18,18,18,14,16,16,17,18,19,0,
#predictedHeads=19,0,4,5,6,9,8,9,10,18,19,13,14,16,16,17,18,19,0,
(18,4),(4,3),0.0693146 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.0938472 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.367433 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.283537 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.0778621 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.0401697 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.297216 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.107987 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.203353 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.61466 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.336727 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.578533 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.174385 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.0844808 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.303615 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0693045 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.238611 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.0068648 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.283537 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.0844707 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.303605 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0693146 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.237019 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.00687335 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.236447 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.167881 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0166063 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.0778621 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.098248 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.50148 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.104308 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.243563 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.0444673 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.24299 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.256372 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.208501 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.290202 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.0994471 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0433099 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.572284 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.0336412 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.077506 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.169053 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.0614787 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.362953 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.00775998 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.250916 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.172582 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.250348 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.160671 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.215854 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.902012 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0287365 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.226333 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.833317 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.216665 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.270526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,5),0.168914 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.170453 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.622112 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0909196 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.101628 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.597432 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.167881 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.201957 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.398738 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.0209523 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.000301158 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.448462 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0153737 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0778621 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0235519 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0421146 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.196237 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.267661 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.161748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.382166 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.183311 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0661901 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.168191 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0643608 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.143503 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.138994 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),0.0475232 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.12071 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.253124 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.218638 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.366921 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0955178 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.034761 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.126552 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.193212 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0542507 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.0279591 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.395206 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0487584 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.0844707 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),0.0693146 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.237019 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.236447 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.167881 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.201957 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),0.398738 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0209523 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.000301158 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.135607 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.322185 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0933119 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.156657 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0421146 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.0970772 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.0710235 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.118545 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.299368 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0566973 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.135839 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.330137 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.136034 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.752385 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.160014 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.333965 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.425923 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.131342 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.66967 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.378756 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-1.06341 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.629423 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.810971 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.5468 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.93264 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),-0.512439 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),0.0437539 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.758083 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.247899 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.0822906 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0827425 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.315394 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.330137 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.136034 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.752385 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.191636 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.0436099 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0264816 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.253729 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.146172 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.131342 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.354371 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.0925924 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.727676 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.197409 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.1234 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0322599 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.183894 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.153918 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.231169 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.214084 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.116944 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.640196 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.312406 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.249354 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.522249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,1),-0.369852 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.0862569 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.852922 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.445883 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.223323 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.280731 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.258981 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.402391 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.18951 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.281067 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.405596 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.950861 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.601058 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.106921 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.45686 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.56657 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.225978 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.102228 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.226374 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.676334 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.253729 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.148145 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.0320317 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.164012 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0574177 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.531215 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.225603 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.131342 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.316165 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.267499 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.458496 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.639532 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.580159 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.359669 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.122151 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.371284 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.228566 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.479861 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.369057 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.530584 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.822995 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.144599 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.20132 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.322985 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.0911457 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.290138 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.141946 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0355286 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.32019 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.346304 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.0612777 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.382067 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.106504 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.330137 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.752385 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.191636 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.0264816 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.253729 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.148145 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.0320317 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.164012 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.0574177 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.211074 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.167538 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0143669 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.146034 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.267499 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.0735193 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.378757 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.437015 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.937534 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.512853 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.648433 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.0925924 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.727676 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.197409 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.1234 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.0322599 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.153918 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),0.105783 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.207454 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.046763 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.227472 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.326852 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0589355 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.081279 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.014448 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.172182 # DEPENDENCYPART_GRANDPAR
