# _root_ Hannes_Alfven : Big_bang bir _ söylencedir , _ _ haksızlık etmeyelim , belki de iyi bir söylence .
#goldHeads=5,0,6,5,6,7,17,9,10,11,17,0,17,13,17,17,2,0,
#predictedHeads=6,0,5,5,6,7,11,9,10,11,12,17,17,13,17,17,18,0,
(18,5),(5,1),-0.13457 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.357875 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.601507 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.604042 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.0331835 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.959918 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.566434 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.815256 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.275725 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.291671 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),0.0397681 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.164967 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.32068 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.177115 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.566191 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.330733 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.0896681 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),0.073189 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.39347 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.0413828 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.407994 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.381636 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.609239 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.233253 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.876856 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.472995 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.084615 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.104818 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.604042 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.315926 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.018412 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.566434 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.275725 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.261312 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.68829 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.518879 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.41659 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.130227 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.594611 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.121192 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.297444 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.0940055 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.16107 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.258674 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.0178198 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.0757746 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.267752 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0935517 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.0352533 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.173844 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.04869 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.0380111 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.291671 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),0.0397681 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.164967 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.32068 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.177115 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),0.149526 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.311193 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.252847 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.146287 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0355189 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.301365 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.073189 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.123016 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.39347 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.602321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,6),0.233253 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.317529 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.684971 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.393815 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.282616 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.0407272 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.12613 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.104818 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.610547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,10),-0.318549 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.168064 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.152282 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.498066 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.347157 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.175123 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.182004 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.0511962 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.257736 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.215369 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.243722 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.376557 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0371883 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.142757 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.34428 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.033213 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0753739 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),0.297444 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.0940055 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.16107 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.255926 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.0178011 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),0.267752 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0935331 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0352159 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0283703 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.116751 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.234208 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.112469 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.083692 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.192175 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.239365 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.591028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
