# _root_ Bu , dedikodu _ _ denen haz dünyasından ırak _ yaşayan bir püriten olsun , _ gidip zaman_zaman ona içimizi_dökelim .
#goldHeads=14,0,4,5,6,8,8,9,10,11,13,13,14,15,20,17,20,20,20,21,0,
#predictedHeads=14,0,5,5,6,7,8,10,10,11,13,13,14,15,20,17,20,20,20,21,0,
(11,9),(9,4),-0.0939503 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.123617 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.18959 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0626976 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.120415 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.195731 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.028082 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0947998 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.00457414 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0342409 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.178556 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.152612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.346642 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.262009 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.0649413 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.140416 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.0605265 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.00721723 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),0.144539 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.117445 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.0812934 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.137896 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.293474 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.318406 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.318849 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.474691 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.441594 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.325672 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.277626 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.465713 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.391551 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.252266 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.156721 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.440544 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0580312 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.379188 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.212881 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0485953 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.101261 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.182563 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.391551 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.0833009 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0654887 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.349312 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0679338 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.221693 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.00950825 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0580312 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.379188 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.391745 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.253553 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.083194 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0654887 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.349312 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.072693 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.108125 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.00950825 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.123624 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0580312 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.949123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,20),-0.379188 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.100053 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.183771 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0984219 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0733234 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.114332 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.380665 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.202209 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.00929807 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.00705642 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.29088 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0926903 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0342296 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0737783 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.168343 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.79914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.207217 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.00224353 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.177069 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.262334 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.237425 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.348028 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.243721 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.217096 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.0284863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0534178 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0944265 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.172867 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.123469 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.624326 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.376292 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.367163 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.39569 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.679514 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.172405 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.392095 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.433103 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0956343 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.362593 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.119406 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.114913 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.767126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.00199216 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0557131 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.23798 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.061035 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.218533 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.196605 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.435443 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.719266 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.219836 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.497926 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.143065 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.402345 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.166846 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.166576 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.875597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.311312 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0271481 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.170244 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.341549 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.0183345 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0914954 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.268235 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.309244 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.0625991 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0550082 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.925238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.182084 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.140976 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.245533 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.00190397 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0105409 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.180564 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0672822 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.163875 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.0871039 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.110876 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.113149 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.711589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.12687 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.15219 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.00109619 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.302237 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.206921 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.624158 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.375701 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.679345 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-0.391589 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.432598 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.0954662 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.362425 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.119238 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.114745 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.782851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.14019 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.116519 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0957537 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.26183 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.217958 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.261175 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.18253 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.408051 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.277244 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.166949 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.606801 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.613367 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.89229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,16),0.187411 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),0.256463 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.223803 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.224157 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.190388 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.387232 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.0735438 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),0.227801 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.0823949 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.17909 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.119574 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.443558 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.116335 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.820825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),0.238883 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.0228565 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.0841432 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0823949 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.17909 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.119574 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0378503 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.443558 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.0228565 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.270648 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.159567 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.00999034 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.186854 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.223803 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.212283 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.136823 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.333667 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.217655 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.20511 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.219718 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0735438 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),0.227801 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.219406 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.22214 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.20711 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.132232 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.329076 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.231764 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0763026 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.219718 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.196955 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.0735438 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.14047 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),0.227801 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0100235 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.18682 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.241166 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0285286 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0964499 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.328482 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.0823949 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.119574 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.0378503 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.158994 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0563357 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0112327 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0626797 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.326199 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.116335 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.820825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.0179237 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.238883 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.0228565 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.0841432 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),0.326168 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.206316 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.271901 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.145579 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0147717 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.082693 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.141075 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.00454135 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.223803 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.224157 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.212283 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.217655 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0814756 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.149397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.163946 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.143389 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.226539 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.123754 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.918974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.130053 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.151041 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.375206 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),0.227801 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.362518 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.559362 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),0.0820297 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.270442 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.301826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.369084 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),0.0953865 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.0982832 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.075138 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.09506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.647656 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.119345 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0171971 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.962712 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.131837 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.0661344 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.13033 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),0.190908 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.00827077 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.215249 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.963276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.264686 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0665027 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.00920768 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0823004 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.293439 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.15169 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.330768 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.394964 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0493844 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.193529 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.444172 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.162337 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),0.0567543 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.327102 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),0.0701166 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.145181 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0758134 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.823073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.178626 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.35954 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.117222 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.263029 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.391895 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.424979 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.659369 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.340672 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.404868 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.362403 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.469092 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),0.0348158 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.154561 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.0592883 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.880356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.199822 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.229282 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0976654 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.216176 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.275178 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.294842 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.703814 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),0.0137426 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.370113 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.513536 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),0.0271001 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.16533 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.039233 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.945238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.267481 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.0431874 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.202731 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.343156 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.410854 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.206086 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.127335 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.55515 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.75606 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.491847 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.485815 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.0503962 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.216066 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-0.270099 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.359445 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.127335 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.55515 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.75606 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.924531 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.491847 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.270099 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.353729 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.550515 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.538541 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.548671 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.348104 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.144434 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.454454 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.485068 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.495198 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.542584 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.265857 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.253885 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0879594 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.207807 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.00044078 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.247606 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.538508 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.548638 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.684172 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.361687 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.355293 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.422576 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),0.127335 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.75606 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.924531 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.934661 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.869938 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.567463 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.560156 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.491367 # DEPENDENCYPART_GRANDPAR
