# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,6,6,7,9,9,19,0,12,13,19,0,18,15,18,19,21,19,0,
(12,19),(19,18),-0.136095 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0515708 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0804538 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.472581 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.28288 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.580557 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),-0.151151 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.0668004 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.179251 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.192741 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0121761 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.111229 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0844051 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.00131435 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.697113 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.608238 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.648925 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.500825 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.219416 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.41655 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.327675 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.393259 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.326807 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.264467 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.547522 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.00216099 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.218378 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.214144 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.463863 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.374988 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.46951 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.216118 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.413244 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.469575 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.500825 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.314185 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.534241 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.445366 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.532216 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.42017 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.617296 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.229862 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0161903 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.284188 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.120241 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.248509 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.501168 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.412293 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.499143 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.393112 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.590238 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.147938 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.266932 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.286266 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.421131 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.905485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,19),-0.249062 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.136407 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.0779096 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.504716 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.701843 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0363383 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.132675 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.467741 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.736181 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0309637 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.243837 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.335711 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.546406 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.41655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.393259 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.523934 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.119348 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.179556 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.10377 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0440343 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.00216099 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.755502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0362516 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.506549 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.218378 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.345346 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.304904 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.366769 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.461291 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.219699 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.416825 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.112436 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.232017 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0869925 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0847283 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.161438 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.648925 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.287241 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.500825 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.755194 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.95232 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.425625 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.340986 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.696933 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.163319 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.839277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,18),0.0672494 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.139579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.216227 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.152678 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.746312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.142408 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.181341 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.270543 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.662827 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.130939 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.830961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.055543 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.397425 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.641711 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.80396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.160907 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0537039 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.107152 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.313487 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.164879 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.793511 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.570995 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.252029 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.225037 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.615298 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.107358 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.66175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.187361 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0662479 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0167705 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.321992 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.200406 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.773096 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.684221 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.768489 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.715345 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.912472 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.378033 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.545572 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.226586 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.247295 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.657084 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.115727 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.737032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.150567 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0199813 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0300978 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.280317 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.48719 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.155751 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.243247 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.563224 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.605544 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.857957 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.242775 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.207755 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.787607 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.563224 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.605544 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.857957 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.700646 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.625727 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.560713 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.242775 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.207755 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.60194 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.362253 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.404573 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.660229 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.313116 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.226825 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.210982 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.327299 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.496777 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.644421 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.463237 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.376946 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.409499 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.22838 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.00896346 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.336299 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.210573 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.513158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,19),-0.217537 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.352918 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.563224 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.857957 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.614355 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.700329 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.427828 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.228707 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.143453 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.242775 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0273426 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.482691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,18),-0.1543 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.207755 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.251928 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.546267 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.399767 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.655423 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.314623 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.228332 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.513973 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.233448 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0220193 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0579675 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.203848 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.215923 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.16596 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.327299 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.474396 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.184099 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.387069 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.159705 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.036414 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.259345 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.248081 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0041669 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.501115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.316987 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.27369 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.323192 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.311886 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.183929 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.897442 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.503447 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.291789 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.236789 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.197305 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.333261 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.0217998 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.29102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.148472 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0665253 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0783511 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0745775 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.510207 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.552527 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.78767 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.734411 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.64812 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.674629 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.393244 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.181596 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.22338 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.21594 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.291677 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.132092 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.248208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.11082 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.144573 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0123431 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.105678 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0785845 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.191305 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.503447 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.291789 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.236789 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0217998 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.282497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),-0.139948 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0753812 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0698272 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.119598 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0860887 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.240358 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.799484 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.804389 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.718098 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.712206 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.258506 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.285918 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.329255 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),0.0551822 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.36928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.196496 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.173927 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0985875 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0763402 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0246633 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.186691 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.0543096 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.457944 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.14606 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.135905 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.18969 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.278695 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.270936 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0114433 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0940616 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.410605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.180589 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.265386 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.377906 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.289546 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.501782 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.56321 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0355589 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.266536 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.376202 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.121994 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0159045 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.335021 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.31354 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.259796 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.293971 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.382482 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.433263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.134993 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.285365 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.299945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.200614 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.610231 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.550819 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.580372 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.530978 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.627025 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.674155 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.421925 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.545512 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.344377 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.364997 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.33168 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.444659 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.5641 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.523224 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.693405 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.485492 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.562811 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.556074 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.249221 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.317852 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.54228 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0396562 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.364623 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.48317 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.360403 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.411976 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.623674 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.574829 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.581693 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.628823 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.449593 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.598458 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.578352 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.307907 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.299251 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.414358 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.45815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.423025 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.634106 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.686994 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.456967 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.588425 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.578767 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.283558 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.357422 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.294333 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.00640893 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.079409 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.588832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.388161 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.447987 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.444659 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.371749 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0709574 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.563917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,4),-0.75345 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.775727 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.759483 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.450681 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.530318 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.436731 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.587661 # DEPENDENCYPART_GRANDPAR
