# _root_ Çam fidanı , _ süslü eşyalarla dolu _ olan bu salonda doğadan , topraktan _ iyice _ uzaklaşmıştı .
#goldHeads=2,18,0,5,6,7,8,9,11,11,18,13,14,18,16,18,18,19,0,
#predictedHeads=2,18,0,5,6,8,8,9,11,11,12,18,0,18,16,18,18,19,0,
(16,14),(14,10),-0.334913 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.32702 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.308813 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.169188 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0584848 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.225362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.0556873 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.365148 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.301893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.278909 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0705364 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.194231 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.184156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,2),-0.374631 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.0562335 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.389898 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.0122386 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.547934 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.405133 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.101337 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.177553 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.702016 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.332815 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.642689 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.605847 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.296487 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.27427 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.257282 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.135618 # DEPENDENCYPART_GRANDPAR
(17,8),(8,18),-0.229298 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.176784 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0751687 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.29375 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.372185 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.260023 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.303679 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.135005 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.269835 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.0310649 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.142125 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.279384 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.102919 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.137712 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.20403 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.475177 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.0754372 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.293785 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.373433 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.260058 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.304927 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.135272 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.271083 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0311685 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.289771 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.279384 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.102918 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.137712 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.20403 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.0469458 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.114525 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.0973119 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.204117 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.0931875 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0158893 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.149887 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.164486 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.214433 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.164558 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.242251 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.204378 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.304927 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.135272 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.271083 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.0311685 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.289771 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0189522 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.091359 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.137712 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.172799 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.536838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,8),-0.0429251 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.505659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.189195 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.103294 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.14999 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.1143 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.501122 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.358321 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.286003 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.320942 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.00699252 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.161493 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0322131 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.102013 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.432038 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),0.25772 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.360481 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.155478 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-0.738737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),-0.00827814 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.431654 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.155478 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.738737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),-0.0221751 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.316585 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.710281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,2),-0.262479 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.0125019 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.320045 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.219105 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.0344983 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.328909 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.300267 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.194865 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.00827814 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.302688 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.216766 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.305376 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.349432 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.240311 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.0767666 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.155478 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.738737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,3),-0.289354 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.15088 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.329388 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.213367 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),0.289823 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.0635252 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.00389166 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.0253877 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.269023 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.210377 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.000185067 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.147496 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.197466 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.352596 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.120674 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.232674 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.196304 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.17304 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.318586 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.638479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.137498 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.0523139 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.346724 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.278483 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.194267 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.31966 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.275168 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.17319 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.156658 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.221867 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.310752 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),0.339987 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.236506 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.139594 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.0188496 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.170133 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0771315 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0145519 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.11392 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.0741854 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0174012 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.738737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,1),-0.00827814 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.216766 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.305376 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.349432 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.231132 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.13015 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.023954 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.179578 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.0716519 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.511386 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.11392 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0741859 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.0174012 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.738737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,5),0.37694 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.245029 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.129844 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.189663 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.165207 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.133993 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.486566 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.130005 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.166031 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.258615 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.710281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.251495 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.13015 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.023954 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.179578 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0716519 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.511386 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.143902 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.13781 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0174012 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.2283 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0583107 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.21667 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.519008 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.157891 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.258572 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.217525 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.296073 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),0.0144726 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.279938 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.208381 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.523637 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.166652 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0705574 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.226286 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.314347 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.0413462 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),0.21667 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0773033 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.519008 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.157891 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.258572 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.217525 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.226361 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.132205 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.298563 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.592973 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),0.114293 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.521416 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.382201 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.375699 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.0339482 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),0.206946 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.146383 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.156224 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.0867493 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.221245 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.370069 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.180335 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.76064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,2),-0.00982525 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.58364 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.220971 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.201336 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),0.462709 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.144297 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.724119 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.201336 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),0.462709 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.0175554 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.170923 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.0796925 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.456048 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.144297 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.297664 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.228332 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.360441 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.384811 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.438147 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),0.0292212 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.201336 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.462709 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.0514829 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.40471 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.444941 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.0111144 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.3293 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.0382399 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.312724 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.29349 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.140122 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.471054 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.925227 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.737669 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.351268 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.600732 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.775891 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.48483 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.299181 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.759315 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.423885 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.279844 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.54047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,1),-0.0265113 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),0.126856 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.0773152 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.501831 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.482174 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0842897 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.338656 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),0.0469131 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.228363 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.36061 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.384401 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),0.0863509 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.232891 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.145591 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.161496 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.184657 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.00782571 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.186131 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.28231 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.251415 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.462709 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),0.144297 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.228332 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.360441 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.384811 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.0865187 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.233301 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.145625 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.161906 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.184395 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.0134731 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.186131 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.28231 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.251415 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.462709 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.406219 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.167727 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.279115 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.0340885 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.224996 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.303809 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.246444 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0454184 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.567203 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.296923 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.166682 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.550674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,7),-0.233301 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),0.145625 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.161906 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.184395 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.0134731 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.299664 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.125766 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.251415 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.237776 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0583457 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.289062 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.55006 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.259091 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.263291 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.533576 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.445853 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.129446 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),0.0239215 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.187224 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.265517 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0259215 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.20728 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.248563 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.146919 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.86152 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.289062 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.587307 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.55006 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.259091 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.263291 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.533576 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.40006 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.416704 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),0.138524 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),0.291892 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.18489 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.519755 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.342341 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),0.0807459 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.202525 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),0.0658354 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.100645 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.178625 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.00270465 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.293892 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0823251 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0194074 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.107469 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0355178 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0855997 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.542448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
