# _root_ Ana'nın _ orada_olmadığını _ söyledikten sonra ben , buna ne inanırmış , ne de inanmazmış gibi bir tavır takındım .
#goldHeads=2,3,4,5,6,19,15,0,15,11,18,0,15,13,16,18,18,19,20,0,
#predictedHeads=3,3,4,5,6,11,11,0,11,11,12,19,15,13,16,19,18,19,20,0,
(15,19),(19,11),0.977418 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),0.0489365 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.0171268 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.0692671 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.31186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.189629 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.113843 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.498214 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.445535 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.612713 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.584606 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.59501 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.273874 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.312668 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.318217 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),0.930177 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.00441968 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.0664436 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.0163291 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.37024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.337692 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.186196 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.616636 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-1.01286 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.0724883 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.222756 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.170142 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.21572 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0692745 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.18528 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.450934 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.143337 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.239744 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.105067 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.0980911 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.215895 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0726467 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.177688 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.225556 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.222756 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.170142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.21572 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0692745 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.1212 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.00841824 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0202407 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0127461 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.239744 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.302669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.105067 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.0980911 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.177688 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0858895 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.240528 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.208815 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0574333 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.176536 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.291244 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.0663173 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.23863 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.195544 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.106862 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.107831 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.256903 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.0506421 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.163988 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.305735 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.117236 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0340381 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.159602 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.304904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.127957 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.131735 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.130876 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.425057 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.112006 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.388274 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.380131 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.29135 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.31778 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.421502 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.240464 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.119754 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),0.0203834 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.269175 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.22332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.00497908 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0603508 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.163069 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.737015 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.669379 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.297411 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.289212 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.415917 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.599188 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.0144649 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.321361 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.290183 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.416888 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.184725 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.297183 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.0353723 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-1.06177 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.41386 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.529564 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.977576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.470397 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.222037 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.642942 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.306707 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.497245 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.228931 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.691067 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.186381 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.623431 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.313086 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.595452 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.253685 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.346912 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.169768 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.0227488 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.0198623 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.397666 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.0199802 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.0207114 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.363936 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.114258 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.912248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.428474 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.163442 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.290183 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.416888 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.184725 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.297183 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.073988 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.172441 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.596638 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0372308 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.529564 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.18439 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.977576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.470397 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.497245 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.329553 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0254127 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.783022 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0201196 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.691067 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.186381 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.623431 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.313086 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.595452 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.253685 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.346912 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.169768 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.0227488 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.0198623 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.820282 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.27039 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0180039 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0971806 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.114258 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.912248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.428474 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.163442 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.112951 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.113527 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.213574 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.111669 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0149675 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.218877 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.926764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,14),-0.129878 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.893481 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.312924 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.606154 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.914096 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.540162 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.273536 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.515423 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),0.445542 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.207151 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),0.474677 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.34659 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.79276 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.677058 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.312924 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.658429 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.195913 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.540162 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.273536 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.351793 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.28161 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.515423 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),0.445542 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.216747 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.207151 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.474677 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.00684755 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.34659 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.229579 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.576337 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.853545 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.637121 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.107337 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),0.0747448 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.360487 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.627051 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.410628 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.130881 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.177194 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.463355 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.32252 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.190465 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.351654 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.226085 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.62381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,8),0.00243511 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.14872 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.142184 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.169602 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.0398066 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.353134 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.755166 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.236123 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.538743 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.170135 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.195452 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.142367 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.145372 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.000889184 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.439912 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.151883 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.0935271 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.127764 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.557597 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0578981 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.043061 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.718202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.36441 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.627051 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.410628 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.130881 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.177194 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.00684498 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.212931 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),1.18959 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.155082 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.351654 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.0624036 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.226085 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.62381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,7),-0.169602 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0250561 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.112121 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.922062 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.0448563 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.353134 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.755166 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.236123 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.538743 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.170135 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.195452 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.142367 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.145372 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.000889184 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.439912 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.565326 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.080509 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.131639 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.184309 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0578981 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.043061 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.718202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.36441 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0251172 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.383145 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0397455 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0748723 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.174972 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.725284 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.038207 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.163422 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.170174 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.194454 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.263622 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),0.0459199 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0409724 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.336252 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.679735 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.110783 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0279794 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.239813 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.708869 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.18317 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.134756 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.636874 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.19241 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.97599 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.370189 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.407357 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.572271 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),0.378813 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.176668 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.263999 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.191832 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),0.407947 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.122154 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.169426 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.146803 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.67417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,2),-0.442077 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.630916 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-1.02041 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.73296 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-1.07087 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.109973 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.546611 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.386396 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.441957 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.232013 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.630916 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.770622 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.673704 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-1.07087 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.109973 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.724526 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.0720959 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.546611 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.386396 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.027388 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-0.441957 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-0.232013 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.280884 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.563266 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.5366 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.477039 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.129177 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.476881 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),0.0788558 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.459704 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.0557289 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.198902 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.405463 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.241689 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.378797 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.292149 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),0.379413 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.331008 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),0.14476 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.00659629 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.220494 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),0.213183 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.0883009 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.351713 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.0381519 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.0371663 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.125195 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.502809 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.581983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,2),-0.505387 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.478721 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),0.0947361 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.421392 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),0.151095 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.203108 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.014164 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.332179 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.345175 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.275726 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.413847 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.119483 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.459704 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.100437 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.191897 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.373721 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.302793 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.198902 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.405463 # DEPENDENCYPART_GRANDPAR
