# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(13,8),(8,20),-0.241764 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.230362 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.433409 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.205989 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0624211 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.235455 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.145402 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.577387 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.151192 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.28585 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0306522 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0163555 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0469009 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.422086 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0339035 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.349255 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.241764 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.194487 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.154971 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.283397 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0250774 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0188089 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0466773 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0848036 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0342015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.633603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0893539 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.254366 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.349255 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.241764 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.103137 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.0281873 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0697779 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0482387 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.103605 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.117259 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.321051 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.247624 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.694083 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.171435 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.791103 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.563682 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.430635 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.333957 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.266334 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.698321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.186477 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.560077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.471273 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0248141 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0444489 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.547461 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.374486 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.597584 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.192685 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.227636 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.65962 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.130516 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.396069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.147663 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.20524 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.158564 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.39084 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.156816 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0141211 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.131808 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.559129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.179893 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.446431 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.532128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.122372 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.152891 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0743492 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.370714 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.151933 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.719278 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.708564 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.374486 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.597584 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.0705309 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.192685 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.227636 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.65962 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.130516 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.396069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.147663 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0168324 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0519676 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.300525 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0141211 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.131808 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.692702 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.679111 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.751289 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.523868 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.571008 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.0927933 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.268683 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.178912 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.20106 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.633044 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.138889 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.470293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.112402 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0910568 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.00309857 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.259246 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.537516 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.170217 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0446808 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.567576 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.50115 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-1.07111 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.50115 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-1.07111 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.636021 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.297047 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.738727 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.252476 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.395299 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.196559 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.339382 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.487941 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0801296 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.518456 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.275832 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.116926 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0886974 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.393652 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.238632 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.255868 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.480193 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0801291 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.513888 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0378245 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.15563 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.211962 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0886977 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.238632 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.255868 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.360985 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.50477 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0988657 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.479239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0190878 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.176709 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0272206 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0878037 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.393354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.446205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.316978 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.238632 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.255868 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.73545 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.392822 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.303306 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0609228 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.290676 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0497651 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0418865 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.222104 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.233188 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.450817 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.199651 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.480193 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0801291 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.513888 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0378245 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.15563 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0459573 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.138131 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.173425 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.446205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.316978 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.21081 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.297422 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.328061 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.238632 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.255868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.864698 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.438289 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.489267 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.312719 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.217599 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.164667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0359921 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.227586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0107582 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0417073 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0306148 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0447357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0203606 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.187015 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.558327 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.22947 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.864698 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.438289 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),0.00854946 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.489267 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.312719 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.217599 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.164667 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0359921 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.227586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.112669 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.138261 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0444712 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0203606 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.187015 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.444054 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.11249 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.668037 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.81086 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.324017 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),0.0237119 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.208529 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.434635 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.198446 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.103327 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.12133 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.0782805 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.199032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0810292 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0859656 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0333995 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0699457 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0815029 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.864698 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),0.00854946 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.489267 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.217599 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.164667 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.0359921 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.227586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.112669 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.138261 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0444712 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.101586 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0332462 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.12465 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.438096 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.279448 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.0275494 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.203182 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.469031 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.476573 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.188452 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.0422794 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.134527 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.363909 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.00671023 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.257551 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.477602 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.165871 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.399634 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.200571 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.0301606 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.126692 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.299902 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.245913 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.775266 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.134385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.350121 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.204417 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0808025 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0483653 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.619965 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.115405 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.477602 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.165871 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),0.0416627 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.138164 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.347667 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.209991 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.0832558 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0485888 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.015707 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.115703 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.174363 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.104361 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.651348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,19),-0.477602 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.165871 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.272409 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),0.207962 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.165291 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.112686 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.00833896 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.0167487 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.51893 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.644605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.903919 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.212316 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.468607 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.134385 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.350121 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.204417 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.0808025 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0483653 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0181604 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.553296 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0165777 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.104361 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.651348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.15606 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.370974 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.910662 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.477602 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.165871 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.307787 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.0770558 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.0223659 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.49341 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.397494 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.163181 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.126439 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.662473 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.690047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,18),-0.94936 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.564339 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.257758 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.0816811 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.576875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.656267 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.0564244 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.111024 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.549873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0347919 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.58055 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.111052 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.778593 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.877836 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.357679 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.661854 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.3056 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.287951 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.328146 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.857499 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.212017 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.0631673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.0460522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.413814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0915249 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.274776 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0617718 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.0909269 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.752017 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.848384 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.51845 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.287719 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.635278 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.327862 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.204236 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.274178 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.30157 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.830923 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.22039 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.0365913 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.0683147 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.488039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0426559 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.233496 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.747352 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.129337 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),-0.0051235 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.777412 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.357679 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.3056 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.287951 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.857499 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.212017 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.0631673 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.0460522 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.413814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.0915249 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.274776 # DEPENDENCYPART_GRANDPAR
