# _root_ Ben bir hizmet _ insanıyım , söylerim , _ söylediğimin arkasından giderim ve bana neye mal olursa_olsun ben bununla iftihar ederim .
#goldHeads=4,3,4,5,6,22,8,22,10,11,12,13,21,15,17,17,21,19,20,21,22,0,
#predictedHeads=5,3,4,5,6,7,8,21,10,11,12,13,21,17,17,17,21,21,20,21,22,0,
(11,7),(7,20),-0.790582 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.637445 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.178976 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.129673 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.453714 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.462614 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.459512 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.557213 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.398764 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.679369 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.649222 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.254455 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.00412738 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0692263 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.385062 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.661514 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.32497 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.324823 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.818591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.439529 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.24155 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.50825 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.281079 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.667228 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.561684 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.936251 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.334206 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.129253 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0727084 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.554426 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.494334 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0517872 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.929922 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.407761 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.886341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.417758 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.84261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.30448 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.11188 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.613321 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.496995 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.31245 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.676385 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.904738 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.616292 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.380343 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.322079 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.802302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.37267 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.249805 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.456869 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.45552 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.492299 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.200334 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.0669084 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.462753 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.413955 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.303612 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-1.11188 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.616083 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.499757 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.31245 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.676385 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.904738 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.616292 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.380343 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.324841 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.802154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.373782 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),-0.24813 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.455435 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.454086 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.492151 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.215333 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.402767 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.235687 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.650791 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.304294 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.513472 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.12177 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.594654 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.415529 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.135717 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.275786 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.632248 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.387132 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.277375 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.315284 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.316138 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.516431 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.937285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,20),-1.14842 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.139652 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.319336 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.819644 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.425764 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.310488 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.842893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,17),-1.08006 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.769985 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.387132 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.278307 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.315284 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.316138 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.198503 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.159438 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.294697 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.009533 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.230954 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.0919202 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.937285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,16),-1.0187 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-1.17445 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-1.14842 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.864377 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.139652 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.425764 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0209112 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),1.17756 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.293485 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.842893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,17),-1.08006 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.769985 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.300857 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.282862 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.162619 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.215075 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.0448258 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.536724 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0190594 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0409207 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.281953 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.771091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.185921 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.744292 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.00826 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.873886 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.698183 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.501803 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.308208 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.468181 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0775105 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0384375 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0254477 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.211881 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.505538 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.11327 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.329528 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.489505 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0872168 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0287312 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.664581 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0351541 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.20217 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.396177 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.393269 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.493427 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.10851 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.798441 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),0.431251 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.119751 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.225666 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.839004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,11),-0.122906 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.325021 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.382413 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.681706 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.403633 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.222091 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.0794847 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),0.0908361 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.232038 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.780812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.433093 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.363425 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.875787 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.917476 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.326647 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.853131 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.614586 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.652106 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.606529 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.868182 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.337776 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.202241 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),0.414023 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.266126 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.141231 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),0.110342 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.212532 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.834876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.27642 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.342774 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.861057 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.898286 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.208684 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.899585 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.847814 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.725072 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.60596 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),0.0908369 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.232037 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),-0.433093 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.363425 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.840759 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-1.01798 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.351845 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-1.01924 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.652106 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.609292 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.870944 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.337776 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.202241 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),0.414023 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.266126 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.141231 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),0.10758 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.215294 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.831001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.263634 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.336354 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.854636 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.894287 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-1.06817 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.345213 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.998081 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-1.02381 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.601437 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.00370655 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.520459 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.10055 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.355435 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0210829 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.0926048 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0277117 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.23442 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0346473 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.333615 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.28083 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.422676 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.41991 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.508334 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.465262 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0847056 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.294838 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.501457 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.182075 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.057387 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0919258 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.207534 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0858932 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.213075 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.25741 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.486414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.360922 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.41295 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.446447 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.458302 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.115186 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.484733 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.180482 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.445225 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.00999585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.145635 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0801536 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.295782 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0406054 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.139834 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.537636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.370838 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.379655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.425008 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.00370655 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.519528 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.10055 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.355435 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.0210829 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.0926048 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0690665 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.242752 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.04214 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.217003 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.519603 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.52376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.375753 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.394068 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.422676 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.41991 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.508334 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.465262 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.142991 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.190378 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.461682 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.557196 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.395889 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0589 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.642562 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0250459 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.113987 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.283401 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.214626 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.357615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,17),-0.51377 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.588396 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.576933 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.179174 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.579217 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.51615 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.885827 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.107764 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.583908 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.391303 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.597229 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.04583 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.0979 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.899088 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.303109 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.464024 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.171713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.227143 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0572138 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.158226 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.20763 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.490706 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.0142795 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.688495 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.533771 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-1.07156 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.822614 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),-0.260798 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.376626 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.819897 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.551764 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.664399 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.184619 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.619844 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.732669 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.578469 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.978725 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.695905 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.698876 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0710345 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.643981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.143113 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.316774 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.258942 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-1.10717 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.631666 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.797929 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.188346 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.78945 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.748074 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.66408 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-1.10532 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.570444 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.630173 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.796442 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.188588 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.789692 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.736638 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.748316 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.664327 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.69586 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.128966 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.75773 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.174273 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.290101 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.962673 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.645082 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.57828 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.741813 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.209362 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.784275 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.757413 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.742899 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.678033 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.648301 # DEPENDENCYPART_GRANDPAR
